1787220624.855271, Self-RAG Monolith 4B, pipeline, prepare, start, 9339690693597088
1787220698.026018, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9339763864184102
1787220699.183574, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 28, 9339765021658898
1787220699.183980, Self-RAG Monolith 4B, Monolith LLM, run, end, 9339765022047555
1787220699.184270, Self-RAG Monolith 4B, Monolith router, run, start, 9339765022347300
1787220699.184429, Self-RAG Monolith 4B, Monolith router, run, end, 9339765022490884
1787220699.184567, Self-RAG Monolith 4B, End stage, run, start, 9339765022640981
1787220699.185001, Self-RAG Monolith 4B, End stage, run, end, 9339765023081126
1787220699.185133, Self-RAG Monolith 4B, pipeline - val, run, end, 172262185473860640572561132521711219688, 1787220696.941881, 1, 4, 9339765023223383
1787220702.074908, Self-RAG Monolith 4B, pipeline - val, run, start, 30565057158945993786739577290892812503, 1787220702.074220, 1, 5, 9339767912999808
1787220702.075386, Self-RAG Monolith 4B, Question dataloader, run, start, 9339767913468385
1787220702.075878, Self-RAG Monolith 4B, Question dataloader, run, end, 9339767913956659
1787220702.076540, Self-RAG Monolith 4B, Document retriever, run, start, 9339767914626981
1787220702.098491, Self-RAG Monolith 4B, Document retriever, run, end, 9339767936575430
1787220702.098700, Self-RAG Monolith 4B, Monolith formatter, run, start, 9339767936774599
1787220702.099298, Self-RAG Monolith 4B, Monolith formatter, run, end, 9339767937370152
1787220702.099406, Self-RAG Monolith 4B, Monolith LLM, run, start, 9339767937490857
1787220702.101983, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9339767940049296
1787220702.110109, Self-RAG Monolith 4B, pipeline - val, run, start, 290700988286927578584966427939328139440, 1787220702.109927, 1, 6, 9339767948181304
1787220702.110328, Self-RAG Monolith 4B, Question dataloader, run, start, 9339767948400633
1787220702.110806, Self-RAG Monolith 4B, Question dataloader, run, end, 9339767948879946
1787220702.111112, Self-RAG Monolith 4B, Document retriever, run, start, 9339767949193963
1787220702.127896, Self-RAG Monolith 4B, Document retriever, run, end, 9339767965978013
1787220702.128007, Self-RAG Monolith 4B, Monolith formatter, run, start, 9339767966078605
1787220702.128862, Self-RAG Monolith 4B, Monolith formatter, run, end, 9339767966934336
1787220702.594808, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9339768432916272
1787220703.920374, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 29, 9339769758459101
1787220703.921175, Self-RAG Monolith 4B, Monolith LLM, run, end, 9339769759250223
1787220703.921251, Self-RAG Monolith 4B, Monolith LLM, run, start, 9339769759312015
1787220703.921443, Self-RAG Monolith 4B, Monolith router, run, start, 9339769759514448
1787220703.921544, Self-RAG Monolith 4B, Monolith router, run, end, 9339769759605792
1787220703.921907, Self-RAG Monolith 4B, End stage, run, start, 9339769759979297
1787220703.922193, Self-RAG Monolith 4B, End stage, run, end, 9339769760255890
1787220703.922338, Self-RAG Monolith 4B, pipeline - val, run, end, 30565057158945993786739577290892812503, 1787220702.074220, 1, 5, 9339769760418643
1787220703.924061, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9339769762139800
1787220704.401368, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9339770239468010
1787220705.730459, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 29, 9339771568546112
1787220705.730786, Self-RAG Monolith 4B, Monolith LLM, run, end, 9339771568850657
1787220705.731248, Self-RAG Monolith 4B, Monolith router, run, start, 9339771569330706
1787220705.731607, Self-RAG Monolith 4B, Monolith router, run, end, 9339771569685011
1787220705.732180, Self-RAG Monolith 4B, End stage, run, start, 9339771570259365
1787220705.732619, Self-RAG Monolith 4B, End stage, run, end, 9339771570694934
1787220705.733021, Self-RAG Monolith 4B, pipeline - val, run, end, 290700988286927578584966427939328139440, 1787220702.109927, 1, 6, 9339771571109208
1787220706.692188, Self-RAG Monolith 4B, pipeline - val, run, start, 180052292188277714502967382436909842069, 1787220706.691649, 1, 7, 9339772530278169
1787220706.692682, Self-RAG Monolith 4B, Question dataloader, run, start, 9339772530763883
1787220706.693167, Self-RAG Monolith 4B, Question dataloader, run, end, 9339772531248396
1787220706.693843, Self-RAG Monolith 4B, Document retriever, run, start, 9339772531947022
1787220706.706537, Self-RAG Monolith 4B, Document retriever, run, end, 9339772544618724
1787220706.706634, Self-RAG Monolith 4B, Monolith formatter, run, start, 9339772544706612
1787220706.707060, Self-RAG Monolith 4B, Monolith formatter, run, end, 9339772545123973
1787220706.707306, Self-RAG Monolith 4B, Monolith LLM, run, start, 9339772545394230
1787220706.710281, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9339772548348015
1787220707.166595, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9339773004724739
1787220707.757975, Self-RAG Monolith 4B, pipeline - val, run, start, 103095404220130190681717050314597327799, 1787220707.757608, 1, 8, 9339773596084854
1787220707.758878, Self-RAG Monolith 4B, Question dataloader, run, start, 9339773596985320
1787220707.759422, Self-RAG Monolith 4B, Question dataloader, run, end, 9339773597484346
1787220707.760177, Self-RAG Monolith 4B, Document retriever, run, start, 9339773598283596
1787220707.775607, Self-RAG Monolith 4B, Document retriever, run, end, 9339773613687914
1787220707.775712, Self-RAG Monolith 4B, Monolith formatter, run, start, 9339773613784346
1787220707.776324, Self-RAG Monolith 4B, Monolith formatter, run, end, 9339773614387068
1787220708.504861, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 28, 9339774342948468
1787220708.505180, Self-RAG Monolith 4B, Monolith LLM, run, end, 9339774343245189
1787220708.505220, Self-RAG Monolith 4B, Monolith LLM, run, start, 9339774343281269
1787220708.505808, Self-RAG Monolith 4B, Monolith router, run, start, 9339774343879014
1787220708.505908, Self-RAG Monolith 4B, Monolith router, run, end, 9339774343969831
1787220708.506202, Self-RAG Monolith 4B, End stage, run, start, 9339774344275000
1787220708.506397, Self-RAG Monolith 4B, End stage, run, end, 9339774344459464
1787220708.506529, Self-RAG Monolith 4B, pipeline - val, run, end, 180052292188277714502967382436909842069, 1787220706.691649, 1, 7, 9339774344609705
1787220708.508200, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9339774346268573
1787220708.665547, Self-RAG Monolith 4B, pipeline - val, run, start, 147816757739791595149576375386670080766, 1787220708.665205, 1, 9, 9339774503659678
1787220708.666385, Self-RAG Monolith 4B, Question dataloader, run, start, 9339774504499729
1787220708.667237, Self-RAG Monolith 4B, Question dataloader, run, end, 9339774505321603
1787220708.667869, Self-RAG Monolith 4B, Document retriever, run, start, 9339774505981717
1787220708.692106, Self-RAG Monolith 4B, Document retriever, run, end, 9339774530186493
1787220708.692246, Self-RAG Monolith 4B, Monolith formatter, run, start, 9339774530320445
1787220708.692697, Self-RAG Monolith 4B, Monolith formatter, run, end, 9339774530761006
1787220709.035102, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9339774873219026
1787220710.404721, Self-RAG Monolith 4B, pipeline - val, run, start, 218239368676527737968424086974163753246, 1787220710.404504, 1, 10, 9339776242810703
1787220710.406124, Self-RAG Monolith 4B, Question dataloader, run, start, 9339776244209763
1787220710.406451, Self-RAG Monolith 4B, Question dataloader, run, end, 9339776244514164
1787220710.406816, Self-RAG Monolith 4B, Document retriever, run, start, 9339776244923350
1787220710.420724, Self-RAG Monolith 4B, Document retriever, run, end, 9339776258806095
1787220710.421012, Self-RAG Monolith 4B, Monolith formatter, run, start, 9339776259086511
1787220710.421491, Self-RAG Monolith 4B, Monolith formatter, run, end, 9339776259554417
1787220710.478034, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 29, 9339776316116856
1787220710.478345, Self-RAG Monolith 4B, Monolith LLM, run, end, 9339776316411289
1787220710.478386, Self-RAG Monolith 4B, Monolith LLM, run, start, 9339776316447129
1787220710.479025, Self-RAG Monolith 4B, Monolith router, run, start, 9339776317095755
1787220710.479127, Self-RAG Monolith 4B, Monolith router, run, end, 9339776317188251
1787220710.479437, Self-RAG Monolith 4B, End stage, run, start, 9339776317513836
1787220710.479734, Self-RAG Monolith 4B, End stage, run, end, 9339776317796701
1787220710.479924, Self-RAG Monolith 4B, pipeline - val, run, end, 103095404220130190681717050314597327799, 1787220707.757608, 1, 8, 9339776318016781
1787220710.481943, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9339776320022707
1787220711.139391, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9339776977574602
1787220712.243046, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 9339778081134789
1787220712.243440, Self-RAG Monolith 4B, Monolith LLM, run, end, 9339778081506326
1787220712.243481, Self-RAG Monolith 4B, Monolith LLM, run, start, 9339778081541190
1787220712.244139, Self-RAG Monolith 4B, Monolith router, run, start, 9339778082211192
1787220712.244242, Self-RAG Monolith 4B, Monolith router, run, end, 9339778082304040
1787220712.244499, Self-RAG Monolith 4B, End stage, run, start, 9339778082572601
1787220712.244735, Self-RAG Monolith 4B, End stage, run, end, 9339778082797754
1787220712.244881, Self-RAG Monolith 4B, pipeline - val, run, end, 147816757739791595149576375386670080766, 1787220708.665205, 1, 9, 9339778082962282
1787220712.245923, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9339778083997085
1787220712.664220, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9339778502336529
1787220713.760026, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 9339779598129253
1787220713.760792, Self-RAG Monolith 4B, Monolith LLM, run, end, 9339779598869031
1787220713.761212, Self-RAG Monolith 4B, Monolith router, run, start, 9339779599296936
1787220713.761370, Self-RAG Monolith 4B, Monolith router, run, end, 9339779599431913
1787220713.761922, Self-RAG Monolith 4B, End stage, run, start, 9339779600006266
1787220713.762330, Self-RAG Monolith 4B, End stage, run, end, 9339779600405740
1787220713.762639, Self-RAG Monolith 4B, pipeline - val, run, end, 218239368676527737968424086974163753246, 1787220710.404504, 1, 10, 9339779600726509
1787220717.037994, Self-RAG Monolith 4B, pipeline - val, run, start, 339494256688582221072873010504719583234, 1787220717.037618, 1, 11, 9339782876080437
1787220717.038670, Self-RAG Monolith 4B, Question dataloader, run, start, 9339782876755543
1787220717.038971, Self-RAG Monolith 4B, Question dataloader, run, end, 9339782877034871
1787220717.039129, Self-RAG Monolith 4B, Document retriever, run, start, 9339782877210584
1787220717.060978, Self-RAG Monolith 4B, Document retriever, run, end, 9339782899063640
1787220717.061281, Self-RAG Monolith 4B, Monolith formatter, run, start, 9339782899368729
1787220717.061825, Self-RAG Monolith 4B, Monolith formatter, run, end, 9339782899899979
1787220717.062166, Self-RAG Monolith 4B, Monolith LLM, run, start, 9339782900241644
1787220717.064521, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9339782902587875
1787220717.483287, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9339783321389383
1787220718.628476, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 9339784466560972
1787220718.629185, Self-RAG Monolith 4B, Monolith LLM, run, end, 9339784467251134
1787220718.629969, Self-RAG Monolith 4B, Monolith router, run, start, 9339784468054256
1787220718.630134, Self-RAG Monolith 4B, Monolith router, run, end, 9339784468195841
1787220718.630310, Self-RAG Monolith 4B, End stage, run, start, 9339784468396833
1787220718.630789, Self-RAG Monolith 4B, End stage, run, end, 9339784468867347
1787220718.630900, Self-RAG Monolith 4B, pipeline - val, run, end, 339494256688582221072873010504719583234, 1787220717.037618, 1, 11, 9339784468984371
1787220724.849997, Self-RAG Monolith 4B, pipeline - val, run, start, 241636803391706442687425539696740711103, 1787220724.849701, 1, 12, 9339790688104380
1787220724.850359, Self-RAG Monolith 4B, Question dataloader, run, start, 9339790688444669
1787220724.850655, Self-RAG Monolith 4B, Question dataloader, run, end, 9339790688718350
1787220724.851022, Self-RAG Monolith 4B, Document retriever, run, start, 9339790689103407
1787220724.872868, Self-RAG Monolith 4B, Document retriever, run, end, 9339790710953392
1787220724.873304, Self-RAG Monolith 4B, Monolith formatter, run, start, 9339790711386145
1787220724.873838, Self-RAG Monolith 4B, Monolith formatter, run, end, 9339790711912771
1787220724.874366, Self-RAG Monolith 4B, Monolith LLM, run, start, 9339790712440804
1787220724.877363, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9339790715438285
1787220725.474888, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9339791312982289
1787220726.509012, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 9339792347114046
1787220726.509533, Self-RAG Monolith 4B, Monolith LLM, run, end, 9339792347599119
1787220726.509802, Self-RAG Monolith 4B, Monolith router, run, start, 9339792347896928
1787220726.510009, Self-RAG Monolith 4B, Monolith router, run, end, 9339792348070848
1787220726.510145, Self-RAG Monolith 4B, End stage, run, start, 9339792348218513
1787220726.510357, Self-RAG Monolith 4B, End stage, run, end, 9339792348419698
1787220726.510782, Self-RAG Monolith 4B, pipeline - val, run, end, 241636803391706442687425539696740711103, 1787220724.849701, 1, 12, 9339792348869779
1787220728.076422, Self-RAG Monolith 4B, pipeline - val, run, start, 120565962423618734019229156491747479583, 1787220728.075377, 1, 13, 9339793914512992
1787220728.077246, Self-RAG Monolith 4B, Question dataloader, run, start, 9339793915331218
1787220728.077540, Self-RAG Monolith 4B, Question dataloader, run, end, 9339793915604147
1787220728.077713, Self-RAG Monolith 4B, Document retriever, run, start, 9339793915795971
1787220728.098856, Self-RAG Monolith 4B, Document retriever, run, end, 9339793936939890
1787220728.099066, Self-RAG Monolith 4B, Monolith formatter, run, start, 9339793937150418
1787220728.099614, Self-RAG Monolith 4B, Monolith formatter, run, end, 9339793937689892
1787220728.099897, Self-RAG Monolith 4B, Monolith LLM, run, start, 9339793937977461
1787220728.103051, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9339793941129342
1787220728.631909, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9339794470062663
1787220730.040263, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 28, 9339795878354403
1787220730.041823, Self-RAG Monolith 4B, Monolith LLM, run, end, 9339795879922456
1787220730.042676, Self-RAG Monolith 4B, Monolith router, run, start, 9339795880786475
1787220730.051116, Self-RAG Monolith 4B, Monolith router, run, end, 9339795889195091
1787220730.051254, Self-RAG Monolith 4B, End stage, run, start, 9339795889338164
1787220730.051495, Self-RAG Monolith 4B, End stage, run, end, 9339795889556804
1787220730.051931, Self-RAG Monolith 4B, pipeline - val, run, end, 120565962423618734019229156491747479583, 1787220728.075377, 1, 13, 9339795890027190
1787220730.113226, Self-RAG Monolith 4B, pipeline - val, run, start, 64733186802654436954795050634774556660, 1787220730.112780, 1, 14, 9339795951307755
1787220730.113461, Self-RAG Monolith 4B, Question dataloader, run, start, 9339795951536875
1787220730.113898, Self-RAG Monolith 4B, Question dataloader, run, end, 9339795951968749
1787220730.114016, Self-RAG Monolith 4B, Document retriever, run, start, 9339795952092445
1787220730.134184, Self-RAG Monolith 4B, Document retriever, run, end, 9339795972264264
1787220730.134375, Self-RAG Monolith 4B, Monolith formatter, run, start, 9339795972462393
1787220730.134848, Self-RAG Monolith 4B, Monolith formatter, run, end, 9339795972910266
1787220730.135023, Self-RAG Monolith 4B, Monolith LLM, run, start, 9339795973095547
1787220730.137746, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9339795975815987
1787220730.682897, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9339796520999516
1787220732.119845, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 34, 9339797957933244
1787220732.120964, Self-RAG Monolith 4B, Monolith LLM, run, end, 9339797959031200
1787220732.122095, Self-RAG Monolith 4B, Monolith router, run, start, 9339797960185875
1787220732.122272, Self-RAG Monolith 4B, Monolith router, run, end, 9339797960333555
1787220732.122575, Self-RAG Monolith 4B, End stage, run, start, 9339797960657588
1787220732.123045, Self-RAG Monolith 4B, End stage, run, end, 9339797961123782
1787220732.123431, Self-RAG Monolith 4B, pipeline - val, run, end, 64733186802654436954795050634774556660, 1787220730.112780, 1, 14, 9339797961522519
1787220737.673837, Self-RAG Monolith 4B, pipeline - val, run, start, 35999786724678932383157973572804612703, 1787220737.672942, 1, 15, 9339803511953358
1787220737.674469, Self-RAG Monolith 4B, Question dataloader, run, start, 9339803512560016
1787220737.674769, Self-RAG Monolith 4B, Question dataloader, run, end, 9339803512832225
1787220737.674976, Self-RAG Monolith 4B, Document retriever, run, start, 9339803513065921
1787220737.696123, Self-RAG Monolith 4B, Document retriever, run, end, 9339803534204912
1787220737.696271, Self-RAG Monolith 4B, Monolith formatter, run, start, 9339803534354384
1787220737.696973, Self-RAG Monolith 4B, Monolith formatter, run, end, 9339803535047618
1787220737.697343, Self-RAG Monolith 4B, Monolith LLM, run, start, 9339803535416723
1787220737.699756, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9339803537837146
1787220738.065835, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9339803904095507
1787220738.731991, Self-RAG Monolith 4B, pipeline - val, run, start, 56279801823625147196490922499463826537, 1787220738.731791, 1, 16, 9339804570080608
1787220738.732840, Self-RAG Monolith 4B, Question dataloader, run, start, 9339804570930482
1787220738.733391, Self-RAG Monolith 4B, Question dataloader, run, end, 9339804571473332
1787220738.733850, Self-RAG Monolith 4B, Document retriever, run, start, 9339804571939989
1787220738.766823, Self-RAG Monolith 4B, Document retriever, run, end, 9339804604912231
1787220738.767216, Self-RAG Monolith 4B, Monolith formatter, run, start, 9339804605301864
1787220738.767711, Self-RAG Monolith 4B, Monolith formatter, run, end, 9339804605773849
1787220739.479576, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 29, 9339805317660941
1787220739.480297, Self-RAG Monolith 4B, Monolith LLM, run, end, 9339805318363215
1787220739.480342, Self-RAG Monolith 4B, Monolith LLM, run, start, 9339805318404464
1787220739.480734, Self-RAG Monolith 4B, Monolith router, run, start, 9339805318805153
1787220739.481049, Self-RAG Monolith 4B, Monolith router, run, end, 9339805319123186
1787220739.481301, Self-RAG Monolith 4B, End stage, run, start, 9339805319373698
1787220739.481836, Self-RAG Monolith 4B, End stage, run, end, 9339805319908372
1787220739.482086, Self-RAG Monolith 4B, pipeline - val, run, end, 35999786724678932383157973572804612703, 1787220737.672942, 1, 15, 9339805320169605
1787220739.483143, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9339805321213288
1787220740.103855, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9339805941957775
1787220741.262110, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 9339807100199448
1787220741.263017, Self-RAG Monolith 4B, Monolith LLM, run, end, 9339807101096010
1787220741.263555, Self-RAG Monolith 4B, Monolith router, run, start, 9339807101636732
1787220741.263724, Self-RAG Monolith 4B, Monolith router, run, end, 9339807101785756
1787220741.263930, Self-RAG Monolith 4B, End stage, run, start, 9339807102031197
1787220741.264404, Self-RAG Monolith 4B, End stage, run, end, 9339807102483582
1787220741.264592, Self-RAG Monolith 4B, pipeline - val, run, end, 56279801823625147196490922499463826537, 1787220738.731791, 1, 16, 9339807102681183
1787220741.681129, Self-RAG Monolith 4B, pipeline - val, run, start, 258472851224320802146367054858434611223, 1787220741.680925, 1, 17, 9339807519213787
1787220741.681545, Self-RAG Monolith 4B, Question dataloader, run, start, 9339807519621356
1787220741.682141, Self-RAG Monolith 4B, Question dataloader, run, end, 9339807520217214
1787220741.682699, Self-RAG Monolith 4B, Document retriever, run, start, 9339807520780240
1787220741.701999, Self-RAG Monolith 4B, Document retriever, run, end, 9339807540081305
1787220741.702208, Self-RAG Monolith 4B, Monolith formatter, run, start, 9339807540295514
