1787215526.777012, Self-RAG Decomposed (multi-hop), pipeline, prepare, start, 9334592615484893
1787215686.379416, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 214411774042930114876671384871817854997, 1787215686.379072, 1, 3, 9334752217543746
1787215686.379928, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 9334752218035907
1787215686.380807, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 9334752218878981
1787215686.381022, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 9334752219100998
1787215686.395714, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 9334752233795264
1787215686.396444, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 9334752234529266
1787215686.397409, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 9334752235491685
1787215686.397489, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 9334752235553877
1787215686.524911, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 9, 9334752362997214
1787215686.525107, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 9334752363186703
1787215686.525808, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 9334752363874993
1787215686.526648, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 9334752364742371
1787215686.541313, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 9334752379387069
1787215686.541481, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 9334752379562669
1787215686.542652, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 9334752380732000
1787215686.933831, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 9334752772081302
1787215687.078324, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 4, 9334752916414174
1787215687.078646, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 9334752916710191
1787215687.078681, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 9334752916741711
1787215687.079143, Self-RAG Decomposed (multi-hop), Grade router, run, start, 9334752917219057
1787215687.079342, Self-RAG Decomposed (multi-hop), Grade router, run, end, 9334752917410161
1787215687.079474, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 9334752917549218
1787215687.079924, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, end, 9334752917994883
1787215687.080281, Self-RAG Decomposed (multi-hop), Generator LLM, run, start, 9334752918356276
1787215687.081503, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 9334752919569847
1787215687.084663, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, start, 9334752922742848
1787215687.833811, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 9334753671923948
1787215688.276624, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, end, 9334754114789555
1787215688.305387, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 4, 9334754143473972
1787215688.305796, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 9334754143859509
1787215688.306303, Self-RAG Decomposed (multi-hop), Grade router, run, start, 9334754144385815
1787215688.306759, Self-RAG Decomposed (multi-hop), Grade router, run, end, 9334754144830792
1787215688.307361, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, start, 9334754145440650
1787215688.308190, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 9334754146264844
1787215688.308322, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 9334754146397580
1787215688.311211, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 9334754149294309
1787215688.865175, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 9334754703265815
1787215689.069536, Self-RAG Decomposed (multi-hop), Generator LLM, n_generated_tokens, 6, 9334754907635434
1787215689.070203, Self-RAG Decomposed (multi-hop), Generator LLM, run, end, 9334754908267580
1787215689.070372, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, start, 9334754908447836
1787215689.070782, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, end, 9334754908846925
1787215689.070917, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, start, 9334754908994270
1787215689.074643, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, start, 9334754912722872
1787215689.602462, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, end, 9334755440606128
1787215689.844520, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 9, 9334755682608510
1787215689.845384, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 9334755683448368
1787215689.845592, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 9334755683680513
1787215689.857855, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 9334755695934276
1787215689.858325, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 9334755696408341
1787215689.859152, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 9334755697230615
1787215689.859303, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 9334755697379720
1787215689.862298, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 9334755700373504
1787215690.066692, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_generated_tokens, 4, 9334755904918132
1787215690.084761, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, end, 9334755922843335
1787215690.084901, Self-RAG Decomposed (multi-hop), Hallucination router, run, start, 9334755922994615
1787215690.085785, Self-RAG Decomposed (multi-hop), Hallucination router, run, end, 9334755923856106
1787215690.086142, Self-RAG Decomposed (multi-hop), End stage, run, start, 9334755924217883
1787215690.086601, Self-RAG Decomposed (multi-hop), End stage, run, end, 9334755924672780
1787215690.086995, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 214411774042930114876671384871817854997, 1787215686.379072, 1, 3, 9334755925072253
1787215690.481976, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 9334756320071565
1787215690.633790, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 4, 9334756471877547
1787215690.634104, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 9334756472169324
1787215690.634405, Self-RAG Decomposed (multi-hop), Grade router, run, start, 9334756472495004
1787215690.634687, Self-RAG Decomposed (multi-hop), Grade router, run, end, 9334756472757053
1787215690.634842, Self-RAG Decomposed (multi-hop), End stage, run, start, 9334756472921390
1787215690.635456, Self-RAG Decomposed (multi-hop), End stage, run, end, 9334756473526287
1787215690.635573, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 217896942019500880492831607163943801965, 1787215685.295119, 1, 2, 9334756473654160
1787215694.221836, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 85713948060961200871910098784985629269, 1787215694.220968, 1, 4, 9334760059929522
1787215694.222248, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 9334760060323795
1787215694.222816, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 9334760060886501
1787215694.223083, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 9334760061153861
1787215694.233717, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 9334760071793555
1787215694.233903, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 9334760071982420
1787215694.234506, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 9334760072580710
1787215694.234695, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 9334760072759350
1787215694.236307, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 9334760074375659
1787215694.511381, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 9334760349499270
1787215694.650537, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 4, 9334760488629136
1787215694.650867, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 9334760488931217
1787215694.651164, Self-RAG Decomposed (multi-hop), Grade router, run, start, 9334760489247474
1787215694.651397, Self-RAG Decomposed (multi-hop), Grade router, run, end, 9334760489464354
1787215694.651533, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 9334760489602243
1787215694.652110, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, end, 9334760490178196
1787215694.652337, Self-RAG Decomposed (multi-hop), Generator LLM, run, start, 9334760490410677
1787215694.654151, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, start, 9334760492225082
1787215694.934714, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, end, 9334760772889654
1787215695.078131, Self-RAG Decomposed (multi-hop), Generator LLM, n_generated_tokens, 4, 9334760916216508
1787215695.078642, Self-RAG Decomposed (multi-hop), Generator LLM, run, end, 9334760916717101
1787215695.079036, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, start, 9334760917119374
1787215695.079416, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, end, 9334760917478431
1787215695.079798, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, start, 9334760917903712
1787215695.081866, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, start, 9334760919945398
1787215695.378671, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, end, 9334761216803855
1787215695.536068, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_generated_tokens, 4, 9334761374156956
1787215695.536430, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, end, 9334761374495085
1787215695.536762, Self-RAG Decomposed (multi-hop), Hallucination router, run, start, 9334761374855486
1787215695.537144, Self-RAG Decomposed (multi-hop), Hallucination router, run, end, 9334761375223135
1787215695.537454, Self-RAG Decomposed (multi-hop), End stage, run, start, 9334761375540288
1787215695.538040, Self-RAG Decomposed (multi-hop), End stage, run, end, 9334761376121378
1787215695.538260, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 85713948060961200871910098784985629269, 1787215694.220968, 1, 4, 9334761376337779
1787215703.411424, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 137091229848606573622625322392225652036, 1787215703.410706, 1, 5, 9334769249541771
1787215703.411996, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 9334769250072476
1787215703.412503, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 9334769250573694
1787215703.412882, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 9334769250952991
1787215703.426327, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 9334769264404341
1787215703.426815, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 9334769264896214
1787215703.427511, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 9334769265586696
1787215703.427619, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 9334769265683305
1787215703.429829, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 9334769267897183
1787215703.793679, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 9334769631800005
1787215703.957772, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 4, 9334769795858438
1787215703.958458, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 9334769796534184
1787215703.958778, Self-RAG Decomposed (multi-hop), Grade router, run, start, 9334769796867128
1787215703.959097, Self-RAG Decomposed (multi-hop), Grade router, run, end, 9334769797165817
1787215703.959208, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, start, 9334769797287498
1787215703.960075, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 9334769798147100
1787215703.960412, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 9334769798519661
1787215703.962399, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 9334769800463811
1787215704.183348, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 124574939292083984628490083701127133577, 1787215704.182670, 1, 6, 9334770021449636
1787215704.183829, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 9334770021904853
1787215704.184727, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 9334770022802056
1787215704.184884, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 9334770022957160
1787215704.204516, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 9334770042598288
1787215704.204645, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 9334770042728096
1787215704.205687, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 9334770043764963
1787215704.205754, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 9334770043820035
1787215704.310703, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 9334770148944365
1787215704.739391, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 11, 9334770577480890
1787215704.739604, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 9334770577721210
1787215704.740703, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 9334770578781709
1787215704.741101, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 9334770579181710
1787215704.756528, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 9334770594605418
1787215704.757071, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 9334770595153436
1787215704.757895, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 9334770595970110
1787215705.117222, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 9334770955387096
1787215705.271360, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 4, 9334771109448748
1787215705.272090, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 9334771110168366
1787215705.272168, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 9334771110229838
1787215705.272712, Self-RAG Decomposed (multi-hop), Grade router, run, start, 9334771110797312
1787215705.272921, Self-RAG Decomposed (multi-hop), Grade router, run, end, 9334771110988769
1787215705.273118, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 9334771111190225
1787215705.273407, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, end, 9334771111469090
1787215705.273554, Self-RAG Decomposed (multi-hop), Generator LLM, run, start, 9334771111628706
1787215705.275587, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 9334771113664376
1787215705.276175, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, start, 9334771114243722
1787215706.244927, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, end, 9334772083053232
1787215706.275127, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 9334772113320934
1787215706.540025, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 4, 9334772378109124
1787215706.540733, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 9334772378798166
1787215706.540917, Self-RAG Decomposed (multi-hop), Grade router, run, start, 9334772379013126
1787215706.541322, Self-RAG Decomposed (multi-hop), Grade router, run, end, 9334772379396039
1787215706.541462, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, start, 9334772379547496
1787215706.542625, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 9334772380707131
1787215706.543249, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 9334772381369837
1787215706.547985, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 9334772386104522
1787215707.117752, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 9334772955845367
1787215707.148152, Self-RAG Decomposed (multi-hop), Generator LLM, n_generated_tokens, 7, 9334772986238813
1787215707.148592, Self-RAG Decomposed (multi-hop), Generator LLM, run, end, 9334772986657358
1787215707.149332, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, start, 9334772987427008
1787215707.150000, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, end, 9334772988077282
1787215707.150079, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, start, 9334772988147826
1787215707.152283, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, start, 9334772990349400
1787215707.582952, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, end, 9334773421070492
1787215707.908154, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_generated_tokens, 4, 9334773746238052
1787215707.908546, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, end, 9334773746610261
1787215707.909096, Self-RAG Decomposed (multi-hop), Hallucination router, run, start, 9334773747170615
1787215707.909513, Self-RAG Decomposed (multi-hop), Hallucination router, run, end, 9334773747574984
1787215707.910171, Self-RAG Decomposed (multi-hop), End stage, run, start, 9334773748256138
1787215707.911006, Self-RAG Decomposed (multi-hop), End stage, run, end, 9334773749090604
1787215707.911122, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 124574939292083984628490083701127133577, 1787215704.182670, 1, 6, 9334773749206492
1787215708.106508, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 11, 9334773944593765
1787215708.106823, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 9334773944889766
1787215708.107449, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 9334773945557000
1787215708.118800, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 9334773956879704
1787215708.118923, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 9334773957034504
1787215708.119723, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 9334773957799323
1787215708.119881, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 9334773957957723
1787215708.122893, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 9334773960962564
1787215708.656455, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 9334774494575946
1787215708.743320, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 40479964344072099971354171343460321599, 1787215708.742867, 1, 7, 9334774581414288
1787215708.743898, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 9334774581977505
1787215708.744478, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 9334774582550851
1787215708.745044, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 9334774583117669
1787215708.756546, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 9334774594620485
1787215708.756882, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 9334774594964758
1787215708.757855, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 9334774595937017
1787215708.809928, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 4, 9334774648015196
1787215708.810872, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 9334774648954687
1787215708.810966, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 9334774649027359
1787215708.811813, Self-RAG Decomposed (multi-hop), Grade router, run, start, 9334774649890802
1787215708.812036, Self-RAG Decomposed (multi-hop), Grade router, run, end, 9334774650103554
1787215708.812239, Self-RAG Decomposed (multi-hop), End stage, run, start, 9334774650314611
1787215708.812796, Self-RAG Decomposed (multi-hop), End stage, run, end, 9334774650865189
1787215708.813607, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 137091229848606573622625322392225652036, 1787215703.410706, 1, 5, 9334774651690951
1787215708.813981, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 9334774652057480
