1787481441.561539, Self-RAG Monolith 4B, pipeline, prepare, start, 9600507399868977
1787481505.802112, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 9600571640196375
1787481505.802818, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600571640893832
1787481505.803145, Self-RAG Monolith 4B, Monolith router, run, start, 9600571641228888
1787481505.803308, Self-RAG Monolith 4B, Monolith router, run, end, 9600571641369656
1787481505.803661, Self-RAG Monolith 4B, End stage, run, start, 9600571641740921
1787481505.804154, Self-RAG Monolith 4B, End stage, run, end, 9600571642233721
1787481505.804660, Self-RAG Monolith 4B, pipeline - val, run, end, 16833799355249753148200846400432908680, 1787481503.901518, 1, 2, 9600571642750106
1787481505.805392, Self-RAG Monolith 4B, pipeline - val, run, start, 67310668535815042105608323370836672179, 1787481505.805265, 1, 3, 9600571643467035
1787481505.805919, Self-RAG Monolith 4B, Question dataloader, run, start, 9600571644019147
1787481505.806403, Self-RAG Monolith 4B, Question dataloader, run, end, 9600571644476188
1787481505.806563, Self-RAG Monolith 4B, Document retriever, run, start, 9600571644635900
1787481505.815488, Self-RAG Monolith 4B, Document retriever, run, end, 9600571653558311
1787481505.815563, Self-RAG Monolith 4B, Monolith formatter, run, start, 9600571653635143
1787481505.815969, Self-RAG Monolith 4B, Monolith formatter, run, end, 9600571654031640
1787481505.816065, Self-RAG Monolith 4B, Monolith LLM, run, start, 9600571654136056
1787481505.818678, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 882, 9600571656748619
1787481505.818719, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9600571656780699
1787481506.243898, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9600572081989406
1787481507.205816, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 24, 9600573043902444
1787481507.206706, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600573044783117
1787481507.207319, Self-RAG Monolith 4B, Monolith router, run, start, 9600573045403534
1787481507.207483, Self-RAG Monolith 4B, Monolith router, run, end, 9600573045544734
1787481507.207846, Self-RAG Monolith 4B, Query rewrite formatter, run, start, 9600573045931855
1787481507.208289, Self-RAG Monolith 4B, Query rewrite formatter, run, end, 9600573046352623
1787481507.208433, Self-RAG Monolith 4B, Query rewrite LLM, run, start, 9600573046518719
1787481507.211087, Self-RAG Monolith 4B, Query rewrite LLM, n_prompt_tokens, 587, 9600573049162771
1787481507.211146, Self-RAG Monolith 4B, Query rewrite LLM, first_token, start, 9600573049207187
1787481507.534724, Self-RAG Monolith 4B, Query rewrite LLM, first_token, end, 9600573372839948
1787481508.027677, Self-RAG Monolith 4B, Query rewrite LLM, n_generated_tokens, 12, 9600573865757714
1787481508.028466, Self-RAG Monolith 4B, Query rewrite LLM, run, end, 9600573866529875
1787481508.028854, Self-RAG Monolith 4B, Document retriever, run, start, 9600573866942243
1787481508.040046, Self-RAG Monolith 4B, Document retriever, run, end, 9600573878124097
1787481508.040141, Self-RAG Monolith 4B, Monolith formatter, run, start, 9600573878215681
1787481508.040448, Self-RAG Monolith 4B, Monolith formatter, run, end, 9600573878511521
1787481508.040525, Self-RAG Monolith 4B, Monolith LLM, run, start, 9600573878600993
1787481508.043424, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1209, 9600573881492709
1787481508.043463, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9600573881523749
1787481508.601105, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9600574439198139
1787481509.646806, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 9600575484911652
1787481509.647712, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600575485790245
1787481509.648046, Self-RAG Monolith 4B, Monolith router, run, start, 9600575486132598
1787481509.658085, Self-RAG Monolith 4B, Monolith router, run, end, 9600575496160402
1787481509.658363, Self-RAG Monolith 4B, End stage, run, start, 9600575496445394
1787481509.658609, Self-RAG Monolith 4B, End stage, run, end, 9600575496672450
1787481509.658915, Self-RAG Monolith 4B, pipeline - val, run, end, 67310668535815042105608323370836672179, 1787481505.805265, 1, 3, 9600575497018403
1787481509.659536, Self-RAG Monolith 4B, pipeline - val, run, start, 87590828202281533083295752445371579750, 1787481509.659250, 1, 4, 9600575497618643
1787481509.659843, Self-RAG Monolith 4B, Question dataloader, run, start, 9600575497928948
1787481509.660329, Self-RAG Monolith 4B, Question dataloader, run, end, 9600575498404068
1787481509.660482, Self-RAG Monolith 4B, Document retriever, run, start, 9600575498556324
1787481509.672288, Self-RAG Monolith 4B, Document retriever, run, end, 9600575510366771
1787481509.672378, Self-RAG Monolith 4B, Monolith formatter, run, start, 9600575510452675
1787481509.672847, Self-RAG Monolith 4B, Monolith formatter, run, end, 9600575510911108
1787481509.673054, Self-RAG Monolith 4B, Monolith LLM, run, start, 9600575511128596
1787481509.676422, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1264, 9600575514490120
1787481509.676458, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9600575514518760
1787481510.252709, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9600576090799078
1787481511.597266, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 28, 9600577435371951
1787481511.597924, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600577435989935
1787481511.598111, Self-RAG Monolith 4B, Monolith router, run, start, 9600577436193568
1787481511.598325, Self-RAG Monolith 4B, Monolith router, run, end, 9600577436387312
1787481511.598500, Self-RAG Monolith 4B, End stage, run, start, 9600577436574096
1787481511.598746, Self-RAG Monolith 4B, End stage, run, end, 9600577436809328
1787481511.599322, Self-RAG Monolith 4B, pipeline - val, run, end, 87590828202281533083295752445371579750, 1787481509.659250, 1, 4, 9600577437441089
1787481511.600279, Self-RAG Monolith 4B, pipeline - val, run, start, 241724215527531106243841819977125697070, 1787481511.600219, 1, 5, 9600577438360642
1787481511.600487, Self-RAG Monolith 4B, Question dataloader, run, start, 9600577438568675
1787481511.600883, Self-RAG Monolith 4B, Question dataloader, run, end, 9600577438958483
1787481511.601109, Self-RAG Monolith 4B, Document retriever, run, start, 9600577439183395
1787481511.611544, Self-RAG Monolith 4B, Document retriever, run, end, 9600577449618368
1787481511.611626, Self-RAG Monolith 4B, Monolith formatter, run, start, 9600577449701984
1787481511.611940, Self-RAG Monolith 4B, Monolith formatter, run, end, 9600577450007057
1787481511.612086, Self-RAG Monolith 4B, Monolith LLM, run, start, 9600577450159665
1787481511.614901, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1072, 9600577452977236
1787481511.614963, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9600577453024180
1787481512.114579, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9600577952673703
1787481513.628541, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 29, 9600579466626709
1787481513.629798, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600579467877910
1787481513.630329, Self-RAG Monolith 4B, Monolith router, run, start, 9600579468411975
1787481513.630720, Self-RAG Monolith 4B, Monolith router, run, end, 9600579468798711
1787481513.631247, Self-RAG Monolith 4B, End stage, run, start, 9600579469326968
1787481513.631914, Self-RAG Monolith 4B, End stage, run, end, 9600579469992841
1787481513.632099, Self-RAG Monolith 4B, pipeline - val, run, end, 241724215527531106243841819977125697070, 1787481511.600219, 1, 5, 9600579470176969
1787481513.632545, Self-RAG Monolith 4B, pipeline - val, run, start, 201522529022258734009016591330373034300, 1787481513.632395, 1, 6, 9600579470628793
1787481513.632895, Self-RAG Monolith 4B, Question dataloader, run, start, 9600579470977770
1787481513.633362, Self-RAG Monolith 4B, Question dataloader, run, end, 9600579471441146
1787481513.633812, Self-RAG Monolith 4B, Document retriever, run, start, 9600579471888827
1787481513.646922, Self-RAG Monolith 4B, Document retriever, run, end, 9600579485005099
1787481513.647024, Self-RAG Monolith 4B, Monolith formatter, run, start, 9600579485096891
1787481513.647359, Self-RAG Monolith 4B, Monolith formatter, run, end, 9600579485423467
1787481513.647395, Self-RAG Monolith 4B, Monolith LLM, run, start, 9600579485460091
1787481513.649971, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1058, 9600579488045263
1787481513.650021, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9600579488081375
1787481514.147374, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9600579985467633
1787481515.338601, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 29, 9600581176685655
1787481515.340146, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600581178229177
1787481515.340883, Self-RAG Monolith 4B, Monolith router, run, start, 9600581178971674
1787481515.341063, Self-RAG Monolith 4B, Monolith router, run, end, 9600581179124906
1787481515.341244, Self-RAG Monolith 4B, End stage, run, start, 9600581179328058
1787481515.341489, Self-RAG Monolith 4B, End stage, run, end, 9600581179551803
1787481515.342260, Self-RAG Monolith 4B, pipeline - val, run, end, 201522529022258734009016591330373034300, 1787481513.632395, 1, 6, 9600581180345724
1787481515.342853, Self-RAG Monolith 4B, pipeline - val, run, start, 273621812475945516103121103085246827679, 1787481515.342749, 1, 7, 9600581180941212
1787481515.343150, Self-RAG Monolith 4B, Question dataloader, run, start, 9600581181227805
1787481515.343578, Self-RAG Monolith 4B, Question dataloader, run, end, 9600581181650413
1787481515.343714, Self-RAG Monolith 4B, Document retriever, run, start, 9600581181782557
1787481515.354035, Self-RAG Monolith 4B, Document retriever, run, end, 9600581192109674
1787481515.354304, Self-RAG Monolith 4B, Monolith formatter, run, start, 9600581192377146
1787481515.354578, Self-RAG Monolith 4B, Monolith formatter, run, end, 9600581192641371
1787481515.354653, Self-RAG Monolith 4B, Monolith LLM, run, start, 9600581192728971
1787481515.357445, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 979, 9600581195514030
1787481515.357484, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9600581195544670
1787481515.827559, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9600581665647968
1787481517.011064, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 28, 9600582849149969
1787481517.011402, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600582849466545
1787481517.011914, Self-RAG Monolith 4B, Monolith router, run, start, 9600582850017730
1787481517.012105, Self-RAG Monolith 4B, Monolith router, run, end, 9600582850167250
1787481517.012563, Self-RAG Monolith 4B, End stage, run, start, 9600582850650226
1787481517.012811, Self-RAG Monolith 4B, End stage, run, end, 9600582850874243
1787481517.013585, Self-RAG Monolith 4B, pipeline - val, run, end, 273621812475945516103121103085246827679, 1787481515.342749, 1, 7, 9600582851670660
1787481517.014807, Self-RAG Monolith 4B, pipeline - val, run, start, 264670694118774947912107611242203821227, 1787481517.014705, 1, 8, 9600582852897093
1787481517.015138, Self-RAG Monolith 4B, Question dataloader, run, start, 9600582853215846
1787481517.015570, Self-RAG Monolith 4B, Question dataloader, run, end, 9600582853642678
1787481517.015713, Self-RAG Monolith 4B, Document retriever, run, start, 9600582853782694
1787481517.024867, Self-RAG Monolith 4B, Document retriever, run, end, 9600582862933953
1787481517.024937, Self-RAG Monolith 4B, Monolith formatter, run, start, 9600582863030818
1787481517.025400, Self-RAG Monolith 4B, Monolith formatter, run, end, 9600582863463538
1787481517.025450, Self-RAG Monolith 4B, Monolith LLM, run, start, 9600582863514434
1787481517.028523, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1149, 9600582866592550
1787481517.028561, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9600582866622166
1787481517.569247, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9600583407340801
1787481518.839261, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 29, 9600584677346880
1787481518.839999, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600584678075937
1787481518.840142, Self-RAG Monolith 4B, Monolith router, run, start, 9600584678228529
1787481518.840394, Self-RAG Monolith 4B, Monolith router, run, end, 9600584678455361
1787481518.840576, Self-RAG Monolith 4B, End stage, run, start, 9600584678650673
1787481518.840844, Self-RAG Monolith 4B, End stage, run, end, 9600584678907810
1787481518.840990, Self-RAG Monolith 4B, pipeline - val, run, end, 264670694118774947912107611242203821227, 1787481517.014705, 1, 8, 9600584679079042
1787481518.841752, Self-RAG Monolith 4B, pipeline - val, run, start, 146300040401447795349225337088233951877, 1787481518.841557, 1, 9, 9600584679836915
1787481518.841979, Self-RAG Monolith 4B, Question dataloader, run, start, 9600584680061939
1787481518.842387, Self-RAG Monolith 4B, Question dataloader, run, end, 9600584680462020
1787481518.842632, Self-RAG Monolith 4B, Document retriever, run, start, 9600584680708932
1787481518.852708, Self-RAG Monolith 4B, Document retriever, run, end, 9600584690788208
1787481518.853000, Self-RAG Monolith 4B, Monolith formatter, run, start, 9600584691075649
1787481518.853278, Self-RAG Monolith 4B, Monolith formatter, run, end, 9600584691341025
1787481518.853352, Self-RAG Monolith 4B, Monolith LLM, run, start, 9600584691429873
1787481518.857007, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1463, 9600584695080934
1787481518.857064, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9600584695124822
1787481519.523718, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9600585361815102
1787481520.820968, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 9600586659056131
1787481520.821583, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600586659646820
1787481520.821995, Self-RAG Monolith 4B, Monolith router, run, start, 9600586660079045
1787481520.832186, Self-RAG Monolith 4B, Monolith router, run, end, 9600586670267089
1787481520.832492, Self-RAG Monolith 4B, End stage, run, start, 9600586670590658
1787481520.832926, Self-RAG Monolith 4B, End stage, run, end, 9600586670993618
1787481520.833188, Self-RAG Monolith 4B, pipeline - val, run, end, 146300040401447795349225337088233951877, 1787481518.841557, 1, 9, 9600586671256147
1787481520.833897, Self-RAG Monolith 4B, pipeline - val, run, start, 110796878649678196617721418161031436697, 1787481520.833738, 1, 10, 9600586671983811
1787481520.834205, Self-RAG Monolith 4B, Question dataloader, run, start, 9600586672280324
1787481520.834653, Self-RAG Monolith 4B, Question dataloader, run, end, 9600586672725604
1787481520.834790, Self-RAG Monolith 4B, Document retriever, run, start, 9600586672858852
1787481520.844997, Self-RAG Monolith 4B, Document retriever, run, end, 9600586683070305
1787481520.845269, Self-RAG Monolith 4B, Monolith formatter, run, start, 9600586683341697
1787481520.845535, Self-RAG Monolith 4B, Monolith formatter, run, end, 9600586683597602
1787481520.845610, Self-RAG Monolith 4B, Monolith LLM, run, start, 9600586683686146
1787481520.848091, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 902, 9600586686159333
1787481520.848127, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9600586686188197
1787481521.281869, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9600587119957982
1787481522.427852, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 9600588265939964
1787481522.428550, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600588266616621
1787481522.428798, Self-RAG Monolith 4B, Monolith router, run, start, 9600588266874413
1787481522.428941, Self-RAG Monolith 4B, Monolith router, run, end, 9600588267008541
1787481522.429562, Self-RAG Monolith 4B, End stage, run, start, 9600588267674590
1787481522.430021, Self-RAG Monolith 4B, End stage, run, end, 9600588268088879
1787481522.430228, Self-RAG Monolith 4B, pipeline - val, run, end, 110796878649678196617721418161031436697, 1787481520.833738, 1, 10, 9600588268298623
1787481522.430880, Self-RAG Monolith 4B, pipeline - val, run, start, 108421670973942124489091921461476978168, 1787481522.430743, 1, 11, 9600588268964320
1787481522.431203, Self-RAG Monolith 4B, Question dataloader, run, start, 9600588269281392
1787481522.431651, Self-RAG Monolith 4B, Question dataloader, run, end, 9600588269726369
1787481522.431782, Self-RAG Monolith 4B, Document retriever, run, start, 9600588269856049
1787481522.440894, Self-RAG Monolith 4B, Document retriever, run, end, 9600588278972236
1787481522.440992, Self-RAG Monolith 4B, Monolith formatter, run, start, 9600588279069148
1787481522.441405, Self-RAG Monolith 4B, Monolith formatter, run, end, 9600588279468397
1787481522.441453, Self-RAG Monolith 4B, Monolith LLM, run, start, 9600588279519469
1787481522.443839, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 923, 9600588281908352
1787481522.443876, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9600588281936816
1787481522.879411, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9600588717527789
1787481523.963081, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 9600589801166880
1787481523.963498, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600589801564241
1787481523.963780, Self-RAG Monolith 4B, Monolith router, run, start, 9600589801862865
1787481523.963929, Self-RAG Monolith 4B, Monolith router, run, end, 9600589801990881
1787481523.964581, Self-RAG Monolith 4B, End stage, run, start, 9600589802671682
1787481523.964961, Self-RAG Monolith 4B, End stage, run, end, 9600589803033315
1787481523.965065, Self-RAG Monolith 4B, pipeline - val, run, end, 108421670973942124489091921461476978168, 1787481522.430743, 1, 11, 9600589803137475
1787481523.966538, Self-RAG Monolith 4B, pipeline - val, run, start, 339067315065640946677821273400135197410, 1787481523.966454, 1, 12, 9600589804626501
1787481523.966898, Self-RAG Monolith 4B, Question dataloader, run, start, 9600589804978629
1787481523.967394, Self-RAG Monolith 4B, Question dataloader, run, end, 9600589805470598
1787481523.967647, Self-RAG Monolith 4B, Document retriever, run, start, 9600589805720326
1787481523.978555, Self-RAG Monolith 4B, Document retriever, run, end, 9600589816626180
1787481523.978697, Self-RAG Monolith 4B, Monolith formatter, run, start, 9600589816770436
1787481523.979004, Self-RAG Monolith 4B, Monolith formatter, run, end, 9600589817067140
1787481523.979054, Self-RAG Monolith 4B, Monolith LLM, run, start, 9600589817119796
1787481523.982232, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1314, 9600589820304904
1787481523.982284, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9600589820344792
1787481524.595289, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9600590433382293
1787481525.881129, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 9600591719214823
1787481525.882504, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600591720586089
1787481525.882772, Self-RAG Monolith 4B, Monolith router, run, start, 9600591720858489
1787481525.891860, Self-RAG Monolith 4B, Monolith router, run, end, 9600591729937749
1787481525.892274, Self-RAG Monolith 4B, End stage, run, start, 9600591730365253
1787481525.892644, Self-RAG Monolith 4B, End stage, run, end, 9600591730711878
1787481525.892801, Self-RAG Monolith 4B, pipeline - val, run, end, 339067315065640946677821273400135197410, 1787481523.966454, 1, 12, 9600591730875382
1787481525.893144, Self-RAG Monolith 4B, pipeline - val, run, start, 136100173637433040597969753406218097682, 1787481525.893070, 1, 13, 9600591731226806
1787481525.893428, Self-RAG Monolith 4B, Question dataloader, run, start, 9600591731504423
1787481525.893890, Self-RAG Monolith 4B, Question dataloader, run, end, 9600591731963815
1787481525.894137, Self-RAG Monolith 4B, Document retriever, run, start, 9600591732207784
1787481525.905082, Self-RAG Monolith 4B, Document retriever, run, end, 9600591743153525
1787481525.905246, Self-RAG Monolith 4B, Monolith formatter, run, start, 9600591743318422
1787481525.905519, Self-RAG Monolith 4B, Monolith formatter, run, end, 9600591743582406
1787481525.905563, Self-RAG Monolith 4B, Monolith LLM, run, start, 9600591743628070
1787481525.908658, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1153, 9600591746726362
1787481525.908693, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9600591746753834
1787481526.455087, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9600592293178805
1787481527.627449, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 28, 9600593465534111
1787481527.628882, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600593466964689
1787481527.629583, Self-RAG Monolith 4B, Monolith router, run, start, 9600593467668434
1787481527.629745, Self-RAG Monolith 4B, Monolith router, run, end, 9600593467807298
1787481527.630573, Self-RAG Monolith 4B, End stage, run, start, 9600593468666547
1787481527.630967, Self-RAG Monolith 4B, End stage, run, end, 9600593469035107
1787481527.631074, Self-RAG Monolith 4B, pipeline - val, run, end, 136100173637433040597969753406218097682, 1787481525.893070, 1, 13, 9600593469153571
1787481527.631881, Self-RAG Monolith 4B, pipeline - val, run, start, 94730194066087287913938948060398834999, 1787481527.631693, 1, 14, 9600593469978773
1787481527.632266, Self-RAG Monolith 4B, Question dataloader, run, start, 9600593470345093
1787481527.632732, Self-RAG Monolith 4B, Question dataloader, run, end, 9600593470806918
1787481527.632982, Self-RAG Monolith 4B, Document retriever, run, start, 9600593471052950
1787481527.642614, Self-RAG Monolith 4B, Document retriever, run, end, 9600593480682210
1787481527.642769, Self-RAG Monolith 4B, Monolith formatter, run, start, 9600593480842994
1787481527.643043, Self-RAG Monolith 4B, Monolith formatter, run, end, 9600593481105730
1787481527.643209, Self-RAG Monolith 4B, Monolith LLM, run, start, 9600593481296083
1787481527.646080, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1214, 9600593484151158
1787481527.646124, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9600593484184790
1787481528.209142, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9600594047234759
1787481529.601966, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 34, 9600595440047673
1787481529.603019, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600595441082587
1787481529.603680, Self-RAG Monolith 4B, Monolith router, run, start, 9600595441765787
1787481529.603836, Self-RAG Monolith 4B, Monolith router, run, end, 9600595441898107
1787481529.604696, Self-RAG Monolith 4B, End stage, run, start, 9600595442811405
1787481529.605299, Self-RAG Monolith 4B, End stage, run, end, 9600595443368333
1787481529.605557, Self-RAG Monolith 4B, pipeline - val, run, end, 94730194066087287913938948060398834999, 1787481527.631693, 1, 14, 9600595443632318
1787481529.606191, Self-RAG Monolith 4B, pipeline - val, run, start, 258786503039737797337066674930118971936, 1787481529.605991, 1, 15, 9600595444281566
1787481529.606523, Self-RAG Monolith 4B, Question dataloader, run, start, 9600595444601135
1787481529.606987, Self-RAG Monolith 4B, Question dataloader, run, end, 9600595445063440
1787481529.607125, Self-RAG Monolith 4B, Document retriever, run, start, 9600595445196256
1787481529.617371, Self-RAG Monolith 4B, Document retriever, run, end, 9600595455444189
1787481529.617533, Self-RAG Monolith 4B, Monolith formatter, run, start, 9600595455603693
1787481529.617807, Self-RAG Monolith 4B, Monolith formatter, run, end, 9600595455870445
1787481529.617983, Self-RAG Monolith 4B, Monolith LLM, run, start, 9600595456070301
1787481529.620472, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 739, 9600595458535824
1787481529.620495, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 9600595458556080
1787481530.003803, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 9600595841896481
1787481531.109403, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 29, 9600596947489647
1787481531.110483, Self-RAG Monolith 4B, Monolith LLM, run, end, 9600596948563808
1787481531.110793, Self-RAG Monolith 4B, Monolith router, run, start, 9600596948879408
1787481531.120730, Self-RAG Monolith 4B, Monolith router, run, end, 9600596958822797
1787481531.120970, Self-RAG Monolith 4B, End stage, run, start, 9600596959060877
1787481531.121672, Self-RAG Monolith 4B, End stage, run, end, 9600596959747134
1787481531.122360, Self-RAG Monolith 4B, pipeline - val, run, end, 258786503039737797337066674930118971936, 1787481529.605991, 1, 15, 9600596960429647
1787481531.122957, Self-RAG Monolith 4B, pipeline - val, run, start, 311696581892680333662030704698559646048, 1787481531.122803, 1, 16, 9600596961043872
1787481531.123259, Self-RAG Monolith 4B, Question dataloader, run, start, 9600596961335568
1787481531.123699, Self-RAG Monolith 4B, Question dataloader, run, end, 9600596961773073
