1787480803.913985, Self-RAG Decomposed, pipeline, prepare, start, 9599869752302202
1787480954.476998, Self-RAG Decomposed, Grade router, run, start, 9600020315097551
1787480954.477426, Self-RAG Decomposed, Grade router, run, end, 9600020315495936
1787480954.477861, Self-RAG Decomposed, Answer generator formatter, run, start, 9600020315935233
1787480954.478346, Self-RAG Decomposed, Answer generator formatter, run, end, 9600020316414435
1787480954.478529, Self-RAG Decomposed, Generator LLM, run, start, 9600020316598707
1787480954.481410, Self-RAG Decomposed, Generator LLM, n_prompt_tokens, 919, 9600020319479788
1787480954.481447, Self-RAG Decomposed, Generator LLM, first_token, start, 9600020319507116
1787480954.922078, Self-RAG Decomposed, Generator LLM, first_token, end, 9600020760166896
1787480955.079419, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 4, 9600020917503786
1787480955.080116, Self-RAG Decomposed, Generator LLM, run, end, 9600020918194668
1787480955.080642, Self-RAG Decomposed, Hallucination grader formatter, run, start, 9600020918723470
1787480955.081236, Self-RAG Decomposed, Hallucination grader formatter, run, end, 9600020919313855
1787480955.081386, Self-RAG Decomposed, Hallucination LLM, run, start, 9600020919470000
1787480955.084713, Self-RAG Decomposed, Hallucination LLM, n_prompt_tokens, 884, 9600020922784122
1787480955.084760, Self-RAG Decomposed, Hallucination LLM, first_token, start, 9600020922820474
1787480955.529793, Self-RAG Decomposed, Hallucination LLM, first_token, end, 9600021367886538
1787480955.676237, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 4, 9600021514323397
1787480955.676528, Self-RAG Decomposed, Hallucination LLM, run, end, 9600021514593957
1787480955.677627, Self-RAG Decomposed, Hallucination router, run, start, 9600021515742489
1787480955.678001, Self-RAG Decomposed, Hallucination router, run, end, 9600021516068602
1787480955.678592, Self-RAG Decomposed, End stage, run, start, 9600021516666363
1787480955.679085, Self-RAG Decomposed, End stage, run, end, 9600021517156429
1787480955.679241, Self-RAG Decomposed, pipeline - val, run, end, 137966782010666686101173904923527793115, 1787480953.511664, 1, 1, 9600021517318541
1787480955.680129, Self-RAG Decomposed, pipeline - val, run, start, 291384720113941031763237707761679992873, 1787480955.680001, 1, 2, 9600021518203920
1787480955.680358, Self-RAG Decomposed, Question dataloader, run, start, 9600021518428624
1787480955.680635, Self-RAG Decomposed, Question dataloader, run, end, 9600021518698113
1787480955.680820, Self-RAG Decomposed, Document retriever, run, start, 9600021518906946
1787480955.701083, Self-RAG Decomposed, Document retriever, run, end, 9600021539172925
1787480955.701823, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9600021539892383
1787480955.702375, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9600021540444449
1787480955.702628, Self-RAG Decomposed, Grader LLM, run, start, 9600021540719217
1787480955.706188, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 1431, 9600021544259516
1787480955.706232, Self-RAG Decomposed, Grader LLM, first_token, start, 9600021544292588
1787480956.376566, Self-RAG Decomposed, Grader LLM, first_token, end, 9600022214660875
1787480956.495778, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9600022333865702
1787480956.496099, Self-RAG Decomposed, Grader LLM, run, end, 9600022334165255
1787480956.496540, Self-RAG Decomposed, Grade router, run, start, 9600022334629448
1787480956.496830, Self-RAG Decomposed, Grade router, run, end, 9600022334896505
1787480956.497435, Self-RAG Decomposed, Answer generator formatter, run, start, 9600022335527723
1787480956.498074, Self-RAG Decomposed, Answer generator formatter, run, end, 9600022336144061
1787480956.498340, Self-RAG Decomposed, Generator LLM, run, start, 9600022336425694
1787480956.513200, Self-RAG Decomposed, Generator LLM, n_prompt_tokens, 1442, 9600022351281801
1787480956.513253, Self-RAG Decomposed, Generator LLM, first_token, start, 9600022351314057
1787480957.188656, Self-RAG Decomposed, Generator LLM, first_token, end, 9600023026748392
1787480957.327238, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 4, 9600023165321931
1787480957.328139, Self-RAG Decomposed, Generator LLM, run, end, 9600023166218621
1787480957.328543, Self-RAG Decomposed, Hallucination grader formatter, run, start, 9600023166626783
1787480957.329253, Self-RAG Decomposed, Hallucination grader formatter, run, end, 9600023167328657
1787480957.329439, Self-RAG Decomposed, Hallucination LLM, run, start, 9600023167522241
1787480957.332882, Self-RAG Decomposed, Hallucination LLM, n_prompt_tokens, 1405, 9600023170949323
1787480957.332924, Self-RAG Decomposed, Hallucination LLM, first_token, start, 9600023170985115
1787480957.995360, Self-RAG Decomposed, Hallucination LLM, first_token, end, 9600023833457956
1787480958.136522, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 4, 9600023974606271
1787480958.138110, Self-RAG Decomposed, Hallucination LLM, run, end, 9600023976207459
1787480958.138608, Self-RAG Decomposed, Hallucination router, run, start, 9600023976696805
1787480958.138905, Self-RAG Decomposed, Hallucination router, run, end, 9600023976973478
1787480958.139068, Self-RAG Decomposed, End stage, run, start, 9600023977149414
1787480958.139635, Self-RAG Decomposed, End stage, run, end, 9600023977712264
1787480958.139977, Self-RAG Decomposed, pipeline - val, run, end, 291384720113941031763237707761679992873, 1787480955.680001, 1, 2, 9600023978057369
1787480958.140631, Self-RAG Decomposed, pipeline - val, run, start, 254213018771105360614336871259045838022, 1787480958.140453, 1, 3, 9600023978717371
1787480958.140900, Self-RAG Decomposed, Question dataloader, run, start, 9600023978976075
1787480958.141199, Self-RAG Decomposed, Question dataloader, run, end, 9600023979263564
1787480958.141650, Self-RAG Decomposed, Document retriever, run, start, 9600023979742350
1787480958.161348, Self-RAG Decomposed, Document retriever, run, end, 9600023999437527
1787480958.161697, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9600023999767224
1787480958.162223, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9600024000292665
1787480958.162402, Self-RAG Decomposed, Grader LLM, run, start, 9600024000492506
1787480958.164442, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 695, 9600024002508688
1787480958.164478, Self-RAG Decomposed, Grader LLM, first_token, start, 9600024002538480
1787480958.519163, Self-RAG Decomposed, Grader LLM, first_token, end, 9600024357256072
1787480958.666933, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9600024505058406
1787480958.667384, Self-RAG Decomposed, Grader LLM, run, end, 9600024505448823
1787480958.668210, Self-RAG Decomposed, Grade router, run, start, 9600024506323130
1787480958.668568, Self-RAG Decomposed, Grade router, run, end, 9600024506636139
1787480958.668683, Self-RAG Decomposed, Query rewrite formatter, run, start, 9600024506751851
1787480958.670075, Self-RAG Decomposed, Query rewrite formatter, run, end, 9600024508159695
1787480958.670597, Self-RAG Decomposed, Query rewrite LLM, run, start, 9600024508678481
1787480958.673242, Self-RAG Decomposed, Query rewrite LLM, n_prompt_tokens, 587, 9600024511322840
1787480958.673312, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 9600024511373289
1787480958.999839, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 9600024837955887
1787480959.560234, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 12, 9600025398319149
1787480959.561159, Self-RAG Decomposed, Query rewrite LLM, run, end, 9600025399237968
1787480959.561753, Self-RAG Decomposed, Document retriever, run, start, 9600025399864529
1787480959.582999, Self-RAG Decomposed, Document retriever, run, end, 9600025421087871
1787480959.583302, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9600025421372864
1787480959.583830, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9600025421900113
1787480959.584004, Self-RAG Decomposed, Grader LLM, run, start, 9600025422084610
1787480959.586481, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 1010, 9600025424551529
1787480959.586521, Self-RAG Decomposed, Grader LLM, first_token, start, 9600025424581417
1787480960.068171, Self-RAG Decomposed, Grader LLM, first_token, end, 9600025906270275
1787480960.204403, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9600026042490271
1787480960.205349, Self-RAG Decomposed, Grader LLM, run, end, 9600026043429313
1787480960.206300, Self-RAG Decomposed, Grade router, run, start, 9600026044391956
1787480960.206569, Self-RAG Decomposed, Grade router, run, end, 9600026044635941
1787480960.206670, Self-RAG Decomposed, Query rewrite formatter, run, start, 9600026044741029
1787480960.207062, Self-RAG Decomposed, Query rewrite formatter, run, end, 9600026045124118
1787480960.208012, Self-RAG Decomposed, Query rewrite LLM, run, start, 9600026046123833
1787480960.210677, Self-RAG Decomposed, Query rewrite LLM, n_prompt_tokens, 892, 9600026048760401
1787480960.210762, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 9600026048822561
1787480960.655193, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 9600026493283469
1787480961.160322, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 12, 9600026998409050
1787480961.160941, Self-RAG Decomposed, Query rewrite LLM, run, end, 9600026999027756
1787480961.161090, Self-RAG Decomposed, Document retriever, run, start, 9600026999168380
1787480961.182605, Self-RAG Decomposed, Document retriever, run, end, 9600027020693307
1787480961.182902, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9600027020974060
1787480961.183470, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9600027021539550
1787480961.183702, Self-RAG Decomposed, Grader LLM, run, start, 9600027021782094
1787480961.186251, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 1010, 9600027024330278
1787480961.186316, Self-RAG Decomposed, Grader LLM, first_token, start, 9600027024376614
1787480961.669384, Self-RAG Decomposed, Grader LLM, first_token, end, 9600027507477987
1787480961.807941, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9600027646038341
1787480961.809377, Self-RAG Decomposed, Grader LLM, run, end, 9600027647461386
1787480961.810282, Self-RAG Decomposed, Grade router, run, start, 9600027648374220
1787480961.811113, Self-RAG Decomposed, Grade router, run, end, 9600027649200255
1787480961.811834, Self-RAG Decomposed, End stage, run, start, 9600027649923697
1787480961.812965, Self-RAG Decomposed, End stage, run, end, 9600027651048308
1787480961.813167, Self-RAG Decomposed, pipeline - val, run, end, 254213018771105360614336871259045838022, 1787480958.140453, 1, 3, 9600027651241924
1787480961.813898, Self-RAG Decomposed, pipeline - val, run, start, 339059123596797057526528657531882280489, 1787480961.813688, 1, 4, 9600027651986759
1787480961.814225, Self-RAG Decomposed, Question dataloader, run, start, 9600027652301784
1787480961.814796, Self-RAG Decomposed, Question dataloader, run, end, 9600027652871193
1787480961.814968, Self-RAG Decomposed, Document retriever, run, start, 9600027653046442
1787480961.835016, Self-RAG Decomposed, Document retriever, run, end, 9600027673100932
1787480961.835400, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9600027673471237
1787480961.835905, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9600027673975287
1787480961.836068, Self-RAG Decomposed, Grader LLM, run, start, 9600027674150583
1787480961.839063, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 1094, 9600027677135168
1787480961.839106, Self-RAG Decomposed, Grader LLM, first_token, start, 9600027677166992
1787480962.349422, Self-RAG Decomposed, Grader LLM, first_token, end, 9600028187516523
1787480962.485459, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9600028323545638
1787480962.486328, Self-RAG Decomposed, Grader LLM, run, end, 9600028324407401
1787480962.487164, Self-RAG Decomposed, Grade router, run, start, 9600028325258091
1787480962.487529, Self-RAG Decomposed, Grade router, run, end, 9600028325598844
1787480962.488146, Self-RAG Decomposed, Answer generator formatter, run, start, 9600028326239790
1787480962.488715, Self-RAG Decomposed, Answer generator formatter, run, end, 9600028326784976
1787480962.488975, Self-RAG Decomposed, Generator LLM, run, start, 9600028327057953
1787480962.492467, Self-RAG Decomposed, Generator LLM, n_prompt_tokens, 1105, 9600028330550027
1787480962.492522, Self-RAG Decomposed, Generator LLM, first_token, start, 9600028330582987
1787480963.008681, Self-RAG Decomposed, Generator LLM, first_token, end, 9600028846776343
1787480963.232006, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 6, 9600029070093615
1787480963.232828, Self-RAG Decomposed, Generator LLM, run, end, 9600029070913826
1787480963.233407, Self-RAG Decomposed, Hallucination grader formatter, run, start, 9600029071522180
1787480963.234155, Self-RAG Decomposed, Hallucination grader formatter, run, end, 9600029072219158
1787480963.234261, Self-RAG Decomposed, Hallucination LLM, run, start, 9600029072332534
1787480963.237210, Self-RAG Decomposed, Hallucination LLM, n_prompt_tokens, 1075, 9600029075291919
1787480963.237282, Self-RAG Decomposed, Hallucination LLM, first_token, start, 9600029075342783
1787480963.741707, Self-RAG Decomposed, Hallucination LLM, first_token, end, 9600029579826744
1787480963.915006, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 4, 9600029753111504
1787480963.916053, Self-RAG Decomposed, Hallucination LLM, run, end, 9600029754135635
1787480963.916519, Self-RAG Decomposed, Hallucination router, run, start, 9600029754599460
1787480963.916745, Self-RAG Decomposed, Hallucination router, run, end, 9600029754815205
1787480963.916881, Self-RAG Decomposed, End stage, run, start, 9600029754963653
1787480963.917546, Self-RAG Decomposed, End stage, run, end, 9600029755622215
1787480963.917952, Self-RAG Decomposed, pipeline - val, run, end, 339059123596797057526528657531882280489, 1787480961.813688, 1, 4, 9600029756033144
1787480963.919234, Self-RAG Decomposed, pipeline - val, run, start, 119446379837942953886657017309041348512, 1787480963.918930, 1, 5, 9600029757334764
1787480963.919587, Self-RAG Decomposed, Question dataloader, run, start, 9600029757663037
1787480963.919884, Self-RAG Decomposed, Question dataloader, run, end, 9600029757948190
1787480963.920334, Self-RAG Decomposed, Document retriever, run, start, 9600029758430975
1787480963.943382, Self-RAG Decomposed, Document retriever, run, end, 9600029781469874
1787480963.943708, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9600029781778931
1787480963.944056, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9600029782118452
1787480963.944256, Self-RAG Decomposed, Grader LLM, run, start, 9600029782339205
1787480963.946819, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 886, 9600029784891068
1787480963.946866, Self-RAG Decomposed, Grader LLM, first_token, start, 9600029784926684
1787480964.367237, Self-RAG Decomposed, Grader LLM, first_token, end, 9600030205330737
1787480964.503592, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9600030341678397
1787480964.503907, Self-RAG Decomposed, Grader LLM, run, end, 9600030341972638
1787480964.504862, Self-RAG Decomposed, Grade router, run, start, 9600030342979409
1787480964.505854, Self-RAG Decomposed, Grade router, run, end, 9600030343943956
1787480964.506028, Self-RAG Decomposed, Answer generator formatter, run, start, 9600030344108772
1787480964.507616, Self-RAG Decomposed, Answer generator formatter, run, end, 9600030345701801
1787480964.508409, Self-RAG Decomposed, Generator LLM, run, start, 9600030346495003
1787480964.511746, Self-RAG Decomposed, Generator LLM, n_prompt_tokens, 897, 9600030349856277
1787480964.511896, Self-RAG Decomposed, Generator LLM, first_token, start, 9600030349956805
1787480964.953108, Self-RAG Decomposed, Generator LLM, first_token, end, 9600030791194807
1787480965.235899, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 7, 9600031073982700
1787480965.236432, Self-RAG Decomposed, Generator LLM, run, end, 9600031074496526
1787480965.236997, Self-RAG Decomposed, Hallucination grader formatter, run, start, 9600031075087375
1787480965.237644, Self-RAG Decomposed, Hallucination grader formatter, run, end, 9600031075722209
1787480965.238058, Self-RAG Decomposed, Hallucination LLM, run, start, 9600031076142514
1787480965.241332, Self-RAG Decomposed, Hallucination LLM, n_prompt_tokens, 869, 9600031079419820
1787480965.241418, Self-RAG Decomposed, Hallucination LLM, first_token, start, 9600031079479132
1787480965.665559, Self-RAG Decomposed, Hallucination LLM, first_token, end, 9600031503657099
1787480965.787329, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 4, 9600031625414957
1787480965.787676, Self-RAG Decomposed, Hallucination LLM, run, end, 9600031625740957
1787480965.787994, Self-RAG Decomposed, Hallucination router, run, start, 9600031626077582
1787480965.788687, Self-RAG Decomposed, Hallucination router, run, end, 9600031626762464
1787480965.788837, Self-RAG Decomposed, End stage, run, start, 9600031626912481
1787480965.789323, Self-RAG Decomposed, End stage, run, end, 9600031627396130
1787480965.789498, Self-RAG Decomposed, pipeline - val, run, end, 119446379837942953886657017309041348512, 1787480963.918930, 1, 5, 9600031627578019
1787480965.790425, Self-RAG Decomposed, pipeline - val, run, start, 48703956268614346262268983941865261209, 1787480965.790272, 1, 6, 9600031628503269
1787480965.790678, Self-RAG Decomposed, Question dataloader, run, start, 9600031628749766
1787480965.790959, Self-RAG Decomposed, Question dataloader, run, end, 9600031629021735
1787480965.791581, Self-RAG Decomposed, Document retriever, run, start, 9600031629701753
1787480965.810852, Self-RAG Decomposed, Document retriever, run, end, 9600031648937713
1787480965.811135, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9600031649205777
1787480965.811443, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9600031649504962
1787480965.811938, Self-RAG Decomposed, Grader LLM, run, start, 9600031650025348
1787480965.814493, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 872, 9600031652563979
1787480965.814535, Self-RAG Decomposed, Grader LLM, first_token, start, 9600031652595739
1787480966.229669, Self-RAG Decomposed, Grader LLM, first_token, end, 9600032067763536
1787480966.360793, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9600032198877885
1787480966.361096, Self-RAG Decomposed, Grader LLM, run, end, 9600032199161549
1787480966.361740, Self-RAG Decomposed, Grade router, run, start, 9600032199832255
1787480966.362092, Self-RAG Decomposed, Grade router, run, end, 9600032200159968
1787480966.362894, Self-RAG Decomposed, Answer generator formatter, run, start, 9600032200986851
1787480966.363475, Self-RAG Decomposed, Answer generator formatter, run, end, 9600032201544724
1787480966.363890, Self-RAG Decomposed, Generator LLM, run, start, 9600032201960038
1787480966.366601, Self-RAG Decomposed, Generator LLM, n_prompt_tokens, 883, 9600032204671789
1787480966.366637, Self-RAG Decomposed, Generator LLM, first_token, start, 9600032204697709
1787480966.790795, Self-RAG Decomposed, Generator LLM, first_token, end, 9600032628887773
1787480967.097567, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 7, 9600032935653223
1787480967.097887, Self-RAG Decomposed, Generator LLM, run, end, 9600032935951480
1787480967.098063, Self-RAG Decomposed, Hallucination grader formatter, run, start, 9600032936147272
1787480967.098522, Self-RAG Decomposed, Hallucination grader formatter, run, end, 9600032936586026
1787480967.098746, Self-RAG Decomposed, Hallucination LLM, run, start, 9600032936819514
1787480967.101369, Self-RAG Decomposed, Hallucination LLM, n_prompt_tokens, 849, 9600032939450098
1787480967.101437, Self-RAG Decomposed, Hallucination LLM, first_token, start, 9600032939497762
1787480967.517769, Self-RAG Decomposed, Hallucination LLM, first_token, end, 9600033355898682
1787480967.673770, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 4, 9600033511873263
1787480967.674246, Self-RAG Decomposed, Hallucination LLM, run, end, 9600033512311728
1787480967.674522, Self-RAG Decomposed, Hallucination router, run, start, 9600033512610289
1787480967.675060, Self-RAG Decomposed, Hallucination router, run, end, 9600033513137059
1787480967.675342, Self-RAG Decomposed, End stage, run, start, 9600033513420323
1787480967.675845, Self-RAG Decomposed, End stage, run, end, 9600033513924389
1787480967.676417, Self-RAG Decomposed, pipeline - val, run, end, 48703956268614346262268983941865261209, 1787480965.790272, 1, 6, 9600033514505831
1787480967.677314, Self-RAG Decomposed, pipeline - val, run, start, 306245852072093568132909261621074614598, 1787480967.677169, 1, 7, 9600033515396697
1787480967.677618, Self-RAG Decomposed, Question dataloader, run, start, 9600033515691354
1787480967.678096, Self-RAG Decomposed, Question dataloader, run, end, 9600033516168283
1787480967.678751, Self-RAG Decomposed, Document retriever, run, start, 9600033516864861
1787480967.700761, Self-RAG Decomposed, Document retriever, run, end, 9600033538852093
1787480967.701218, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9600033539288495
1787480967.701736, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9600033539805360
1787480967.702197, Self-RAG Decomposed, Grader LLM, run, start, 9600033540273345
1787480967.704736, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 794, 9600033542810793
1787480967.704786, Self-RAG Decomposed, Grader LLM, first_token, start, 9600033542846953
1787480968.099270, Self-RAG Decomposed, Grader LLM, first_token, end, 9600033937364658
1787480968.234569, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9600034072653258
1787480968.234879, Self-RAG Decomposed, Grader LLM, run, end, 9600034072944571
1787480968.235688, Self-RAG Decomposed, Grade router, run, start, 9600034073801629
1787480968.236325, Self-RAG Decomposed, Grade router, run, end, 9600034074405039
1787480968.236675, Self-RAG Decomposed, Answer generator formatter, run, start, 9600034074749712
1787480968.237359, Self-RAG Decomposed, Answer generator formatter, run, end, 9600034075431298
1787480968.237846, Self-RAG Decomposed, Generator LLM, run, start, 9600034075915731
1787480968.240437, Self-RAG Decomposed, Generator LLM, n_prompt_tokens, 805, 9600034078525035
1787480968.240525, Self-RAG Decomposed, Generator LLM, first_token, start, 9600034078585739
1787480968.640248, Self-RAG Decomposed, Generator LLM, first_token, end, 9600034478345283
1787480968.893618, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 6, 9600034731704930
1787480968.893940, Self-RAG Decomposed, Generator LLM, run, end, 9600034732013235
1787480968.894807, Self-RAG Decomposed, Hallucination grader formatter, run, start, 9600034732895030
1787480968.895220, Self-RAG Decomposed, Hallucination grader formatter, run, end, 9600034733283591
1787480968.895359, Self-RAG Decomposed, Hallucination LLM, run, start, 9600034733443687
1787480968.897864, Self-RAG Decomposed, Hallucination LLM, n_prompt_tokens, 777, 9600034735936478
1787480968.897913, Self-RAG Decomposed, Hallucination LLM, first_token, start, 9600034735973663
1787480969.292068, Self-RAG Decomposed, Hallucination LLM, first_token, end, 9600035130190134
1787480969.453932, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 4, 9600035292022507
1787480969.454564, Self-RAG Decomposed, Hallucination LLM, run, end, 9600035292630077
1787480969.455178, Self-RAG Decomposed, Hallucination router, run, start, 9600035293258751
1787480969.455508, Self-RAG Decomposed, Hallucination router, run, end, 9600035293582112
1787480969.455816, Self-RAG Decomposed, End stage, run, start, 9600035293896512
1787480969.456173, Self-RAG Decomposed, End stage, run, end, 9600035294247010
1787480969.456781, Self-RAG Decomposed, pipeline - val, run, end, 306245852072093568132909261621074614598, 1787480967.677169, 1, 7, 9600035294860915
1787480969.457301, Self-RAG Decomposed, pipeline - val, run, start, 313248512300427515029992550430099126268, 1787480969.457251, 1, 8, 9600035295382949
1787480969.457698, Self-RAG Decomposed, Question dataloader, run, start, 9600035295775814
1787480969.458351, Self-RAG Decomposed, Question dataloader, run, end, 9600035296424376
1787480969.458652, Self-RAG Decomposed, Document retriever, run, start, 9600035296739081
1787480969.477416, Self-RAG Decomposed, Document retriever, run, end, 9600035315490127
1787480969.477767, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9600035315835680
1787480969.478275, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9600035316343746
1787480969.478594, Self-RAG Decomposed, Grader LLM, run, start, 9600035316679203
1787480969.481325, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 971, 9600035319395930
1787480969.481369, Self-RAG Decomposed, Grader LLM, first_token, start, 9600035319429387
1787480969.956569, Self-RAG Decomposed, Grader LLM, first_token, end, 9600035794667292
1787480970.078410, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9600035916497406
1787480970.078841, Self-RAG Decomposed, Grader LLM, run, end, 9600035916906607
1787480970.079864, Self-RAG Decomposed, Grade router, run, start, 9600035917959506
1787480970.080198, Self-RAG Decomposed, Grade router, run, end, 9600035918267299
1787480970.080334, Self-RAG Decomposed, Answer generator formatter, run, start, 9600035918408755
1787480970.080803, Self-RAG Decomposed, Answer generator formatter, run, end, 9600035918873125
1787480970.080920, Self-RAG Decomposed, Generator LLM, run, start, 9600035918988325
1787480970.084219, Self-RAG Decomposed, Generator LLM, n_prompt_tokens, 982, 9600035922304447
1787480970.084299, Self-RAG Decomposed, Generator LLM, first_token, start, 9600035922359439
1787480970.570081, Self-RAG Decomposed, Generator LLM, first_token, end, 9600036408177407
1787480970.825376, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 7, 9600036663465091
1787480970.825738, Self-RAG Decomposed, Generator LLM, run, end, 9600036663803268
1787480970.826031, Self-RAG Decomposed, Hallucination grader formatter, run, start, 9600036664114501
1787480970.826472, Self-RAG Decomposed, Hallucination grader formatter, run, end, 9600036664535510
1787480970.827074, Self-RAG Decomposed, Hallucination LLM, run, start, 9600036665159768
1787480970.829742, Self-RAG Decomposed, Hallucination LLM, n_prompt_tokens, 948, 9600036667810240
1787480970.829775, Self-RAG Decomposed, Hallucination LLM, first_token, start, 9600036667835776
1787480971.265278, Self-RAG Decomposed, Hallucination LLM, first_token, end, 9600037103372159
