1787217365.766841, Self-RAG Monolith 4B (multi-hop), pipeline, prepare, start, 9336431605168144
1787217434.267015, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9336500105101709
1787217434.267188, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9336500105249342
1787217434.267749, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 9336500105820303
1787217434.268189, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 9336500106251600
1787217434.268898, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 9336500106982434
1787217434.271660, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 9336500109742761
1787217434.697677, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 9336500535833612
1787217434.962622, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 9336500800727147
1787217434.963574, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 9336500801645293
1787217434.964349, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9336500802424047
1787217434.975423, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9336500813492873
1787217434.975634, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9336500813729978
1787217434.976070, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9336500814132971
1787217434.976303, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9336500814375643
1787217434.978901, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9336500816976706
1787217435.527561, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9336501365744173
1787217436.671443, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 9336502509530612
1787217436.672654, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9336502510741719
1787217436.673062, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9336502511151224
1787217436.673239, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9336502511301081
1787217436.673304, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9336502511373129
1787217436.673643, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9336502511706522
1787217436.674206, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 258692367507110058184229966264838101942, 1787217430.145182, 1, 1, 9336502512291323
1787217436.915172, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 220091643236488875172215665990899984080, 1787217436.914680, 1, 2, 9336502753286720
1787217436.916134, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9336502754246610
1787217436.917283, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9336502755358373
1787217436.917412, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9336502755481733
1787217436.931697, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9336502769777672
1787217436.931853, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9336502769941896
1787217436.932376, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9336502770439225
1787217436.932437, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9336502770508345
1787217436.934992, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9336502773060543
1787217437.331391, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9336503169500700
1787217437.544016, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 152446777248633091217258897992613297606, 1787217437.543652, 1, 3, 9336503382101949
1787217437.545490, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9336503383585041
1787217437.547866, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9336503385956166
1787217437.548004, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9336503386076007
1787217437.560704, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9336503398775653
1787217437.560843, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9336503398932438
1787217437.561699, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9336503399767768
1787217438.372287, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 9336504210375163
1787217438.372620, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9336504210685260
1787217438.372657, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9336504210717612
1787217438.372871, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9336504210941309
1787217438.373010, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9336504211071645
1787217438.373788, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 9336504211899839
1787217438.374570, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 9336504212639169
1787217438.375021, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 9336504213090818
1787217438.375963, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9336504214037700
1787217438.857961, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9336504696216208
1787217439.460164, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 120371282134391483516721967542927552551, 1787217439.458938, 1, 4, 9336505298265453
1787217439.462053, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9336505300173538
1787217439.463796, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9336505301885398
1787217439.464069, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9336505302144790
1787217439.478568, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9336505316643129
1787217439.478697, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9336505316786778
1787217439.479544, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9336505317622524
1787217440.158053, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 28, 9336505996144177
1787217440.158843, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9336505996919779
1787217440.158915, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9336505996976116
1787217440.159127, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9336505997196756
1787217440.159228, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9336505997289460
1787217440.159449, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 9336505997537029
1787217440.160264, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9336505998343863
1787217440.160999, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9336505999061624
1787217440.161122, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 152446777248633091217258897992613297606, 1787217437.543652, 1, 3, 9336505999203113
1787217440.495903, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 9336506334047521
1787217440.850625, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 9, 9336506688715178
1787217440.850759, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9336506688859194
1787217440.851650, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 9336506689717180
1787217440.851862, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9336506689939005
1787217440.880754, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9336506718834610
1787217440.880941, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9336506719038563
1787217440.881600, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9336506719675092
1787217441.206108, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9336507044210900
1787217441.572869, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 55702570979140878714643285183382439805, 1787217441.572597, 1, 5, 9336507410966330
1787217441.573305, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9336507411381419
1787217441.574431, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9336507412521213
1787217441.574649, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9336507412726190
1787217441.603818, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9336507441891716
1787217441.604393, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9336507442468246
1787217441.605040, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9336507443112823
1787217442.497230, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 26, 9336508335315345
1787217442.498151, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9336508336228036
1787217442.498231, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9336508336291956
1787217442.498417, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9336508336490436
1787217442.498581, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9336508336643013
1787217442.498643, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9336508336713413
1787217442.498918, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9336508336980837
1787217442.499095, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 120371282134391483516721967542927552551, 1787217439.458938, 1, 4, 9336508337192054
1787217442.502021, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9336508340099741
1787217443.179827, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9336509017948546
1787217444.434341, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 9336510272427624
1787217444.435069, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9336510273144954
1787217444.435199, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9336510273283786
1787217444.445034, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9336510283135074
1787217444.446295, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9336510284389285
1787217444.447408, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 9336510285522712
1787217444.449404, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 9336510287477229
1787217444.449668, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9336510287746429
1787217444.449488, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 9336510287556637
1787217444.867744, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9336510705901503
1787217446.023619, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 9336511861707192
1787217446.023860, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 9336511861978937
1787217446.025400, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9336511863497517
1787217446.025586, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9336511863668941
1787217446.026651, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9336511864728608
1787217446.027779, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 9336511865860434
1787217446.028419, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 9336511866489972
1787217446.505957, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 9336512344064150
1787217446.834980, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 9, 9336512673066386
1787217446.835240, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 9336512673302786
1787217446.835275, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 9336512673335714
1787217446.835768, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9336512673850820
1787217446.837604, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 9336512675673704
1787217446.867976, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9336512706054465
1787217446.868188, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9336512706265826
1787217446.868957, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9336512707028820
1787217446.869504, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9336512707594837
1787217447.021357, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 60564066225076964318248414601871410064, 1787217447.021186, 1, 6, 9336512859451844
1787217447.021743, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9336512859821045
1787217447.022310, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9336512860383142
1787217447.022691, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9336512860765207
1787217447.058087, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9336512896161901
1787217447.058199, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9336512896277053
1787217447.058831, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9336512896903887
1787217447.183547, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 9336513021724012
1787217447.606495, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 11, 9336513444578475
1787217447.606925, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9336513445063180
1787217447.607980, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 9336513446055902
1787217447.608679, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9336513446781232
1787217447.664838, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9336513502916632
1787217447.665015, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9336513503094568
1787217447.665673, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9336513503745274
1787217448.298722, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9336514136860452
1787217449.445983, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 9336515284075306
1787217449.447652, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9336515285735215
1787217449.457706, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9336515295809271
1787217449.448164, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9336515286250864
1787217449.458231, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9336515296300040
1787217449.458366, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9336515296440313
1787217449.458607, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9336515296669305
1787217449.459071, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 220091643236488875172215665990899984080, 1787217436.914680, 1, 2, 9336515297154298
1787217449.460830, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9336515298920686
1787217449.888990, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9336515727090010
1787217450.943056, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 9336516781144239
1787217450.943381, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9336516781446496
1787217450.943419, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9336516781479072
1787217450.943835, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9336516781917793
1787217450.944199, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9336516782274050
1787217450.944581, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 9336516782658387
1787217450.945189, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 9336516783258692
1787217450.946316, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 9336516784385719
1787217450.946505, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9336516784574040
1787217450.961073, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 129041072449923425083688084141493746275, 1787217450.960737, 1, 7, 9336516799166155
1787217450.962278, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9336516800354302
1787217450.963340, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9336516801415872
1787217450.963530, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9336516801605249
1787217451.005354, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9336516843453958
1787217451.005619, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9336516843696087
1787217451.006277, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9336516844350664
1787217451.604592, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9336517442742064
1787217452.936755, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 28, 9336518774843543
1787217452.936928, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 9336518775010984
1787217452.938281, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9336518776364155
1787217452.938427, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9336518776514443
1787217452.938844, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9336518776925884
1787217452.939429, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9336518777509262
1787217452.940039, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9336518778125999
1787217452.940937, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9336518779003650
1787217452.941262, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 55702570979140878714643285183382439805, 1787217441.572597, 1, 5, 9336518779346738
1787217453.274773, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 9336519112955210
1787217453.521128, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 9336519359214382
1787217453.521226, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9336519359301038
1787217453.521529, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 9336519359596734
1787217453.522046, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9336519360131392
1787217453.566822, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9336519404902620
1787217453.566990, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9336519405069340
1787217453.567533, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9336519405606174
1787217454.091760, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9336519929859315
1787217454.107924, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 37115737435542355374805661967106477400, 1787217454.107283, 1, 8, 9336519946033386
1787217454.108339, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9336519946422459
1787217454.109208, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9336519947278909
1787217454.109365, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9336519947435390
1787217454.120559, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9336519958628025
1787217454.120879, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9336519958958361
1787217454.121380, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9336519959454539
1787217455.291303, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 30, 9336521129391099
1787217455.293101, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9336521131182912
1787217455.293194, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9336521131255760
1787217455.293621, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9336521131728401
1787217455.293881, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9336521131942577
1787217455.294071, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9336521132155826
1787217455.294412, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9336521132474995
1787217455.294539, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 129041072449923425083688084141493746275, 1787217450.960737, 1, 7, 9336521132616355
1787217455.297361, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9336521135435130
1787217456.119010, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9336521957188544
1787217457.080209, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 9336522918296776
1787217457.080593, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9336522918659928
1787217457.080633, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9336522918693641
1787217457.081496, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9336522919603179
1787217457.081759, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9336522919822347
1787217457.081900, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 9336522919977292
1787217457.083446, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 9336522921520319
1787217457.083714, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 9336522921783296
1787217457.083776, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9336522921846384
1787217457.542554, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9336523380648695
1787217458.809583, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 30, 9336524647672309
1787217458.809918, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 9336524647982741
1787217458.810070, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 9336524648143062
1787217458.811184, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 9336524649273592
1787217458.811579, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 9336524649658489
1787217458.811968, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 9336524650051226
1787217458.812246, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 9336524650308331
1787217458.812550, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 37115737435542355374805661967106477400, 1787217454.107283, 1, 8, 9336524650632332
1787217459.267689, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 9336525105790186
1787217459.639812, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 9, 9336525477895136
1787217459.640144, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 9336525478209281
1787217459.640824, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9336525478914386
1787217459.660774, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9336525498846339
1787217459.660866, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9336525498942899
1787217459.661519, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9336525499591508
1787217459.661628, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 9336525499698261
1787217459.665923, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 9336525503990431
1787217460.613755, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 98346613970204943160306224675524297113, 1787217460.613293, 1, 9, 9336526451867448
1787217460.614292, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 9336526452369066
1787217460.624552, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 9336526462626626
1787217460.625109, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 9336526463191284
1787217460.661284, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 9336526499369563
1787217460.661615, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 9336526499690460
1787217460.662080, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 9336526500151421
1787217460.724806, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 9336526562999702
1787217461.809736, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 9336527647822315
