1787484070.181809, Self-RAG Monolith, pipeline, prepare, start, 9603136020833602
1787484160.550121, Self-RAG Monolith, Monolith router, run, start, 9603226388205775
1787484160.550301, Self-RAG Monolith, Monolith router, run, end, 9603226388363471
1787484160.550869, Self-RAG Monolith, End stage, run, start, 9603226388971489
1787484160.551290, Self-RAG Monolith, End stage, run, end, 9603226389355506
1787484160.551701, Self-RAG Monolith, pipeline - val, run, end, 19789815005425853011270368980264501491, 1787484157.692725, 1, 2, 9603226389788436
1787484160.552342, Self-RAG Monolith, pipeline - val, run, start, 72077029418458730460219103851340494427, 1787484160.552077, 1, 3, 9603226390427910
1787484160.552785, Self-RAG Monolith, Question dataloader, run, start, 9603226390869271
1787484160.553574, Self-RAG Monolith, Question dataloader, run, end, 9603226391656170
1787484160.553741, Self-RAG Monolith, Document retriever, run, start, 9603226391829226
1787484160.574905, Self-RAG Monolith, Document retriever, run, end, 9603226412993342
1787484160.575074, Self-RAG Monolith, Monolith formatter, run, start, 9603226413166734
1787484160.575660, Self-RAG Monolith, Monolith formatter, run, end, 9603226413721664
1787484160.575730, Self-RAG Monolith, Monolith LLM, run, start, 9603226413801824
1787484160.578211, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 882, 9603226416280680
1787484160.578257, Self-RAG Monolith, Monolith LLM, first_token, start, 9603226416317257
1787484161.148453, Self-RAG Monolith, Monolith LLM, first_token, end, 9603226986546583
1787484163.183897, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9603229021983820
1787484163.184250, Self-RAG Monolith, Monolith LLM, run, end, 9603229022314989
1787484163.184625, Self-RAG Monolith, Monolith router, run, start, 9603229022698030
1787484163.184798, Self-RAG Monolith, Monolith router, run, end, 9603229022859455
1787484163.184849, Self-RAG Monolith, End stage, run, start, 9603229022913071
1787484163.185177, Self-RAG Monolith, End stage, run, end, 9603229023240048
1787484163.185221, Self-RAG Monolith, pipeline - val, run, end, 72077029418458730460219103851340494427, 1787484160.552077, 1, 3, 9603229023283824
1787484163.185495, Self-RAG Monolith, pipeline - val, run, start, 198204782418626772284749154109118870272, 1787484163.185361, 1, 4, 9603229023573441
1787484163.185759, Self-RAG Monolith, Question dataloader, run, start, 9603229023841746
1787484163.186275, Self-RAG Monolith, Question dataloader, run, end, 9603229024350099
1787484163.186721, Self-RAG Monolith, Document retriever, run, start, 9603229024811973
1787484163.206275, Self-RAG Monolith, Document retriever, run, end, 9603229044365155
1787484163.206440, Self-RAG Monolith, Monolith formatter, run, start, 9603229044533316
1787484163.206966, Self-RAG Monolith, Monolith formatter, run, end, 9603229045028918
1787484163.207085, Self-RAG Monolith, Monolith LLM, run, start, 9603229045157366
1787484163.210148, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1264, 9603229048215184
1787484163.210182, Self-RAG Monolith, Monolith LLM, first_token, start, 9603229048243456
1787484164.042841, Self-RAG Monolith, Monolith LLM, first_token, end, 9603229880932481
1787484166.024651, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 34, 9603231862735429
1787484166.025887, Self-RAG Monolith, Monolith LLM, run, end, 9603231863965033
1787484166.026512, Self-RAG Monolith, Monolith router, run, start, 9603231864593179
1787484166.026664, Self-RAG Monolith, Monolith router, run, end, 9603231864725499
1787484166.026880, Self-RAG Monolith, End stage, run, start, 9603231864960492
1787484166.027126, Self-RAG Monolith, End stage, run, end, 9603231865188252
1787484166.027425, Self-RAG Monolith, pipeline - val, run, end, 198204782418626772284749154109118870272, 1787484163.185361, 1, 4, 9603231865509758
1787484166.027996, Self-RAG Monolith, pipeline - val, run, start, 283815455819139174657885948698920581143, 1787484166.027712, 1, 5, 9603231866083519
1787484166.028422, Self-RAG Monolith, Question dataloader, run, start, 9603231866507057
1787484166.028742, Self-RAG Monolith, Question dataloader, run, end, 9603231866806210
1787484166.029218, Self-RAG Monolith, Document retriever, run, start, 9603231867305891
1787484166.049833, Self-RAG Monolith, Document retriever, run, end, 9603231887920357
1787484166.049976, Self-RAG Monolith, Monolith formatter, run, start, 9603231888061077
1787484166.050537, Self-RAG Monolith, Monolith formatter, run, end, 9603231888599287
1787484166.050602, Self-RAG Monolith, Monolith LLM, run, start, 9603231888672503
1787484166.053059, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1072, 9603231891126463
1787484166.053095, Self-RAG Monolith, Monolith LLM, first_token, start, 9603231891156223
1787484166.716195, Self-RAG Monolith, Monolith LLM, first_token, end, 9603232554293683
1787484168.602919, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9603234441014690
1787484168.603728, Self-RAG Monolith, Monolith LLM, run, end, 9603234441807413
1787484168.604108, Self-RAG Monolith, Monolith router, run, start, 9603234442189734
1787484168.604260, Self-RAG Monolith, Monolith router, run, end, 9603234442322215
1787484168.604658, Self-RAG Monolith, End stage, run, start, 9603234442740920
1787484168.605039, Self-RAG Monolith, End stage, run, end, 9603234443102265
1787484168.605271, Self-RAG Monolith, pipeline - val, run, end, 283815455819139174657885948698920581143, 1787484166.027712, 1, 5, 9603234443345018
1787484168.605577, Self-RAG Monolith, pipeline - val, run, start, 236367203874070827573590317578713136917, 1787484168.605426, 1, 6, 9603234443656075
1787484168.605819, Self-RAG Monolith, Question dataloader, run, start, 9603234443896524
1787484168.606267, Self-RAG Monolith, Question dataloader, run, end, 9603234444339661
1787484168.606459, Self-RAG Monolith, Document retriever, run, start, 9603234444549390
1787484168.629572, Self-RAG Monolith, Document retriever, run, end, 9603234467659559
1787484168.630014, Self-RAG Monolith, Monolith formatter, run, start, 9603234468088809
1787484168.630508, Self-RAG Monolith, Monolith formatter, run, end, 9603234468580442
1787484168.630753, Self-RAG Monolith, Monolith LLM, run, start, 9603234468831579
1787484168.633479, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1058, 9603234471545268
1787484168.633508, Self-RAG Monolith, Monolith LLM, first_token, start, 9603234471568820
1787484169.293683, Self-RAG Monolith, Monolith LLM, first_token, end, 9603235131800811
1787484171.372226, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9603237210313767
1787484171.372885, Self-RAG Monolith, Monolith LLM, run, end, 9603237210948649
1787484171.373224, Self-RAG Monolith, Monolith router, run, start, 9603237211319739
1787484171.383087, Self-RAG Monolith, Monolith router, run, end, 9603237221166842
1787484171.383361, Self-RAG Monolith, End stage, run, start, 9603237221432347
1787484171.383555, Self-RAG Monolith, End stage, run, end, 9603237221617259
1787484171.383938, Self-RAG Monolith, pipeline - val, run, end, 236367203874070827573590317578713136917, 1787484168.605426, 1, 6, 9603237222005741
1787484171.384888, Self-RAG Monolith, pipeline - val, run, start, 281260993093052740327572709735846679524, 1787484171.384148, 1, 7, 9603237222963568
1787484171.385157, Self-RAG Monolith, Question dataloader, run, start, 9603237223238289
1787484171.385454, Self-RAG Monolith, Question dataloader, run, end, 9603237223517633
1787484171.385670, Self-RAG Monolith, Document retriever, run, start, 9603237223764898
1787484171.405248, Self-RAG Monolith, Document retriever, run, end, 9603237243320865
1787484171.405417, Self-RAG Monolith, Monolith formatter, run, start, 9603237243485713
1787484171.406011, Self-RAG Monolith, Monolith formatter, run, end, 9603237244079651
1787484171.406111, Self-RAG Monolith, Monolith LLM, run, start, 9603237244180931
1787484171.408831, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 979, 9603237246901020
1787484171.408872, Self-RAG Monolith, Monolith LLM, first_token, start, 9603237246932620
1787484172.034788, Self-RAG Monolith, Monolith LLM, first_token, end, 9603237872903877
1787484173.921138, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 34, 9603239759227192
1787484173.922662, Self-RAG Monolith, Monolith LLM, run, end, 9603239760742269
1787484173.923475, Self-RAG Monolith, Monolith router, run, start, 9603239761585248
1787484173.923719, Self-RAG Monolith, Monolith router, run, end, 9603239761780352
1787484173.923909, Self-RAG Monolith, End stage, run, start, 9603239761993409
1787484173.924256, Self-RAG Monolith, End stage, run, end, 9603239762319666
1787484173.924363, Self-RAG Monolith, pipeline - val, run, end, 281260993093052740327572709735846679524, 1787484171.384148, 1, 7, 9603239762436387
1787484173.924700, Self-RAG Monolith, pipeline - val, run, start, 31170009518968760010519047831561768335, 1787484173.924575, 1, 8, 9603239762778724
1787484173.924938, Self-RAG Monolith, Question dataloader, run, start, 9603239763027620
1787484173.925477, Self-RAG Monolith, Question dataloader, run, end, 9603239763550150
1787484173.926062, Self-RAG Monolith, Document retriever, run, start, 9603239764152824
1787484173.947909, Self-RAG Monolith, Document retriever, run, end, 9603239785998654
1787484173.948117, Self-RAG Monolith, Monolith formatter, run, start, 9603239786195390
1787484173.948709, Self-RAG Monolith, Monolith formatter, run, end, 9603239786783104
1787484173.949001, Self-RAG Monolith, Monolith LLM, run, start, 9603239787072785
1787484173.951794, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1149, 9603239789863914
1787484173.951832, Self-RAG Monolith, Monolith LLM, first_token, start, 9603239789893258
1787484174.685586, Self-RAG Monolith, Monolith LLM, first_token, end, 9603240523702889
1787484176.753309, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9603242591393719
1787484176.753664, Self-RAG Monolith, Monolith LLM, run, end, 9603242591729608
1787484176.754105, Self-RAG Monolith, Monolith router, run, start, 9603242592176329
1787484176.764122, Self-RAG Monolith, Monolith router, run, end, 9603242602202490
1787484176.764373, Self-RAG Monolith, End stage, run, start, 9603242602443498
1787484176.764564, Self-RAG Monolith, End stage, run, end, 9603242602625739
1787484176.764602, Self-RAG Monolith, pipeline - val, run, end, 31170009518968760010519047831561768335, 1787484173.924575, 1, 8, 9603242602665659
1787484176.765553, Self-RAG Monolith, pipeline - val, run, start, 189475777588356918248542440265239157704, 1787484176.765321, 1, 9, 9603242603629678
1787484176.766452, Self-RAG Monolith, Question dataloader, run, start, 9603242604528913
1787484176.766719, Self-RAG Monolith, Question dataloader, run, end, 9603242604782322
1787484176.767076, Self-RAG Monolith, Document retriever, run, start, 9603242605171267
1787484176.791031, Self-RAG Monolith, Document retriever, run, end, 9603242629119711
1787484176.791227, Self-RAG Monolith, Monolith formatter, run, start, 9603242629304960
1787484176.791817, Self-RAG Monolith, Monolith formatter, run, end, 9603242629887490
1787484176.792016, Self-RAG Monolith, Monolith LLM, run, start, 9603242630102338
1787484176.795408, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1463, 9603242633473261
1787484176.795434, Self-RAG Monolith, Monolith LLM, first_token, start, 9603242633495613
1787484177.719158, Self-RAG Monolith, Monolith LLM, first_token, end, 9603243557249780
1787484179.551350, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 32, 9603245389440016
1787484179.553255, Self-RAG Monolith, Monolith LLM, run, end, 9603245391340310
1787484179.553353, Self-RAG Monolith, Monolith router, run, start, 9603245391431895
1787484179.554008, Self-RAG Monolith, Monolith router, run, end, 9603245392088233
1787484179.554150, Self-RAG Monolith, End stage, run, start, 9603245392235145
1787484179.554404, Self-RAG Monolith, End stage, run, end, 9603245392466730
1787484179.554711, Self-RAG Monolith, pipeline - val, run, end, 189475777588356918248542440265239157704, 1787484176.765321, 1, 9, 9603245392795723
1787484179.555387, Self-RAG Monolith, pipeline - val, run, start, 39454966364768499152054832326057567546, 1787484179.555118, 1, 10, 9603245393464637
1787484179.555631, Self-RAG Monolith, Question dataloader, run, start, 9603245393709262
1787484179.556143, Self-RAG Monolith, Question dataloader, run, end, 9603245394218272
1787484179.556334, Self-RAG Monolith, Document retriever, run, start, 9603245394421472
1787484179.578465, Self-RAG Monolith, Document retriever, run, end, 9603245416552070
1787484179.578818, Self-RAG Monolith, Monolith formatter, run, start, 9603245416894616
1787484179.579486, Self-RAG Monolith, Monolith formatter, run, end, 9603245417558874
1787484179.579663, Self-RAG Monolith, Monolith LLM, run, start, 9603245417742938
1787484179.581964, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 902, 9603245420029170
1787484179.581991, Self-RAG Monolith, Monolith LLM, first_token, start, 9603245420051282
1787484180.165546, Self-RAG Monolith, Monolith LLM, first_token, end, 9603246003639791
1787484182.044017, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 33, 9603247882106553
1787484182.044838, Self-RAG Monolith, Monolith LLM, run, end, 9603247882903019
1787484182.045490, Self-RAG Monolith, Monolith router, run, start, 9603247883569981
1787484182.054779, Self-RAG Monolith, Monolith router, run, end, 9603247892866859
1787484182.055306, Self-RAG Monolith, End stage, run, start, 9603247893376924
1787484182.055496, Self-RAG Monolith, End stage, run, end, 9603247893558669
1787484182.056154, Self-RAG Monolith, pipeline - val, run, end, 39454966364768499152054832326057567546, 1787484179.555118, 1, 10, 9603247894243183
1787484182.056507, Self-RAG Monolith, pipeline - val, run, start, 260185787853329594605064520666887756406, 1787484182.056445, 1, 11, 9603247894584064
1787484182.057024, Self-RAG Monolith, Question dataloader, run, start, 9603247895108514
1787484182.057825, Self-RAG Monolith, Question dataloader, run, end, 9603247895905620
1787484182.058077, Self-RAG Monolith, Document retriever, run, start, 9603247896166837
1787484182.078293, Self-RAG Monolith, Document retriever, run, end, 9603247916382053
1787484182.078704, Self-RAG Monolith, Monolith formatter, run, start, 9603247916779655
1787484182.079355, Self-RAG Monolith, Monolith formatter, run, end, 9603247917429129
1787484182.079490, Self-RAG Monolith, Monolith LLM, run, start, 9603247917577161
1787484182.081899, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 923, 9603247919964129
1787484182.081932, Self-RAG Monolith, Monolith LLM, first_token, start, 9603247919992161
1787484182.670685, Self-RAG Monolith, Monolith LLM, first_token, end, 9603248508818252
1787484184.742452, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9603250580538950
1787484184.744116, Self-RAG Monolith, Monolith LLM, run, end, 9603250582198379
1787484184.744352, Self-RAG Monolith, Monolith router, run, start, 9603250582427484
1787484184.744476, Self-RAG Monolith, Monolith router, run, end, 9603250582537340
1787484184.744524, Self-RAG Monolith, End stage, run, start, 9603250582587852
1787484184.744708, Self-RAG Monolith, End stage, run, end, 9603250582769133
1787484184.745671, Self-RAG Monolith, pipeline - val, run, end, 260185787853329594605064520666887756406, 1787484182.056445, 1, 11, 9603250583776176
1787484184.746534, Self-RAG Monolith, pipeline - val, run, start, 302027327121293531300169508531474762170, 1787484184.746061, 1, 12, 9603250584619171
1787484184.747086, Self-RAG Monolith, Question dataloader, run, start, 9603250585170245
1787484184.747384, Self-RAG Monolith, Question dataloader, run, end, 9603250585446278
1787484184.747961, Self-RAG Monolith, Document retriever, run, start, 9603250586047272
1787484184.766847, Self-RAG Monolith, Document retriever, run, end, 9603250604920867
1787484184.767186, Self-RAG Monolith, Monolith formatter, run, start, 9603250605260804
1787484184.767651, Self-RAG Monolith, Monolith formatter, run, end, 9603250605719302
1787484184.767783, Self-RAG Monolith, Monolith LLM, run, start, 9603250605862422
1787484184.770675, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1314, 9603250608740063
1787484184.770705, Self-RAG Monolith, Monolith LLM, first_token, start, 9603250608765760
1787484185.600469, Self-RAG Monolith, Monolith LLM, first_token, end, 9603251438586662
1787484187.466165, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 32, 9603253304251884
1787484187.466930, Self-RAG Monolith, Monolith LLM, run, end, 9603253304995007
1787484187.467106, Self-RAG Monolith, Monolith router, run, start, 9603253305185487
1787484187.476976, Self-RAG Monolith, Monolith router, run, end, 9603253315061967
1787484187.477298, Self-RAG Monolith, End stage, run, start, 9603253315377456
1787484187.477524, Self-RAG Monolith, End stage, run, end, 9603253315586656
1787484187.478408, Self-RAG Monolith, pipeline - val, run, end, 302027327121293531300169508531474762170, 1787484184.746061, 1, 12, 9603253316494835
1787484187.480452, Self-RAG Monolith, pipeline - val, run, start, 209107477052403444623462151864348248115, 1787484187.480118, 1, 13, 9603253318544362
1787484187.480938, Self-RAG Monolith, Question dataloader, run, start, 9603253319032923
1787484187.481282, Self-RAG Monolith, Question dataloader, run, end, 9603253319345116
1787484187.481455, Self-RAG Monolith, Document retriever, run, start, 9603253319543117
1787484187.504175, Self-RAG Monolith, Document retriever, run, end, 9603253342264373
1787484187.504536, Self-RAG Monolith, Monolith formatter, run, start, 9603253342613350
1787484187.505207, Self-RAG Monolith, Monolith formatter, run, end, 9603253343281768
1787484187.505399, Self-RAG Monolith, Monolith LLM, run, start, 9603253343485625
1787484187.508425, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1153, 9603253346489314
1787484187.508456, Self-RAG Monolith, Monolith LLM, first_token, start, 9603253346516866
1787484188.222667, Self-RAG Monolith, Monolith LLM, first_token, end, 9603254060759672
1787484190.201421, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 34, 9603256039504688
1787484190.202998, Self-RAG Monolith, Monolith LLM, run, end, 9603256041075333
1787484190.203311, Self-RAG Monolith, Monolith router, run, start, 9603256041384710
1787484190.203433, Self-RAG Monolith, Monolith router, run, end, 9603256041493830
1787484190.203484, Self-RAG Monolith, End stage, run, start, 9603256041550887
1787484190.203836, Self-RAG Monolith, End stage, run, end, 9603256041897656
1787484190.203969, Self-RAG Monolith, pipeline - val, run, end, 209107477052403444623462151864348248115, 1787484187.480118, 1, 13, 9603256042048616
1787484190.204453, Self-RAG Monolith, pipeline - val, run, start, 272825839850229758985709012452297931062, 1787484190.204227, 1, 14, 9603256042529354
1787484190.204695, Self-RAG Monolith, Question dataloader, run, start, 9603256042773051
1787484190.205208, Self-RAG Monolith, Question dataloader, run, end, 9603256043283628
1787484190.205610, Self-RAG Monolith, Document retriever, run, start, 9603256043732030
1787484190.229107, Self-RAG Monolith, Document retriever, run, end, 9603256067196904
1787484190.229511, Self-RAG Monolith, Monolith formatter, run, start, 9603256067589817
1787484190.230359, Self-RAG Monolith, Monolith formatter, run, end, 9603256068433868
1787484190.230541, Self-RAG Monolith, Monolith LLM, run, start, 9603256068621500
1787484190.233439, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1214, 9603256071505189
1787484190.233467, Self-RAG Monolith, Monolith LLM, first_token, start, 9603256071528037
1787484190.970914, Self-RAG Monolith, Monolith LLM, first_token, end, 9603256809017140
1787484193.302635, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 40, 9603259140720609
1787484193.304151, Self-RAG Monolith, Monolith LLM, run, end, 9603259142232134
1787484193.304675, Self-RAG Monolith, Monolith router, run, start, 9603259142755608
1787484193.305054, Self-RAG Monolith, Monolith router, run, end, 9603259143129513
1787484193.305473, Self-RAG Monolith, End stage, run, start, 9603259143546410
1787484193.305675, Self-RAG Monolith, End stage, run, end, 9603259143737499
1787484193.305921, Self-RAG Monolith, pipeline - val, run, end, 272825839850229758985709012452297931062, 1787484190.204227, 1, 14, 9603259144010428
1787484193.306431, Self-RAG Monolith, pipeline - val, run, start, 217166925298483626242626899305581497171, 1787484193.306109, 1, 15, 9603259144507997
1787484193.306678, Self-RAG Monolith, Question dataloader, run, start, 9603259144756030
1787484193.307160, Self-RAG Monolith, Question dataloader, run, end, 9603259145235456
1787484193.307804, Self-RAG Monolith, Document retriever, run, start, 9603259145921618
1787484193.327456, Self-RAG Monolith, Document retriever, run, end, 9603259165540704
1787484193.327843, Self-RAG Monolith, Monolith formatter, run, start, 9603259165919809
1787484193.328624, Self-RAG Monolith, Monolith formatter, run, end, 9603259166697603
1787484193.328805, Self-RAG Monolith, Monolith LLM, run, start, 9603259166886132
1787484193.331548, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 739, 9603259169613485
1787484193.331576, Self-RAG Monolith, Monolith LLM, first_token, start, 9603259169636893
1787484193.856504, Self-RAG Monolith, Monolith LLM, first_token, end, 9603259694597544
1787484195.844748, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9603261682836018
1787484195.845101, Self-RAG Monolith, Monolith LLM, run, end, 9603261683165747
1787484195.845493, Self-RAG Monolith, Monolith router, run, start, 9603261683566020
1787484195.845607, Self-RAG Monolith, Monolith router, run, end, 9603261683667924
1787484195.845654, Self-RAG Monolith, End stage, run, start, 9603261683719125
1787484195.845973, Self-RAG Monolith, End stage, run, end, 9603261684034758
1787484195.846229, Self-RAG Monolith, pipeline - val, run, end, 217166925298483626242626899305581497171, 1787484193.306109, 1, 15, 9603261684310822
1787484195.846801, Self-RAG Monolith, pipeline - val, run, start, 76940640400886227980256878674897699629, 1787484195.846606, 1, 16, 9603261684879496
1787484195.847140, Self-RAG Monolith, Question dataloader, run, start, 9603261685218089
1787484195.847451, Self-RAG Monolith, Question dataloader, run, end, 9603261685515274
1787484195.847687, Self-RAG Monolith, Document retriever, run, start, 9603261685784251
1787484195.869500, Self-RAG Monolith, Document retriever, run, end, 9603261707589088
1787484195.869889, Self-RAG Monolith, Monolith formatter, run, start, 9603261707968145
1787484195.870713, Self-RAG Monolith, Monolith formatter, run, end, 9603261708786036
1787484195.870893, Self-RAG Monolith, Monolith LLM, run, start, 9603261708972660
1787484195.874531, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1351, 9603261712598544
1787484195.874564, Self-RAG Monolith, Monolith LLM, first_token, start, 9603261712624464
1787484196.783999, Self-RAG Monolith, Monolith LLM, first_token, end, 9603262622122920
1787484198.599740, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 32, 9603264437827004
1787484198.601134, Self-RAG Monolith, Monolith LLM, run, end, 9603264439218496
1787484198.601462, Self-RAG Monolith, Monolith router, run, start, 9603264439546625
1787484198.611166, Self-RAG Monolith, Monolith router, run, end, 9603264449245040
1787484198.611337, Self-RAG Monolith, End stage, run, start, 9603264449407169
1787484198.611532, Self-RAG Monolith, End stage, run, end, 9603264449594849
1787484198.611931, Self-RAG Monolith, pipeline - val, run, end, 76940640400886227980256878674897699629, 1787484195.846606, 1, 16, 9603264450027699
1787484198.612643, Self-RAG Monolith, pipeline - val, run, start, 148894116324408865564560426238791191627, 1787484198.612435, 1, 17, 9603264450718709
1787484198.612886, Self-RAG Monolith, Question dataloader, run, start, 9603264450964757
1787484198.613392, Self-RAG Monolith, Question dataloader, run, end, 9603264451467239
1787484198.614044, Self-RAG Monolith, Document retriever, run, start, 9603264452139865
1787484198.637217, Self-RAG Monolith, Document retriever, run, end, 9603264475306242
1787484198.637618, Self-RAG Monolith, Monolith formatter, run, start, 9603264475693796
1787484198.638227, Self-RAG Monolith, Monolith formatter, run, end, 9603264476300165
1787484198.638374, Self-RAG Monolith, Monolith LLM, run, start, 9603264476458822
1787484198.641604, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1250, 9603264479669696
1787484198.641638, Self-RAG Monolith, Monolith LLM, first_token, start, 9603264479698160
1787484199.464916, Self-RAG Monolith, Monolith LLM, first_token, end, 9603265303016710
1787484201.348415, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9603267186500187
1787484201.349032, Self-RAG Monolith, Monolith LLM, run, end, 9603267187110525
1787484201.349138, Self-RAG Monolith, Monolith router, run, start, 9603267187214334
1787484201.349519, Self-RAG Monolith, Monolith router, run, end, 9603267187593983
1787484201.349681, Self-RAG Monolith, End stage, run, start, 9603267187766879
1787484201.349986, Self-RAG Monolith, End stage, run, end, 9603267188047792
1787484201.350283, Self-RAG Monolith, pipeline - val, run, end, 148894116324408865564560426238791191627, 1787484198.612435, 1, 17, 9603267188370353
1787484201.350713, Self-RAG Monolith, pipeline - val, run, start, 978499685949047220153326916696235615, 1787484201.350579, 1, 18, 9603267188787731
1787484201.350942, Self-RAG Monolith, Question dataloader, run, start, 9603267189025779
1787484201.351243, Self-RAG Monolith, Question dataloader, run, end, 9603267189305236
1787484201.351901, Self-RAG Monolith, Document retriever, run, start, 9603267190051974
1787484201.373866, Self-RAG Monolith, Document retriever, run, end, 9603267211952700
1787484201.374056, Self-RAG Monolith, Monolith formatter, run, start, 9603267212133100
1787484201.374622, Self-RAG Monolith, Monolith formatter, run, end, 9603267212692846
1787484201.374830, Self-RAG Monolith, Monolith LLM, run, start, 9603267212905855
1787484201.377267, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 840, 9603267215333574
