1787222859.309254, Self-RAG Decomposed-Shared (multi-hop), pipeline, prepare, start, 9341925147700191
1787222929.761941, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9341995600015249
1787222930.417306, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9341996255401922
1787222930.568775, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9341996406862563
1787222930.569741, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9341996407819654
1787222930.570292, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9341996408374439
1787222930.570691, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9341996408773129
1787222930.570830, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9341996408916825
1787222930.571430, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9341996409493995
1787222930.571775, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9341996409892028
1787222930.574122, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9341996412187186
1787222930.896651, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9341996734783900
1787222931.154033, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 7, 9341996992115468
1787222931.154818, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9341996992882814
1787222931.155191, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9341996993274959
1787222931.165809, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9341997003889837
1787222931.165973, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9341997004068110
1787222931.166538, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9341997004601536
1787222931.166692, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9341997004772368
1787222931.169169, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9341997007237431
1787222931.645936, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9341997484040634
1787222931.804112, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9341997642202382
1787222931.804653, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9341997642716879
1787222931.805775, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9341997643887443
1787222931.806059, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9341997644120611
1787222931.806213, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9341997644301172
1787222931.806686, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9341997644748933
1787222931.807666, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9341997645768488
1787222931.810056, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9341997648130063
1787222932.236263, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9341998074429345
1787222932.526054, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 7, 9341998364141181
1787222932.526522, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9341998364585534
1787222932.527057, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9341998365169216
1787222932.537051, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9341998375122093
1787222932.537174, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9341998375261197
1787222932.537795, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9341998375857903
1787222932.537953, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9341998376032271
1787222932.540548, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9341998378622679
1787222933.015987, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9341998854082038
1787222933.201961, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9341999040045977
1787222933.203403, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9341999041484189
1787222933.203891, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9341999041969519
1787222933.204226, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9341999042300560
1787222933.205025, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 9341999043109186
1787222933.205815, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 9341999043893268
1787222933.206040, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 110733157206906115418585790227979997064, 1787222929.682513, 1, 1, 9341999044123957
1787222935.774179, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 25181291742313347717029865925393824243, 1787222935.773283, 1, 2, 9342001612310577
1787222935.774583, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 9342001612656114
1787222935.774958, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 9342001613021859
1787222935.775090, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9342001613163827
1787222935.786139, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9342001624216643
1787222935.786293, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9342001624388964
1787222935.786766, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9342001624829157
1787222935.786880, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9342001624958053
1787222935.788816, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9342001626889739
1787222936.122810, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9342001960967606
1787222936.304334, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9342002142420380
1787222936.304656, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9342002142723085
1787222936.304789, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9342002142868365
1787222936.304961, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9342002143023438
1787222936.305339, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9342002143412783
1787222936.305723, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9342002143787104
1787222936.305958, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9342002144048273
1787222936.307874, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9342002145938630
1787222936.642245, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9342002480401970
1787222936.955203, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 9, 9342002793293104
1787222936.955499, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9342002793563809
1787222936.955773, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9342002793859106
1787222936.964780, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9342002802850844
1787222936.964926, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9342002803027708
1787222936.965731, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9342002803793694
1787222936.965867, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9342002803947887
1787222936.969030, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9342002807122456
1787222937.555011, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9342003393154899
1787222937.716177, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9342003554263167
1787222937.716807, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9342003554887617
1787222937.717080, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9342003555163378
1787222937.717560, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9342003555638243
1787222937.717773, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9342003555860452
1787222937.718274, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9342003556338949
1787222937.718642, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9342003556768823
1787222937.721343, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9342003559416462
1787222938.204746, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9342004042849044
1787222938.547627, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 9, 9342004385710040
1787222938.547974, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9342004386038281
1787222938.548580, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9342004386669194
1787222938.557376, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9342004395455460
1787222938.557498, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9342004395580148
1787222938.558161, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9342004396224246
1787222938.558313, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9342004396390918
1787222938.561107, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9342004399181006
1787222939.142376, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9342004980517500
1787222939.289888, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9342005127973089
1787222939.290505, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9342005128581651
1787222939.290804, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9342005128884996
1787222939.291219, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9342005129296965
1787222939.291793, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 9342005129879607
1787222939.292592, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 9342005130671161
1787222939.292715, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 25181291742313347717029865925393824243, 1787222935.773283, 1, 2, 9342005130803545
1787222948.635747, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 132343615718362142396784873595683871104, 1787222948.635093, 1, 3, 9342014473867963
1787222948.636451, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 9342014474522109
1787222948.636813, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 9342014474875998
1787222948.637178, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9342014475248671
1787222948.651988, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9342014490070025
1787222948.652152, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9342014490250938
1787222948.652653, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9342014490716619
1787222948.653245, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9342014491326125
1787222948.656014, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9342014494082837
1787222949.058474, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9342014896589347
1787222949.207525, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9342015045615677
1787222949.208643, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9342015046727488
1787222949.209368, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9342015047452834
1787222949.209795, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9342015047877236
1787222949.210338, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 9342015048431605
1787222949.210989, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 9342015049057287
1787222949.211713, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 9342015049795977
1787222949.214436, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 9342015052504961
1787222949.440559, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 210827516409210519553947904182464472337, 1787222949.439676, 1, 4, 9342015278690647
1787222949.441122, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 9342015279194985
1787222949.441810, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 9342015279872906
1787222949.441971, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9342015280044875
1787222949.453429, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9342015291502204
1787222949.453614, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9342015291704988
1787222949.454129, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9342015292191374
1787222949.454391, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9342015292470638
1787222949.650265, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 9342015488498271
1787222949.893760, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 6, 9342015731848326
1787222949.894067, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 9342015732132151
1787222949.894204, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9342015732324952
1787222949.896274, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 9342015734368605
1787222949.896842, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 9342015734905871
1787222949.897589, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 9342015735684785
1787222950.164840, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9342016003090078
1787222950.306569, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9342016144656290
1787222950.307109, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9342016145187556
1787222950.307752, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9342016145834534
1787222950.307935, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9342016145996486
1787222950.308603, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 9342016146703576
1787222950.309165, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 9342016147233258
1787222950.309303, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 9342016147379194
1787222950.310782, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 9342016148852174
1787222950.732496, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, end, 9342016570729956
1787222950.873717, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_generated_tokens, 4, 9342016711806199
1787222950.873884, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 9342016711955160
1787222950.874599, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, end, 9342016712663898
1787222950.875578, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, start, 9342016713670429
1787222950.875878, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, end, 9342016713946157
1787222950.876018, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 9342016714087486
1787222950.876821, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 9342016714891680
1787222950.877040, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 132343615718362142396784873595683871104, 1787222948.635093, 1, 3, 9342016715124817
1787222950.930942, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 29338337605300883127657841608117284149, 1787222950.930000, 1, 5, 9342016769061595
1787222950.931787, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 9342016769858781
1787222950.932579, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 9342016770651728
1787222950.932795, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9342016770868688
1787222950.959867, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9342016797944109
1787222950.959993, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9342016798085710
1787222950.960684, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9342016798747200
1787222950.961027, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9342016799117265
1787222951.169797, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 9342017008067558
1787222951.305777, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 4, 9342017143860602
1787222951.306010, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9342017144137323
1787222951.306923, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 9342017144988861
1787222951.307425, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 9342017145503471
1787222951.307783, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 9342017145846544
1787222951.308365, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 9342017146457010
1787222951.664679, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9342017502913436
1787222951.806255, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9342017644338529
1787222951.807403, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 9342017645506980
1787222951.808670, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9342017646747608
1787222951.808971, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9342017647059224
1787222951.809159, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9342017647220441
1787222951.809868, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9342017647956651
1787222951.810464, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9342017648527741
1787222951.811232, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9342017649323919
1787222952.073724, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, end, 9342017911849469
1787222952.219653, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_generated_tokens, 4, 9342018057736398
1787222952.219828, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9342018057904975
1787222952.220491, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, end, 9342018058556033
1787222952.220619, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, start, 9342018058698529
1787222952.220986, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, end, 9342018059062754
1787222952.221879, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 9342018059963381
1787222952.222790, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 9342018060871543
1787222952.223185, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 210827516409210519553947904182464472337, 1787222949.439676, 1, 4, 9342018061269544
1787222952.552576, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9342018390700278
1787222952.980236, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 11, 9342018818322780
1787222952.980535, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9342018818598797
1787222952.981218, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9342018819337023
1787222952.993655, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9342018831731555
1787222952.993919, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9342018832020355
1787222952.994525, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9342018832588453
1787222952.994601, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9342018832678133
1787222952.997687, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9342018835756238
1787222953.533213, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9342019371308953
1787222953.681218, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9342019519305392
1787222953.681874, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9342019519954834
1787222953.682721, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9342019520808964
1787222953.682969, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9342019521031893
1787222953.683144, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9342019521227445
1787222953.683824, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9342019521901527
1787222953.684362, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9342019522469929
1787222953.687301, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9342019525389329
1787222954.157850, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9342019995955778
1787222954.647407, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 11, 9342020485518170
1787222954.647762, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9342020485826298
1787222954.648715, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9342020486800989
1787222954.659991, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9342020498069357
1787222954.660147, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9342020498244430
1787222954.661006, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9342020499069696
1787222954.661110, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9342020499181073
1787222954.663964, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9342020502033385
1787222955.202492, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9342021040581836
1787222955.361268, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9342021199353602
1787222955.361936, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9342021200025636
1787222955.362366, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9342021200454837
1787222955.362583, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9342021200644822
1787222955.363289, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 9342021201403912
1787222955.363862, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 9342021201930505
1787222955.364015, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 29338337605300883127657841608117284149, 1787222950.930000, 1, 5, 9342021202104314
1787222961.405695, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 234844927888534139940725079041748170405, 1787222961.405125, 1, 6, 9342027243816175
1787222961.406356, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 9342027244428913
1787222961.406719, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 9342027244781970
1787222961.407725, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9342027245809765
1787222961.418536, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9342027256611364
1787222961.418679, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9342027256768980
1787222961.419306, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9342027257368982
1787222961.419460, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9342027257542471
1787222961.421632, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9342027259700477
1787222961.781103, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9342027619251968
1787222961.945316, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9342027783402422
1787222961.946320, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9342027784400185
1787222961.946857, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9342027784940858
1787222961.947061, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9342027785123419
