1787485330.932950, Self-RAG Monolith (multi-hop), pipeline, prepare, start, 9604396771280618
1787485426.734398, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 9604492572459459
1787485427.193786, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 9604493031910128
1787485427.524997, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 9604493363085510
1787485427.525671, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 9604493363748325
1787485427.526524, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9604493364627333
1787485427.537409, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9604493375488172
1787485427.537723, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9604493375809996
1787485427.538283, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9604493376359179
1787485427.538471, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9604493376552219
1787485427.541930, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1237, 9604493379996104
1787485427.541971, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9604493380031944
1787485428.307068, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9604494145167124
1787485430.031097, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9604495869185097
1787485430.031420, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9604495869485960
1787485430.031548, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9604495869621032
1787485430.031676, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9604495869737784
1787485430.031803, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 9604495869877672
1787485430.032254, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 9604495870317112
1787485430.032507, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 9604495870572328
1787485430.035001, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_prompt_tokens, 928, 9604495873065478
1787485430.035031, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 9604495873091270
1787485430.615708, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 9604496453802653
1787485430.976297, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 9604496814383328
1787485430.976614, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 9604496814679648
1787485430.977362, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9604496815447616
1787485430.987902, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9604496825982391
1787485430.988344, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9604496826433719
1787485430.988742, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9604496826804247
1787485430.988812, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9604496826885383
1787485430.991293, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1237, 9604496829367189
1787485430.991350, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9604496829410485
1787485431.746819, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9604497584914325
1787485433.328755, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9604499166847527
1787485433.329383, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9604499167459479
1787485433.329687, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9604499167767927
1787485433.330076, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9604499168151142
1787485433.330396, Self-RAG Monolith (multi-hop), End stage, run, start, 9604499168475478
1787485433.330685, Self-RAG Monolith (multi-hop), End stage, run, end, 9604499168748406
1787485433.330827, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 136584842797387886913549896040449518818, 1787485424.054926, 1, 1, 9604499168907686
1787485433.331456, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 262240902465418006954148935757618271003, 1787485433.331315, 1, 2, 9604499169532597
1787485433.331708, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9604499169791605
1787485433.332639, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9604499170720900
1787485433.333235, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9604499171344324
1787485433.348406, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9604499186487016
1787485433.348559, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9604499186647704
1787485433.348956, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9604499187019080
1787485433.349040, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9604499187113928
1787485433.351147, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 874, 9604499189215510
1787485433.351197, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9604499189258438
1787485433.907167, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9604499745265513
1787485435.527736, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9604501365822625
1787485435.528055, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9604501366120705
1787485435.528298, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9604501366371857
1787485435.539710, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9604501377792344
1787485435.539869, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 9604501377956760
1787485435.540293, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 9604501378356520
1787485435.541347, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 9604501379429079
1787485435.543461, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_prompt_tokens, 666, 9604501381528309
1787485435.543495, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 9604501381556165
1787485436.041120, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 9604501879235338
1787485436.539905, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 9, 9604502377995488
1787485436.540209, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 9604502378272896
1787485436.540487, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9604502378565344
1787485436.549668, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9604502387735625
1787485436.549761, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9604502387845993
1787485436.550341, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9604502388404249
1787485436.550404, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9604502388474441
1787485436.553747, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1495, 9604502391815254
1787485436.553784, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9604502391844598
1787485437.498251, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9604503336340957
1787485439.229911, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9604505067998240
1787485439.230395, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9604505068460639
1787485439.230689, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9604505068771839
1787485439.231031, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9604505069107439
1787485439.231322, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 9604505069403935
1787485439.231893, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 9604505069956654
1787485439.232381, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 9604505070486862
1787485439.235267, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_prompt_tokens, 1053, 9604505073351692
1787485439.235345, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 9604505073405436
1787485439.889921, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 9604505728030503
1787485440.442859, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 11, 9604506280946352
1787485440.444068, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 9604506282153247
1787485440.444438, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9604506282523743
1787485440.456040, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9604506294121574
1787485440.456185, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9604506294274550
1787485440.456598, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9604506294660854
1787485440.456713, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9604506294786518
1787485440.460118, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1673, 9604506298186403
1787485440.460162, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9604506298223443
1787485441.506812, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9604507344910164
1787485443.282143, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 33, 9604509120231099
1787485443.283139, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9604509121218810
1787485443.283467, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9604509121545626
1787485443.283615, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9604509121676858
1787485443.283850, Self-RAG Monolith (multi-hop), End stage, run, start, 9604509121927386
1787485443.284131, Self-RAG Monolith (multi-hop), End stage, run, end, 9604509122194298
1787485443.286316, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 262240902465418006954148935757618271003, 1787485433.331315, 1, 2, 9604509124407720
1787485443.287032, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 209646073129534613046463891900835500823, 1787485443.286777, 1, 3, 9604509125122296
1787485443.287342, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9604509125422151
1787485443.287930, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9604509126011703
1787485443.288512, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9604509126616150
1787485443.301435, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9604509139517165
1787485443.301589, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9604509139679517
1787485443.302010, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9604509140073549
1787485443.302152, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9604509140226685
1787485443.305317, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1064, 9604509143384842
1787485443.305352, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9604509143413274
1787485443.959701, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9604509797794499
1787485445.866316, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 34, 9604511704402965
1787485445.866652, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9604511704717397
1787485445.867155, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9604511705241012
1787485445.867316, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9604511705377860
1787485445.867614, Self-RAG Monolith (multi-hop), End stage, run, start, 9604511705697572
1787485445.867863, Self-RAG Monolith (multi-hop), End stage, run, end, 9604511705925972
1787485445.868368, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 209646073129534613046463891900835500823, 1787485443.286777, 1, 3, 9604511706450563
1787485445.869507, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 179228659878574254583383478176030064160, 1787485445.869063, 1, 4, 9604511707608210
1787485445.869895, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9604511707977250
1787485445.870506, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9604511708579554
1787485445.871074, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9604511709162609
1787485445.882942, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9604511721024265
1787485445.883064, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9604511721144441
1787485445.883424, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9604511721487033
1787485445.883494, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9604511721565928
1787485445.885596, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 696, 9604511723665543
1787485445.885637, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9604511723698103
1787485446.362561, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9604512200660934
1787485448.196593, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 32, 9604514034681409
1787485448.197869, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9604514035954976
1787485448.198653, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9604514036739999
1787485448.198839, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9604514036901663
1787485448.199143, Self-RAG Monolith (multi-hop), End stage, run, start, 9604514037228111
1787485448.199376, Self-RAG Monolith (multi-hop), End stage, run, end, 9604514037438319
1787485448.199920, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 179228659878574254583383478176030064160, 1787485445.869063, 1, 4, 9604514038017486
1787485448.200654, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 42929072389622580886327761271530219864, 1787485448.200365, 1, 5, 9604514038776142
1787485448.201374, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9604514039455213
1787485448.202004, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9604514040082493
1787485448.202191, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9604514040270781
1787485448.211951, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9604514050024486
1787485448.212052, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9604514050134694
1787485448.212410, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9604514050473222
1787485448.212481, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9604514050555605
1787485448.215324, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 906, 9604514053393572
1787485448.215370, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9604514053430852
1787485448.792423, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9604514630518931
1787485450.396627, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9604516234714450
1787485450.397633, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9604516235712177
1787485450.397738, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9604516235811713
1787485450.398487, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9604516236563824
1787485450.398649, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 9604516236735616
1787485450.399061, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 9604516237124624
1787485450.399586, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 9604516237679472
1787485450.402030, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_prompt_tokens, 650, 9604516240119998
1787485450.402120, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 9604516240180718
1787485450.879481, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 9604516717576087
1787485451.415563, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 10, 9604517253650650
1787485451.415859, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 9604517253922874
1787485451.416497, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9604517254582010
1787485451.428042, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9604517266122930
1787485451.428173, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9604517266266066
1787485451.428578, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9604517266641025
1787485451.428649, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9604517266721921
1787485451.432122, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1458, 9604517270190687
1787485451.432165, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9604517270226591
1787485452.345080, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9604518183178101
1787485453.977448, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9604519815533069
1787485453.978216, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9604519816283277
1787485453.978522, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9604519816603693
1787485453.978869, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9604519816945980
1787485453.979010, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 9604519817096636
1787485453.979468, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 9604519817531564
1787485453.980046, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 9604519818160716
1787485453.982900, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_prompt_tokens, 1035, 9604519820989290
1787485453.982996, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 9604519821056426
1787485454.663516, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 9604520501606502
1787485455.198622, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 10, 9604521036707587
1787485455.198936, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 9604521037007923
1787485455.199503, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9604521037593907
1787485455.210486, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9604521048567148
1787485455.210625, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9604521048710491
1787485455.211019, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9604521049081707
1787485455.211103, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9604521049178651
1787485455.214248, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1458, 9604521052322953
1787485455.214308, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9604521052368825
1787485456.131360, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9604521969455597
1787485457.814337, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9604523652424932
1787485457.814672, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9604523652737300
1787485457.815269, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9604523653353187
1787485457.815423, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9604523653484435
1787485457.815835, Self-RAG Monolith (multi-hop), End stage, run, start, 9604523653919955
1787485457.816107, Self-RAG Monolith (multi-hop), End stage, run, end, 9604523654169507
1787485457.816247, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 42929072389622580886327761271530219864, 1787485448.200365, 1, 5, 9604523654331683
1787485457.817002, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 62449504108442482594636432291605650280, 1787485457.816924, 1, 6, 9604523655090258
1787485457.817512, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9604523655591410
1787485457.818177, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9604523656256050
1787485457.818796, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9604523656903201
1787485457.831584, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9604523669665209
1787485457.831711, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9604523669790617
1787485457.832083, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9604523670146121
1787485457.832221, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9604523670293656
1787485457.834553, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 950, 9604523672622839
1787485457.834590, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9604523672650983
1787485458.418813, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9604524256908766
1787485460.302031, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 35, 9604526140119577
1787485460.302363, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9604526140427032
1787485460.302930, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9604526141022856
1787485460.303358, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9604526141435448
1787485460.303922, Self-RAG Monolith (multi-hop), End stage, run, start, 9604526142014791
1787485460.304376, Self-RAG Monolith (multi-hop), End stage, run, end, 9604526142451927
1787485460.304627, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 62449504108442482594636432291605650280, 1787485457.816924, 1, 6, 9604526142702183
1787485460.304993, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 215892702268850636311089028623794651020, 1787485460.304893, 1, 7, 9604526143074663
1787485460.305276, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9604526143357335
1787485460.305918, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9604526143994486
1787485460.306538, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9604526144658182
1787485460.319571, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9604526157652270
1787485460.319710, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9604526157798877
1787485460.320101, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9604526158163965
1787485460.320217, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9604526158292189
1787485460.323560, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1241, 9604526161636987
1787485460.323614, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9604526161675323
1787485461.088299, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9604526926427639
1787485463.162344, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 36, 9604529000430853
1787485463.163007, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9604529001086164
1787485463.163112, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9604529001185044
1787485463.163289, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9604529001350788
1787485463.163478, Self-RAG Monolith (multi-hop), End stage, run, start, 9604529001560500
1787485463.164140, Self-RAG Monolith (multi-hop), End stage, run, end, 9604529002221235
1787485463.164395, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 215892702268850636311089028623794651020, 1787485460.304893, 1, 7, 9604529002484355
1787485463.165068, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 189991048603723772831285726094174332859, 1787485463.164887, 1, 8, 9604529003156931
1787485463.165390, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9604529003470707
1787485463.166092, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9604529004168850
1787485463.166361, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9604529004433234
1787485463.175973, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9604529014046732
1787485463.176078, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9604529014159932
1787485463.176674, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9604529014736924
1787485463.176752, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9604529014827580
1787485463.179204, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 973, 9604529017272714
1787485463.179245, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9604529017305978
1787485463.789056, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9604529627170945
1787485465.418578, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9604531256666809
1787485465.419450, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9604531257530472
1787485465.419994, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9604531258077656
1787485465.429553, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9604531267630786
1787485465.429672, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 9604531267757570
1787485465.430112, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 9604531268176466
1787485465.430496, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 9604531268572258
1787485465.432566, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_prompt_tokens, 648, 9604531270643520
1787485465.432624, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 9604531270684496
1787485465.904653, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 9604531742749137
1787485466.573075, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 13, 9604532411161420
1787485466.573692, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 9604532411768396
1787485466.574510, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9604532412616715
1787485466.586673, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9604532424753332
1787485466.586805, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9604532424890996
1787485466.587194, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9604532425257492
1787485466.587428, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9604532425501203
1787485466.590364, Self-RAG Monolith (multi-hop), Monolith LLM, n_prompt_tokens, 1211, 9604532428431890
1787485466.590400, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9604532428461010
1787485467.324092, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9604533162191543
