1787479520.224808, Self-RAG Decomposed (multi-hop), pipeline, prepare, start, 9598586063142342
1787479683.025199, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_prompt_tokens, 836, 9598748863277219
1787479683.025248, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, start, 9598748863309172
1787479683.439954, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, end, 9598749278044249
1787479683.584371, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_generated_tokens, 4, 9598749422457699
1787479683.585744, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, end, 9598749423826750
1787479683.586470, Self-RAG Decomposed (multi-hop), Hallucination router, run, start, 9598749424556548
1787479683.586701, Self-RAG Decomposed (multi-hop), Hallucination router, run, end, 9598749424764229
1787479683.587312, Self-RAG Decomposed (multi-hop), End stage, run, start, 9598749425397146
1787479683.587577, Self-RAG Decomposed (multi-hop), End stage, run, end, 9598749425639772
1787479683.587859, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 135387468901436558727028364036615358896, 1787479681.779849, 1, 3, 9598749425931967
1787479683.589282, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 31916608795364914601778099507155500872, 1787479683.589050, 1, 4, 9598749427372219
1787479683.589628, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 9598749427708861
1787479683.590260, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 9598749428332834
1787479683.590641, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 9598749428714198
1787479683.602421, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 9598749440499014
1787479683.602525, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 9598749440605415
1787479683.603114, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 9598749441187675
1787479683.604053, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 9598749442126979
1787479683.606050, Self-RAG Decomposed (multi-hop), Grader LLM, n_prompt_tokens, 504, 9598749444124355
1787479683.606098, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 9598749444158979
1787479683.895014, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 9598749733106167
1787479684.043059, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 4, 9598749881143422
1787479684.043575, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 9598749881639666
1787479684.043766, Self-RAG Decomposed (multi-hop), Grade router, run, start, 9598749881857348
1787479684.044490, Self-RAG Decomposed (multi-hop), Grade router, run, end, 9598749882570682
1787479684.044598, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 9598749882670347
1787479684.045117, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, end, 9598749883180031
1787479684.045259, Self-RAG Decomposed (multi-hop), Generator LLM, run, start, 9598749883331648
1787479684.046928, Self-RAG Decomposed (multi-hop), Generator LLM, n_prompt_tokens, 515, 9598749885014206
1787479684.047003, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, start, 9598749885063470
1787479684.344924, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, end, 9598750183025256
1787479684.484240, Self-RAG Decomposed (multi-hop), Generator LLM, n_generated_tokens, 4, 9598750322327430
1787479684.485789, Self-RAG Decomposed (multi-hop), Generator LLM, run, end, 9598750323871395
1787479684.486568, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, start, 9598750324662857
1787479684.487210, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, end, 9598750325280670
1787479684.487902, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, start, 9598750325970964
1787479684.489520, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_prompt_tokens, 475, 9598750327588657
1787479684.489555, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, start, 9598750327616193
1787479684.802276, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, end, 9598750640367844
1787479684.944848, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_generated_tokens, 4, 9598750782933885
1787479684.945758, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, end, 9598750783838133
1787479684.945869, Self-RAG Decomposed (multi-hop), Hallucination router, run, start, 9598750783958310
1787479684.946800, Self-RAG Decomposed (multi-hop), Hallucination router, run, end, 9598750784862621
1787479684.947350, Self-RAG Decomposed (multi-hop), End stage, run, start, 9598750785420306
1787479684.947524, Self-RAG Decomposed (multi-hop), End stage, run, end, 9598750785587331
1787479684.947773, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 31916608795364914601778099507155500872, 1787479683.589050, 1, 4, 9598750785850005
1787479684.949257, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 311562530386948391205245380204447337333, 1787479684.948742, 1, 5, 9598750787337377
1787479684.949524, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 9598750787606451
1787479684.950208, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 9598750788286873
1787479684.950468, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 9598750788538795
1787479684.962713, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 9598750800792591
1787479684.962883, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 9598750800963904
1787479684.963672, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 9598750801747639
1787479684.963909, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 9598750801983273
1787479684.965989, Self-RAG Decomposed (multi-hop), Grader LLM, n_prompt_tokens, 714, 9598750804057753
1787479684.966028, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 9598750804088650
1787479685.342922, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 9598751181069540
1787479685.498246, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 4, 9598751336333666
1787479685.499719, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 9598751337802750
1787479685.500168, Self-RAG Decomposed (multi-hop), Grade router, run, start, 9598751338262226
1787479685.500762, Self-RAG Decomposed (multi-hop), Grade router, run, end, 9598751338835271
1787479685.500959, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, start, 9598751339027896
1787479685.501491, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 9598751339561117
1787479685.501793, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 9598751339863567
1787479685.503748, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_prompt_tokens, 650, 9598751341816655
1787479685.503786, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 9598751341846495
1787479685.845776, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 9598751683869805
1787479686.322451, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 11, 9598752160535933
1787479686.323408, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 9598752161486725
1787479686.323977, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 9598752162059961
1787479686.345202, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 9598752183283270
1787479686.345411, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 9598752183494759
1787479686.346350, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 9598752184424831
1787479686.346656, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 9598752184731761
1787479686.349702, Self-RAG Decomposed (multi-hop), Grader LLM, n_prompt_tokens, 1208, 9598752187778266
1787479686.349764, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 9598752187825050
1787479686.901367, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 9598752739462426
1787479687.042695, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 4, 9598752880779029
1787479687.044310, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 9598752882409411
1787479687.044701, Self-RAG Decomposed (multi-hop), Grade router, run, start, 9598752882792214
1787479687.045003, Self-RAG Decomposed (multi-hop), Grade router, run, end, 9598752883072584
1787479687.045206, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, start, 9598752883277834
1787479687.045674, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 9598752883737485
1787479687.046028, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 9598752884101744
1787479687.048723, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_prompt_tokens, 1005, 9598752886805174
1787479687.048793, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 9598752886853959
1787479687.534411, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 9598753372513337
1787479687.977045, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 11, 9598753815134143
1787479687.977546, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 9598753815610323
1787479687.978782, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 9598753816869133
1787479687.991971, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 9598753830053320
1787479687.992094, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 9598753830177145
1787479687.993166, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 9598753831239457
1787479687.993458, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 9598753831533620
1787479687.996225, Self-RAG Decomposed (multi-hop), Grader LLM, n_prompt_tokens, 1208, 9598753834300394
1787479687.996281, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 9598753834341258
1787479688.555322, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 9598754393433467
1787479688.694840, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 4, 9598754532928324
1787479688.695552, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 9598754533631322
1787479688.696017, Self-RAG Decomposed (multi-hop), Grade router, run, start, 9598754534105934
1787479688.696317, Self-RAG Decomposed (multi-hop), Grade router, run, end, 9598754534385280
1787479688.696444, Self-RAG Decomposed (multi-hop), End stage, run, start, 9598754534514001
1787479688.696997, Self-RAG Decomposed (multi-hop), End stage, run, end, 9598754535067302
1787479688.697086, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 311562530386948391205245380204447337333, 1787479684.948742, 1, 5, 9598754535159879
1787479688.697502, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 70168629233192251466102660954525712895, 1787479688.697368, 1, 6, 9598754535579610
1787479688.697743, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 9598754535820076
1787479688.698365, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 9598754536435633
1787479688.698510, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 9598754536579634
1787479688.707332, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 9598754545406186
1787479688.707631, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 9598754545716620
1787479688.708467, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 9598754546543683
1787479688.708676, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 9598754546754196
1787479688.710823, Self-RAG Decomposed (multi-hop), Grader LLM, n_prompt_tokens, 768, 9598754548894038
1787479688.710870, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 9598754548931542
1787479689.088425, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 9598754926515719
1787479689.213306, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 4, 9598755051392793
1787479689.213610, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 9598755051675083
1787479689.213923, Self-RAG Decomposed (multi-hop), Grade router, run, start, 9598755052025966
1787479689.214369, Self-RAG Decomposed (multi-hop), Grade router, run, end, 9598755052439089
1787479689.214494, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 9598755052565682
1787479689.214797, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, end, 9598755052859029
1787479689.214869, Self-RAG Decomposed (multi-hop), Generator LLM, run, start, 9598755052943685
