1787477451.763366, Self-RAG Decomposed-Shared (multi-hop), pipeline, prepare, start, 9596517601663088
1787477517.153839, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9596582991910617
1787477517.156794, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 689, 9596582994866376
1787477517.156837, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9596582994897640
1787477517.792213, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9596583630311951
1787477517.939925, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9596583778023945
1787477517.940303, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9596583778367321
1787477517.940636, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9596583778716632
1787477517.940850, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9596583778912280
1787477517.941149, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9596583779230136
1787477517.941578, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9596583779641304
1787477517.941863, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9596583779937896
1787477517.944689, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_prompt_tokens, 634, 9596583782761623
1787477517.944739, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9596583782800103
1787477518.280004, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9596584118125276
1787477518.545215, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 7, 9596584383305035
1787477518.545527, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9596584383591290
1787477518.546394, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9596584384484554
1787477518.570145, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9596584408233618
1787477518.570250, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9596584408321922
1787477518.570809, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9596584408872337
1787477518.570989, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9596584409081873
1787477518.573827, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 1038, 9596584411897072
1787477518.573865, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9596584411925808
1787477519.065381, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9596584903473996
1787477519.191237, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9596585029321854
1787477519.192176, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9596585030254654
1787477519.192491, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9596585030574446
1787477519.192700, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9596585030763021
1787477519.193023, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9596585031098861
1787477519.193434, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9596585031499309
1787477519.193584, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9596585031667245
1787477519.196847, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_prompt_tokens, 928, 9596585034946588
1787477519.196953, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9596585035013628
1787477519.634941, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9596585473050107
1787477519.887321, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 7, 9596585725405679
1787477519.887844, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9596585725921918
1787477519.888231, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9596585726313422
1787477519.908204, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9596585746291335
1787477519.908310, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9596585746382119
1787477519.908901, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9596585746964327
1787477519.909047, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9596585747134391
1787477519.911599, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 1038, 9596585749682102
1787477519.911670, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9596585749731142
1787477520.397489, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9596586235582691
1787477520.525662, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9596586363747189
1787477520.526217, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9596586364295188
1787477520.526380, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9596586364454276
1787477520.526644, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9596586364706372
1787477520.526832, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 9596586364908036
1787477520.527108, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 9596586365172228
1787477520.527180, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 209495485738746334571453147602300254463, 1787477517.058274, 1, 1, 9596586365262468
1787477520.527816, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 134823838260688077099894728266576243096, 1787477520.527770, 1, 2, 9596586365879556
1787477520.528000, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 9596586366079108
1787477520.528378, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 9596586366443363
1787477520.529025, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9596586367143571
1787477520.550994, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9596586389082043
1787477520.551103, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9596586389175467
1787477520.551753, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9596586389816603
1787477520.551911, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9596586389998491
1787477520.553998, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 690, 9596586392069914
1787477520.554040, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9596586392100922
1787477520.905066, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9596586743176649
1787477521.035506, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9596586873594762
1787477521.036276, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9596586874339993
1787477521.036518, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9596586874591177
1787477521.036650, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9596586874711513
1787477521.036773, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9596586874849465
1787477521.037525, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9596586875597929
1787477521.038129, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9596586876241737
1787477521.040604, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_prompt_tokens, 666, 9596586878696216
1787477521.040696, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9596586878756600
1787477521.395635, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9596587233762278
1787477521.718779, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 9, 9596587556861583
1787477521.719887, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9596587557969375
1787477521.720480, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9596587558565743
1787477521.738733, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9596587576810712
1787477521.738812, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9596587576882952
1787477521.739415, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9596587577478600
1787477521.739572, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9596587577657512
1787477521.742597, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 1300, 9596587580667670
1787477521.742653, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9596587580714086
1787477522.341501, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9596588179619915
1787477522.491771, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9596588329874548
1787477522.492188, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9596588330253108
1787477522.492744, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9596588330829892
1787477522.493158, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9596588331235859
1787477522.493462, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9596588331547491
1787477522.494184, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9596588332260403
1787477522.494748, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9596588332857299
1787477522.497801, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_prompt_tokens, 1053, 9596588335887042
1787477522.497882, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9596588335942194
1787477523.000063, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9596588838166714
1787477523.333340, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 9, 9596589171442719
1787477523.333757, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9596589171822079
1787477523.334380, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9596589172465791
1787477523.354416, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9596589192489736
1787477523.354491, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9596589192561128
1787477523.355229, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9596589193292887
1787477523.355528, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9596589193615271
1787477523.358125, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 1300, 9596589196190150
1787477523.358158, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9596589196218726
1787477523.961503, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9596589799633225
1787477524.115186, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9596589953276192
1787477524.116193, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9596589954274848
1787477524.116294, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9596589954368608
1787477524.116714, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9596589954791792
1787477524.116889, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 9596589954972528
1787477524.117171, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 9596589955233536
1787477524.117350, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 134823838260688077099894728266576243096, 1787477520.527770, 1, 2, 9596589955440464
1787477524.118261, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 278537889874632488802384375894348346324, 1787477524.118119, 1, 3, 9596589956338575
1787477524.118530, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 9596589956600767
1787477524.118915, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 9596589956977855
1787477524.119349, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9596589957447567
1787477524.142470, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9596589980558391
1787477524.142578, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9596589980649735
1787477524.143262, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9596589981325254
1787477524.143440, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9596589981528662
1787477524.146084, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 875, 9596589984154997
1787477524.146130, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9596589984190437
1787477524.556305, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9596590394395183
1787477524.713756, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9596590551844917
1787477524.714609, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9596590552687509
1787477524.714718, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9596590552799877
1787477524.715603, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9596590553685940
1787477524.715738, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 9596590553817684
1787477524.716479, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 9596590554555348
1787477524.716672, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 9596590554754836
1787477524.719517, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_prompt_tokens, 886, 9596590557585539
1787477524.719558, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 9596590557618707
1787477525.135387, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 9596590973480746
1787477525.389719, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 6, 9596591227806285
1787477525.390806, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 9596591228888749
1787477525.391764, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 9596591229858108
1787477525.392474, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 9596591230543500
1787477525.393113, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 9596591231201356
1787477525.397145, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_prompt_tokens, 836, 9596591235226490
1787477525.397193, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 9596591235254634
1787477525.808176, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, end, 9596591646295619
1787477525.942231, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_generated_tokens, 4, 9596591780318995
1787477525.942524, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, end, 9596591780589346
1787477525.943260, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, start, 9596591781347186
1787477525.943486, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, end, 9596591781549906
1787477525.943681, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 9596591781764594
1787477525.944132, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 9596591782196098
1787477525.944283, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 278537889874632488802384375894348346324, 1787477524.118119, 1, 3, 9596591782364002
1787477525.944955, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 96992257270349180321332301266523023539, 1787477525.944858, 1, 4, 9596591783036594
1787477525.945222, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 9596591783298210
1787477525.945606, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 9596591783670353
1787477525.946205, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9596591784323825
1787477525.967513, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9596591805598217
1787477525.967618, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9596591805690537
1787477525.968174, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9596591806237305
1787477525.968385, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9596591806475993
1787477525.970049, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 504, 9596591808114328
1787477525.970082, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9596591808142936
1787477526.247560, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9596592085649571
1787477526.382863, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9596592220949009
1787477526.383576, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9596592221641105
1787477526.384146, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9596592222219409
1787477526.384479, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9596592222554336
1787477526.384599, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 9596592222674736
1787477526.384883, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 9596592222946736
1787477526.385410, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 9596592223496064
1787477526.387081, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_prompt_tokens, 515, 9596592225150799
1787477526.387123, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 9596592225184255
1787477526.681048, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 9596592519138020
1787477526.804515, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 4, 9596592642601446
1787477526.805366, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 9596592643446022
1787477526.806155, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 9596592644267430
1787477526.806760, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 9596592644829878
1787477526.806908, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 9596592644995669
1787477526.808851, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_prompt_tokens, 475, 9596592646925701
1787477526.808900, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 9596592646961141
1787477527.085893, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, end, 9596592923990351
1787477527.226637, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_generated_tokens, 4, 9596593064725212
1787477527.226922, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, end, 9596593064985483
1787477527.227222, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, start, 9596593065304283
1787477527.227600, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, end, 9596593065677515
1787477527.227743, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 9596593065824235
1787477527.227970, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 9596593066032219
1787477527.228267, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 96992257270349180321332301266523023539, 1787477525.944858, 1, 4, 9596593066347675
1787477527.229138, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 61704372521249383676009597319854233036, 1787477527.228987, 1, 5, 9596593067217259
1787477527.229410, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 9596593067485067
1787477527.229807, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 9596593067871130
1787477527.229895, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9596593067969226
1787477527.252061, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9596593090146370
1787477527.252202, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9596593090287570
1787477527.252801, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9596593090863698
1787477527.253064, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9596593091141426
1787477527.255197, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 714, 9596593093270353
1787477527.255245, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9596593093305681
1787477527.627907, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9596593466012520
1787477527.751240, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9596593589323131
1787477527.751543, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9596593589609275
1787477527.751880, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9596593589954395
1787477527.752085, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9596593590146619
1787477527.752290, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9596593590366843
1787477527.752762, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9596593590826794
1787477527.753059, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9596593591157562
1787477527.755518, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_prompt_tokens, 650, 9596593593610937
1787477527.756084, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9596593594182025
1787477528.103325, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9596593941434442
1787477528.480021, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 11, 9596594318122944
1787477528.480417, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9596594318480688
1787477528.481198, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9596594319313215
1787477528.512388, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9596594350471604
1787477528.512511, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9596594350591284
1787477528.513175, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9596594351238020
1787477528.513327, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9596594351406260
1787477528.516337, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 1208, 9596594354410370
1787477528.516388, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9596594354448978
1787477529.069922, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9596594908073944
1787477529.212132, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9596595050219219
1787477529.212759, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9596595050838323
1787477529.213502, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9596595051589379
1787477529.213722, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9596595051784275
1787477529.213874, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9596595051959699
1787477529.214355, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9596595052420387
1787477529.215169, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9596595053277010
1787477529.217949, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_prompt_tokens, 1005, 9596595056022945
1787477529.217994, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9596595056055297
1787477529.698600, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9596595536686305
1787477530.150629, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 11, 9596595988714667
1787477530.150963, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9596595989028587
1787477530.151222, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9596595989316635
1787477530.170654, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9596596008738212
1787477530.170788, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9596596008874452
1787477530.171515, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9596596009578131
