1787227698.470574, Self-RAG Monolith, pipeline, prepare, start, 9346764308905072
1787227830.208016, Self-RAG Monolith, Document retriever, run, end, 9346896046099547
1787227830.208120, Self-RAG Monolith, Monolith formatter, run, start, 9346896046196395
1787227830.208612, Self-RAG Monolith, Monolith formatter, run, end, 9346896046676620
1787227830.208729, Self-RAG Monolith, Monolith LLM, run, start, 9346896046804285
1787227830.210925, Self-RAG Monolith, Monolith LLM, first_token, start, 9346896048994787
1787227830.770583, Self-RAG Monolith, Monolith LLM, first_token, end, 9346896608757522
1787227832.757759, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9346898595848706
1787227832.759076, Self-RAG Monolith, Monolith LLM, run, end, 9346898597159494
1787227832.759553, Self-RAG Monolith, Monolith router, run, start, 9346898597642471
1787227832.759961, Self-RAG Monolith, Monolith router, run, end, 9346898598040952
1787227832.761468, Self-RAG Monolith, End stage, run, start, 9346898599559981
1787227832.761875, Self-RAG Monolith, End stage, run, end, 9346898599945486
1787227832.762353, Self-RAG Monolith, pipeline - val, run, end, 81971125576747680471953412729514409815, 1787227830.192876, 1, 11, 9346898600441487
1787227839.450495, Self-RAG Monolith, pipeline - val, run, start, 59229466118267498517086814545023595929, 1787227839.450209, 1, 12, 9346905288582072
1787227839.451423, Self-RAG Monolith, Question dataloader, run, start, 9346905289511979
1787227839.451731, Self-RAG Monolith, Question dataloader, run, end, 9346905289793132
1787227839.451890, Self-RAG Monolith, Document retriever, run, start, 9346905289972924
1787227839.462496, Self-RAG Monolith, Document retriever, run, end, 9346905300568331
1787227839.462574, Self-RAG Monolith, Monolith formatter, run, start, 9346905300648779
1787227839.462886, Self-RAG Monolith, Monolith formatter, run, end, 9346905300949900
1787227839.463039, Self-RAG Monolith, Monolith LLM, run, start, 9346905301114013
1787227839.466517, Self-RAG Monolith, Monolith LLM, first_token, start, 9346905304586103
1787227840.250020, Self-RAG Monolith, Monolith LLM, first_token, end, 9346906088183219
1787227842.007450, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 32, 9346907845536693
1787227842.008448, Self-RAG Monolith, Monolith LLM, run, end, 9346907846528072
1787227842.008555, Self-RAG Monolith, Monolith router, run, start, 9346907846629448
1787227842.008997, Self-RAG Monolith, Monolith router, run, end, 9346907847072649
1787227842.009602, Self-RAG Monolith, End stage, run, start, 9346907847715707
1787227842.010727, Self-RAG Monolith, End stage, run, end, 9346907848814862
1787227842.010848, Self-RAG Monolith, pipeline - val, run, end, 59229466118267498517086814545023595929, 1787227839.450209, 1, 12, 9346907848935919
1787227844.850882, Self-RAG Monolith, pipeline - val, run, start, 67345895481449129919263868456483661215, 1787227844.850459, 1, 13, 9346910688970503
1787227844.861914, Self-RAG Monolith, Question dataloader, run, start, 9346910699999495
1787227844.862209, Self-RAG Monolith, Question dataloader, run, end, 9346910700272520
1787227844.863100, Self-RAG Monolith, Document retriever, run, start, 9346910701222938
1787227844.876956, Self-RAG Monolith, Document retriever, run, end, 9346910715027539
1787227844.877203, Self-RAG Monolith, Monolith formatter, run, start, 9346910715277779
1787227844.877479, Self-RAG Monolith, Monolith formatter, run, end, 9346910715541540
1787227844.877728, Self-RAG Monolith, Monolith LLM, run, start, 9346910715805141
1787227844.880546, Self-RAG Monolith, Monolith LLM, first_token, start, 9346910718615181
1787227845.567569, Self-RAG Monolith, Monolith LLM, first_token, end, 9346911405775840
1787227847.494527, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 34, 9346913332614352
1787227847.495523, Self-RAG Monolith, Monolith LLM, run, end, 9346913333602419
1787227847.496053, Self-RAG Monolith, Monolith router, run, start, 9346913334139428
1787227847.496207, Self-RAG Monolith, Monolith router, run, end, 9346913334268373
1787227847.496885, Self-RAG Monolith, End stage, run, start, 9346913334999527
1787227847.497967, Self-RAG Monolith, End stage, run, end, 9346913336057210
1787227847.498107, Self-RAG Monolith, pipeline - val, run, end, 67345895481449129919263868456483661215, 1787227844.850459, 1, 13, 9346913336188314
1787227856.725174, Self-RAG Monolith, pipeline - val, run, start, 163499661422107250410592197889702485405, 1787227856.724871, 1, 14, 9346922563262941
1787227856.726303, Self-RAG Monolith, Question dataloader, run, start, 9346922564420000
1787227856.726713, Self-RAG Monolith, Question dataloader, run, end, 9346922564776113
1787227856.727032, Self-RAG Monolith, Document retriever, run, start, 9346922565114482
1787227856.748221, Self-RAG Monolith, Document retriever, run, end, 9346922586305056
1787227856.748703, Self-RAG Monolith, Monolith formatter, run, start, 9346922586776353
1787227856.748996, Self-RAG Monolith, Monolith formatter, run, end, 9346922587059282
1787227856.749293, Self-RAG Monolith, Monolith LLM, run, start, 9346922587370371
1787227856.752240, Self-RAG Monolith, Monolith LLM, first_token, start, 9346922590326524
1787227857.451508, Self-RAG Monolith, Monolith LLM, first_token, end, 9346923289670593
1787227859.765329, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 40, 9346925603417880
1787227859.766321, Self-RAG Monolith, Monolith LLM, run, end, 9346925604395722
1787227859.766868, Self-RAG Monolith, Monolith router, run, start, 9346925604948204
1787227859.767018, Self-RAG Monolith, Monolith router, run, end, 9346925605080316
1787227859.767565, Self-RAG Monolith, End stage, run, start, 9346925605653934
1787227859.768453, Self-RAG Monolith, End stage, run, end, 9346925606539169
1787227859.768840, Self-RAG Monolith, pipeline - val, run, end, 163499661422107250410592197889702485405, 1787227856.724871, 1, 14, 9346925606926178
1787227860.763204, Self-RAG Monolith, pipeline - val, run, start, 59827660490327059490248293140902112665, 1787227860.762634, 1, 15, 9346926601293237
1787227860.764092, Self-RAG Monolith, Question dataloader, run, start, 9346926602177207
1787227860.774637, Self-RAG Monolith, Question dataloader, run, end, 9346926612716278
1787227860.774798, Self-RAG Monolith, Document retriever, run, start, 9346926612888390
1787227860.788520, Self-RAG Monolith, Document retriever, run, end, 9346926626591198
1787227860.788773, Self-RAG Monolith, Monolith formatter, run, start, 9346926626848911
1787227860.789052, Self-RAG Monolith, Monolith formatter, run, end, 9346926627115152
1787227860.789437, Self-RAG Monolith, Monolith LLM, run, start, 9346926627512641
1787227860.791890, Self-RAG Monolith, Monolith LLM, first_token, start, 9346926629966312
1787227861.276506, Self-RAG Monolith, Monolith LLM, first_token, end, 9346927114749853
1787227863.226074, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9346929064160303
1787227863.226531, Self-RAG Monolith, Monolith LLM, run, end, 9346929064597249
1787227863.227451, Self-RAG Monolith, Monolith router, run, start, 9346929065554355
1787227863.227716, Self-RAG Monolith, Monolith router, run, end, 9346929065780500
1787227863.228306, Self-RAG Monolith, End stage, run, start, 9346929066415622
1787227863.228821, Self-RAG Monolith, End stage, run, end, 9346929066888919
1787227863.229123, Self-RAG Monolith, pipeline - val, run, end, 59827660490327059490248293140902112665, 1787227860.762634, 1, 15, 9346929067209032
1787227863.586668, Self-RAG Monolith, pipeline - val, run, start, 243733757036693926228444788404850384848, 1787227863.586394, 1, 16, 9346929424757834
1787227863.587173, Self-RAG Monolith, Question dataloader, run, start, 9346929425255916
1787227863.587445, Self-RAG Monolith, Question dataloader, run, end, 9346929425507885
1787227863.587608, Self-RAG Monolith, Document retriever, run, start, 9346929425687213
1787227863.596955, Self-RAG Monolith, Document retriever, run, end, 9346929435024488
1787227863.597203, Self-RAG Monolith, Monolith formatter, run, start, 9346929435280073
1787227863.597474, Self-RAG Monolith, Monolith formatter, run, end, 9346929435537498
1787227863.597611, Self-RAG Monolith, Monolith LLM, run, start, 9346929435687146
1787227863.600551, Self-RAG Monolith, Monolith LLM, first_token, start, 9346929438622115
1787227864.477762, Self-RAG Monolith, Monolith LLM, first_token, end, 9346930315954159
1787227866.327325, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 32, 9346932165411422
1787227866.328755, Self-RAG Monolith, Monolith LLM, run, end, 9346932166837602
1787227866.328903, Self-RAG Monolith, Monolith router, run, start, 9346932166991747
1787227866.339139, Self-RAG Monolith, Monolith router, run, end, 9346932177237137
1787227866.339365, Self-RAG Monolith, End stage, run, start, 9346932177455793
1787227866.339730, Self-RAG Monolith, End stage, run, end, 9346932177798018
1787227866.340105, Self-RAG Monolith, pipeline - val, run, end, 243733757036693926228444788404850384848, 1787227863.586394, 1, 16, 9346932178194051
1787227868.442177, Self-RAG Monolith, pipeline - val, run, start, 299747790959708125521228832855333924853, 1787227868.442086, 1, 17, 9346934280266867
1787227868.442420, Self-RAG Monolith, Question dataloader, run, start, 9346934280498387
1787227868.442881, Self-RAG Monolith, Question dataloader, run, end, 9346934280946965
1787227868.443003, Self-RAG Monolith, Document retriever, run, start, 9346934281082117
1787227868.452694, Self-RAG Monolith, Document retriever, run, end, 9346934290779681
1787227868.452816, Self-RAG Monolith, Monolith formatter, run, start, 9346934290897714
1787227868.453561, Self-RAG Monolith, Monolith formatter, run, end, 9346934291635732
1787227868.453707, Self-RAG Monolith, Monolith LLM, run, start, 9346934291790260
1787227868.456863, Self-RAG Monolith, Monolith LLM, first_token, start, 9346934294929661
1787227868.938715, Self-RAG Monolith, pipeline - val, run, start, 286791935602542157292709695369209202468, 1787227868.938318, 1, 18, 9346934776834283
1787227868.941288, Self-RAG Monolith, Question dataloader, run, start, 9346934779440898
1787227868.942265, Self-RAG Monolith, Question dataloader, run, end, 9346934780359893
1787227868.942820, Self-RAG Monolith, Document retriever, run, start, 9346934780905159
1787227869.009587, Self-RAG Monolith, Document retriever, run, end, 9346934847670137
1787227869.009922, Self-RAG Monolith, Monolith formatter, run, start, 9346934848007802
1787227869.010545, Self-RAG Monolith, Monolith formatter, run, end, 9346934848617500
1787227869.127961, Self-RAG Monolith, pipeline - val, run, start, 72531423855407491627978611706972432027, 1787227869.127466, 1, 19, 9346934966060738
1787227869.128828, Self-RAG Monolith, Question dataloader, run, start, 9346934966921205
1787227869.130060, Self-RAG Monolith, Question dataloader, run, end, 9346934968148472
1787227869.130335, Self-RAG Monolith, Document retriever, run, start, 9346934968417385
1787227869.167551, Self-RAG Monolith, Document retriever, run, end, 9346935005660118
1787227869.168194, Self-RAG Monolith, Monolith formatter, run, start, 9346935006282151
1787227869.168681, Self-RAG Monolith, Monolith formatter, run, end, 9346935006751513
1787227869.272659, Self-RAG Monolith, Monolith LLM, first_token, end, 9346935110758936
1787227871.280309, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9346937118399620
1787227871.280683, Self-RAG Monolith, Monolith LLM, run, end, 9346937118747957
1787227871.280739, Self-RAG Monolith, Monolith LLM, run, start, 9346937118799189
1787227871.280874, Self-RAG Monolith, Monolith router, run, start, 9346937118945413
1787227871.280986, Self-RAG Monolith, Monolith router, run, end, 9346937119048261
1787227871.281657, Self-RAG Monolith, End stage, run, start, 9346937119768680
1787227871.282112, Self-RAG Monolith, End stage, run, end, 9346937120180297
1787227871.282927, Self-RAG Monolith, pipeline - val, run, end, 299747790959708125521228832855333924853, 1787227868.442086, 1, 17, 9346937121010571
1787227871.283168, Self-RAG Monolith, Monolith LLM, first_token, start, 9346937121246268
1787227871.820371, Self-RAG Monolith, Monolith LLM, first_token, end, 9346937658500730
1787227872.353909, Self-RAG Monolith, pipeline - val, run, start, 174734130916255652159145243939822974685, 1787227872.353324, 1, 20, 9346938192006940
1787227872.354649, Self-RAG Monolith, Question dataloader, run, start, 9346938192763407
1787227872.355365, Self-RAG Monolith, Question dataloader, run, end, 9346938193443377
1787227872.356152, Self-RAG Monolith, Document retriever, run, start, 9346938194248003
1787227872.394712, Self-RAG Monolith, Document retriever, run, end, 9346938232802371
1787227872.395161, Self-RAG Monolith, Monolith formatter, run, start, 9346938233247445
1787227872.396072, Self-RAG Monolith, Monolith formatter, run, end, 9346938234152295
1787227873.741584, Self-RAG Monolith, pipeline - val, run, start, 136674585186489431425965265539946625261, 1787227873.741001, 1, 21, 9346939579702921
1787227873.742620, Self-RAG Monolith, Question dataloader, run, start, 9346939580726508
1787227873.745308, Self-RAG Monolith, Question dataloader, run, end, 9346939583415668
1787227873.745549, Self-RAG Monolith, Document retriever, run, start, 9346939583628340
1787227873.773339, Self-RAG Monolith, Document retriever, run, end, 9346939611414325
