1787476311.625489, Self-RAG Decomposed-Shared, pipeline, prepare, start, 9595377463922790
1787476374.192029, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9595440030118342
1787476374.192641, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9595440030712934
1787476374.193174, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9595440031289222
1787476374.198606, Self-RAG Decomposed-Shared, Shared LLM (generate), n_prompt_tokens, 919, 9595440036699300
1787476374.198737, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9595440036802548
1787476374.657211, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 9595440495304800
1787476374.831589, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 4, 9595440669675671
1787476374.832846, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 9595440670928550
1787476374.833141, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 9595440671255782
1787476374.834054, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 9595440672122230
1787476374.834254, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 9595440672329462
1787476374.838301, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_prompt_tokens, 884, 9595440676375445
1787476374.838362, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 9595440676428325
1787476375.296670, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 9595441134763520
1787476375.416486, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 4, 9595441254571721
1787476375.417026, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 9595441255101801
1787476375.417359, Self-RAG Decomposed-Shared, Hallucination router, run, start, 9595441255444265
1787476375.417677, Self-RAG Decomposed-Shared, Hallucination router, run, end, 9595441255746505
1787476375.418301, Self-RAG Decomposed-Shared, End stage, run, start, 9595441256380569
1787476375.418657, Self-RAG Decomposed-Shared, End stage, run, end, 9595441256726233
1787476375.418857, Self-RAG Decomposed-Shared, pipeline - val, run, end, 319288834291682777180641936487614433723, 1787476373.230642, 1, 1, 9595441256935753
1787476375.419911, Self-RAG Decomposed-Shared, pipeline - val, run, start, 310102805269963037183946261968789574960, 1787476375.419782, 1, 2, 9595441257988744
1787476375.420192, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9595441258270488
1787476375.420640, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9595441258711864
1787476375.420964, Self-RAG Decomposed-Shared, Document retriever, run, start, 9595441259053560
1787476375.440858, Self-RAG Decomposed-Shared, Document retriever, run, end, 9595441278946417
1787476375.441418, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9595441279490481
1787476375.441872, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9595441279934273
1787476375.442059, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9595441280151441
1787476375.445493, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 1431, 9595441283559456
1787476375.445521, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9595441283581648
1787476376.107873, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9595441945998905
1787476376.251620, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9595442089707946
1787476376.252305, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9595442090381738
1787476376.252415, Self-RAG Decomposed-Shared, Grade router, run, start, 9595442090498778
1787476376.252738, Self-RAG Decomposed-Shared, Grade router, run, end, 9595442090808794
1787476376.253096, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9595442091202490
1787476376.253519, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9595442091580922
1787476376.253685, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9595442091767418
1787476376.257855, Self-RAG Decomposed-Shared, Shared LLM (generate), n_prompt_tokens, 1442, 9595442095939320
1787476376.257934, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9595442095994328
1787476376.944971, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 9595442783069658
1787476377.137424, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 4, 9595442975508875
1787476377.138499, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 9595442976564507
1787476377.138966, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 9595442977054155
1787476377.139715, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 9595442977788715
1787476377.139966, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 9595442978038939
1787476377.143994, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_prompt_tokens, 1405, 9595442982081401
1787476377.144081, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 9595442982141721
1787476377.786433, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 9595443624526937
1787476377.925524, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 4, 9595443763613436
1787476377.926560, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 9595443764638811
1787476377.927010, Self-RAG Decomposed-Shared, Hallucination router, run, start, 9595443765094955
1787476377.927350, Self-RAG Decomposed-Shared, Hallucination router, run, end, 9595443765418507
1787476377.927719, Self-RAG Decomposed-Shared, End stage, run, start, 9595443765795467
1787476377.928188, Self-RAG Decomposed-Shared, End stage, run, end, 9595443766257371
1787476377.928349, Self-RAG Decomposed-Shared, pipeline - val, run, end, 310102805269963037183946261968789574960, 1787476375.419782, 1, 2, 9595443766425963
1787476377.929008, Self-RAG Decomposed-Shared, pipeline - val, run, start, 151029019432204807439914357700711359137, 1787476377.928884, 1, 3, 9595443767077578
1787476377.929282, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9595443767351914
1787476377.929556, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9595443767619082
1787476377.929752, Self-RAG Decomposed-Shared, Document retriever, run, start, 9595443767845546
1787476377.950824, Self-RAG Decomposed-Shared, Document retriever, run, end, 9595443788908099
1787476377.951447, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9595443789518947
1787476377.951820, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9595443789883123
1787476377.952006, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9595443790083587
1787476377.954130, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 695, 9595443792196674
1787476377.954158, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9595443792218050
1787476378.308286, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9595444146376879
1787476378.435475, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9595444273560006
1787476378.435752, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9595444273817494
1787476378.436321, Self-RAG Decomposed-Shared, Grade router, run, start, 9595444274408165
1787476378.436852, Self-RAG Decomposed-Shared, Grade router, run, end, 9595444274933237
1787476378.437126, Self-RAG Decomposed-Shared, Query rewrite formatter, run, start, 9595444275205861
1787476378.438033, Self-RAG Decomposed-Shared, Query rewrite formatter, run, end, 9595444276111989
1787476378.438582, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, start, 9595444276661445
1787476378.441878, Self-RAG Decomposed-Shared, Shared LLM (rewrite), n_prompt_tokens, 587, 9595444279964196
1787476378.441998, Self-RAG Decomposed-Shared, Shared LLM (rewrite), first_token, start, 9595444280069716
1787476378.774197, Self-RAG Decomposed-Shared, Shared LLM (rewrite), first_token, end, 9595444612287672
1787476379.242798, Self-RAG Decomposed-Shared, Shared LLM (rewrite), n_generated_tokens, 12, 9595445080905056
1787476379.243179, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, end, 9595445081246495
1787476379.244007, Self-RAG Decomposed-Shared, Document retriever, run, start, 9595445082098655
1787476379.267165, Self-RAG Decomposed-Shared, Document retriever, run, end, 9595445105255575
1787476379.267903, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9595445105973511
1787476379.268425, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9595445106495703
1787476379.268689, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9595445106772215
1787476379.271395, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 1010, 9595445109466262
1787476379.271440, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9595445109500886
1787476379.747678, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9595445585772827
1787476379.895852, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9595445733936091
1787476379.896610, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9595445734675611
1787476379.896869, Self-RAG Decomposed-Shared, Grade router, run, start, 9595445734950267
1787476379.897381, Self-RAG Decomposed-Shared, Grade router, run, end, 9595445735465291
1787476379.897488, Self-RAG Decomposed-Shared, Query rewrite formatter, run, start, 9595445735569371
1787476379.898666, Self-RAG Decomposed-Shared, Query rewrite formatter, run, end, 9595445736746890
1787476379.898755, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, start, 9595445736827898
1787476379.901479, Self-RAG Decomposed-Shared, Shared LLM (rewrite), n_prompt_tokens, 892, 9595445739562953
1787476379.901540, Self-RAG Decomposed-Shared, Shared LLM (rewrite), first_token, start, 9595445739600393
1787476380.317096, Self-RAG Decomposed-Shared, Shared LLM (rewrite), first_token, end, 9595446155195346
1787476380.894041, Self-RAG Decomposed-Shared, Shared LLM (rewrite), n_generated_tokens, 12, 9595446732126519
1787476380.894994, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, end, 9595446733060774
1787476380.895993, Self-RAG Decomposed-Shared, Document retriever, run, start, 9595446734086566
1787476380.916097, Self-RAG Decomposed-Shared, Document retriever, run, end, 9595446754185343
1787476380.916414, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9595446754486383
1787476380.916879, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9595446754942511
1787476380.917138, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9595446755233535
1787476380.919662, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 1010, 9595446757733726
1787476380.919703, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9595446757763710
1787476381.401059, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9595447239151938
1787476381.551387, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9595447389473009
1787476381.552197, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9595447390261968
1787476381.552716, Self-RAG Decomposed-Shared, Grade router, run, start, 9595447390797504
1787476381.553079, Self-RAG Decomposed-Shared, Grade router, run, end, 9595447391163952
1787476381.553512, Self-RAG Decomposed-Shared, End stage, run, start, 9595447391594688
1787476381.553926, Self-RAG Decomposed-Shared, End stage, run, end, 9595447392019456
1787476381.554154, Self-RAG Decomposed-Shared, pipeline - val, run, end, 151029019432204807439914357700711359137, 1787476377.928884, 1, 3, 9595447392228160
1787476381.555141, Self-RAG Decomposed-Shared, pipeline - val, run, start, 24833228344683196577756474463479238897, 1787476381.554961, 1, 4, 9595447393222687
1787476381.555485, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9595447393554399
1787476381.555774, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9595447393837743
1787476381.555985, Self-RAG Decomposed-Shared, Document retriever, run, start, 9595447394077695
1787476381.576898, Self-RAG Decomposed-Shared, Document retriever, run, end, 9595447414982776
1787476381.577328, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9595447415398568
1787476381.577888, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9595447415957464
1787476381.578011, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9595447416087176
1787476381.581039, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 1094, 9595447419118199
1787476381.581091, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9595447419151863
1787476382.090394, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9595447928489537
1787476382.223745, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9595448061830998
1787476382.224085, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9595448062151813
1787476382.224349, Self-RAG Decomposed-Shared, Grade router, run, start, 9595448062436245
1787476382.224643, Self-RAG Decomposed-Shared, Grade router, run, end, 9595448062714357
1787476382.225270, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9595448063382949
1787476382.225849, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9595448063919269
1787476382.225988, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9595448064062357
1787476382.229770, Self-RAG Decomposed-Shared, Shared LLM (generate), n_prompt_tokens, 1105, 9595448067838740
1787476382.229807, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9595448067867987
1787476382.740600, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 9595448578694829
1787476382.999181, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 6, 9595448837266953
1787476383.000020, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 9595448838100713
1787476383.000319, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 9595448838404409
1787476383.001057, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 9595448839131080
1787476383.001168, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 9595448839240280
1787476383.005013, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_prompt_tokens, 1075, 9595448843097175
1787476383.005079, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 9595448843139591
1787476383.497242, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 9595449335332663
1787476383.635202, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 4, 9595449473287402
1787476383.636405, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 9595449474488826
1787476383.636526, Self-RAG Decomposed-Shared, Hallucination router, run, start, 9595449474605082
1787476383.637037, Self-RAG Decomposed-Shared, Hallucination router, run, end, 9595449475119322
1787476383.637598, Self-RAG Decomposed-Shared, End stage, run, start, 9595449475677145
1787476383.637986, Self-RAG Decomposed-Shared, End stage, run, end, 9595449476054489
1787476383.638119, Self-RAG Decomposed-Shared, pipeline - val, run, end, 24833228344683196577756474463479238897, 1787476381.554961, 1, 4, 9595449476191081
1787476383.638952, Self-RAG Decomposed-Shared, pipeline - val, run, start, 235260380237898725092916522416062252781, 1787476383.638787, 1, 5, 9595449477032121
1787476383.639190, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9595449477259353
1787476383.639429, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9595449477491673
1787476383.640053, Self-RAG Decomposed-Shared, Document retriever, run, start, 9595449478142793
1787476383.661689, Self-RAG Decomposed-Shared, Document retriever, run, end, 9595449499772258
1787476383.662094, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9595449500164001
1787476383.662614, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9595449500684225
1787476383.662720, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9595449500793009
1787476383.665401, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 886, 9595449503472096
1787476383.665434, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9595449503494752
1787476384.076930, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9595449915027226
1787476384.225466, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9595450063554714
1787476384.226655, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9595450064739625
1787476384.227092, Self-RAG Decomposed-Shared, Grade router, run, start, 9595450065184745
1787476384.227420, Self-RAG Decomposed-Shared, Grade router, run, end, 9595450065488937
1787476384.227775, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9595450065907865
1787476384.228508, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9595450066578377
1787476384.228620, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9595450066691609
1787476384.231791, Self-RAG Decomposed-Shared, Shared LLM (generate), n_prompt_tokens, 897, 9595450069881112
1787476384.231882, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9595450069943544
1787476384.668251, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 9595450506341994
1787476384.908692, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 7, 9595450746777852
1787476384.909254, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 9595450747332684
1787476384.909368, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 9595450747448124
1787476384.910216, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 9595450748296940
1787476384.910321, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 9595450748385004
1787476384.912544, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_prompt_tokens, 869, 9595450750621707
1787476384.912601, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 9595450750662635
1787476385.324394, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 9595451162489077
1787476385.469811, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 4, 9595451307897030
1787476385.470967, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 9595451309050373
1787476385.471550, Self-RAG Decomposed-Shared, Hallucination router, run, start, 9595451309643285
1787476385.471876, Self-RAG Decomposed-Shared, Hallucination router, run, end, 9595451309944037
1787476385.472032, Self-RAG Decomposed-Shared, End stage, run, start, 9595451310106277
1787476385.472756, Self-RAG Decomposed-Shared, End stage, run, end, 9595451310828645
1787476385.472854, Self-RAG Decomposed-Shared, pipeline - val, run, end, 235260380237898725092916522416062252781, 1787476383.638787, 1, 5, 9595451310924101
1787476385.473742, Self-RAG Decomposed-Shared, pipeline - val, run, start, 184771812836398259142976376529398521716, 1787476385.473662, 1, 6, 9595451311819540
1787476385.473968, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9595451312038868
1787476385.474216, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9595451312279012
1787476385.474628, Self-RAG Decomposed-Shared, Document retriever, run, start, 9595451312715700
1787476385.498462, Self-RAG Decomposed-Shared, Document retriever, run, end, 9595451336550028
1787476385.498882, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9595451336952476
1787476385.499377, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9595451337445420
1787476385.499613, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9595451337696124
1787476385.502278, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 872, 9595451340345451
1787476385.502313, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9595451340373947
1787476385.918495, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9595451756590563
1787476386.060925, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9595451899019717
1787476386.061402, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9595451899467605
1787476386.061809, Self-RAG Decomposed-Shared, Grade router, run, start, 9595451899890949
1787476386.062413, Self-RAG Decomposed-Shared, Grade router, run, end, 9595451900492357
1787476386.063677, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9595451901769556
1787476386.064687, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9595451902765956
1787476386.064913, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9595451902984676
1787476386.067870, Self-RAG Decomposed-Shared, Shared LLM (generate), n_prompt_tokens, 883, 9595451905941923
1787476386.067915, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9595451905976019
1787476386.486862, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 9595452324960010
1787476386.759251, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 7, 9595452597338370
1787476386.760197, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 9595452598273474
1787476386.760601, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 9595452598690705
1787476386.761242, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 9595452599312817
1787476386.761356, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 9595452599428193
1787476386.764182, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_prompt_tokens, 849, 9595452602255712
1787476386.764234, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 9595452602294368
1787476387.169529, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 9595453007627501
1787476387.293088, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 4, 9595453131173893
1787476387.293732, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 9595453131808740
1787476387.294265, Self-RAG Decomposed-Shared, Hallucination router, run, start, 9595453132373524
1787476387.295542, Self-RAG Decomposed-Shared, Hallucination router, run, end, 9595453133620676
1787476387.295844, Self-RAG Decomposed-Shared, End stage, run, start, 9595453133922836
1787476387.296422, Self-RAG Decomposed-Shared, End stage, run, end, 9595453134501875
1787476387.296530, Self-RAG Decomposed-Shared, pipeline - val, run, end, 184771812836398259142976376529398521716, 1787476385.473662, 1, 6, 9595453134605507
1787476387.297313, Self-RAG Decomposed-Shared, pipeline - val, run, start, 6432202103818318684079274311392071828, 1787476387.297008, 1, 7, 9595453135402227
1787476387.297725, Self-RAG Decomposed-Shared, Question dataloader, run, start, 9595453135823619
1787476387.298114, Self-RAG Decomposed-Shared, Question dataloader, run, end, 9595453136177123
1787476387.298302, Self-RAG Decomposed-Shared, Document retriever, run, start, 9595453136390995
1787476387.318130, Self-RAG Decomposed-Shared, Document retriever, run, end, 9595453156212140
1787476387.318735, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 9595453156805804
1787476387.319240, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 9595453157309964
1787476387.319491, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 9595453157577420
1787476387.321839, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 794, 9595453159904427
1787476387.321872, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 9595453159932907
1787476387.713130, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 9595453551229868
1787476387.846453, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 4, 9595453684539473
1787476387.847450, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 9595453685530241
1787476387.847893, Self-RAG Decomposed-Shared, Grade router, run, start, 9595453685982800
1787476387.848397, Self-RAG Decomposed-Shared, Grade router, run, end, 9595453686475888
1787476387.848584, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 9595453686662784
1787476387.849060, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 9595453687129584
1787476387.849179, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 9595453687252880
1787476387.851779, Self-RAG Decomposed-Shared, Shared LLM (generate), n_prompt_tokens, 805, 9595453689845471
1787476387.851810, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 9595453689871167
1787476388.248537, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 9595454086658286
1787476388.464381, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 6, 9595454302469816
1787476388.464720, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 9595454302786424
1787476388.465096, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 9595454303184120
1787476388.466589, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 9595454304676615
1787476388.467249, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 9595454305323847
1787476388.469518, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_prompt_tokens, 777, 9595454307589254
1787476388.469560, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 9595454307620454
