1783985333.220778, Self-RAG Monolith (multi-hop), pipeline, prepare, start, 77202598415291
1783985447.145030, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 77316522073375
1783985447.145378, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 77316522422666
1783985447.145417, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 77316522464333
1783985451.134055, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 77320511095583
1783985451.134130, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77320511159875
1783985451.217751, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77320594789416
1783985451.217814, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77320594843166
1783985451.218110, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77320595137916
1783985451.218145, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77320595172125
1783985457.656121, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77327033136000
1783985457.656191, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77327033194166
1783985457.656702, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77327033704875
1783985457.656735, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 77327033736208
1783985457.657084, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 77327034085958
1783985457.657123, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 77327034128500
1783985461.648640, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 77331025655291
1783985461.648792, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77331025790083
1783985461.754072, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77331131072125
1783985461.754141, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77331131128208
1783985461.754453, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77331131438750
1783985461.754486, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77331131470708
1783985468.202053, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77337579026250
1783985468.202122, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77337579083708
1783985468.203182, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77337580143041
1783985468.203227, Self-RAG Monolith (multi-hop), End stage, run, start, 77337580185875
1783985468.204131, Self-RAG Monolith (multi-hop), End stage, run, end, 77337581091458
1783985468.204161, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 271689028702846046637214915702774956676, 1783985440.608156, 1, 3, 77337581120958
1783985468.204279, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 227627227443830770011246525354306751629, 1783985468.204260, 1, 4, 77337581237666
1783985468.204333, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 77337581292250
1783985468.204567, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 77337581525375
1783985468.204616, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77337581574458
1783985468.290478, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77337667448208
1783985468.290538, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77337667497666
1783985468.290804, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77337667764458
1783985468.290835, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77337667796416
1783985474.361580, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77343738539750
1783985474.361669, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77343738605750
1783985474.361821, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77343738757166
1783985474.361863, Self-RAG Monolith (multi-hop), End stage, run, start, 77343738797833
1783985474.362583, Self-RAG Monolith (multi-hop), End stage, run, end, 77343739518000
1783985474.362627, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 227627227443830770011246525354306751629, 1783985468.204260, 1, 4, 77343739560958
1783985474.362722, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 139721566510234357644851363980801712704, 1783985474.362695, 1, 5, 77343739657500
1783985474.362794, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 77343739727166
1783985474.363096, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 77343740029958
1783985474.363129, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77343740063458
1783985474.452006, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77343828952500
1783985474.452071, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77343829006458
1783985474.452380, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77343829316583
1783985474.452422, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77343829354541
1783985479.843028, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77349219954500
1783985479.843098, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77349220013250
1783985479.843246, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77349220159791
1783985479.843277, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 77349220189500
1783985479.843594, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 77349220507708
1783985479.843636, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 77349220548541
1783985483.374404, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 77352751315333
1783985483.374480, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77352751380791
1783985483.456123, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77352833033750
1783985483.456189, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77352833089458
1783985483.456527, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77352833426666
1783985483.456560, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77352833458625
1783985492.492961, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77361869837041
1783985492.493034, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77361869899541
1783985492.494016, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77361870880625
1783985492.494052, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 77361870915125
1783985492.494496, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 77361871358916
1783985492.494529, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 77361871391250
1783985498.500071, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 77367876945291
1783985498.500225, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77367877072708
1783985498.586073, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77367962919416
1783985498.586136, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77367962976208
1783985498.586452, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77367963292083
1783985498.586488, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77367963325916
1783985510.844613, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77380221420083
1783985510.844689, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77380221481166
1783985510.845695, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77380222485333
1783985510.845746, Self-RAG Monolith (multi-hop), End stage, run, start, 77380222535583
1783985510.846962, Self-RAG Monolith (multi-hop), End stage, run, end, 77380223751083
1783985510.846985, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 139721566510234357644851363980801712704, 1783985474.362695, 1, 5, 77380223773708
1783985510.847113, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 175104062962813811678465276228003744580, 1783985510.847088, 1, 6, 77380223900583
1783985510.847179, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 77380223967333
1783985510.847453, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 77380224241708
1783985510.847477, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77380224265041
1783985510.935751, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77380312556708
1783985510.935817, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77380312609166
1783985510.936127, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77380312917375
1783985510.936163, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77380312951416
1783985517.990026, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77387366818625
1783985517.990140, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77387366911500
1783985517.990386, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77387367151583
1783985517.990436, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 77387367199166
1783985517.991151, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 77387367916875
1783985517.991256, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 77387368025875
1783985522.080469, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 77391457226458
1783985522.080541, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77391457287041
1783985522.163996, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77391540752708
1783985522.164060, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77391540805958
1783985522.164317, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77391541062833
1783985522.164350, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77391541093500
1783985529.215289, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77398592042000
1783985529.215438, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77398592165375
1783985529.215708, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77398592428333
1783985529.215763, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 77398592482125
1783985529.216485, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 77398593205750
1783985529.216539, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 77398593258333
1783985533.298351, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 77402675064041
1783985533.298430, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77402675131583
1783985533.380890, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77402757601791
1783985533.380955, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77402757656625
1783985533.381221, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77402757921541
1783985533.381253, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77402757952833
1783985540.419186, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77409795871000
1783985540.419252, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77409795925875
1783985540.419388, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77409796060708
1783985540.419432, Self-RAG Monolith (multi-hop), End stage, run, start, 77409796103583
1783985540.420212, Self-RAG Monolith (multi-hop), End stage, run, end, 77409796884291
1783985540.420242, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 175104062962813811678465276228003744580, 1783985510.847088, 1, 6, 77409796914458
1783985540.420357, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 275386464873400505835847925846547216400, 1783985540.420337, 1, 7, 77409797027875
1783985540.420411, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 77409797081625
1783985540.420667, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 77409797337541
1783985540.420700, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77409797369625
1783985540.507205, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77409883887583
1783985540.507263, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77409883935708
1783985540.507535, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77409884206750
1783985540.507568, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77409884238333
1783985546.256634, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77415633296666
1783985546.256702, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77415633353125
1783985546.256849, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77415633498125
1783985546.256891, Self-RAG Monolith (multi-hop), End stage, run, start, 77415633539916
1783985546.257679, Self-RAG Monolith (multi-hop), End stage, run, end, 77415634327708
1783985546.257725, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 275386464873400505835847925846547216400, 1783985540.420337, 1, 7, 77415634372541
1783985546.257817, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 212099237909606079977914187766654672492, 1783985546.257792, 1, 8, 77415634465125
1783985546.257879, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 77415634527375
1783985546.258132, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 77415634780166
1783985546.258182, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77415634829541
1783985546.342733, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77415719391625
1783985546.342790, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77415719438083
1783985546.343048, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77415719695916
1783985546.343079, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77415719726916
1783985552.092601, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77421469238708
1783985552.092667, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77421469295000
1783985552.092811, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77421469437041
1783985552.092856, Self-RAG Monolith (multi-hop), End stage, run, start, 77421469482333
1783985552.093662, Self-RAG Monolith (multi-hop), End stage, run, end, 77421470287500
1783985552.093708, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 212099237909606079977914187766654672492, 1783985546.257792, 1, 8, 77421470332041
1783985552.093788, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 314533913313275697213319557089457384888, 1783985552.093770, 1, 9, 77421470412083
1783985552.093838, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 77421470462250
1783985552.094074, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 77421470698291
1783985552.094108, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77421470732541
1783985552.181627, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77421558262291
1783985552.181686, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77421558311958
1783985552.181959, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77421558584916
1783985552.181992, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77421558616250
1783985557.258021, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77426634638916
1783985557.258121, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77426634727041
1783985557.258256, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77426634861291
1783985557.258291, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 77426634896166
1783985557.258605, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 77426635209791
1783985557.258640, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 77426635244500
1783985560.450586, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 77429827190958
1783985560.450663, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77429827257083
1783985560.535497, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77429912101083
1783985560.535563, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77429912157208
1783985560.535825, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77429912418333
1783985560.535862, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77429912452791
1783985567.278875, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77436655452916
1783985567.278941, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77436655507833
1783985567.279452, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77436656017958
1783985567.279484, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 77436656048125
1783985567.279827, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 77436656392125
1783985567.279867, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 77436656434833
1783985571.927567, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 77441304127458
1783985571.927642, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77441304190208
1783985572.010272, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77441386829666
1783985572.010334, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77441386881583
1783985572.010606, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77441387152916
1783985572.010639, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77441387184125
1783985580.879699, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77450256222916
1783985580.879771, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77450256284583
1783985580.880267, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77450256779166
1783985580.880313, Self-RAG Monolith (multi-hop), End stage, run, start, 77450256823166
1783985580.881172, Self-RAG Monolith (multi-hop), End stage, run, end, 77450257682833
1783985580.881201, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 314533913313275697213319557089457384888, 1783985552.093770, 1, 9, 77450257711291
1783985580.881323, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 98041351154215266016175280187739034776, 1783985580.881305, 1, 10, 77450257832750
1783985580.881386, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 77450257895500
1783985580.881646, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 77450258155458
1783985580.881680, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77450258188416
1783985580.977691, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77450354211833
1783985580.977748, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77450354259833
1783985580.978028, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77450354538750
1783985580.978058, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77450354567958
1783985588.040314, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77457416809833
1783985588.040383, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77457416866708
1783985588.040521, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77457417003208
1783985588.040551, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 77457417031291
1783985588.040920, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 77457417402083
1783985588.040951, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 77457417431583
1783985591.576843, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 77460953324125
1783985591.576971, Self-RAG Monolith (multi-hop), Document retriever, run, start, 77460953447750
1783985591.659592, Self-RAG Monolith (multi-hop), Document retriever, run, end, 77461036074875
1783985591.659663, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 77461036132833
1783985591.659952, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 77461036420625
1783985591.659985, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 77461036452041
1783985601.384470, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 77470760914458
1783985601.384539, Self-RAG Monolith (multi-hop), Monolith router, run, start, 77470760969625
1783985601.385047, Self-RAG Monolith (multi-hop), Monolith router, run, end, 77470761476833
1783985601.385090, Self-RAG Monolith (multi-hop), End stage, run, start, 77470761518625
