1783984526.286039, Self-RAG Decomposed, pipeline, prepare, start, 76395666908958
1783984589.742026, Self-RAG Decomposed, Hallucination grader formatter, run, end, 76459122487583
1783984589.742062, Self-RAG Decomposed, Hallucination LLM, run, start, 76459122521833
1783984591.442210, Self-RAG Decomposed, Hallucination LLM, run, end, 76460822675666
1783984591.442280, Self-RAG Decomposed, Hallucination router, run, start, 76460822736041
1783984591.442512, Self-RAG Decomposed, Hallucination router, run, end, 76460822966583
1783984591.442558, Self-RAG Decomposed, Answer generator formatter, run, start, 76460823011208
1783984591.442820, Self-RAG Decomposed, Answer generator formatter, run, end, 76460823273833
1783984591.442852, Self-RAG Decomposed, Generator LLM, run, start, 76460823304791
1783984593.223100, Self-RAG Decomposed, Generator LLM, run, end, 76462603587375
1783984593.223236, Self-RAG Decomposed, Hallucination grader formatter, run, start, 76462603685416
1783984593.223840, Self-RAG Decomposed, Hallucination grader formatter, run, end, 76462604287416
1783984593.223873, Self-RAG Decomposed, Hallucination LLM, run, start, 76462604318208
1783984594.937981, Self-RAG Decomposed, Hallucination LLM, run, end, 76464318457333
1783984594.938156, Self-RAG Decomposed, Hallucination router, run, start, 76464318597416
1783984594.938328, Self-RAG Decomposed, Hallucination router, run, end, 76464318767750
1783984594.938382, Self-RAG Decomposed, End stage, run, start, 76464318820708
1783984594.940237, Self-RAG Decomposed, End stage, run, end, 76464320677708
1783984594.940281, Self-RAG Decomposed, pipeline - val, run, end, 165889718712252276580939781761901830693, 1783984578.938920, 1, 1, 76464320719666
1783984594.940462, Self-RAG Decomposed, pipeline - val, run, start, 323033915052106658682011990353440240050, 1783984594.940425, 1, 2, 76464320903500
1783984594.940554, Self-RAG Decomposed, Question dataloader, run, start, 76464320998625
1783984594.948573, Self-RAG Decomposed, Question dataloader, run, end, 76464329011500
1783984594.948630, Self-RAG Decomposed, Document retriever, run, start, 76464329071791
1783984595.056731, Self-RAG Decomposed, Document retriever, run, end, 76464437180000
1783984595.056801, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76464437248125
1783984595.057259, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76464437698250
1783984595.057291, Self-RAG Decomposed, Grader LLM, run, start, 76464437728875
1783984596.530952, Self-RAG Decomposed, Grader LLM, run, end, 76465911446125
1783984596.531110, Self-RAG Decomposed, Grade router, run, start, 76465911546125
1783984596.531318, Self-RAG Decomposed, Grade router, run, end, 76465911751833
1783984596.531372, Self-RAG Decomposed, Answer generator formatter, run, start, 76465911804000
1783984596.531957, Self-RAG Decomposed, Answer generator formatter, run, end, 76465912390125
1783984596.532004, Self-RAG Decomposed, Generator LLM, run, start, 76465912435208
1783984598.039417, Self-RAG Decomposed, Generator LLM, run, end, 76467419902458
1783984598.039600, Self-RAG Decomposed, Hallucination grader formatter, run, start, 76467420030375
1783984598.040441, Self-RAG Decomposed, Hallucination grader formatter, run, end, 76467420869125
1783984598.040481, Self-RAG Decomposed, Hallucination LLM, run, start, 76467420907708
1783984599.452983, Self-RAG Decomposed, Hallucination LLM, run, end, 76468833427375
1783984599.453079, Self-RAG Decomposed, Hallucination router, run, start, 76468833508458
1783984599.453279, Self-RAG Decomposed, Hallucination router, run, end, 76468833700875
1783984599.453381, Self-RAG Decomposed, End stage, run, start, 76468833801291
1783984599.454454, Self-RAG Decomposed, End stage, run, end, 76468834875625
1783984599.454491, Self-RAG Decomposed, pipeline - val, run, end, 323033915052106658682011990353440240050, 1783984594.940425, 1, 2, 76468834912666
1783984599.454648, Self-RAG Decomposed, pipeline - val, run, start, 13355773153047715060039174479066487850, 1783984599.454611, 1, 3, 76468835070500
1783984599.454750, Self-RAG Decomposed, Question dataloader, run, start, 76468835176166
1783984599.455593, Self-RAG Decomposed, Question dataloader, run, end, 76468836014125
1783984599.455654, Self-RAG Decomposed, Document retriever, run, start, 76468836075541
1783984599.556397, Self-RAG Decomposed, Document retriever, run, end, 76468936828208
1783984599.556509, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76468936936541
1783984599.556919, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76468937340458
1783984599.556970, Self-RAG Decomposed, Grader LLM, run, start, 76468937389791
1783984600.994628, Self-RAG Decomposed, Grader LLM, run, end, 76470375055875
1783984600.994727, Self-RAG Decomposed, Grade router, run, start, 76470375145458
1783984600.995403, Self-RAG Decomposed, Grade router, run, end, 76470375817958
1783984600.995450, Self-RAG Decomposed, Query rewrite formatter, run, start, 76470375865416
1783984600.996059, Self-RAG Decomposed, Query rewrite formatter, run, end, 76470376474250
1783984600.996095, Self-RAG Decomposed, Query rewrite LLM, run, start, 76470376509958
1783984602.558655, Self-RAG Decomposed, Query rewrite LLM, run, end, 76471939107791
1783984602.558856, Self-RAG Decomposed, Document retriever, run, start, 76471939277166
1783984602.666445, Self-RAG Decomposed, Document retriever, run, end, 76472046869708
1783984602.666528, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76472046940083
1783984602.667039, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76472047448833
1783984602.667077, Self-RAG Decomposed, Grader LLM, run, start, 76472047486041
1783984604.461942, Self-RAG Decomposed, Grader LLM, run, end, 76473842411500
1783984604.462139, Self-RAG Decomposed, Grade router, run, start, 76473842550166
1783984604.462862, Self-RAG Decomposed, Grade router, run, end, 76473843265833
1783984604.462918, Self-RAG Decomposed, Query rewrite formatter, run, start, 76473843318166
1783984604.464028, Self-RAG Decomposed, Query rewrite formatter, run, end, 76473844435125
1783984604.464115, Self-RAG Decomposed, Query rewrite LLM, run, start, 76473844518041
1783984606.411392, Self-RAG Decomposed, Query rewrite LLM, run, end, 76475791807583
1783984606.411560, Self-RAG Decomposed, Document retriever, run, start, 76475791967708
1783984606.535036, Self-RAG Decomposed, Document retriever, run, end, 76475915444375
1783984606.535112, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76475915509833
1783984606.535471, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76475915865791
1783984606.535506, Self-RAG Decomposed, Grader LLM, run, start, 76475915900791
1783984608.559810, Self-RAG Decomposed, Grader LLM, run, end, 76477940258583
1783984608.560017, Self-RAG Decomposed, Grade router, run, start, 76477940409958
1783984608.560319, Self-RAG Decomposed, Grade router, run, end, 76477940705333
1783984608.560381, Self-RAG Decomposed, End stage, run, start, 76477940766041
1783984608.562897, Self-RAG Decomposed, End stage, run, end, 76477943282750
1783984608.562933, Self-RAG Decomposed, pipeline - val, run, end, 13355773153047715060039174479066487850, 1783984599.454611, 1, 3, 76477943320875
1783984608.563093, Self-RAG Decomposed, pipeline - val, run, start, 278108061678628707096500480897503059514, 1783984608.563059, 1, 4, 76477943479166
1783984608.563187, Self-RAG Decomposed, Question dataloader, run, start, 76477943580666
1783984608.568663, Self-RAG Decomposed, Question dataloader, run, end, 76477949046916
1783984608.568694, Self-RAG Decomposed, Document retriever, run, start, 76477949078208
1783984608.660715, Self-RAG Decomposed, Document retriever, run, end, 76478041110166
1783984608.660787, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76478041174583
1783984608.661462, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76478041848375
1783984608.661499, Self-RAG Decomposed, Grader LLM, run, start, 76478041883583
1783984609.799428, Self-RAG Decomposed, Grader LLM, run, end, 76479179822166
1783984609.799506, Self-RAG Decomposed, Grade router, run, start, 76479179891541
1783984609.799699, Self-RAG Decomposed, Grade router, run, end, 76479180080375
1783984609.799766, Self-RAG Decomposed, Answer generator formatter, run, start, 76479180153708
1783984609.800121, Self-RAG Decomposed, Answer generator formatter, run, end, 76479180501375
1783984609.800177, Self-RAG Decomposed, Generator LLM, run, start, 76479180557250
1783984611.022323, Self-RAG Decomposed, Generator LLM, run, end, 76480402719833
1783984611.022427, Self-RAG Decomposed, Hallucination grader formatter, run, start, 76480402805250
1783984611.023237, Self-RAG Decomposed, Hallucination grader formatter, run, end, 76480403612833
1783984611.023286, Self-RAG Decomposed, Hallucination LLM, run, start, 76480403659208
1783984612.099696, Self-RAG Decomposed, Hallucination LLM, run, end, 76481480079375
1783984612.099796, Self-RAG Decomposed, Hallucination router, run, start, 76481480175000
1783984612.099993, Self-RAG Decomposed, Hallucination router, run, end, 76481480364708
1783984612.100040, Self-RAG Decomposed, End stage, run, start, 76481480410916
1783984612.100977, Self-RAG Decomposed, End stage, run, end, 76481481347958
1783984612.101008, Self-RAG Decomposed, pipeline - val, run, end, 278108061678628707096500480897503059514, 1783984608.563059, 1, 4, 76481481378000
1783984612.101145, Self-RAG Decomposed, pipeline - val, run, start, 100440602548113008117535401128065103073, 1783984612.101116, 1, 5, 76481481515041
1783984612.101222, Self-RAG Decomposed, Question dataloader, run, start, 76481481590833
1783984612.101488, Self-RAG Decomposed, Question dataloader, run, end, 76481481857958
1783984612.101537, Self-RAG Decomposed, Document retriever, run, start, 76481481910666
1783984612.193642, Self-RAG Decomposed, Document retriever, run, end, 76481574024416
1783984612.193706, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76481574083250
1783984612.194046, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76481574416500
1783984612.194089, Self-RAG Decomposed, Grader LLM, run, start, 76481574458375
1783984613.299380, Self-RAG Decomposed, Grader LLM, run, end, 76482679817291
1783984613.299584, Self-RAG Decomposed, Grade router, run, start, 76482679957458
1783984613.299836, Self-RAG Decomposed, Grade router, run, end, 76482680203333
1783984613.299884, Self-RAG Decomposed, Answer generator formatter, run, start, 76482680252000
1783984613.300504, Self-RAG Decomposed, Answer generator formatter, run, end, 76482680870583
1783984613.300539, Self-RAG Decomposed, Generator LLM, run, start, 76482680903708
1783984614.461953, Self-RAG Decomposed, Generator LLM, run, end, 76483842330833
1783984614.462058, Self-RAG Decomposed, Hallucination grader formatter, run, start, 76483842424333
1783984614.462526, Self-RAG Decomposed, Hallucination grader formatter, run, end, 76483842890416
1783984614.462599, Self-RAG Decomposed, Hallucination LLM, run, start, 76483842973541
1783984615.469968, Self-RAG Decomposed, Hallucination LLM, run, end, 76484850392750
1783984615.470133, Self-RAG Decomposed, Hallucination router, run, start, 76484850496333
1783984615.470356, Self-RAG Decomposed, Hallucination router, run, end, 76484850714541
1783984615.470429, Self-RAG Decomposed, End stage, run, start, 76484850787166
1783984615.471628, Self-RAG Decomposed, End stage, run, end, 76484851986041
1783984615.471668, Self-RAG Decomposed, pipeline - val, run, end, 100440602548113008117535401128065103073, 1783984612.101116, 1, 5, 76484852024541
1783984615.471845, Self-RAG Decomposed, pipeline - val, run, start, 35118018311623659457869715887789014893, 1783984615.471811, 1, 6, 76484852208666
1783984615.471965, Self-RAG Decomposed, Question dataloader, run, start, 76484852333166
1783984615.472960, Self-RAG Decomposed, Question dataloader, run, end, 76484853317500
1783984615.473001, Self-RAG Decomposed, Document retriever, run, start, 76484853358333
1783984615.583505, Self-RAG Decomposed, Document retriever, run, end, 76484963872916
1783984615.583566, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76484963926041
1783984615.584247, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76484964605541
1783984615.584278, Self-RAG Decomposed, Grader LLM, run, start, 76484964634875
1783984617.356379, Self-RAG Decomposed, Grader LLM, run, end, 76486736806916
1783984617.356628, Self-RAG Decomposed, Grade router, run, start, 76486736984791
1783984617.357194, Self-RAG Decomposed, Grade router, run, end, 76486737545125
1783984617.357257, Self-RAG Decomposed, Answer generator formatter, run, start, 76486737611750
1783984617.357851, Self-RAG Decomposed, Answer generator formatter, run, end, 76486738200541
1783984617.357901, Self-RAG Decomposed, Generator LLM, run, start, 76486738249625
1783984619.213980, Self-RAG Decomposed, Generator LLM, run, end, 76488594338375
1783984619.214074, Self-RAG Decomposed, Hallucination grader formatter, run, start, 76488594421666
1783984619.214657, Self-RAG Decomposed, Hallucination grader formatter, run, end, 76488595001583
1783984619.214714, Self-RAG Decomposed, Hallucination LLM, run, start, 76488595057708
1783984620.857523, Self-RAG Decomposed, Hallucination LLM, run, end, 76490237871958
1783984620.857620, Self-RAG Decomposed, Hallucination router, run, start, 76490237968041
1783984620.857856, Self-RAG Decomposed, Hallucination router, run, end, 76490238193666
1783984620.857952, Self-RAG Decomposed, End stage, run, start, 76490238289708
1783984620.859218, Self-RAG Decomposed, End stage, run, end, 76490239554166
1783984620.859258, Self-RAG Decomposed, pipeline - val, run, end, 35118018311623659457869715887789014893, 1783984615.471811, 1, 6, 76490239598708
1783984620.859455, Self-RAG Decomposed, pipeline - val, run, start, 215557283182284158090676188032748803755, 1783984620.859415, 1, 7, 76490239792625
1783984620.859560, Self-RAG Decomposed, Question dataloader, run, start, 76490239906083
1783984620.867271, Self-RAG Decomposed, Question dataloader, run, end, 76490247606166
1783984620.867316, Self-RAG Decomposed, Document retriever, run, start, 76490247656791
1783984620.985827, Self-RAG Decomposed, Document retriever, run, end, 76490366174875
1783984620.985891, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76490366232208
1783984620.986250, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76490366585041
1783984620.986281, Self-RAG Decomposed, Grader LLM, run, start, 76490366616625
1783984621.750128, Self-RAG Decomposed, Grader LLM, run, end, 76491130488833
1783984621.750244, Self-RAG Decomposed, Grade router, run, start, 76491130579416
1783984621.750437, Self-RAG Decomposed, Grade router, run, end, 76491130770333
1783984621.750485, Self-RAG Decomposed, Answer generator formatter, run, start, 76491130817708
1783984621.750826, Self-RAG Decomposed, Answer generator formatter, run, end, 76491131158458
1783984621.750866, Self-RAG Decomposed, Generator LLM, run, start, 76491131198083
1783984622.553875, Self-RAG Decomposed, Generator LLM, run, end, 76491934262958
1783984622.554052, Self-RAG Decomposed, Hallucination grader formatter, run, start, 76491934386625
1783984622.554558, Self-RAG Decomposed, Hallucination grader formatter, run, end, 76491934888666
1783984622.554607, Self-RAG Decomposed, Hallucination LLM, run, start, 76491934946666
1783984623.297550, Self-RAG Decomposed, Hallucination LLM, run, end, 76492677892166
1783984623.297641, Self-RAG Decomposed, Hallucination router, run, start, 76492677969000
1783984623.297810, Self-RAG Decomposed, Hallucination router, run, end, 76492678137125
1783984623.297884, Self-RAG Decomposed, End stage, run, start, 76492678209208
1783984623.298736, Self-RAG Decomposed, End stage, run, end, 76492679062375
1783984623.298770, Self-RAG Decomposed, pipeline - val, run, end, 215557283182284158090676188032748803755, 1783984620.859415, 1, 7, 76492679096125
1783984623.298898, Self-RAG Decomposed, pipeline - val, run, start, 265030251269897036469608314334785575683, 1783984623.298876, 1, 8, 76492679223958
1783984623.298982, Self-RAG Decomposed, Question dataloader, run, start, 76492679308416
1783984623.299223, Self-RAG Decomposed, Question dataloader, run, end, 76492679548291
1783984623.299259, Self-RAG Decomposed, Document retriever, run, start, 76492679583666
1783984623.391864, Self-RAG Decomposed, Document retriever, run, end, 76492772201125
1783984623.391932, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76492772260458
1783984623.392345, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76492772671416
1783984623.392384, Self-RAG Decomposed, Grader LLM, run, start, 76492772710791
1783984625.010882, Self-RAG Decomposed, Grader LLM, run, end, 76494391217166
1783984625.010977, Self-RAG Decomposed, Grade router, run, start, 76494391301833
1783984625.011209, Self-RAG Decomposed, Grade router, run, end, 76494391533583
1783984625.011264, Self-RAG Decomposed, Answer generator formatter, run, start, 76494391583625
1783984625.011590, Self-RAG Decomposed, Answer generator formatter, run, end, 76494391911125
1783984625.011660, Self-RAG Decomposed, Generator LLM, run, start, 76494391979708
1783984626.724509, Self-RAG Decomposed, Generator LLM, run, end, 76496104984208
1783984626.724981, Self-RAG Decomposed, Hallucination grader formatter, run, start, 76496105312583
1783984626.726504, Self-RAG Decomposed, Hallucination grader formatter, run, end, 76496106822708
1783984626.726591, Self-RAG Decomposed, Hallucination LLM, run, start, 76496106918125
1783984628.328909, Self-RAG Decomposed, Hallucination LLM, run, end, 76497709228250
1783984628.329009, Self-RAG Decomposed, Hallucination router, run, start, 76497709321458
1783984628.329202, Self-RAG Decomposed, Hallucination router, run, end, 76497709508791
1783984628.329270, Self-RAG Decomposed, End stage, run, start, 76497709575416
1783984628.330433, Self-RAG Decomposed, End stage, run, end, 76497710739666
1783984628.330469, Self-RAG Decomposed, pipeline - val, run, end, 265030251269897036469608314334785575683, 1783984623.298876, 1, 8, 76497710775083
1783984628.330648, Self-RAG Decomposed, pipeline - val, run, start, 140609487021522836072938372495734533869, 1783984628.330597, 1, 9, 76497710960041
1783984628.330756, Self-RAG Decomposed, Question dataloader, run, start, 76497711068041
1783984628.331614, Self-RAG Decomposed, Question dataloader, run, end, 76497711920666
1783984628.331671, Self-RAG Decomposed, Document retriever, run, start, 76497711984708
1783984628.429912, Self-RAG Decomposed, Document retriever, run, end, 76497810231666
1783984628.429989, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76497810300750
1783984628.430363, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76497810670750
1783984628.430408, Self-RAG Decomposed, Grader LLM, run, start, 76497810713708
1783984630.647761, Self-RAG Decomposed, Grader LLM, run, end, 76500028071916
1783984630.647863, Self-RAG Decomposed, Grade router, run, start, 76500028166625
1783984630.648299, Self-RAG Decomposed, Grade router, run, end, 76500028599166
1783984630.648374, Self-RAG Decomposed, Answer generator formatter, run, start, 76500028675833
1783984630.648812, Self-RAG Decomposed, Answer generator formatter, run, end, 76500029111208
1783984630.648856, Self-RAG Decomposed, Generator LLM, run, start, 76500029156625
1783984632.948824, Self-RAG Decomposed, Generator LLM, run, end, 76502329214291
1783984632.949116, Self-RAG Decomposed, Hallucination grader formatter, run, start, 76502329408875
1783984632.950354, Self-RAG Decomposed, Hallucination grader formatter, run, end, 76502330643250
1783984632.950419, Self-RAG Decomposed, Hallucination LLM, run, start, 76502330711291
1783984635.103501, Self-RAG Decomposed, Hallucination LLM, run, end, 76504483895833
1783984635.103794, Self-RAG Decomposed, Hallucination router, run, start, 76504484080708
1783984635.104167, Self-RAG Decomposed, Hallucination router, run, end, 76504484447791
1783984635.104245, Self-RAG Decomposed, End stage, run, start, 76504484523333
1783984635.106419, Self-RAG Decomposed, End stage, run, end, 76504486697458
1783984635.106448, Self-RAG Decomposed, pipeline - val, run, end, 140609487021522836072938372495734533869, 1783984628.330597, 1, 9, 76504486730541
1783984635.106641, Self-RAG Decomposed, pipeline - val, run, start, 122699245113561993805365316875152956674, 1783984635.106595, 1, 10, 76504486923291
1783984635.106746, Self-RAG Decomposed, Question dataloader, run, start, 76504487031291
1783984635.117222, Self-RAG Decomposed, Question dataloader, run, end, 76504497500791
1783984635.117279, Self-RAG Decomposed, Document retriever, run, start, 76504497560500
1783984635.278339, Self-RAG Decomposed, Document retriever, run, end, 76504658628166
1783984635.278419, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76504658704041
1783984635.279276, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76504659554041
1783984635.279319, Self-RAG Decomposed, Grader LLM, run, start, 76504659596875
1783984637.178855, Self-RAG Decomposed, Grader LLM, run, end, 76506559140208
1783984637.178955, Self-RAG Decomposed, Grade router, run, start, 76506559229125
1783984637.179473, Self-RAG Decomposed, Grade router, run, end, 76506559744916
1783984637.179527, Self-RAG Decomposed, Query rewrite formatter, run, start, 76506559796875
1783984637.180215, Self-RAG Decomposed, Query rewrite formatter, run, end, 76506560485958
1783984637.180270, Self-RAG Decomposed, Query rewrite LLM, run, start, 76506560540958
1783984638.677504, Self-RAG Decomposed, Query rewrite LLM, run, end, 76508057927458
1783984638.677952, Self-RAG Decomposed, Document retriever, run, start, 76508058239833
1783984638.802866, Self-RAG Decomposed, Document retriever, run, end, 76508183144208
1783984638.802957, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76508183231125
1783984638.803960, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76508184226000
1783984638.804015, Self-RAG Decomposed, Grader LLM, run, start, 76508184281750
1783984640.943868, Self-RAG Decomposed, Grader LLM, run, end, 76510324170000
1783984640.944012, Self-RAG Decomposed, Grade router, run, start, 76510324271208
1783984640.944283, Self-RAG Decomposed, Grade router, run, end, 76510324538625
1783984640.944348, Self-RAG Decomposed, Query rewrite formatter, run, start, 76510324603541
1783984640.944871, Self-RAG Decomposed, Query rewrite formatter, run, end, 76510325127166
1783984640.944917, Self-RAG Decomposed, Query rewrite LLM, run, start, 76510325175958
1783984642.693143, Self-RAG Decomposed, Query rewrite LLM, run, end, 76512073417666
1783984642.693340, Self-RAG Decomposed, Document retriever, run, start, 76512073608458
1783984642.814744, Self-RAG Decomposed, Document retriever, run, end, 76512195006333
1783984642.814840, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76512195096541
1783984642.815246, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76512195496250
1783984642.815283, Self-RAG Decomposed, Grader LLM, run, start, 76512195531916
1783984644.938495, Self-RAG Decomposed, Grader LLM, run, end, 76514318835291
1783984644.938793, Self-RAG Decomposed, Grade router, run, start, 76514319042416
1783984644.939170, Self-RAG Decomposed, Grade router, run, end, 76514319410375
1783984644.939390, Self-RAG Decomposed, End stage, run, start, 76514319629083
1783984644.941163, Self-RAG Decomposed, End stage, run, end, 76514321404750
1783984644.941204, Self-RAG Decomposed, pipeline - val, run, end, 122699245113561993805365316875152956674, 1783984635.106595, 1, 10, 76514321447125
1783984644.941382, Self-RAG Decomposed, pipeline - val, run, start, 147927103588821154651258491625407937582, 1783984644.941347, 1, 11, 76514321623083
1783984644.941485, Self-RAG Decomposed, Question dataloader, run, start, 76514321728666
1783984644.950200, Self-RAG Decomposed, Question dataloader, run, end, 76514330439250
1783984644.950233, Self-RAG Decomposed, Document retriever, run, start, 76514330472958
1783984645.045053, Self-RAG Decomposed, Document retriever, run, end, 76514425303791
1783984645.045130, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76514425372041
1783984645.046012, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76514426251791
1783984645.046053, Self-RAG Decomposed, Grader LLM, run, start, 76514426295000
1783984646.768798, Self-RAG Decomposed, Grader LLM, run, end, 76516149056500
1783984646.768911, Self-RAG Decomposed, Grade router, run, start, 76516149159583
1783984646.769288, Self-RAG Decomposed, Grade router, run, end, 76516149524875
1783984646.769368, Self-RAG Decomposed, Answer generator formatter, run, start, 76516149612916
1783984646.769861, Self-RAG Decomposed, Answer generator formatter, run, end, 76516150098000
1783984646.769949, Self-RAG Decomposed, Generator LLM, run, start, 76516150183958
1783984648.529701, Self-RAG Decomposed, Generator LLM, run, end, 76517910042333
1783984648.530013, Self-RAG Decomposed, Hallucination grader formatter, run, start, 76517910245166
1783984648.531322, Self-RAG Decomposed, Hallucination grader formatter, run, end, 76517911549583
1783984648.531386, Self-RAG Decomposed, Hallucination LLM, run, start, 76517911617958
1783984650.183768, Self-RAG Decomposed, Hallucination LLM, run, end, 76519564001291
1783984650.183903, Self-RAG Decomposed, Hallucination router, run, start, 76519564128666
1783984650.184129, Self-RAG Decomposed, Hallucination router, run, end, 76519564348875
1783984650.184196, Self-RAG Decomposed, End stage, run, start, 76519564417333
1783984650.185192, Self-RAG Decomposed, End stage, run, end, 76519565412750
1783984650.185233, Self-RAG Decomposed, pipeline - val, run, end, 147927103588821154651258491625407937582, 1783984644.941347, 1, 11, 76519565452625
1783984650.185390, Self-RAG Decomposed, pipeline - val, run, start, 3565263624154653855971688860388246970, 1783984650.185351, 1, 12, 76519565611666
1783984650.185502, Self-RAG Decomposed, Question dataloader, run, start, 76519565727166
1783984650.186345, Self-RAG Decomposed, Question dataloader, run, end, 76519566563250
1783984650.186402, Self-RAG Decomposed, Document retriever, run, start, 76519566622958
1783984650.286923, Self-RAG Decomposed, Document retriever, run, end, 76519667153625
1783984650.286992, Self-RAG Decomposed, Retrieval grader formatter, run, start, 76519667217666
1783984650.287315, Self-RAG Decomposed, Retrieval grader formatter, run, end, 76519667534375
1783984650.287360, Self-RAG Decomposed, Grader LLM, run, start, 76519667577875
