1783985039.271338, Self-RAG Decomposed-Shared, pipeline, prepare, start, 76908650151291
1783985088.042705, Self-RAG Decomposed-Shared, Grade router, run, end, 76957421179666
1783985088.042751, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 76957421225166
1783985088.043016, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 76957421491333
1783985088.043050, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 76957421524250
1783985089.816245, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 76959194726833
1783985089.816318, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 76959194788000
1783985089.816663, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 76959195132083
1783985089.816723, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 76959195190416
1783985091.531378, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 76960909853083
1783985091.531452, Self-RAG Decomposed-Shared, Hallucination router, run, start, 76960909916125
1783985091.531633, Self-RAG Decomposed-Shared, Hallucination router, run, end, 76960910093416
1783985091.531708, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 76960910170958
1783985091.531963, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 76960910424291
1783985091.531995, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 76960910456583
1783985093.325529, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 76962703997416
1783985093.325621, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 76962704077125
1783985093.326097, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 76962704553041
1783985093.326134, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 76962704587541
1783985095.038040, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 76964416499125
1783985095.038104, Self-RAG Decomposed-Shared, Hallucination router, run, start, 76964416552916
1783985095.038267, Self-RAG Decomposed-Shared, Hallucination router, run, end, 76964416714666
1783985095.038312, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 76964416759125
1783985095.038562, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 76964417009583
1783985095.038594, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 76964417040541
1783985096.803878, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 76966182329958
1783985096.803942, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 76966182383166
1783985096.804264, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 76966182705875
1783985096.804302, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 76966182741833
1783985098.487963, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 76967866408333
1783985098.488030, Self-RAG Decomposed-Shared, Hallucination router, run, start, 76967866465000
1783985098.488177, Self-RAG Decomposed-Shared, Hallucination router, run, end, 76967866610541
1783985098.488229, Self-RAG Decomposed-Shared, End stage, run, start, 76967866660916
1783985098.489111, Self-RAG Decomposed-Shared, End stage, run, end, 76967867543666
1783985098.489140, Self-RAG Decomposed-Shared, pipeline - val, run, end, 198445514784631372841238260883309003549, 1783985086.187808, 1, 1, 76967867572750
1783985098.489278, Self-RAG Decomposed-Shared, pipeline - val, run, start, 6979434838108176423431058094056949598, 1783985098.489251, 1, 2, 76967867712458
1783985098.489348, Self-RAG Decomposed-Shared, Question dataloader, run, start, 76967867780583
1783985098.489526, Self-RAG Decomposed-Shared, Question dataloader, run, end, 76967867957500
1783985098.489560, Self-RAG Decomposed-Shared, Document retriever, run, start, 76967867990875
1783985098.574125, Self-RAG Decomposed-Shared, Document retriever, run, end, 76967952585416
1783985098.574206, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 76967952639500
1783985098.574506, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 76967952939208
1783985098.574543, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 76967952974916
1783985100.032080, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 76969410517750
1783985100.032148, Self-RAG Decomposed-Shared, Grade router, run, start, 76969410576875
1783985100.032298, Self-RAG Decomposed-Shared, Grade router, run, end, 76969410724625
1783985100.032342, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 76969410768375
1783985100.032599, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 76969411026458
1783985100.032633, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 76969411059333
1783985101.484777, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 76970863209000
1783985101.484840, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 76970863263541
1783985101.485192, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 76970863615416
1783985101.485229, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 76970863648916
1783985102.862962, Self-RAG Decomposed-Shared, Hallucination router, run, start, 76972241391916
1783985102.863052, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 76972241473083
1783985102.863169, Self-RAG Decomposed-Shared, Hallucination router, run, end, 76972241584166
1783985102.863222, Self-RAG Decomposed-Shared, End stage, run, start, 76972241636625
1783985102.863962, Self-RAG Decomposed-Shared, End stage, run, end, 76972242378000
1783985102.864011, Self-RAG Decomposed-Shared, pipeline - val, run, end, 6979434838108176423431058094056949598, 1783985098.489251, 1, 2, 76972242425750
1783985102.864099, Self-RAG Decomposed-Shared, pipeline - val, run, start, 287821035483471038870624877462427236840, 1783985102.864081, 1, 3, 76972242513500
1783985102.864165, Self-RAG Decomposed-Shared, Question dataloader, run, start, 76972242580166
1783985102.864360, Self-RAG Decomposed-Shared, Question dataloader, run, end, 76972242775000
1783985102.864400, Self-RAG Decomposed-Shared, Document retriever, run, start, 76972242814125
1783985102.958801, Self-RAG Decomposed-Shared, Document retriever, run, end, 76972337226500
1783985102.958864, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 76972337280875
1783985102.959170, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 76972337585500
1783985102.959202, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 76972337616416
1783985104.331955, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 76973710384083
1783985104.332038, Self-RAG Decomposed-Shared, Grade router, run, start, 76973710449708
1783985104.332551, Self-RAG Decomposed-Shared, Grade router, run, end, 76973710961833
1783985104.332590, Self-RAG Decomposed-Shared, Query rewrite formatter, run, start, 76973710999791
1783985104.332936, Self-RAG Decomposed-Shared, Query rewrite formatter, run, end, 76973711346500
1783985104.332972, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, start, 76973711380291
1783985105.888985, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, end, 76975267425416
1783985105.889150, Self-RAG Decomposed-Shared, Document retriever, run, start, 76975267562541
1783985105.996172, Self-RAG Decomposed-Shared, Document retriever, run, end, 76975374588583
1783985105.996245, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 76975374649958
1783985105.996576, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 76975374979875
1783985105.996610, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 76975375012500
1783985107.765899, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 76977144306166
1783985107.765968, Self-RAG Decomposed-Shared, Grade router, run, start, 76977144365916
1783985107.766131, Self-RAG Decomposed-Shared, Grade router, run, end, 76977144527458
1783985107.766163, Self-RAG Decomposed-Shared, Query rewrite formatter, run, start, 76977144558083
1783985107.766482, Self-RAG Decomposed-Shared, Query rewrite formatter, run, end, 76977144878625
1783985107.766516, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, start, 76977144911583
1783985109.697087, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, end, 76979075503250
1783985109.697226, Self-RAG Decomposed-Shared, Document retriever, run, start, 76979075623666
1783985109.797059, Self-RAG Decomposed-Shared, Document retriever, run, end, 76979175463250
1783985109.797138, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 76979175528083
1783985109.797530, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 76979175919333
1783985109.797567, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 76979175954625
1783985111.812426, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 76981190817500
1783985111.812494, Self-RAG Decomposed-Shared, Grade router, run, start, 76981190875875
1783985111.812685, Self-RAG Decomposed-Shared, Grade router, run, end, 76981191065291
1783985111.812732, Self-RAG Decomposed-Shared, End stage, run, start, 76981191111625
1783985111.813633, Self-RAG Decomposed-Shared, End stage, run, end, 76981192013333
1783985111.813664, Self-RAG Decomposed-Shared, pipeline - val, run, end, 287821035483471038870624877462427236840, 1783985102.864081, 1, 3, 76981192043333
1783985111.813783, Self-RAG Decomposed-Shared, pipeline - val, run, start, 338573719500817606235382799081971392635, 1783985111.813762, 1, 4, 76981192161041
1783985111.813841, Self-RAG Decomposed-Shared, Question dataloader, run, start, 76981192219541
1783985111.814062, Self-RAG Decomposed-Shared, Question dataloader, run, end, 76981192441125
1783985111.814114, Self-RAG Decomposed-Shared, Document retriever, run, start, 76981192491958
1783985111.898113, Self-RAG Decomposed-Shared, Document retriever, run, end, 76981276502375
1783985111.898167, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 76981276546166
1783985111.898447, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 76981276826625
1783985111.898479, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 76981276857875
1783985113.024003, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 76982402392208
1783985113.024079, Self-RAG Decomposed-Shared, Grade router, run, start, 76982402458041
1783985113.024269, Self-RAG Decomposed-Shared, Grade router, run, end, 76982402644583
1783985113.024316, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 76982402691750
1783985113.024604, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 76982402980041
1783985113.024639, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 76982403013000
1783985114.214378, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 76983592761208
1783985114.214445, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 76983592817166
1783985114.214778, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 76983593151125
1783985114.214816, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 76983593185458
1783985115.266304, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 76984644682666
1783985115.266371, Self-RAG Decomposed-Shared, Hallucination router, run, start, 76984644738916
1783985115.266527, Self-RAG Decomposed-Shared, Hallucination router, run, end, 76984644893875
1783985115.266571, Self-RAG Decomposed-Shared, End stage, run, start, 76984644937250
1783985115.267474, Self-RAG Decomposed-Shared, End stage, run, end, 76984645840791
1783985115.267505, Self-RAG Decomposed-Shared, pipeline - val, run, end, 338573719500817606235382799081971392635, 1783985111.813762, 1, 4, 76984645869791
1783985115.267618, Self-RAG Decomposed-Shared, pipeline - val, run, start, 196996220851981150526946184531959119931, 1783985115.267600, 1, 5, 76984645982333
1783985115.267670, Self-RAG Decomposed-Shared, Question dataloader, run, start, 76984646035000
1783985115.267837, Self-RAG Decomposed-Shared, Question dataloader, run, end, 76984646201791
1783985115.267885, Self-RAG Decomposed-Shared, Document retriever, run, start, 76984646249500
1783985115.350870, Self-RAG Decomposed-Shared, Document retriever, run, end, 76984729245791
1783985115.350927, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 76984729294375
1783985115.351201, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 76984729567458
1783985115.351233, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 76984729598833
1783985116.399606, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 76985777980458
1783985116.399704, Self-RAG Decomposed-Shared, Grade router, run, start, 76985778069458
1783985116.399845, Self-RAG Decomposed-Shared, Grade router, run, end, 76985778206833
1783985116.399887, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 76985778248125
1783985116.400120, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 76985778481375
1783985116.400151, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 76985778512625
1783985117.512396, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 76986890766500
1783985117.512512, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 76986890872250
1783985117.512878, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 76986891237708
1783985117.512920, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 76986891277958
1783985118.489224, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 76987867589916
1783985118.489288, Self-RAG Decomposed-Shared, Hallucination router, run, start, 76987867643375
1783985118.489437, Self-RAG Decomposed-Shared, Hallucination router, run, end, 76987867790250
1783985118.489484, Self-RAG Decomposed-Shared, End stage, run, start, 76987867836833
1783985118.490427, Self-RAG Decomposed-Shared, End stage, run, end, 76987868780916
1783985118.490476, Self-RAG Decomposed-Shared, pipeline - val, run, end, 196996220851981150526946184531959119931, 1783985115.267600, 1, 5, 76987868827500
1783985118.490563, Self-RAG Decomposed-Shared, pipeline - val, run, start, 2914171554620116590711387224960414564, 1783985118.490542, 1, 6, 76987868915541
1783985118.490623, Self-RAG Decomposed-Shared, Question dataloader, run, start, 76987868974916
1783985118.490782, Self-RAG Decomposed-Shared, Question dataloader, run, end, 76987869133916
1783985118.490829, Self-RAG Decomposed-Shared, Document retriever, run, start, 76987869179958
1783985118.578642, Self-RAG Decomposed-Shared, Document retriever, run, end, 76987957004791
1783985118.578699, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 76987957052916
1783985118.579002, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 76987957355458
1783985118.579035, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 76987957387208
1783985120.282921, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 76989661279250
1783985120.282988, Self-RAG Decomposed-Shared, Grade router, run, start, 76989661336083
1783985120.283164, Self-RAG Decomposed-Shared, Grade router, run, end, 76989661510666
1783985120.283209, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 76989661554875
1783985120.283451, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 76989661796916
1783985120.283482, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 76989661827500
1783985122.120574, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 76991498924625
1783985122.120642, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 76991498983000
1783985122.120958, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 76991499297000
1783985122.120990, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 76991499327708
1783985123.738299, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 76993116644708
1783985123.738375, Self-RAG Decomposed-Shared, Hallucination router, run, start, 76993116711666
1783985123.738586, Self-RAG Decomposed-Shared, Hallucination router, run, end, 76993116920291
1783985123.738643, Self-RAG Decomposed-Shared, End stage, run, start, 76993116976708
1783985123.739828, Self-RAG Decomposed-Shared, End stage, run, end, 76993118160791
1783985123.739863, Self-RAG Decomposed-Shared, pipeline - val, run, end, 2914171554620116590711387224960414564, 1783985118.490542, 1, 6, 76993118195416
1783985123.740027, Self-RAG Decomposed-Shared, pipeline - val, run, start, 114321103278589103313968676305731301687, 1783985123.739992, 1, 7, 76993118359041
1783985123.740100, Self-RAG Decomposed-Shared, Question dataloader, run, start, 76993118432458
1783985123.740306, Self-RAG Decomposed-Shared, Question dataloader, run, end, 76993118638333
1783985123.740366, Self-RAG Decomposed-Shared, Document retriever, run, start, 76993118697250
1783985123.833522, Self-RAG Decomposed-Shared, Document retriever, run, end, 76993211863750
1783985123.833580, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 76993211913125
1783985123.833880, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 76993212213458
1783985123.833913, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 76993212242875
1783985124.568191, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 76993946533125
1783985124.568262, Self-RAG Decomposed-Shared, Grade router, run, start, 76993946594166
1783985124.568424, Self-RAG Decomposed-Shared, Grade router, run, end, 76993946753416
1783985124.568472, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 76993946802250
1783985124.568718, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 76993947047625
1783985124.568751, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 76993947079583
1783985125.352466, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 76994730804500
1783985125.352540, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 76994730867750
1783985125.352932, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 76994731259208
1783985125.352969, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 76994731294583
1783985126.075029, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 76995453363083
1783985126.075088, Self-RAG Decomposed-Shared, Hallucination router, run, start, 76995453413166
1783985126.075237, Self-RAG Decomposed-Shared, Hallucination router, run, end, 76995453560750
1783985126.075284, Self-RAG Decomposed-Shared, End stage, run, start, 76995453607666
1783985126.076143, Self-RAG Decomposed-Shared, End stage, run, end, 76995454466166
1783985126.076196, Self-RAG Decomposed-Shared, pipeline - val, run, end, 114321103278589103313968676305731301687, 1783985123.739992, 1, 7, 76995454516958
1783985126.076281, Self-RAG Decomposed-Shared, pipeline - val, run, start, 6386919963083182876829015323388633717, 1783985126.076264, 1, 8, 76995454602833
1783985126.076350, Self-RAG Decomposed-Shared, Question dataloader, run, start, 76995454672333
1783985126.076520, Self-RAG Decomposed-Shared, Question dataloader, run, end, 76995454841541
1783985126.076554, Self-RAG Decomposed-Shared, Document retriever, run, start, 76995454876416
1783985126.158829, Self-RAG Decomposed-Shared, Document retriever, run, end, 76995537161875
1783985126.158888, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 76995537211625
1783985126.159282, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 76995537605166
1783985126.159314, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 76995537636500
1783985127.767063, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 76997145390875
1783985127.767127, Self-RAG Decomposed-Shared, Grade router, run, start, 76997145444708
1783985127.767275, Self-RAG Decomposed-Shared, Grade router, run, end, 76997145591083
1783985127.767317, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 76997145632708
1783985127.767573, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 76997145889416
1783985127.767605, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 76997145920875
1783985129.447684, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 76998826007333
1783985129.447755, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 76998826068583
1783985129.448138, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 76998826449208
1783985129.448176, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 76998826485750
1783985130.978017, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 77000356333541
1783985130.978084, Self-RAG Decomposed-Shared, Hallucination router, run, start, 77000356389375
1783985130.978243, Self-RAG Decomposed-Shared, Hallucination router, run, end, 77000356546666
1783985130.978289, Self-RAG Decomposed-Shared, End stage, run, start, 77000356592458
1783985130.979182, Self-RAG Decomposed-Shared, End stage, run, end, 77000357486000
1783985130.979213, Self-RAG Decomposed-Shared, pipeline - val, run, end, 6386919963083182876829015323388633717, 1783985126.076264, 1, 8, 77000357516166
1783985130.979332, Self-RAG Decomposed-Shared, pipeline - val, run, start, 1096008764171964137503919439783414435, 1783985130.979310, 1, 9, 77000357634125
1783985130.979398, Self-RAG Decomposed-Shared, Question dataloader, run, start, 77000357700541
1783985130.979561, Self-RAG Decomposed-Shared, Question dataloader, run, end, 77000357863625
1783985130.979595, Self-RAG Decomposed-Shared, Document retriever, run, start, 77000357896416
1783985131.063426, Self-RAG Decomposed-Shared, Document retriever, run, end, 77000441739000
1783985131.063483, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 77000441786583
1783985131.063785, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 77000442087791
1783985131.063817, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 77000442119416
1783985133.237379, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 77002615685333
1783985133.237449, Self-RAG Decomposed-Shared, Grade router, run, start, 77002615745916
1783985133.237982, Self-RAG Decomposed-Shared, Grade router, run, end, 77002616277500
1783985133.238029, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 77002616326083
1783985133.238292, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 77002616587791
1783985133.238326, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 77002616620166
1783985135.497063, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 77004875361500
1783985135.497130, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 77004875417875
1783985135.497440, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 77004875726458
1783985135.497473, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 77004875758541
1783985137.587941, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 77006966230083
1783985137.588007, Self-RAG Decomposed-Shared, Hallucination router, run, start, 77006966285875
1783985137.588157, Self-RAG Decomposed-Shared, Hallucination router, run, end, 77006966434958
1783985137.588202, Self-RAG Decomposed-Shared, End stage, run, start, 77006966478916
1783985137.589072, Self-RAG Decomposed-Shared, End stage, run, end, 77006967349000
1783985137.589102, Self-RAG Decomposed-Shared, pipeline - val, run, end, 1096008764171964137503919439783414435, 1783985130.979310, 1, 9, 77006967378666
1783985137.589230, Self-RAG Decomposed-Shared, pipeline - val, run, start, 312223648471633890894688087521008443328, 1783985137.589209, 1, 10, 77006967506958
1783985137.589299, Self-RAG Decomposed-Shared, Question dataloader, run, start, 77006967578416
1783985137.589491, Self-RAG Decomposed-Shared, Question dataloader, run, end, 77006967769583
1783985137.589532, Self-RAG Decomposed-Shared, Document retriever, run, start, 77006967808083
1783985137.670955, Self-RAG Decomposed-Shared, Document retriever, run, end, 77007049240875
1783985137.671016, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 77007049294500
1783985137.671349, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 77007049627000
1783985137.671385, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 77007049661833
1783985139.540157, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 77008918438208
1783985139.540224, Self-RAG Decomposed-Shared, Grade router, run, start, 77008918496083
1783985139.540377, Self-RAG Decomposed-Shared, Grade router, run, end, 77008918647250
1783985139.540409, Self-RAG Decomposed-Shared, Query rewrite formatter, run, start, 77008918678500
1783985139.540719, Self-RAG Decomposed-Shared, Query rewrite formatter, run, end, 77008918988625
1783985139.540755, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, start, 77008919023583
1783985141.017287, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, end, 77010395573875
1783985141.017409, Self-RAG Decomposed-Shared, Document retriever, run, start, 77010395682416
1783985141.120277, Self-RAG Decomposed-Shared, Document retriever, run, end, 77010498554666
1783985141.120348, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 77010498612958
1783985141.120718, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 77010498982333
1783985141.120749, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 77010499011416
1783985143.215581, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 77012593848958
1783985143.215648, Self-RAG Decomposed-Shared, Grade router, run, start, 77012593904250
1783985143.216161, Self-RAG Decomposed-Shared, Grade router, run, end, 77012594416541
1783985143.216192, Self-RAG Decomposed-Shared, Query rewrite formatter, run, start, 77012594446625
1783985143.216492, Self-RAG Decomposed-Shared, Query rewrite formatter, run, end, 77012594747500
1783985143.216520, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, start, 77012594773541
1783985144.931455, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, end, 77014309725375
1783985144.931577, Self-RAG Decomposed-Shared, Document retriever, run, start, 77014309834416
1783985145.034396, Self-RAG Decomposed-Shared, Document retriever, run, end, 77014412658458
1783985145.034464, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 77014412712000
1783985145.034825, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 77014413073458
1783985145.034861, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 77014413107541
1783985147.130543, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 77016508797208
1783985147.130646, Self-RAG Decomposed-Shared, Grade router, run, start, 77016508886291
