1787213991.215119, Self-RAG Decomposed-Shared (multi-hop), pipeline, prepare, start, 61940420400708
1787214032.579521, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 61981784612500
1787214032.579618, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 61981784710500
1787214035.501576, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 61984706747666
1787214035.545724, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 61984750833666
1787214035.546028, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 61984751129458
1787214035.546206, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 61984751300666
1787214035.546530, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 61984751623958
1787214035.546739, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 61984751832791
1787214035.547235, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 61984752327166
1787214035.547372, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 61984752465333
1787214035.547450, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 61984752544833
1787214038.463658, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 61987668766125
1787214038.504328, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 2, 61987709436041
1787214038.504490, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 61987709580875
1787214038.504635, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 61987709725333
1787214038.505263, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 61987710358208
1787214038.505354, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 61987710444416
1787214038.505441, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 61987710531041
1787214041.330024, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, end, 61990535135625
1787214041.372750, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_generated_tokens, 2, 61990577855500
1787214041.372964, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, end, 61990578054541
1787214041.373139, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, start, 61990578241416
1787214041.373428, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, end, 61990578524791
1787214041.373586, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 61990578676291
1787214041.374435, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 61990579525208
1787214041.374537, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 315636389878020559114901346789417102350, 1787214027.388015, 1, 1, 61990579626583
1787214128.299643, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 162762635369075876017932768578842111932, 1787214128.299007, 1, 2, 62077504790000
1787214128.300264, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 62077505351000
1787214128.303574, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 62077508675250
1787214128.303858, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 62077508934833
1787214128.393241, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 62077598320375
1787214128.393406, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 62077598475208
1787214128.393812, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 62077598879666
1787214128.393892, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 62077598957500
1787214128.393986, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 62077599049750
1787214130.443720, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 62079648808833
1787214130.484881, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 62079689953583
1787214130.485011, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 62079690075708
1787214130.485153, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 62079690220333
1787214130.485309, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 62079690375791
1787214130.485444, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 62079690512208
1787214130.486044, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 62079691108875
1787214130.486107, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 62079691172583
1787214130.486189, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 62079691253166
1787214132.378458, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 62081583541916
1787214132.523084, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 7, 62081728162750
1787214132.523237, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 62081728301333
1787214132.523368, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 62081728431625
1787214132.551665, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 62081756740833
1787214132.551811, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 62081756877375
1787214132.552221, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 62081757286125
1787214132.552307, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 62081757371833
1787214132.552397, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 62081757462041
1787214136.089484, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 62085294569541
1787214136.129988, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 62085335060291
1787214136.130118, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 62085335180416
1787214136.130203, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 62085335265833
1787214136.130400, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 62085335461958
1787214136.130532, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 62085335598208
1787214136.130903, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 62085335965125
1787214136.130945, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 62085336007500
1787214136.131013, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 62085336074083
1787214138.995388, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 62088200474333
1787214139.144228, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 7, 62088349310083
1787214139.144411, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 62088349476708
1787214139.144607, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 62088349676125
1787214139.187560, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 62088392644916
1787214139.187728, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 62088392795541
1787214139.188550, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 62088393615583
1787214139.188636, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 62088393700375
1787214139.188755, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 62088393818708
1787214142.715012, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 62091920090250
1787214142.755574, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 62091960644291
1787214142.755705, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 62091960766541
1787214142.755836, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 62091960896000
1787214142.756002, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 62091961063125
1787214142.756103, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 62091961163250
1787214142.757806, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 62091962866541
1787214142.757849, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 162762635369075876017932768578842111932, 1787214128.299007, 1, 2, 62091962907833
1787214236.233827, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 293334025135768612374312929993573063232, 1787214236.233449, 1, 3, 62185438957166
1787214236.234817, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 62185439885458
1787214236.236633, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 62185441679333
1787214236.236881, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 62185441927500
1787214236.320049, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 62185525097000
1787214236.320224, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 62185525263458
1787214236.320673, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 62185525709916
1787214236.320749, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 62185525788000
1787214236.320876, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 62185525912291
1787214238.833200, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 62188038254583
1787214238.874374, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 62188079418750
1787214238.874505, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 62188079539541
1787214238.874576, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 62188079610000
1787214238.874846, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 62188079882458
1787214238.874930, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 62188079964625
1787214238.875203, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 62188080239291
1787214238.875297, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 62188080333375
1787214238.875390, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 62188080422916
1787214241.335874, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 62190540926750
1787214241.417815, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 4, 62190622858250
1787214241.417954, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 62190622990791
1787214241.418111, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 62190623146791
1787214241.418430, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 62190623466916
1787214241.418519, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 62190623553000
1787214241.418625, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 62190623659250
1787214243.792125, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, end, 62192997176500
1787214243.832756, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_generated_tokens, 2, 62193037803208
1787214243.832897, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, end, 62193037930375
1787214243.833045, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, start, 62193038081541
1787214243.833336, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, end, 62193038370125
1787214243.833429, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 62193038464708
1787214243.834513, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 62193039547416
1787214243.834576, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 293334025135768612374312929993573063232, 1787214236.233449, 1, 3, 62193039608791
1787214245.592911, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 66800725095102458607843691337768498741, 1787214245.592729, 1, 4, 62194797972125
1787214245.593218, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 62194798261041
1787214245.593835, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 62194798877291
1787214245.593993, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 62194799031666
1787214245.662250, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 62194867298791
1787214245.662413, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 62194867449750
1787214245.662735, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 62194867768291
1787214245.662865, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 62194867900583
1787214245.662941, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 62194867973458
1787214247.199531, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 62196404580916
1787214247.240112, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 62196445154500
1787214247.240229, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 62196445261541
1787214247.240362, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 62196445396416
1787214247.240569, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 62196445602958
1787214247.240708, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 62196445742416
1787214247.240930, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 62196445963333
1787214247.241012, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 62196446044625
1787214247.241110, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 62196446142750
1787214248.799559, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 62198004609458
1787214248.840129, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 2, 62198045170875
1787214248.840258, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 62198045291000
1787214248.840392, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 62198045427125
1787214248.840698, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 62198045731333
1787214248.840838, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 62198045872916
1787214248.840901, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 62198045932833
1787214250.237707, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, end, 62199442757916
1787214250.278257, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_generated_tokens, 2, 62199483297666
1787214250.278369, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, end, 62199483400166
1787214250.278483, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, start, 62199483514291
1787214250.278625, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, end, 62199483656583
1787214250.278712, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 62199483742916
1787214250.279575, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 62199484605541
1787214250.279616, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 66800725095102458607843691337768498741, 1787214245.592729, 1, 4, 62199484647500
1787214292.178153, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 152483287491126314459307640535269550043, 1787214292.177684, 1, 5, 62241383268458
1787214292.178942, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 62241383995291
1787214292.180288, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 62241385322833
1787214292.180584, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 62241385618083
1787214292.258463, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 62241463495416
1787214292.258655, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 62241463680000
1787214292.259026, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 62241464047833
1787214292.259121, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 62241464143916
1787214292.259213, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 62241464235083
1787214294.370788, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 62243575826791
1787214294.411537, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 62243616564958
1787214294.411660, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 62243616679583
1787214294.411781, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 62243616800041
1787214294.411976, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 62243616995291
1787214294.412105, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 62243617126750
1787214294.412446, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 62243617466083
1787214294.412521, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 62243617540541
1787214294.412601, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 62243617621458
1787214296.299483, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 62245504521458
1787214296.653220, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 17, 62245858276250
1787214296.653538, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 62245858560916
1787214296.653656, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 62245858678166
1787214296.709852, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 62245914894541
1787214296.710078, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 62245915101583
1787214296.710782, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 62245915802125
1787214296.710859, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 62245915879000
1787214296.710962, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 62245915981833
1787214299.408076, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 62248613114583
1787214299.448791, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 62248653819750
1787214299.448924, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 62248653942958
1787214299.449052, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 62248654072375
1787214299.449212, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 62248654230416
1787214299.449318, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 62248654335458
1787214299.449598, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 62248654617458
1787214299.449644, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 62248654661625
1787214299.449680, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 62248654695833
1787214302.153153, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 62251358189500
1787214302.235740, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 4, 62251440770083
1787214302.235895, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 62251440915708
1787214302.236026, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 62251441045291
1787214302.236443, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 62251441462250
1787214302.236594, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 62251441614500
1787214302.236669, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 62251441687500
1787214304.857795, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, end, 62254062831083
1787214304.899898, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_generated_tokens, 2, 62254104926375
1787214304.900024, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, end, 62254105041708
1787214304.900149, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, start, 62254105164625
1787214304.900541, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, end, 62254105558166
1787214304.900596, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 62254105610833
1787214304.902194, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 62254107211500
1787214304.902277, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 152483287491126314459307640535269550043, 1787214292.177684, 1, 5, 62254107292666
1787214311.216255, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 259423341739969358366576375175242759653, 1787214311.215841, 1, 6, 62260421364083
1787214311.217138, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 62260422185583
1787214311.218854, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 62260423896125
1787214311.219291, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 62260424329583
1787214311.298748, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 62260503779000
1787214311.298902, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 62260503921125
1787214311.299307, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 62260504324458
1787214311.299372, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 62260504388291
1787214311.299486, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 62260504500916
1787214313.499143, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 62262704182666
1787214313.539565, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 62262744590125
1787214313.539691, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 62262744706625
1787214313.539849, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 62262744866750
1787214313.540096, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 62262745110833
1787214313.540171, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 62262745185291
1787214313.540448, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 62262745462541
1787214313.540552, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 62262745567416
1787214313.540630, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 62262745643291
1787214315.757097, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 62264962130875
1787214315.860709, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 5, 62265065738500
1787214315.860860, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 62265065874125
1787214315.860990, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 62265066004666
