1787224723.034357, Self-RAG Monolith (multi-hop), pipeline, prepare, start, 72672206837000
1787224775.761923, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 72724934423041
1787224775.762213, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 72724934710083
1787224776.706367, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72725878891125
1787224777.818683, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 72726991233375
1787224777.819060, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72726991568875
1787224777.819235, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72726991742458
1787224777.819289, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 72726991791791
1787224777.819703, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72726992208625
1787224777.819869, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 72726992375625
1787224777.819911, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 72726992413875
1787224777.821026, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 72726993532458
1787224777.821092, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 72726993596833
1787224782.273660, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72731446199708
1787224783.365975, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 72732538509083
1787224783.366113, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72732538634458
1787224783.366143, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 72732538667416
1787224783.366249, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72732538770916
1787224783.366442, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72732538964333
1787224783.366562, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 72732539083000
1787224783.366891, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 72732539413458
1787224788.110628, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 72737282795166
1787224788.490256, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 11, 72737662375083
1787224788.490410, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 72737662515625
1787224788.490512, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 72737662615916
1787224788.490566, Self-RAG Monolith (multi-hop), Document retriever, run, start, 72737662675333
1787224788.490659, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 72737662762708
1787224788.775055, Self-RAG Monolith (multi-hop), Document retriever, run, end, 72737947150750
1787224788.775201, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 72737947279208
1787224788.775579, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 72737947655041
1787224788.775720, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 72737947796625
1787224791.887512, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 72741059311291
1787224792.195242, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 9, 72741367007000
1787224792.195365, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 72741367119916
1787224792.195435, Self-RAG Monolith (multi-hop), Document retriever, run, start, 72741367187541
1787224792.195507, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 72741367260083
1787224792.491239, Self-RAG Monolith (multi-hop), Document retriever, run, end, 72741662986375
1787224792.491408, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 72741663142250
1787224792.491709, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 72741663441208
1787224793.955239, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 216123839902021069132745951887710071826, 1787224793.955150, 1, 3, 72743126888916
1787224793.955443, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 72743127062000
1787224793.956996, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 72743128612500
1787224793.957125, Self-RAG Monolith (multi-hop), Document retriever, run, start, 72743128744208
1787224794.094582, Self-RAG Monolith (multi-hop), Document retriever, run, end, 72743266208041
1787224794.094805, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 72743266422708
1787224794.095246, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 72743266859125
1787224797.770897, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 74631554276579175636865148322420084981, 1787224797.770832, 1, 4, 72746942276833
1787224797.771067, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 72746942435750
1787224797.771339, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 72746942706916
1787224797.771465, Self-RAG Monolith (multi-hop), Document retriever, run, start, 72746942832500
1787224797.914878, Self-RAG Monolith (multi-hop), Document retriever, run, end, 72747086255250
1787224797.915100, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 72747086466208
1787224797.915475, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 72747086836083
1787224798.308824, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72747480179458
1787224799.412738, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 72748584052750
1787224799.413008, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72748584291125
1787224799.413117, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 72748584394916
1787224799.413302, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72748584582458
1787224799.413387, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 72748584671416
1787224799.413681, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72748584960958
1787224799.413954, Self-RAG Monolith (multi-hop), End stage, run, start, 72748585235625
1787224799.415347, Self-RAG Monolith (multi-hop), End stage, run, end, 72748586628833
1787224799.415431, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 190523375344012067725431970637154625464, 1787224759.292129, 1, 1, 72748586710541
1787224806.314907, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72755485973625
1787224807.424487, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 72756595484375
1787224807.424859, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72756595824125
1787224807.425062, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 72756596030166
1787224807.425155, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72756596125750
1787224807.425413, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 72756596375750
1787224807.425792, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72756596756000
1787224807.425956, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 72756596921833
1787224807.427961, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 72756598924250
1787224807.428155, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 72756599124166
1787224812.800533, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72761971388708
1787224814.053521, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 35, 72763224353833
1787224814.053737, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72763224545166
1787224814.053791, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 72763224605000
1787224814.053952, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 72763224759666
1787224814.053989, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72763224794041
1787224814.054496, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72763225308791
1787224814.054919, Self-RAG Monolith (multi-hop), End stage, run, start, 72763225744583
1787224814.056284, Self-RAG Monolith (multi-hop), End stage, run, end, 72763227095375
1787224814.056427, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 216123839902021069132745951887710071826, 1787224793.955150, 1, 3, 72763227237541
1787224818.977328, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 72768148100125
1787224819.322421, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 10, 72768493159583
1787224819.322576, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 72768493301083
1787224819.322610, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 72768493341500
1787224819.322766, Self-RAG Monolith (multi-hop), Document retriever, run, start, 72768493490500
1787224819.932709, Self-RAG Monolith (multi-hop), Document retriever, run, end, 72769103448125
1787224819.932851, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 72769103570500
1787224819.933470, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 72769104189916
1787224822.886099, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72772056805208
1787224824.046161, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 33, 72773216849458
1787224824.046341, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72773217017208
1787224824.046405, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72773217083125
1787224824.046435, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 72773217107583
1787224824.046753, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72773217428625
1787224824.046916, Self-RAG Monolith (multi-hop), End stage, run, start, 72773217591625
1787224824.046939, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 72773217612000
1787224824.047823, Self-RAG Monolith (multi-hop), End stage, run, end, 72773218500541
1787224824.047890, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 74631554276579175636865148322420084981, 1787224797.770832, 1, 4, 72773218568375
1787224831.965988, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72781136636500
1787224833.080549, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 72782251239208
1787224833.080908, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72782251536125
1787224833.081045, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72782251673041
1787224833.081425, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72782252056375
1787224833.081642, Self-RAG Monolith (multi-hop), End stage, run, start, 72782252272666
1787224833.083197, Self-RAG Monolith (multi-hop), End stage, run, end, 72782253825083
1787224833.083341, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 160031319949073629081859987808777833854, 1787224775.543188, 1, 2, 72782253970750
1787224839.410110, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 132267389182841162661129993337993539803, 1787224839.409562, 1, 5, 72788580793583
1787224839.411027, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 72788581662583
1787224839.415304, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 72788585933541
1787224839.415580, Self-RAG Monolith (multi-hop), Document retriever, run, start, 72788586204541
1787224839.743602, Self-RAG Monolith (multi-hop), Document retriever, run, end, 72788914223166
1787224839.743692, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 72788914300958
1787224839.744002, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 72788914612500
1787224839.744054, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 72788914661625
1787224839.744161, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 72788914768166
1787224844.426982, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72793597608750
1787224845.519104, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 72794689723000
1787224845.519247, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72794689851833
1787224845.519368, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72794689973000
1787224845.519510, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72794690117500
1787224845.519651, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 72794690256625
1787224845.520011, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 72794690618000
1787224845.520092, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 72794690697125
1787224845.520201, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 72794690805958
1787224848.247147, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 54439587053628507370517788583508129681, 1787224848.247044, 1, 6, 72797417782916
1787224848.247675, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 72797418281166
1787224848.248301, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 72797418907166
1787224848.248400, Self-RAG Monolith (multi-hop), Document retriever, run, start, 72797419006333
1787224848.587176, Self-RAG Monolith (multi-hop), Document retriever, run, end, 72797757795625
1787224848.587367, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 72797757977083
1787224848.588066, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 72797758672916
1787224848.588222, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 72797758833875
1787224848.927357, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 72798097977750
1787224849.200543, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 8, 72798371158708
1787224849.200673, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 72798371279041
1787224849.200704, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 72798371313458
1787224849.200806, Self-RAG Monolith (multi-hop), Document retriever, run, start, 72798371411625
1787224849.382066, Self-RAG Monolith (multi-hop), Document retriever, run, end, 72798552685916
1787224849.382212, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 72798552820041
1787224849.382472, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 72798553078875
1787224853.951657, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72803122285750
1787224855.047480, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 72804218140750
1787224855.047906, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72804218537000
1787224855.048137, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 72804218757625
1787224855.048275, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72804218910916
1787224855.048447, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 72804219063708
1787224855.048846, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72804219459541
1787224855.049006, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 72804219623375
1787224855.050488, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 72804221103125
1787224855.050597, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 72804221209708
1787224862.252066, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72811422864041
1787224863.377882, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 72812548521500
1787224863.378195, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72812548824208
1787224863.378257, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 72812548893916
1787224863.378442, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72812549066625
1787224863.379180, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72812549805708
1787224863.379382, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 72812550010125
1787224863.381279, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 72812551905791
1787224866.799816, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 72815970465458
1787224867.262124, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 13, 72816432796041
1787224867.262405, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 72816433040916
1787224867.262599, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 72816433232208
1787224867.262775, Self-RAG Monolith (multi-hop), Document retriever, run, start, 72816433415791
1787224867.262969, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 72816433602291
1787224867.834597, Self-RAG Monolith (multi-hop), Document retriever, run, end, 72817005243250
1787224867.834753, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 72817005389166
1787224867.835420, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 72817006053083
1787224867.835548, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 72817006180375
1787224872.486651, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 72821657328250
1787224872.772536, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 8, 72821943211208
1787224872.772822, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 72821943468583
1787224872.772881, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 72821943532791
1787224872.773246, Self-RAG Monolith (multi-hop), Document retriever, run, start, 72821943915041
1787224873.099706, Self-RAG Monolith (multi-hop), Document retriever, run, end, 72822270392708
1787224873.099937, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 72822270585208
1787224873.100287, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 72822270932708
1787224877.557896, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72826728583125
1787224878.650576, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 72827821245083
1787224878.650718, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72827821373875
1787224878.650839, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 72827821495583
1787224878.650886, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72827821539500
1787224878.650987, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 72827821641958
1787224878.651072, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72827821726208
1787224878.651213, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 72827821867625
1787224878.651620, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 72827822277833
1787224878.651717, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 72827822374416
1787224885.812428, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72834983119250
1787224886.921470, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 72836092186875
1787224886.921949, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72836092634333
1787224886.922036, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 72836092724791
1787224886.922200, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72836092881125
1787224886.923442, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72836094122041
1787224886.923764, Self-RAG Monolith (multi-hop), End stage, run, start, 72836094444000
1787224886.926643, Self-RAG Monolith (multi-hop), End stage, run, end, 72836097321208
1787224886.926767, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 132267389182841162661129993337993539803, 1787224839.409562, 1, 5, 72836097444708
1787224890.359437, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 72839530139625
1787224890.823127, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 13, 72839993862541
1787224890.823552, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 72839994243916
1787224890.823869, Self-RAG Monolith (multi-hop), Document retriever, run, start, 72839994586666
1787224890.879949, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 293109484172905919833558399814835779199, 1787224890.879687, 1, 7, 72840050672000
1787224890.880346, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 72840051034458
1787224890.884093, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 72840054786041
1787224891.173828, Self-RAG Monolith (multi-hop), Document retriever, run, end, 72840344535666
1787224891.173995, Self-RAG Monolith (multi-hop), Document retriever, run, start, 72840344683583
1787224891.174059, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 72840344747083
1787224891.174757, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 72840345444375
1787224891.174872, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 72840345557791
1787224891.175495, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 72840346181666
1787224891.373959, Self-RAG Monolith (multi-hop), Document retriever, run, end, 72840544679833
1787224891.374319, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 72840545012666
1787224891.375355, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 72840546047416
1787224895.922461, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72845093302708
1787224897.017882, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 72846188597375
1787224897.018091, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72846188792958
1787224897.018240, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72846188941625
1787224897.018294, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 72846188991916
1787224897.018545, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72846189244708
1787224897.018650, Self-RAG Monolith (multi-hop), End stage, run, start, 72846189349000
1787224897.018687, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 72846189384541
1787224897.019652, Self-RAG Monolith (multi-hop), End stage, run, end, 72846190353041
1787224897.019700, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 54439587053628507370517788583508129681, 1787224848.247044, 1, 6, 72846190398875
1787224903.139124, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72852309861750
1787224904.449697, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 37, 72853620430708
1787224904.449849, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72853620569541
1787224904.449974, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72853620697791
1787224904.450138, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72853620858833
1787224904.450271, Self-RAG Monolith (multi-hop), End stage, run, start, 72853620992625
1787224904.451168, Self-RAG Monolith (multi-hop), End stage, run, end, 72853621886500
1787224904.451225, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 293109484172905919833558399814835779199, 1787224890.879687, 1, 7, 72853621945333
1787225042.687175, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 115560914267602383348386210630037806418, 1787225042.686720, 1, 8, 72991858341583
1787225042.688191, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 72991859313833
1787225042.692272, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 72991863381416
1787225042.692506, Self-RAG Monolith (multi-hop), Document retriever, run, start, 72991863600791
1787225043.020911, Self-RAG Monolith (multi-hop), Document retriever, run, end, 72992192010958
1787225043.021054, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 72992192144833
1787225043.021610, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 72992192700208
1787225043.021732, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 72992192819000
1787225043.021797, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 72992192884500
1787225048.103261, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 72997274503916
1787225049.198297, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 31, 72998369415750
1787225049.198516, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 72998369619583
1787225049.198698, Self-RAG Monolith (multi-hop), Monolith router, run, start, 72998369804250
1787225049.198947, Self-RAG Monolith (multi-hop), Monolith router, run, end, 72998370050791
1787225049.199132, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 72998370243625
1787225049.201287, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 72998372389625
1787225049.201344, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 72998372449166
1787225049.201446, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 72998372547666
1787225052.603583, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 73001774719166
1787225053.194975, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 17, 73002366101541
1787225053.195122, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 73002366235250
1787225053.195296, Self-RAG Monolith (multi-hop), Document retriever, run, start, 73002366415750
1787225053.451963, Self-RAG Monolith (multi-hop), Document retriever, run, end, 73002623089875
1787225053.452072, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 73002623186833
