1787219581.528694, Self-RAG Monolith 4B (multi-hop), pipeline, prepare, start, 67530700645791
1787219630.543185, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 67579714829708
1787219630.543273, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 67579714916916
1787219633.902885, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 67583074539291
1787219634.361883, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 22, 67583533546708
1787219634.362151, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 67583533782958
1787219634.362257, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 67583533889125
1787219634.362552, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 67583534186875
1787219634.362726, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 67583534362000
1787219634.364147, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 67583535778708
1787219634.364237, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 98821505160029402597837021900337639866, 1787219618.024079, 1, 1, 67583535868708
1787219645.617392, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 224306166980595029842221071969672263655, 1787219645.616934, 1, 2, 67594789089375
1787219645.618281, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 67594789905375
1787219645.620293, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 67594791897125
1787219645.620549, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 67594792153375
1787219645.708390, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 67594880000000
1787219645.708561, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 67594880155458
1787219645.708883, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 67594880474166
1787219645.708993, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 67594880584166
1787219645.709074, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 67594880666833
1787219648.230253, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 67597401857583
1787219648.686297, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 22, 67597857907750
1787219648.686556, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 67597858137916
1787219648.686730, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 67597858316791
1787219648.686953, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 67597858537708
1787219648.687149, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 67597858732875
1787219648.687685, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 67597859268041
1787219648.687797, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 67597859380166
1787219648.687928, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 67597859511000
1787219650.599913, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 67599771504125
1787219650.747416, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 67599919018833
1787219650.747644, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 67599919226000
1787219650.747895, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 67599919475791
1787219650.789972, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 67599961558416
1787219650.790089, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 67599961663875
1787219650.790485, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 67599962061916
1787219650.790655, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 67599962230375
1787219650.790734, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 67599962307625
1787219654.808883, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 67603980460125
1787219655.267150, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 22, 67604438729208
1787219655.267356, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 67604438916000
1787219655.267528, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 67604439091291
1787219655.267721, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 67604439281333
1787219655.267866, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 67604439426333
1787219655.268893, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 67604440453208
1787219655.268952, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 67604440510791
1787219655.269000, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 67604440557541
1787219658.148299, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 67607319878833
1787219658.297022, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 67607468591875
1787219658.297228, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 67607468779208
1787219658.297426, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 67607468982125
1787219658.335906, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 67607507480541
1787219658.336123, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 67607507675916
1787219658.336464, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 67607508013166
1787219658.336606, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 67607508157333
1787219658.336711, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 67607508259791
1787219662.358652, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 67611530200791
1787219662.818819, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 22, 67611990375666
1787219662.819003, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 67611990536791
1787219662.819109, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 67611990642583
1787219662.819392, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 67611990929166
1787219662.819576, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 67611991111333
1787219662.820484, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 67611992017500
1787219662.820573, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 224306166980595029842221071969672263655, 1787219645.616934, 1, 2, 67611992105625
1787219674.894454, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 113132555959965919643724565629972168989, 1787219674.894044, 1, 3, 67624066039208
1787219674.895485, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 67624067011791
1787219674.897155, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 67624068656583
1787219674.897434, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 67624068938833
1787219674.976676, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 67624148179208
1787219674.976760, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 67624148254541
1787219674.977100, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 67624148593291
1787219674.977190, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 67624148680500
1787219674.977291, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 67624148781625
1787219677.980585, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 67627152091916
1787219678.706105, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 35, 67627877613291
1787219678.706339, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 67627877820458
1787219678.706488, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 67627877972000
1787219678.706797, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 67627878280041
1787219678.706980, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 67627878461333
1787219678.708323, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 67627879802250
1787219678.708430, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 113132555959965919643724565629972168989, 1787219674.894044, 1, 3, 67627879909041
1787219728.579935, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 32689305122618386553783411601120503710, 1787219728.579556, 1, 4, 67677751338083
1787219728.580917, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 67677752257125
1787219728.582577, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 67677753909208
1787219728.583030, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 67677754359416
1787219728.651743, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 67677823061125
1787219728.651894, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 67677823204583
1787219728.652161, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 67677823468083
1787219728.652259, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 67677823566083
1787219728.652368, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 67677823673750
1787219730.682365, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 67679853688208
1787219731.180446, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 67680351774750
1787219731.180713, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 67680352013250
1787219731.180826, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 67680352126875
1787219731.181096, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 67680352394000
1787219731.181285, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 67680352585541
1787219731.182582, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 67680353884208
1787219731.182712, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 32689305122618386553783411601120503710, 1787219728.579556, 1, 4, 67680354010875
1787219843.227765, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 299386604943631353000898559170271602550, 1787219843.227388, 1, 5, 67792398776041
1787219843.228662, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 67792399608166
1787219843.230072, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 67792400999125
1787219843.230288, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 67792401210166
1787219843.308558, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 67792479494083
1787219843.308760, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 67792479675333
1787219843.309057, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 67792479971958
1787219843.309164, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 67792480078125
1787219843.309257, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 67792480169333
1787219845.912387, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 67795083306333
1787219846.448449, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 26, 67795619372833
1787219846.448682, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 67795619590291
1787219846.448846, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 67795619753958
1787219846.449085, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 67795619989333
1787219846.449248, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 67795620151666
1787219846.450470, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 67795621376583
1787219846.450612, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 299386604943631353000898559170271602550, 1787219843.227388, 1, 5, 67795621515375
1787219860.595999, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 300543775552272326171384044205834883741, 1787219860.595604, 1, 6, 67809766933666
1787219860.596922, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 67809767799750
1787219860.598498, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 67809769387750
1787219860.598809, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 67809769670000
1787219860.688642, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 67809859506833
1787219860.688811, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 67809859668000
1787219860.689081, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 67809859934375
1787219860.689229, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 67809860086250
1787219860.689316, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 67809860169583
1787219863.364571, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 67812535436041
1787219863.921904, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 27, 67813092768208
1787219863.922101, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 67813092945000
1787219863.922277, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 67813093125541
1787219863.922480, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 67813093326500
1787219863.922634, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 67813093479208
1787219863.924619, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 67813095463875
1787219863.924711, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 300543775552272326171384044205834883741, 1787219860.595604, 1, 6, 67813095556041
1787219909.751762, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 266829901987726880195707464902247303601, 1787219909.751384, 1, 7, 67858922541000
1787219909.752662, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 67858923375958
1787219909.754033, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 67858924729500
1787219909.754256, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 67858924953541
1787219909.805790, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 67858976491708
1787219909.805930, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 67858976615250
1787219909.806254, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 67858976939541
1787219909.806402, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 67858977090875
1787219909.806518, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 67858977204375
1787219913.232680, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 67862403370333
1787219913.814358, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 28, 67862985065916
1787219913.814695, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 67862985367875
1787219913.814814, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 67862985486208
1787219913.815094, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 67862985768375
1787219913.815277, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 67862985950250
1787219913.817439, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 67862988110041
1787219913.817549, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 266829901987726880195707464902247303601, 1787219909.751384, 1, 7, 67862988220625
1787219988.131264, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 226652540811973432154185082946958971366, 1787219988.130904, 1, 8, 67937301741083
1787219988.131963, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 67937302403833
1787219988.133461, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 67937303901000
1787219988.133880, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 67937304316541
1787219988.176757, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 67937347183291
1787219988.176919, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 67937347338666
1787219988.177223, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 67937347639500
1787219988.177374, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 67937347791791
1787219988.177453, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 67937347867416
1787219990.967114, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 67940137540750
1787219991.548075, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 28, 67940718499833
1787219991.548306, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 67940718712875
1787219991.548490, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 67940718900291
1787219991.548688, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 67940719093000
1787219991.548898, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 67940719308250
1787219991.550965, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 67940721369708
1787219991.551051, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 226652540811973432154185082946958971366, 1787219988.130904, 1, 8, 67940721467625
1787219998.260942, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 210503601957184151912254596533268653458, 1787219998.260519, 1, 9, 67947431415708
1787219998.262005, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 67947432477458
1787219998.264352, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 67947434745000
1787219998.264611, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 67947435000541
1787219998.351363, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 67947521756416
1787219998.351464, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 67947521847416
1787219998.351841, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 67947522221708
1787219998.351977, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 67947522357125
1787219998.352044, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 67947522424083
1787220001.191365, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 67950361754708
1787220001.919961, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 35, 67951090362333
1787220001.920226, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 67951090595041
1787220001.920447, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 67951090820541
1787220001.920663, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 67951091032500
1787220001.920843, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 67951091216000
1787220001.921924, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 67951092297750
1787220001.922014, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 210503601957184151912254596533268653458, 1787219998.260519, 1, 9, 67951092383166
1787220187.092263, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 164622123302987563683475078447178946008, 1787220187.091943, 1, 10, 68136262079250
1787220187.092985, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 68136262737875
1787220187.094350, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 68136264101416
1787220187.094573, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 68136264314333
1787220187.149934, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 68136319679416
1787220187.150050, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 68136319782166
1787220187.150441, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 68136320175000
1787220187.150589, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 68136320321375
1787220187.150672, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 68136320403041
1787220190.017583, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 68139187327708
1787220190.472314, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 22, 68139642054166
1787220190.472512, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 68139642233625
1787220190.472680, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 68139642401083
1787220190.472857, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 68139642577458
1787220190.473024, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 68139642745208
1787220190.474425, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 68139644145708
1787220190.474524, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 68139644248541
1787220190.474642, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 68139644361458
1787220191.335611, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 23905340916457515269234049751966404694, 1787220191.335535, 1, 11, 68140505340833
1787220191.335788, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 68140505505291
1787220191.336074, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 68140505791458
1787220191.336164, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 68140505880125
1787220191.427149, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 68140596880791
1787220191.427252, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 68140596971250
1787220191.427706, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 68140597428333
1787220191.427898, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 68140597617458
1787220192.226519, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 68141396252458
1787220192.287271, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 3, 68141456993500
1787220192.287406, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 68141457119458
1787220192.287435, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 68141457149458
1787220192.287508, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 68141457220666
1787220192.480402, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 68141650129083
1787220192.480564, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 68141650280041
1787220192.480800, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 68141650512333
1787220195.554869, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 68144724583166
1787220196.260533, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 34, 68145430269208
1787220196.260789, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 68145430490500
1787220196.260952, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 68145430657458
1787220196.261015, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 68145430721250
1787220196.261188, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 68145430890125
1787220196.261392, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 68145431092833
1787220196.261667, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 68145431370916
1787220196.264449, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 68145434152541
