1787221218.090971, Self-RAG Monolith, pipeline, prepare, start, 9340283929285306
1787221315.453984, Self-RAG Monolith, Monolith router, run, end, 9340381292046288
1787221315.454099, Self-RAG Monolith, End stage, run, start, 9340381292182592
1787221315.454645, Self-RAG Monolith, End stage, run, end, 9340381292713026
1787221315.454892, Self-RAG Monolith, pipeline - val, run, end, 184232422385866626558245817073391071571, 1787221309.798608, 1, 2, 9340381292971587
1787221315.455957, Self-RAG Monolith, Monolith LLM, first_token, start, 9340381294028117
1787221316.002016, Self-RAG Monolith, Monolith LLM, first_token, end, 9340381840240891
1787221316.745336, Self-RAG Monolith, pipeline - val, run, start, 311597390020756816478637371365014799880, 1787221316.744936, 1, 5, 9340382583458044
1787221316.745976, Self-RAG Monolith, Question dataloader, run, start, 9340382584069758
1787221316.746608, Self-RAG Monolith, Question dataloader, run, end, 9340382584678768
1787221316.747169, Self-RAG Monolith, Document retriever, run, start, 9340382585246641
1787221316.779898, Self-RAG Monolith, Document retriever, run, end, 9340382617986139
1787221316.780608, Self-RAG Monolith, Monolith formatter, run, start, 9340382618696717
1787221316.781166, Self-RAG Monolith, Monolith formatter, run, end, 9340382619237838
1787221316.859372, Self-RAG Monolith, pipeline - val, run, start, 77010833080560829777534853770979285500, 1787221316.859205, 1, 6, 9340382697464180
1787221316.859759, Self-RAG Monolith, Question dataloader, run, start, 9340382697845141
1787221316.860283, Self-RAG Monolith, Question dataloader, run, end, 9340382698356135
1787221316.860477, Self-RAG Monolith, Document retriever, run, start, 9340382698556295
1787221316.889924, Self-RAG Monolith, Document retriever, run, end, 9340382728018088
1787221316.890719, Self-RAG Monolith, Monolith formatter, run, start, 9340382728809962
1787221316.891253, Self-RAG Monolith, Monolith formatter, run, end, 9340382729322395
1787221317.420699, Self-RAG Monolith, pipeline - val, run, start, 22033812587677007240087402672714270207, 1787221317.420434, 1, 7, 9340383258790979
1787221317.420976, Self-RAG Monolith, Question dataloader, run, start, 9340383259062820
1787221317.422030, Self-RAG Monolith, Question dataloader, run, end, 9340383260102119
1787221317.422599, Self-RAG Monolith, Document retriever, run, start, 9340383260677001
1787221317.452402, Self-RAG Monolith, Document retriever, run, end, 9340383290490826
1787221317.452801, Self-RAG Monolith, Monolith formatter, run, start, 9340383290888523
1787221317.453381, Self-RAG Monolith, Monolith formatter, run, end, 9340383291449613
1787221318.065188, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9340383903275271
1787221318.065547, Self-RAG Monolith, Monolith LLM, run, end, 9340383903612616
1787221318.065585, Self-RAG Monolith, Monolith LLM, run, start, 9340383903645928
1787221318.065917, Self-RAG Monolith, Monolith router, run, start, 9340383903988889
1787221318.066038, Self-RAG Monolith, Monolith router, run, end, 9340383904100057
1787221318.066693, Self-RAG Monolith, End stage, run, start, 9340383904778763
1787221318.067132, Self-RAG Monolith, End stage, run, end, 9340383905199564
1787221318.067398, Self-RAG Monolith, pipeline - val, run, end, 6845398520189896373049764336987830560, 1787221313.304714, 1, 3, 9340383905477789
1787221318.068501, Self-RAG Monolith, Monolith LLM, first_token, start, 9340383906571872
1787221318.854399, Self-RAG Monolith, Monolith LLM, first_token, end, 9340384692602182
1787221320.046925, Self-RAG Monolith, pipeline - val, run, start, 311401741414006305864409829536301978200, 1787221320.046740, 1, 8, 9340385885028020
1787221320.047320, Self-RAG Monolith, Question dataloader, run, start, 9340385885406293
1787221320.047791, Self-RAG Monolith, Question dataloader, run, end, 9340385885861975
1787221320.048084, Self-RAG Monolith, Document retriever, run, start, 9340385886156007
1787221320.060572, Self-RAG Monolith, Document retriever, run, end, 9340385898651162
1787221320.060988, Self-RAG Monolith, Monolith formatter, run, start, 9340385899080539
1787221320.061571, Self-RAG Monolith, Monolith formatter, run, end, 9340385899643740
1787221320.871687, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 34, 9340386709791701
1787221320.873079, Self-RAG Monolith, Monolith LLM, run, end, 9340386711156409
1787221320.873160, Self-RAG Monolith, Monolith LLM, run, start, 9340386711222665
1787221320.873441, Self-RAG Monolith, Monolith router, run, start, 9340386711511226
1787221320.873548, Self-RAG Monolith, Monolith router, run, end, 9340386711610090
1787221320.874135, Self-RAG Monolith, End stage, run, start, 9340386712223484
1787221320.875001, Self-RAG Monolith, End stage, run, end, 9340386713088750
1787221320.875750, Self-RAG Monolith, pipeline - val, run, end, 98664588164334364714891912076113086690, 1787221314.743818, 1, 4, 9340386713835632
1787221320.876790, Self-RAG Monolith, Monolith LLM, first_token, start, 9340386714868339
1787221321.518576, Self-RAG Monolith, Monolith LLM, first_token, end, 9340387356676735
1787221323.530340, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9340389368427649
1787221323.531560, Self-RAG Monolith, Monolith LLM, run, end, 9340389369635316
1787221323.540837, Self-RAG Monolith, Monolith LLM, run, start, 9340389378939181
1787221323.532001, Self-RAG Monolith, Monolith router, run, start, 9340389370078757
1787221323.541498, Self-RAG Monolith, Monolith router, run, end, 9340389379568591
1787221323.541900, Self-RAG Monolith, End stage, run, start, 9340389379986672
1787221323.542741, Self-RAG Monolith, End stage, run, end, 9340389380827619
1787221323.544156, Self-RAG Monolith, Monolith LLM, first_token, start, 9340389382231350
1787221323.544239, Self-RAG Monolith, pipeline - val, run, end, 311597390020756816478637371365014799880, 1787221316.744936, 1, 5, 9340389382320631
1787221324.183407, Self-RAG Monolith, Monolith LLM, first_token, end, 9340390021514540
1787221326.225659, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9340392063748563
1787221326.227093, Self-RAG Monolith, Monolith LLM, run, end, 9340392065167447
1787221326.227172, Self-RAG Monolith, Monolith LLM, run, start, 9340392065234983
1787221326.227466, Self-RAG Monolith, Monolith router, run, start, 9340392065545240
1787221326.227603, Self-RAG Monolith, Monolith router, run, end, 9340392065664264
1787221326.227993, Self-RAG Monolith, End stage, run, start, 9340392066082073
1787221326.228609, Self-RAG Monolith, End stage, run, end, 9340392066684059
1787221326.228755, Self-RAG Monolith, pipeline - val, run, end, 77010833080560829777534853770979285500, 1787221316.859205, 1, 6, 9340392066837755
1787221326.229887, Self-RAG Monolith, Monolith LLM, first_token, start, 9340392067962542
1787221326.834937, Self-RAG Monolith, Monolith LLM, first_token, end, 9340392673043447
1787221328.750009, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 34, 9340394588095507
1787221328.750700, Self-RAG Monolith, Monolith LLM, run, end, 9340394588766933
1787221328.750742, Self-RAG Monolith, Monolith LLM, run, start, 9340394588805045
1787221328.751125, Self-RAG Monolith, Monolith router, run, start, 9340394589196086
1787221328.751396, Self-RAG Monolith, Monolith router, run, end, 9340394589467286
1787221328.751956, Self-RAG Monolith, End stage, run, start, 9340394590045272
1787221328.752353, Self-RAG Monolith, End stage, run, end, 9340394590424217
1787221328.752482, Self-RAG Monolith, pipeline - val, run, end, 22033812587677007240087402672714270207, 1787221317.420434, 1, 7, 9340394590566746
1787221328.753961, Self-RAG Monolith, Monolith LLM, first_token, start, 9340394592038110
1787221329.438666, Self-RAG Monolith, Monolith LLM, first_token, end, 9340395276771824
1787221329.757430, Self-RAG Monolith, pipeline - val, run, start, 11573233215149344887516321813385737696, 1787221329.757020, 1, 9, 9340395595549257
1787221329.757910, Self-RAG Monolith, Question dataloader, run, start, 9340395596022827
1787221329.759097, Self-RAG Monolith, Question dataloader, run, end, 9340395597189838
1787221329.759434, Self-RAG Monolith, Document retriever, run, start, 9340395597516655
1787221329.772491, Self-RAG Monolith, Document retriever, run, end, 9340395610577555
1787221329.773830, Self-RAG Monolith, Monolith formatter, run, start, 9340395611927334
1787221329.774395, Self-RAG Monolith, Monolith formatter, run, end, 9340395612464712
1787221331.472603, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9340397310709635
1787221331.474002, Self-RAG Monolith, Monolith LLM, run, end, 9340397312076822
1787221331.474078, Self-RAG Monolith, Monolith LLM, run, start, 9340397312140887
1787221331.474357, Self-RAG Monolith, Monolith router, run, start, 9340397312427399
1787221331.474455, Self-RAG Monolith, Monolith router, run, end, 9340397312516040
1787221331.475004, Self-RAG Monolith, End stage, run, start, 9340397313092537
1787221331.475616, Self-RAG Monolith, End stage, run, end, 9340397313689547
1787221331.475730, Self-RAG Monolith, pipeline - val, run, end, 311401741414006305864409829536301978200, 1787221320.046740, 1, 8, 9340397313807819
1787221331.477303, Self-RAG Monolith, Monolith LLM, first_token, start, 9340397315381583
1787221332.354959, Self-RAG Monolith, Monolith LLM, first_token, end, 9340398193061859
1787221332.517972, Self-RAG Monolith, pipeline - val, run, start, 174160127158498897701913352045699982921, 1787221332.516609, 1, 10, 9340398356068610
1787221332.518444, Self-RAG Monolith, Question dataloader, run, start, 9340398356533459
1787221332.518990, Self-RAG Monolith, Question dataloader, run, end, 9340398357061973
1787221332.519279, Self-RAG Monolith, Document retriever, run, start, 9340398357351957
1787221332.532104, Self-RAG Monolith, Document retriever, run, end, 9340398370176569
1787221332.532848, Self-RAG Monolith, Monolith formatter, run, start, 9340398370943003
1787221332.533615, Self-RAG Monolith, Monolith formatter, run, end, 9340398371691869
1787221332.859991, Self-RAG Monolith, pipeline - val, run, start, 135922877593410231422961994491899752779, 1787221332.859595, 1, 11, 9340398698084779
1787221332.860510, Self-RAG Monolith, Question dataloader, run, start, 9340398698595436
1787221332.860969, Self-RAG Monolith, Question dataloader, run, end, 9340398699041774
1787221332.861110, Self-RAG Monolith, Document retriever, run, start, 9340398699182958
1787221332.872290, Self-RAG Monolith, Document retriever, run, end, 9340398710367165
1787221332.872570, Self-RAG Monolith, Monolith formatter, run, start, 9340398710672077
1787221332.873508, Self-RAG Monolith, Monolith formatter, run, end, 9340398711578352
1787221334.263543, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 32, 9340400101632000
1787221334.267519, Self-RAG Monolith, Monolith LLM, run, end, 9340400105600075
1787221334.267598, Self-RAG Monolith, Monolith LLM, run, start, 9340400105659595
1787221334.268159, Self-RAG Monolith, Monolith router, run, start, 9340400106229869
1787221334.268259, Self-RAG Monolith, Monolith router, run, end, 9340400106320461
1787221334.269644, Self-RAG Monolith, End stage, run, start, 9340400107730257
1787221334.270545, Self-RAG Monolith, End stage, run, end, 9340400108631651
1787221334.271174, Self-RAG Monolith, pipeline - val, run, end, 11573233215149344887516321813385737696, 1787221329.757020, 1, 9, 9340400109262229
1787221334.271389, Self-RAG Monolith, Monolith LLM, first_token, start, 9340400109466262
1787221334.722399, Self-RAG Monolith, pipeline - val, run, start, 188875944285195173748830691186242137109, 1787221334.721647, 1, 12, 9340400560498057
1787221334.722936, Self-RAG Monolith, Question dataloader, run, start, 9340400561050219
1787221334.723573, Self-RAG Monolith, Question dataloader, run, end, 9340400561644764
1787221334.723856, Self-RAG Monolith, Document retriever, run, start, 9340400561947549
1787221334.751106, Self-RAG Monolith, Document retriever, run, end, 9340400589207464
1787221334.751685, Self-RAG Monolith, Monolith formatter, run, start, 9340400589795290
1787221334.752272, Self-RAG Monolith, Monolith formatter, run, end, 9340400590342715
1787221334.826573, Self-RAG Monolith, Monolith LLM, first_token, end, 9340400664670775
1787221336.743092, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 33, 9340402581177322
1787221336.743717, Self-RAG Monolith, Monolith LLM, run, end, 9340402581795036
1787221336.743791, Self-RAG Monolith, Monolith LLM, run, start, 9340402581853596
1787221336.744027, Self-RAG Monolith, Monolith router, run, start, 9340402582106749
1787221336.744618, Self-RAG Monolith, Monolith router, run, end, 9340402582692366
1787221336.744776, Self-RAG Monolith, End stage, run, start, 9340402582861903
1787221336.745284, Self-RAG Monolith, End stage, run, end, 9340402583362128
1787221336.745410, Self-RAG Monolith, pipeline - val, run, end, 174160127158498897701913352045699982921, 1787221332.516609, 1, 10, 9340402583487169
1787221336.746444, Self-RAG Monolith, Monolith LLM, first_token, start, 9340402584522243
1787221337.304744, Self-RAG Monolith, Monolith LLM, first_token, end, 9340403142875965
1787221339.346966, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9340405185050427
1787221339.347620, Self-RAG Monolith, Monolith LLM, run, end, 9340405185684988
1787221339.347660, Self-RAG Monolith, Monolith LLM, run, start, 9340405185722156
1787221339.347854, Self-RAG Monolith, Monolith router, run, start, 9340405185925389
1787221339.348090, Self-RAG Monolith, Monolith router, run, end, 9340405186161534
1787221339.348291, Self-RAG Monolith, End stage, run, start, 9340405186378846
1787221339.350789, Self-RAG Monolith, Monolith LLM, first_token, start, 9340405188857813
1787221339.360027, Self-RAG Monolith, End stage, run, end, 9340405198116446
1787221339.360133, Self-RAG Monolith, pipeline - val, run, end, 135922877593410231422961994491899752779, 1787221332.859595, 1, 11, 9340405198216367
1787221340.147710, Self-RAG Monolith, Monolith LLM, first_token, end, 9340405985848749
1787221341.916616, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 32, 9340407754704927
1787221341.917367, Self-RAG Monolith, Monolith LLM, run, end, 9340407755441297
1787221341.918000, Self-RAG Monolith, Monolith router, run, start, 9340407756078946
1787221341.918151, Self-RAG Monolith, Monolith router, run, end, 9340407756213459
1787221341.919432, Self-RAG Monolith, End stage, run, start, 9340407757527750
1787221341.920010, Self-RAG Monolith, End stage, run, end, 9340407758084088
1787221341.920122, Self-RAG Monolith, pipeline - val, run, end, 188875944285195173748830691186242137109, 1787221334.721647, 1, 12, 9340407758197672
1787221346.922798, Self-RAG Monolith, pipeline - val, run, start, 49144276696445512407994525476798266603, 1787221346.922306, 1, 13, 9340412760906206
1787221346.923501, Self-RAG Monolith, Question dataloader, run, start, 9340412761621248
1787221346.924993, Self-RAG Monolith, Question dataloader, run, end, 9340412763082132
1787221346.926073, Self-RAG Monolith, Document retriever, run, start, 9340412764148103
1787221346.945131, Self-RAG Monolith, Document retriever, run, end, 9340412783208444
1787221346.945563, Self-RAG Monolith, Monolith formatter, run, start, 9340412783649357
1787221346.946107, Self-RAG Monolith, Monolith formatter, run, end, 9340412784178078
1787221346.946755, Self-RAG Monolith, Monolith LLM, run, start, 9340412784829056
1787221346.949817, Self-RAG Monolith, Monolith LLM, first_token, start, 9340412787896472
1787221347.640985, Self-RAG Monolith, Monolith LLM, first_token, end, 9340413479123472
1787221349.646636, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 34, 9340415484724622
1787221349.647662, Self-RAG Monolith, Monolith LLM, run, end, 9340415485736481
1787221349.647833, Self-RAG Monolith, Monolith router, run, start, 9340415485911809
1787221349.647994, Self-RAG Monolith, Monolith router, run, end, 9340415486056850
1787221349.648679, Self-RAG Monolith, End stage, run, start, 9340415486787812
1787221349.657571, Self-RAG Monolith, End stage, run, end, 9340415495653068
1787221349.657975, Self-RAG Monolith, pipeline - val, run, end, 49144276696445512407994525476798266603, 1787221346.922306, 1, 13, 9340415496047501
1787221350.898644, Self-RAG Monolith, pipeline - val, run, start, 142840918509631759193036019883172438082, 1787221350.898285, 1, 14, 9340416736735481
1787221350.899150, Self-RAG Monolith, Question dataloader, run, start, 9340416737236731
1787221350.899553, Self-RAG Monolith, Question dataloader, run, end, 9340416737622764
1787221350.900079, Self-RAG Monolith, Document retriever, run, start, 9340416738164781
1787221350.923077, Self-RAG Monolith, Document retriever, run, end, 9340416761166236
1787221350.923868, Self-RAG Monolith, Monolith formatter, run, start, 9340416761955246
1787221350.924544, Self-RAG Monolith, Monolith formatter, run, end, 9340416762619984
1787221350.924709, Self-RAG Monolith, Monolith LLM, run, start, 9340416762784369
1787221350.927524, Self-RAG Monolith, Monolith LLM, first_token, start, 9340416765591096
1787221351.636363, Self-RAG Monolith, Monolith LLM, first_token, end, 9340417474479985
1787221354.024752, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 40, 9340419862857755
1787221354.025262, Self-RAG Monolith, Monolith LLM, run, end, 9340419863328156
1787221354.025375, Self-RAG Monolith, Monolith router, run, start, 9340419863449453
1787221354.025492, Self-RAG Monolith, Monolith router, run, end, 9340419863554973
1787221354.026255, Self-RAG Monolith, End stage, run, start, 9340419864343135
1787221354.026778, Self-RAG Monolith, End stage, run, end, 9340419864851889
1787221354.027121, Self-RAG Monolith, pipeline - val, run, end, 142840918509631759193036019883172438082, 1787221350.898285, 1, 14, 9340419865190769
1787221357.633724, Self-RAG Monolith, pipeline - val, run, start, 150548945956709054238085244562551639548, 1787221357.633249, 1, 15, 9340423471839566
1787221357.634439, Self-RAG Monolith, Question dataloader, run, start, 9340423472550656
1787221357.635100, Self-RAG Monolith, Question dataloader, run, end, 9340423473169890
1787221357.635223, Self-RAG Monolith, Document retriever, run, start, 9340423473296738
1787221357.658180, Self-RAG Monolith, Document retriever, run, end, 9340423496265873
1787221357.658615, Self-RAG Monolith, Monolith formatter, run, start, 9340423496706146
1787221357.659137, Self-RAG Monolith, Monolith formatter, run, end, 9340423497206548
1787221357.659255, Self-RAG Monolith, Monolith LLM, run, start, 9340423497329060
1787221357.661578, Self-RAG Monolith, Monolith LLM, first_token, start, 9340423499653386
1787221358.157208, Self-RAG Monolith, Monolith LLM, first_token, end, 9340423995363579
1787221360.270099, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9340426108188836
1787221360.270726, Self-RAG Monolith, Monolith LLM, run, end, 9340426108800198
1787221360.271096, Self-RAG Monolith, Monolith router, run, start, 9340426109183431
1787221360.271261, Self-RAG Monolith, Monolith router, run, end, 9340426109323319
1787221360.271479, Self-RAG Monolith, End stage, run, start, 9340426109567032
1787221360.272034, Self-RAG Monolith, End stage, run, end, 9340426110108218
1787221360.272279, Self-RAG Monolith, pipeline - val, run, end, 150548945956709054238085244562551639548, 1787221357.633249, 1, 15, 9340426110354458
1787221361.385002, Self-RAG Monolith, pipeline - val, run, start, 152849268786919292336912645302410694442, 1787221361.384796, 1, 16, 9340427223091866
1787221361.385746, Self-RAG Monolith, Question dataloader, run, start, 9340427223862237
1787221361.386257, Self-RAG Monolith, Question dataloader, run, end, 9340427224327502
1787221361.386986, Self-RAG Monolith, Document retriever, run, start, 9340427225066656
1787221361.396030, Self-RAG Monolith, Document retriever, run, end, 9340427234112281
1787221361.396379, Self-RAG Monolith, Monolith formatter, run, start, 9340427234472186
1787221361.396896, Self-RAG Monolith, Monolith formatter, run, end, 9340427234965499
1787221361.397217, Self-RAG Monolith, Monolith LLM, run, start, 9340427235286156
1787221361.400501, Self-RAG Monolith, Monolith LLM, first_token, start, 9340427238573909
1787221361.408732, Self-RAG Monolith, pipeline - val, run, start, 157091767446875573120420918695634491175, 1787221361.408498, 1, 17, 9340427246807163
1787221361.409155, Self-RAG Monolith, Question dataloader, run, start, 9340427247248173
1787221361.410036, Self-RAG Monolith, Question dataloader, run, end, 9340427248106959
1787221361.410304, Self-RAG Monolith, Document retriever, run, start, 9340427248375744
1787221361.426340, Self-RAG Monolith, Document retriever, run, end, 9340427264409692
1787221361.426564, Self-RAG Monolith, Monolith formatter, run, start, 9340427264643052
1787221361.426973, Self-RAG Monolith, Monolith formatter, run, end, 9340427265041821
1787221362.282658, Self-RAG Monolith, Monolith LLM, first_token, end, 9340428120883692
1787221364.173563, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 32, 9340430011652133
1787221364.174053, Self-RAG Monolith, Monolith LLM, run, end, 9340430012117366
1787221364.174093, Self-RAG Monolith, Monolith LLM, run, start, 9340430012153974
1787221364.174339, Self-RAG Monolith, Monolith router, run, start, 9340430012408951
1787221364.174438, Self-RAG Monolith, Monolith router, run, end, 9340430012499863
1787221364.175095, Self-RAG Monolith, End stage, run, start, 9340430013178537
1787221364.175801, Self-RAG Monolith, End stage, run, end, 9340430013877547
1787221364.176908, Self-RAG Monolith, pipeline - val, run, end, 152849268786919292336912645302410694442, 1787221361.384796, 1, 16, 9340430014985022
1787221364.177225, Self-RAG Monolith, Monolith LLM, first_token, start, 9340430015302575
1787221364.209916, Self-RAG Monolith, pipeline - val, run, start, 18678192931635955164655519410821912033, 1787221364.209599, 1, 18, 9340430048023465
1787221364.210203, Self-RAG Monolith, Question dataloader, run, start, 9340430048285642
1787221364.210602, Self-RAG Monolith, Question dataloader, run, end, 9340430048672171
1787221364.210813, Self-RAG Monolith, Document retriever, run, start, 9340430048889052
1787221364.258828, Self-RAG Monolith, Document retriever, run, end, 9340430096991216
1787221364.260104, Self-RAG Monolith, Monolith formatter, run, start, 9340430098203043
1787221364.261367, Self-RAG Monolith, Monolith formatter, run, end, 9340430099449782
1787221364.957813, Self-RAG Monolith, Monolith LLM, first_token, end, 9340430795927968
1787221367.019569, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 9340432857660767
1787221367.019957, Self-RAG Monolith, Monolith LLM, run, end, 9340432858021280
1787221367.019998, Self-RAG Monolith, Monolith LLM, run, start, 9340432858059216
1787221367.020316, Self-RAG Monolith, Monolith router, run, start, 9340432858386129
1787221367.020416, Self-RAG Monolith, Monolith router, run, end, 9340432858477522
1787221367.021246, Self-RAG Monolith, End stage, run, start, 9340432859352772
1787221367.022814, Self-RAG Monolith, Monolith LLM, first_token, start, 9340432860883064
1787221367.024032, Self-RAG Monolith, End stage, run, end, 9340432862115452
1787221367.024128, Self-RAG Monolith, pipeline - val, run, end, 157091767446875573120420918695634491175, 1787221361.408498, 1, 17, 9340432862201916
1787221367.561704, Self-RAG Monolith, Monolith LLM, first_token, end, 9340433399869473
1787221368.558450, Self-RAG Monolith, pipeline - val, run, start, 252916899876482175786303373534093523354, 1787221368.557934, 1, 19, 9340434396541876
1787221368.559080, Self-RAG Monolith, Question dataloader, run, start, 9340434397166613
1787221368.559576, Self-RAG Monolith, Question dataloader, run, end, 9340434397645911
1787221368.559861, Self-RAG Monolith, Document retriever, run, start, 9340434397936776
1787221368.589871, Self-RAG Monolith, Document retriever, run, end, 9340434427953706
1787221368.590347, Self-RAG Monolith, Monolith formatter, run, start, 9340434428435643
1787221368.591033, Self-RAG Monolith, Monolith formatter, run, end, 9340434429103949
1787221370.180289, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 44, 9340436018401165
1787221370.181100, Self-RAG Monolith, Monolith LLM, run, end, 9340436019164911
1787221370.181140, Self-RAG Monolith, Monolith LLM, run, start, 9340436019202735
1787221370.181372, Self-RAG Monolith, Monolith router, run, start, 9340436019442383
1787221370.181468, Self-RAG Monolith, Monolith router, run, end, 9340436019529552
1787221370.182480, Self-RAG Monolith, End stage, run, start, 9340436020563330
1787221370.182968, Self-RAG Monolith, End stage, run, end, 9340436021039908
1787221370.184791, Self-RAG Monolith, pipeline - val, run, end, 18678192931635955164655519410821912033, 1787221364.209599, 1, 18, 9340436022880089
1787221370.185309, Self-RAG Monolith, Monolith LLM, first_token, start, 9340436023430522
1787221370.896429, Self-RAG Monolith, Monolith LLM, first_token, end, 9340436734609325
1787221372.766739, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 32, 9340438604826290
1787221372.767102, Self-RAG Monolith, Monolith LLM, run, end, 9340438605169395
