1787216478.225523, Self-RAG Decomposed-Shared (multi-hop), pipeline, prepare, start, 9335544064014098
1787216550.515126, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9335616353204208
1787216551.172105, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9335617010200055
1787216551.332639, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9335617170729699
1787216551.333004, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9335617171068996
1787216551.333597, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9335617171692742
1787216551.344137, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9335617182226018
1787216551.344454, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9335617182530259
1787216551.346250, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9335617184337560
1787216551.346517, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9335617184599817
1787216551.349849, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9335617187929010
1787216551.729810, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9335617567932892
1787216552.025918, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 7, 9335617864014174
1787216552.026342, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9335617864407519
1787216552.026624, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9335617864704448
1787216552.037557, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9335617875630798
1787216552.037878, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9335617875974943
1787216552.038661, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9335617876734097
1787216552.038854, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9335617876931154
1787216552.041803, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9335617879871322
1787216552.520817, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9335618358910934
1787216552.689523, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9335618527605448
1787216552.689845, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9335618527908505
1787216552.690193, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9335618528280986
1787216552.690501, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9335618528570827
1787216552.690811, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9335618528886620
1787216552.691711, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9335618529784222
1787216552.691916, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9335618529993599
1787216552.694512, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9335618532584374
1787216553.111494, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9335618949591206
1787216553.405072, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 7, 9335619243185362
1787216553.405413, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9335619243477330
1787216553.405990, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9335619244080532
1787216553.415114, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9335619253188461
1787216553.415399, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9335619253491198
1787216553.416266, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9335619254344352
1787216553.416646, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9335619254720705
1787216553.418769, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9335619256836359
1787216553.898585, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9335619736704085
1787216554.049415, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9335619887501461
1787216554.050782, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9335619888865081
1787216554.051723, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9335619889814460
1787216554.052017, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9335619890084797
1787216554.052154, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 9335619890229229
1787216554.052781, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 9335619890853631
1787216554.052902, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 302511737295446830479948439158215478882, 1787216550.416462, 1, 1, 9335619890977199
1787216556.090640, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 201688127809612099534829704944275370050, 1787216556.090096, 1, 2, 9335621928733758
1787216556.091022, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 9335621929092063
1787216556.091378, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 9335621929440976
1787216556.091938, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9335621930060353
1787216556.101606, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9335621939677964
1787216556.101895, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9335621939989997
1787216556.102610, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9335621940681919
1787216556.102735, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9335621940811087
1787216556.104879, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9335621942953477
1787216556.445053, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9335622283157809
1787216556.586839, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9335622424924121
1787216556.587123, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9335622425188041
1787216556.587303, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9335622425394554
1787216556.587564, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9335622425632683
1787216556.587682, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9335622425759035
1787216556.588306, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9335622426376877
1787216556.588399, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9335622426464653
1787216556.591237, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9335622429340517
1787216556.925395, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9335622763543664
1787216557.347980, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 9, 9335623186065696
1787216557.348261, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9335623186325249
1787216557.349267, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9335623187352963
1787216557.361418, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9335623199495941
1787216557.361774, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9335623199867350
1787216557.362761, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9335623200838761
1787216557.363017, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9335623201091961
1787216557.366042, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9335623204120082
1787216557.952475, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9335623790619270
1787216558.097419, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9335623935504967
1787216558.098275, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9335623936351369
1787216558.099280, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9335623937369196
1787216558.099606, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9335623937674061
1787216558.099719, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9335623937794509
1787216558.100645, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9335623938718416
1787216558.100852, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9335623938932048
1787216558.103237, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9335623941301063
1787216558.578470, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9335624416589992
1787216558.905544, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 9, 9335624743629727
1787216558.906915, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9335624744997187
1787216558.907102, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9335624745186452
1787216558.917305, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9335624755373456
1787216558.917624, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9335624755715617
1787216558.918582, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9335624756659331
1787216558.918686, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9335624756759236
1787216558.921666, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9335624759739500
1787216559.507090, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9335625345189997
1787216559.662984, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9335625501067308
1787216559.664304, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9335625502386864
1787216559.665255, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9335625503345714
1787216559.665576, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9335625503645187
1787216559.666194, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 9335625504268117
1787216559.666570, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 9335625504640774
1787216559.666934, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 201688127809612099534829704944275370050, 1787216556.090096, 1, 2, 9335625505024647
1787216568.635123, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 186374621040509808598642928056124983069, 1787216568.634495, 1, 3, 9335634473216179
1787216568.635487, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 9335634473557540
1787216568.635832, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 9335634473894213
1787216568.636439, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9335634474538471
1787216568.652207, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9335634490288419
1787216568.652570, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9335634490663700
1787216568.653346, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9335634491417750
1787216568.653512, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9335634491578550
1787216568.655891, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9335634493956525
1787216569.056614, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9335634894873008
1787216569.209940, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9335635048026391
1787216569.210299, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9335635048362952
1787216569.210576, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9335635048665193
1787216569.210923, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9335635048993914
1787216569.211048, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 9335635049122314
1787216569.211703, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 9335635049774684
1787216569.211821, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 9335635049896221
1787216569.216078, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 9335635054154776
1787216569.655082, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 9335635493206118
1787216569.908673, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 6, 9335635746756306
1787216569.909780, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 9335635747857685
1787216569.910013, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 9335635748101846
1787216569.910707, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 9335635748780680
1787216569.910830, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 9335635748910152
1787216569.914908, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 9335635752991747
1787216570.339292, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, end, 9335636177452472
1787216570.501208, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_generated_tokens, 4, 9335636339315800
1787216570.501565, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, end, 9335636339630696
1787216570.502138, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, start, 9335636340221898
1787216570.502486, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, end, 9335636340557291
1787216570.502745, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 9335636340820220
1787216570.503096, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 9335636341167469
1787216570.503525, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 186374621040509808598642928056124983069, 1787216568.634495, 1, 3, 9335636341608926
1787216571.944291, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 268045599308927733408346514637632263662, 1787216571.943832, 1, 4, 9335637782384538
1787216571.944631, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 9335637782702058
1787216571.944976, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 9335637783038395
1787216571.945578, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9335637783685309
1787216571.959908, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9335637797990053
1787216571.960280, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9335637798373750
1787216571.961153, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9335637799235672
1787216571.961264, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9335637799331672
1787216571.962960, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9335637801024749
1787216572.232142, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9335638070308245
1787216572.381910, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9335638219996323
1787216572.382198, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9335638220263219
1787216572.382934, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9335638221040085
1787216572.383515, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9335638221588359
1787216572.383643, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 9335638221718551
1787216572.384293, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 9335638222365609
1787216572.384607, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 9335638222677418
1787216572.386438, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 9335638224510815
1787216572.664963, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 9335638503094289
1787216572.823605, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 4, 9335638661690407
1787216572.823901, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 9335638661966168
1787216572.824669, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 9335638662762794
1787216572.825279, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 9335638663350156
1787216572.825474, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 9335638663545004
1787216572.827042, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 9335638665107216
1787216573.098722, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, end, 9335638936897839
1787216573.261387, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_generated_tokens, 4, 9335639099470929
1787216573.262628, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, end, 9335639100702692
1787216573.263081, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, start, 9335639101168725
1787216573.263387, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, end, 9335639101458262
1787216573.263571, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 9335639101652982
1787216573.264118, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 9335639102197640
1787216573.264645, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 268045599308927733408346514637632263662, 1787216571.943832, 1, 4, 9335639102734233
1787216589.980073, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 41185801988791500162113198874241393722, 1787216589.979362, 1, 5, 9335655818166984
1787216589.980425, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 9335655818496361
1787216589.980774, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 9335655818837370
1787216589.981354, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9335655819455163
1787216589.998459, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9335655836539835
1787216589.998732, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9335655836827435
1787216589.999487, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9335655837559581
1787216589.999660, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9335655837737966
1787216590.001719, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9335655839789796
1787216590.379067, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9335656217288166
1787216590.533184, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9335656371268992
1787216590.534075, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9335656372150818
1787216590.534534, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9335656372624451
1787216590.534918, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9335656372994644
1787216590.535135, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9335656373215157
1787216590.535782, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9335656373853991
1787216590.536375, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9335656374479977
1787216590.538839, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9335656376924879
1787216590.555142, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 194066255842790805136415195279122367535, 1787216590.553987, 1, 6, 9335656393258748
1787216590.555719, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 9335656393790606
1787216590.556240, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 9335656394303071
1787216590.556834, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9335656394936769
1787216590.573636, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9335656411712367
1787216590.573868, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9335656411956144
1787216590.574623, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9335656412692578
1787216590.574896, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9335656412965011
1787216590.878007, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9335656716145768
1787216591.314228, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 11, 9335657152314381
1787216591.314364, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9335657152457997
1787216591.315233, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9335657153298831
1787216591.315592, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9335657153671824
1787216591.342500, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9335657180584075
1787216591.342869, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9335657180957948
1787216591.343990, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 9335657182069951
1787216591.694034, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9335657532149446
1787216591.840822, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9335657678906092
1787216591.841464, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9335657679529853
1787216591.841508, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 9335657679568622
1787216591.842065, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9335657680141695
1787216591.842259, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9335657680327280
1787216591.842407, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 9335657680484352
1787216591.843348, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 9335657681426163
1787216591.844538, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 9335657682613926
1787216591.844596, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 9335657682665910
1787216592.375558, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 9335658213706753
1787216592.523939, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 4, 9335658362030907
1787216592.524594, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 9335658362687005
1787216592.525674, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 9335658363747200
1787216592.525824, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 9335658363907264
1787216592.526282, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 9335658364361425
1787216592.526525, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 9335658364604546
1787216592.527846, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 9335658365922694
1787216592.528207, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 9335658366294551
1787216592.899982, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 9335658738223290
1787216593.215381, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 7, 9335659053467904
1787216593.215685, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 9335659053776481
1787216593.216583, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 9335659054667812
1787216593.217234, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 9335659055350534
1787216593.218156, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 9335659056225384
1787216593.218263, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 9335659056332104
1787216593.679884, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 9335659518008356
1787216594.215592, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 11, 9335660053701243
1787216594.215827, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 9335660053920076
1787216594.216739, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 9335660054819326
1787216594.216858, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 9335660054928559
1787216594.234261, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 9335660072342238
1787216594.234727, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 9335660072814096
