1787212845.683914, Self-RAG Decomposed, pipeline, prepare, start, 9331911522215300
1787213004.971629, Self-RAG Decomposed, pipeline - val, run, end, 49697777238495099199844172323709092291, 1787213002.507644, 1, 2, 9332070809709887
1787213006.302456, Self-RAG Decomposed, pipeline - val, run, start, 246096706101024965059525623424316973938, 1787213006.302037, 1, 3, 9332072140551072
1787213006.302804, Self-RAG Decomposed, Question dataloader, run, start, 9332072140875554
1787213006.303064, Self-RAG Decomposed, Question dataloader, run, end, 9332072141126291
1787213006.303645, Self-RAG Decomposed, Document retriever, run, start, 9332072141752567
1787213006.316560, Self-RAG Decomposed, Document retriever, run, end, 9332072154644254
1787213006.317013, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9332072155109249
1787213006.317687, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9332072155757637
1787213006.317788, Self-RAG Decomposed, Grader LLM, run, start, 9332072155858533
1787213006.320050, Self-RAG Decomposed, Grader LLM, first_token, start, 9332072158114226
1787213006.658462, Self-RAG Decomposed, Grader LLM, first_token, end, 9332072496610664
1787213006.814905, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9332072652992892
1787213006.815207, Self-RAG Decomposed, Grader LLM, run, end, 9332072653272142
1787213006.815412, Self-RAG Decomposed, Grade router, run, start, 9332072653498495
1787213006.816176, Self-RAG Decomposed, Grade router, run, end, 9332072654253491
1787213006.816310, Self-RAG Decomposed, Query rewrite formatter, run, start, 9332072654387284
1787213006.817174, Self-RAG Decomposed, Query rewrite formatter, run, end, 9332072655249209
1787213006.817285, Self-RAG Decomposed, Query rewrite LLM, run, start, 9332072655360937
1787213006.820525, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 9332072658602667
1787213007.184403, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 9332073022511758
1787213007.659512, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 12, 9332073497595256
1787213007.660085, Self-RAG Decomposed, Query rewrite LLM, run, end, 9332073498148379
1787213007.660303, Self-RAG Decomposed, Document retriever, run, start, 9332073498375068
1787213007.670386, Self-RAG Decomposed, Document retriever, run, end, 9332073508462452
1787213007.670600, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9332073508690469
1787213007.671407, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9332073509478762
1787213007.671604, Self-RAG Decomposed, Grader LLM, run, start, 9332073509678555
1787213007.673997, Self-RAG Decomposed, Grader LLM, first_token, start, 9332073512063576
1787213008.137592, Self-RAG Decomposed, Grader LLM, first_token, end, 9332073975708130
1787213008.290214, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9332074128299487
1787213008.290786, Self-RAG Decomposed, Grader LLM, run, end, 9332074128861698
1787213008.290900, Self-RAG Decomposed, Grade router, run, start, 9332074128988723
1787213008.291608, Self-RAG Decomposed, Grade router, run, end, 9332074129678679
1787213008.292151, Self-RAG Decomposed, Query rewrite formatter, run, start, 9332074130228490
1787213008.292900, Self-RAG Decomposed, Query rewrite formatter, run, end, 9332074130975166
1787213008.293472, Self-RAG Decomposed, Query rewrite LLM, run, start, 9332074131580017
1787213008.296172, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 9332074134258400
1787213008.706971, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 9332074545070724
1787213009.293850, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 12, 9332075131935685
1787213009.294759, Self-RAG Decomposed, Query rewrite LLM, run, end, 9332075132824538
1787213009.294979, Self-RAG Decomposed, Document retriever, run, start, 9332075133058795
1787213009.303078, Self-RAG Decomposed, Document retriever, run, end, 9332075141145768
1787213009.303416, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9332075141504058
1787213009.304179, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9332075142248894
1787213009.304243, Self-RAG Decomposed, Grader LLM, run, start, 9332075142314206
1787213009.306510, Self-RAG Decomposed, Grader LLM, first_token, start, 9332075144575179
1787213009.772129, Self-RAG Decomposed, Grader LLM, first_token, end, 9332075610221835
1787213009.937030, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9332075775113899
1787213009.937964, Self-RAG Decomposed, Grader LLM, run, end, 9332075776043537
1787213009.938479, Self-RAG Decomposed, Grade router, run, start, 9332075776566019
1787213009.938783, Self-RAG Decomposed, Grade router, run, end, 9332075776852549
1787213009.939143, Self-RAG Decomposed, End stage, run, start, 9332075777222615
1787213009.939672, Self-RAG Decomposed, End stage, run, end, 9332075777752026
1787213009.940127, Self-RAG Decomposed, pipeline - val, run, end, 246096706101024965059525623424316973938, 1787213006.302037, 1, 3, 9332075778207533
1787213013.049461, Self-RAG Decomposed, pipeline - val, run, start, 149984865440671770014630988078015184682, 1787213013.048941, 1, 4, 9332078887586624
1787213013.050035, Self-RAG Decomposed, Question dataloader, run, start, 9332078888106227
1787213013.050288, Self-RAG Decomposed, Question dataloader, run, end, 9332078888350548
1787213013.051085, Self-RAG Decomposed, Document retriever, run, start, 9332078889178553
1787213013.063387, Self-RAG Decomposed, Document retriever, run, end, 9332078901467853
1787213013.063653, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9332078901744318
1787213013.064412, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9332078902483410
1787213013.064728, Self-RAG Decomposed, Grader LLM, run, start, 9332078902799476
1787213013.067389, Self-RAG Decomposed, Grader LLM, first_token, start, 9332078905456291
1787213013.563033, Self-RAG Decomposed, Grader LLM, first_token, end, 9332079401162863
1787213013.583182, Self-RAG Decomposed, pipeline - val, run, start, 218975179135247851417719925086233802745, 1787213013.582793, 1, 5, 9332079421274270
1787213013.583914, Self-RAG Decomposed, Question dataloader, run, start, 9332079421986706
1787213013.584361, Self-RAG Decomposed, Question dataloader, run, end, 9332079422433044
1787213013.584941, Self-RAG Decomposed, Document retriever, run, start, 9332079423031095
1787213013.598656, Self-RAG Decomposed, Document retriever, run, end, 9332079436735763
1787213013.598846, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9332079436929940
1787213013.599494, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9332079437565751
1787213013.735422, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9332079573510597
1787213013.736318, Self-RAG Decomposed, Grader LLM, run, end, 9332079574382842
1787213013.736357, Self-RAG Decomposed, Grader LLM, run, start, 9332079574417434
1787213013.736995, Self-RAG Decomposed, Grade router, run, start, 9332079575073517
1787213013.737427, Self-RAG Decomposed, Grade router, run, end, 9332079575503440
1787213013.737658, Self-RAG Decomposed, Answer generator formatter, run, start, 9332079575729265
1787213013.737936, Self-RAG Decomposed, Answer generator formatter, run, end, 9332079575999202
1787213013.739631, Self-RAG Decomposed, Grader LLM, first_token, start, 9332079577711340
1787213013.738913, Self-RAG Decomposed, Generator LLM, run, start, 9332079576993064
1787213013.742996, Self-RAG Decomposed, Generator LLM, first_token, start, 9332079581072062
1787213014.370127, Self-RAG Decomposed, Grader LLM, first_token, end, 9332080208234605
1787213014.779267, Self-RAG Decomposed, Generator LLM, first_token, end, 9332080617447114
1787213014.932051, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9332080770139362
1787213014.933155, Self-RAG Decomposed, Grader LLM, run, end, 9332080771218920
1787213014.933592, Self-RAG Decomposed, Grade router, run, start, 9332080771677755
1787213014.934246, Self-RAG Decomposed, Grade router, run, end, 9332080772327902
1787213014.934510, Self-RAG Decomposed, Answer generator formatter, run, start, 9332080772583360
1787213014.935037, Self-RAG Decomposed, Answer generator formatter, run, end, 9332080773110643
1787213015.096933, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 6, 9332080935017918
1787213015.097307, Self-RAG Decomposed, Generator LLM, run, end, 9332080935371120
1787213015.097370, Self-RAG Decomposed, Generator LLM, run, start, 9332080935430320
1787213015.098597, Self-RAG Decomposed, Hallucination grader formatter, run, start, 9332080936713383
1787213015.099543, Self-RAG Decomposed, Hallucination grader formatter, run, end, 9332080937615308
1787213015.100273, Self-RAG Decomposed, Hallucination LLM, run, start, 9332080938342336
1787213015.100481, Self-RAG Decomposed, Generator LLM, first_token, start, 9332080938561841
1787213015.102866, Self-RAG Decomposed, Hallucination LLM, first_token, start, 9332080940933438
1787213015.957908, Self-RAG Decomposed, Hallucination LLM, first_token, end, 9332081796056574
1787213016.123556, Self-RAG Decomposed, Generator LLM, first_token, end, 9332081961747036
1787213016.310880, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 4, 9332082148969921
1787213016.311408, Self-RAG Decomposed, Hallucination LLM, run, end, 9332082149472852
1787213016.312042, Self-RAG Decomposed, Hallucination router, run, start, 9332082150123463
1787213016.312383, Self-RAG Decomposed, Hallucination router, run, end, 9332082150459993
1787213016.312554, Self-RAG Decomposed, End stage, run, start, 9332082150618442
1787213016.313103, Self-RAG Decomposed, End stage, run, end, 9332082151165181
1787213016.313238, Self-RAG Decomposed, pipeline - val, run, end, 149984865440671770014630988078015184682, 1787213013.048941, 1, 4, 9332082151317422
1787213016.495764, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 7, 9332082333849497
1787213016.496584, Self-RAG Decomposed, Generator LLM, run, end, 9332082334661197
1787213016.496872, Self-RAG Decomposed, Hallucination grader formatter, run, start, 9332082334960255
1787213016.497594, Self-RAG Decomposed, Hallucination grader formatter, run, end, 9332082335669011
1787213016.497713, Self-RAG Decomposed, Hallucination LLM, run, start, 9332082335783683
1787213016.500968, Self-RAG Decomposed, Hallucination LLM, first_token, start, 9332082339043861
1787213016.900068, Self-RAG Decomposed, Hallucination LLM, first_token, end, 9332082738237511
1787213017.047665, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 4, 9332082885748209
1787213017.048383, Self-RAG Decomposed, Hallucination LLM, run, end, 9332082886459909
1787213017.048787, Self-RAG Decomposed, Hallucination router, run, start, 9332082886874135
1787213017.049109, Self-RAG Decomposed, Hallucination router, run, end, 9332082887178745
1787213017.049246, Self-RAG Decomposed, End stage, run, start, 9332082887319338
1787213017.049661, Self-RAG Decomposed, End stage, run, end, 9332082887735852
1787213017.049794, Self-RAG Decomposed, pipeline - val, run, end, 218975179135247851417719925086233802745, 1787213013.582793, 1, 5, 9332082887871565
1787213021.046035, Self-RAG Decomposed, pipeline - val, run, start, 55424544256535347028969312159489456882, 1787213021.045473, 1, 6, 9332086884129498
1787213021.046374, Self-RAG Decomposed, Question dataloader, run, start, 9332086884446796
1787213021.046634, Self-RAG Decomposed, Question dataloader, run, end, 9332086884696253
1787213021.046793, Self-RAG Decomposed, Document retriever, run, start, 9332086884872366
1787213021.060104, Self-RAG Decomposed, Document retriever, run, end, 9332086898185175
1787213021.060545, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9332086898637338
1787213021.061248, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9332086899317693
1787213021.061384, Self-RAG Decomposed, Grader LLM, run, start, 9332086899454750
1787213021.064245, Self-RAG Decomposed, Grader LLM, first_token, start, 9332086902310238
1787213021.465891, Self-RAG Decomposed, Grader LLM, first_token, end, 9332087303992690
1787213021.630716, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9332087468800375
1787213021.631227, Self-RAG Decomposed, Grader LLM, run, end, 9332087469292682
1787213021.631508, Self-RAG Decomposed, Grade router, run, start, 9332087469586763
1787213021.632017, Self-RAG Decomposed, Grade router, run, end, 9332087470102174
1787213021.632288, Self-RAG Decomposed, Answer generator formatter, run, start, 9332087470364656
1787213021.632774, Self-RAG Decomposed, Answer generator formatter, run, end, 9332087470846914
1787213021.632916, Self-RAG Decomposed, Generator LLM, run, start, 9332087470993731
1787213021.635561, Self-RAG Decomposed, Generator LLM, first_token, start, 9332087473632722
1787213022.031979, Self-RAG Decomposed, Generator LLM, first_token, end, 9332087870080392
1787213022.291349, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 7, 9332088129433185
1787213022.292454, Self-RAG Decomposed, Generator LLM, run, end, 9332088130537287
1787213022.293045, Self-RAG Decomposed, Hallucination grader formatter, run, start, 9332088131136666
1787213022.293710, Self-RAG Decomposed, Hallucination grader formatter, run, end, 9332088131780189
1787213022.293826, Self-RAG Decomposed, Hallucination LLM, run, start, 9332088131895918
1787213022.296440, Self-RAG Decomposed, Hallucination LLM, first_token, start, 9332088134509308
1787213022.693076, Self-RAG Decomposed, Hallucination LLM, first_token, end, 9332088531179379
1787213022.848465, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 4, 9332088686552308
1787213022.849641, Self-RAG Decomposed, Hallucination LLM, run, end, 9332088687727882
1787213022.849759, Self-RAG Decomposed, Hallucination router, run, start, 9332088687840907
1787213022.850344, Self-RAG Decomposed, Hallucination router, run, end, 9332088688430462
1787213022.850463, Self-RAG Decomposed, End stage, run, start, 9332088688538526
1787213022.850846, Self-RAG Decomposed, End stage, run, end, 9332088688908368
1787213022.850979, Self-RAG Decomposed, pipeline - val, run, end, 55424544256535347028969312159489456882, 1787213021.045473, 1, 6, 9332088689054193
1787213024.460137, Self-RAG Decomposed, pipeline - val, run, start, 238488914853456849845616258800015017398, 1787213024.459364, 1, 7, 9332090298255803
1787213024.460566, Self-RAG Decomposed, Question dataloader, run, start, 9332090298638429
1787213024.460841, Self-RAG Decomposed, Question dataloader, run, end, 9332090298903983
1787213024.461400, Self-RAG Decomposed, Document retriever, run, start, 9332090299481746
1787213024.473901, Self-RAG Decomposed, Document retriever, run, end, 9332090311982182
1787213024.474323, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9332090312415880
1787213024.475029, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9332090313099932
1787213024.475106, Self-RAG Decomposed, Grader LLM, run, start, 9332090313175580
1787213024.477938, Self-RAG Decomposed, Grader LLM, first_token, start, 9332090316006460
1787213024.859752, Self-RAG Decomposed, Grader LLM, first_token, end, 9332090698010334
1787213025.025536, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9332090863620420
1787213025.026490, Self-RAG Decomposed, Grader LLM, run, end, 9332090864564474
1787213025.026890, Self-RAG Decomposed, Grade router, run, start, 9332090864976428
1787213025.027203, Self-RAG Decomposed, Grade router, run, end, 9332090865272174
1787213025.027317, Self-RAG Decomposed, Answer generator formatter, run, start, 9332090865386718
1787213025.027590, Self-RAG Decomposed, Answer generator formatter, run, end, 9332090865652768
1787213025.027729, Self-RAG Decomposed, Generator LLM, run, start, 9332090865804320
1787213025.030814, Self-RAG Decomposed, Generator LLM, first_token, start, 9332090868883505
1787213025.411603, Self-RAG Decomposed, Generator LLM, first_token, end, 9332091249740347
1787213025.673836, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 6, 9332091511920399
1787213025.674685, Self-RAG Decomposed, Generator LLM, run, end, 9332091512751683
1787213025.675316, Self-RAG Decomposed, Hallucination grader formatter, run, start, 9332091513407351
1787213025.675932, Self-RAG Decomposed, Hallucination grader formatter, run, end, 9332091514017498
1787213025.676056, Self-RAG Decomposed, Hallucination LLM, run, start, 9332091514125387
1787213025.678794, Self-RAG Decomposed, Hallucination LLM, first_token, start, 9332091516864538
1787213026.055800, Self-RAG Decomposed, Hallucination LLM, first_token, end, 9332091893897774
1787213026.202955, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 4, 9332092041043103
1787213026.203691, Self-RAG Decomposed, Hallucination LLM, run, end, 9332092041766530
1787213026.204118, Self-RAG Decomposed, Hallucination router, run, start, 9332092042206485
1787213026.204448, Self-RAG Decomposed, Hallucination router, run, end, 9332092042517175
1787213026.204707, Self-RAG Decomposed, End stage, run, start, 9332092042779800
1787213026.204932, Self-RAG Decomposed, End stage, run, end, 9332092042995369
1787213026.205076, Self-RAG Decomposed, pipeline - val, run, end, 238488914853456849845616258800015017398, 1787213024.459364, 1, 7, 9332092043159370
1787213026.723428, Self-RAG Decomposed, pipeline - val, run, start, 45273361460522054019585941487978531432, 1787213026.722699, 1, 8, 9332092561545471
1787213026.723989, Self-RAG Decomposed, Question dataloader, run, start, 9332092562061106
1787213026.724239, Self-RAG Decomposed, Question dataloader, run, end, 9332092562301395
1787213026.724749, Self-RAG Decomposed, Document retriever, run, start, 9332092562829142
1787213026.735132, Self-RAG Decomposed, Document retriever, run, end, 9332092573213934
1787213026.735548, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9332092573639329
1787213026.736261, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9332092574331444
1787213026.736358, Self-RAG Decomposed, Grader LLM, run, start, 9332092574428117
1787213026.739460, Self-RAG Decomposed, Grader LLM, first_token, start, 9332092577525702
1787213027.202247, Self-RAG Decomposed, Grader LLM, first_token, end, 9332093040379835
1787213027.372237, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 4, 9332093210326630
1787213027.373626, Self-RAG Decomposed, Grader LLM, run, end, 9332093211709854
1787213027.374121, Self-RAG Decomposed, Grade router, run, start, 9332093212212816
1787213027.374464, Self-RAG Decomposed, Grade router, run, end, 9332093212532690
1787213027.374589, Self-RAG Decomposed, Answer generator formatter, run, start, 9332093212658787
1787213027.374885, Self-RAG Decomposed, Answer generator formatter, run, end, 9332093212946820
1787213027.375000, Self-RAG Decomposed, Generator LLM, run, start, 9332093213075525
1787213027.378901, Self-RAG Decomposed, Generator LLM, first_token, start, 9332093216990106
1787213027.842702, Self-RAG Decomposed, Generator LLM, first_token, end, 9332093680799603
1787213028.160869, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 7, 9332093998953635
1787213028.161516, Self-RAG Decomposed, Generator LLM, run, end, 9332093999594758
1787213028.161914, Self-RAG Decomposed, Hallucination grader formatter, run, start, 9332094000015705
1787213028.162730, Self-RAG Decomposed, Hallucination grader formatter, run, end, 9332094000803981
1787213028.162953, Self-RAG Decomposed, Hallucination LLM, run, start, 9332094001026686
1787213028.166056, Self-RAG Decomposed, Hallucination LLM, first_token, start, 9332094004130735
1787213028.592630, Self-RAG Decomposed, Hallucination LLM, first_token, end, 9332094430896540
1787213028.734324, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 4, 9332094572408636
1787213028.735056, Self-RAG Decomposed, Hallucination LLM, run, end, 9332094573122368
1787213028.735453, Self-RAG Decomposed, Hallucination router, run, start, 9332094573539650
1787213028.735744, Self-RAG Decomposed, Hallucination router, run, end, 9332094573813428
1787213028.735942, Self-RAG Decomposed, End stage, run, start, 9332094574022149
1787213028.736435, Self-RAG Decomposed, End stage, run, end, 9332094574508584
1787213028.736578, Self-RAG Decomposed, pipeline - val, run, end, 45273361460522054019585941487978531432, 1787213026.722699, 1, 8, 9332094574659512
1787213034.082324, Self-RAG Decomposed, pipeline - val, run, start, 111658263955760065703594342467809541143, 1787213034.081656, 1, 9, 9332099920451124
1787213034.082870, Self-RAG Decomposed, Question dataloader, run, start, 9332099920941687
1787213034.083143, Self-RAG Decomposed, Question dataloader, run, end, 9332099921204936
1787213034.083575, Self-RAG Decomposed, Document retriever, run, start, 9332099921661274
1787213034.097734, Self-RAG Decomposed, Document retriever, run, end, 9332099935816023
1787213034.098145, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9332099936234681
1787213034.098867, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9332099936938205
1787213034.098972, Self-RAG Decomposed, Grader LLM, run, start, 9332099937043534
1787213034.102308, Self-RAG Decomposed, Grader LLM, first_token, start, 9332099940375264
1787213034.277026, Self-RAG Decomposed, pipeline - val, run, start, 197788342396191046429253895192543067354, 1787213034.276570, 1, 10, 9332100115126207
1787213034.277673, Self-RAG Decomposed, Question dataloader, run, start, 9332100115748546
1787213034.278177, Self-RAG Decomposed, Question dataloader, run, end, 9332100116239541
1787213034.279357, Self-RAG Decomposed, Document retriever, run, start, 9332100117438955
1787213034.293085, Self-RAG Decomposed, Document retriever, run, end, 9332100131167045
1787213034.293417, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9332100131504871
1787213034.294281, Self-RAG Decomposed, Retrieval grader formatter, run, end, 9332100132351612
1787213034.535813, Self-RAG Decomposed, pipeline - val, run, start, 194869327204324222074020563866358465115, 1787213034.535232, 1, 11, 9332100373939667
1787213034.536735, Self-RAG Decomposed, Question dataloader, run, start, 9332100374810136
1787213034.537606, Self-RAG Decomposed, Question dataloader, run, end, 9332100375679501
1787213034.538325, Self-RAG Decomposed, Document retriever, run, start, 9332100376429169
1787213034.575615, Self-RAG Decomposed, Document retriever, run, end, 9332100413706394
1787213034.576024, Self-RAG Decomposed, Retrieval grader formatter, run, start, 9332100414106012
