1787231076.877557, Self-RAG Monolith (multi-hop), pipeline, prepare, start, 9350142715890829
1787231171.081805, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 288346756286816264542405886289053727723, 1787231171.081164, 1, 2, 9350236919934264
1787231171.082351, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9350236920432377
1787231171.082987, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9350236921067386
1787231171.083198, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350236921289339
1787231171.130724, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350236968930719
1787231171.131746, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350236969824017
1787231171.132428, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350236970501747
1787231171.567587, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9350237405679800
1787231172.610905, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 212633848419291617009558522224937911988, 1787231172.610737, 1, 3, 9350238448995737
1787231172.611590, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9350238449679354
1787231172.612212, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9350238450285404
1787231172.613529, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350238451614943
1787231172.644795, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350238482880539
1787231172.644912, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350238482987292
1787231172.645623, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350238483695758
1787231173.372639, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9350239210727739
1787231173.373019, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9350239211085115
1787231173.373071, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9350239211131836
1787231173.373365, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9350239211437308
1787231173.373476, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9350239211537709
1787231173.373591, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 9350239211666621
1787231173.373968, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 9350239212031966
1787231173.374082, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 9350239212157390
1787231173.375324, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9350239213393233
1787231173.912486, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9350239750693488
1787231174.114671, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 188667941517320863301619542061720970039, 1787231174.114196, 1, 4, 9350239952778477
1787231174.115893, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9350239953983664
1787231174.116799, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9350239954871762
1787231174.117462, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350239955574180
1787231174.149907, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350239987986739
1787231174.150024, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350239988101491
1787231174.150658, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350239988729285
1787231175.606239, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9350241444328179
1787231175.606333, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 9350241444408483
1787231175.608212, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9350241446294248
1787231175.608427, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9350241446510680
1787231175.618366, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9350241456439537
1787231175.619410, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9350241457483715
1787231175.620257, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 9350241458336517
1787231175.621118, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 9350241459181959
1787231176.055708, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 9350241893815563
1787231176.427168, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 9350242265253222
1787231176.427277, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9350242265367318
1787231176.428742, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 9350242266838825
1787231176.429000, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 9350242267062842
1787231176.429679, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350242267756300
1787231176.458974, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350242297111043
1787231176.459287, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350242297363092
1787231176.459992, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350242298062774
1787231177.077690, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9350242915878937
1787231177.757383, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 175065620710863729127109694242476423534, 1787231177.757216, 1, 5, 9350243595472403
1787231177.757671, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9350243595753283
1787231177.758335, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9350243596415045
1787231177.758939, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350243597035143
1787231177.803828, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350243641916372
1787231177.803951, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350243642027332
1787231177.804600, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350243642671958
1787231179.068432, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 34, 9350244906520674
1787231179.069010, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 9350244907114675
1787231179.070033, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9350244908114006
1787231179.070124, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9350244908187030
1787231179.070864, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9350244908973208
1787231179.071190, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9350244909258168
1787231179.071335, Self-RAG Monolith (multi-hop), End stage, run, start, 9350244909412841
1787231179.073062, Self-RAG Monolith (multi-hop), End stage, run, end, 9350244911137549
1787231179.073355, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 212633848419291617009558522224937911988, 1787231172.610737, 1, 3, 9350244911436734
1787231179.530613, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 9350245368757386
1787231179.996887, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 9, 9350245834974587
1787231179.997106, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9350245835222556
1787231179.998183, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 9350245836263903
1787231179.998704, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350245836788752
1787231180.028560, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350245866643433
1787231180.028682, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350245866758857
1787231180.029270, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350245867343387
1787231180.427114, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 196605482274712704723927875276198798160, 1787231180.426491, 1, 6, 9350246265322005
1787231180.428790, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9350246266891849
1787231180.430295, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9350246268369773
1787231180.430467, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350246268555469
1787231180.473451, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350246311547142
1787231180.473780, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350246311859159
1787231180.474243, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350246312313944
1787231180.519649, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9350246357823751
1787231180.748641, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 287039350238114114805292974314492670093, 1787231180.748225, 1, 7, 9350246586732662
1787231180.749298, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9350246587382231
1787231180.759372, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9350246597459024
1787231180.759806, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350246597893409
1787231180.793317, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350246631397251
1787231180.793980, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350246632058132
1787231180.794811, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350246632890135
1787231182.416695, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 32, 9350248254784908
1787231182.417020, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9350248255085917
1787231182.417061, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9350248255122445
1787231182.417426, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9350248255501838
1787231182.417580, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9350248255647279
1787231182.418139, Self-RAG Monolith (multi-hop), End stage, run, start, 9350248256230160
1787231182.418502, Self-RAG Monolith (multi-hop), End stage, run, end, 9350248256564609
1787231182.418664, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 188667941517320863301619542061720970039, 1787231174.114196, 1, 4, 9350248256742929
1787231182.419873, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9350248257948020
1787231183.166251, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9350249004430242
1787231184.890124, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9350250728213712
1787231184.890731, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9350250728809794
1787231184.890811, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9350250728872882
1787231184.891335, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9350250729420883
1787231184.891517, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9350250729585204
1787231184.891843, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 9350250729927332
1787231184.892323, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 9350250730386262
1787231184.893441, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 9350250731515800
1787231184.893917, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9350250731986505
1787231185.449576, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9350251287759174
1787231185.493463, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 79905838600297282739052303579035364403, 1787231185.493038, 1, 8, 9350251331552161
1787231185.493903, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9350251331994786
1787231185.495381, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9350251333459238
1787231185.495679, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350251333766710
1787231185.530220, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350251368329115
1787231185.530804, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350251368882140
1787231185.531429, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350251369503182
1787231187.220814, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9350253058897401
1787231187.220984, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 9350253059063737
1787231187.221728, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9350253059800411
1787231187.221787, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9350253059848027
1787231187.223266, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9350253061343215
1787231187.223440, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9350253061508287
1787231187.223698, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 9350253061783168
1787231187.225497, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 9350253063574868
1787231187.777503, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 9350253615599095
1787231188.143046, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 9350253981130115
1787231188.143215, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9350253981289443
1787231188.144527, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 9350253982597767
1787231188.144592, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 9350253982652535
1787231188.144877, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350253982952327
1787231188.204103, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350254042214840
1787231188.204647, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350254042726745
1787231188.205162, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350254043231611
1787231189.050611, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9350254888812923
1787231190.772383, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9350256610469126
1787231190.772563, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 9350256610637958
1787231190.772779, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9350256610846855
1787231190.774646, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9350256612717499
1787231190.774024, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9350256612107706
1787231190.775569, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9350256613643774
1787231190.775820, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 9350256613902446
1787231190.777352, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 9350256615432786
1787231191.249859, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 9350257087989187
1787231191.774001, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 10, 9350257612087219
1787231191.774472, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9350257612590516
1787231191.774840, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 9350257612920885
1787231191.776861, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 9350257614944234
1787231191.777312, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350257615387339
1787231191.825202, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350257663299248
1787231191.825777, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350257663857441
1787231191.826730, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350257664802035
1787231192.271042, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 70328960039279061188436517051176480315, 1787231192.270742, 1, 9, 9350258109129616
1787231192.271517, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9350258109604450
1787231192.272857, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9350258110936965
1787231192.273219, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350258111307270
1787231192.324590, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350258162674019
1787231192.324862, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350258162943540
1787231192.325349, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350258163422741
1787231192.353029, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9350258191186457
1787231194.424717, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 35, 9350260262803867
1787231194.425149, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 9350260263268173
1787231194.426296, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9350260264376047
1787231194.426381, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9350260264444432
1787231194.427235, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9350260265324626
1787231194.427767, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9350260265843107
1787231194.428608, Self-RAG Monolith (multi-hop), End stage, run, start, 9350260266680277
1787231194.428826, Self-RAG Monolith (multi-hop), End stage, run, end, 9350260266889414
1787231194.428941, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 196605482274712704723927875276198798160, 1787231180.426491, 1, 6, 9350260267022902
1787231195.052160, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 9350260890334984
1787231195.640987, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 11, 9350261479071749
1787231195.641738, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9350261479855607
1787231195.642123, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 9350261480207816
1787231195.644074, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350261482158365
1787231195.664716, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350261502785887
1787231195.664851, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350261502930367
1787231195.665666, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350261503741217
1787231196.417121, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9350262255237212
1787231197.941240, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 109968494530537465533253810631561846095, 1787231197.940950, 1, 10, 9350263779329382
1787231197.948569, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9350263786666424
1787231197.949164, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9350263787227481
1787231197.949396, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350263787468394
1787231197.961682, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350263799750856
1787231197.962039, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350263800118857
1787231197.962514, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350263800587434
1787231198.366280, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 36, 9350264204369908
1787231198.366648, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9350264204711973
1787231198.366684, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9350264204744613
1787231198.367438, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9350264205552887
1787231198.367914, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9350264205989128
1787231198.368163, Self-RAG Monolith (multi-hop), End stage, run, start, 9350264206237529
1787231198.369421, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9350264207499356
1787231198.370342, Self-RAG Monolith (multi-hop), End stage, run, end, 9350264208415070
1787231198.370881, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 287039350238114114805292974314492670093, 1787231180.748225, 1, 7, 9350264208990863
1787231198.956010, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9350264794153093
1787231200.704471, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9350266542557923
1787231200.705434, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9350266543514261
1787231200.705521, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9350266543584470
1787231200.705989, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9350266544103271
1787231200.706378, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9350266544446776
1787231200.706486, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 9350266544559416
1787231200.706856, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 9350266544918249
1787231200.708650, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 9350266546744925
1787231200.709173, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9350266547243726
1787231201.449510, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9350267287688927
1787231203.238355, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9350269076445360
1787231203.238459, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 9350269076541520
1787231203.239369, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9350269077449347
1787231203.249704, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9350269087790460
1787231203.239928, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9350269078083828
1787231203.250337, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9350269088418013
1787231203.251733, Self-RAG Monolith (multi-hop), End stage, run, start, 9350269089806113
1787231203.252356, Self-RAG Monolith (multi-hop), End stage, run, end, 9350269090431522
1787231203.252463, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 299083231851267090353271681472450182715, 1787231170.564680, 1, 1, 9350269090543939
1787231203.697575, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 9350269535673746
1787231204.469748, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 13, 9350270307832976
1787231204.470041, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 9350270308106177
1787231204.470186, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9350270308312209
1787231204.472773, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350270310858423
1787231204.499839, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350270337928906
1787231204.500154, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350270338245386
1787231204.501070, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350270339148301
1787231205.464249, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9350271302356782
1787231207.161845, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 30, 9350272999933186
1787231207.163018, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9350273001101717
1787231207.163116, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9350273001179877
1787231207.163607, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9350273001695783
1787231207.164032, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9350273002108248
1787231207.164125, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, start, 9350273002197848
1787231207.166991, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9350273005080959
1787231207.167093, Self-RAG Monolith (multi-hop), Query rewrite formatter, run, end, 9350273005163599
1787231207.167974, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, start, 9350273006058785
1787231207.777456, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9350273615579444
1787231209.801344, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 34, 9350275639437637
1787231209.801636, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, start, 9350275639728198
1787231209.802665, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9350275640746184
1787231209.802759, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9350275640821640
1787231209.803078, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9350275641162793
1787231209.803288, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9350275641356042
1787231209.803478, Self-RAG Monolith (multi-hop), End stage, run, start, 9350275641550666
1787231209.804323, Self-RAG Monolith (multi-hop), End stage, run, end, 9350275642389756
1787231209.804394, Self-RAG Monolith (multi-hop), pipeline - val, run, end, 70328960039279061188436517051176480315, 1787231192.270742, 1, 9, 9350275642462125
1787231210.479726, Self-RAG Monolith (multi-hop), Query rewrite LLM, first_token, end, 9350276317922367
1787231210.842549, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 291309882250553562506263497926154186743, 1787231210.842085, 1, 11, 9350276680641237
1787231210.843087, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9350276681170454
1787231210.843606, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9350276681670136
1787231210.843800, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350276681895064
1787231210.879256, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350276717347295
1787231210.879497, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350276717582031
1787231210.880176, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350276718254929
1787231211.085046, Self-RAG Monolith (multi-hop), Query rewrite LLM, n_generated_tokens, 10, 9350276923133446
1787231211.085516, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, start, 9350276923641271
1787231211.086608, Self-RAG Monolith (multi-hop), Query rewrite LLM, run, end, 9350276924687529
1787231211.087233, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350276925344187
1787231211.155990, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350276994088643
1787231211.156634, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350276994725188
1787231211.157197, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350276995269894
1787231212.094251, Self-RAG Monolith (multi-hop), Monolith LLM, first_token, end, 9350277932420105
1787231212.639798, Self-RAG Monolith (multi-hop), pipeline - val, run, start, 75455277904780489208339099081685361240, 1787231212.639441, 1, 12, 9350278477889870
1787231212.641852, Self-RAG Monolith (multi-hop), Question dataloader, run, start, 9350278479937203
1787231212.643139, Self-RAG Monolith (multi-hop), Question dataloader, run, end, 9350278481219670
1787231212.643592, Self-RAG Monolith (multi-hop), Document retriever, run, start, 9350278481684983
1787231212.679694, Self-RAG Monolith (multi-hop), Document retriever, run, end, 9350278517784367
1787231212.680089, Self-RAG Monolith (multi-hop), Monolith formatter, run, start, 9350278518176752
1787231212.680601, Self-RAG Monolith (multi-hop), Monolith formatter, run, end, 9350278518672321
1787231213.967451, Self-RAG Monolith (multi-hop), Monolith LLM, n_generated_tokens, 33, 9350279805536891
1787231213.969323, Self-RAG Monolith (multi-hop), Monolith LLM, run, end, 9350279807405519
1787231213.969421, Self-RAG Monolith (multi-hop), Monolith LLM, run, start, 9350279807484911
1787231213.970047, Self-RAG Monolith (multi-hop), Monolith router, run, start, 9350279808162113
1787231213.970360, Self-RAG Monolith (multi-hop), Monolith router, run, end, 9350279808428034
1787231213.970484, Self-RAG Monolith (multi-hop), End stage, run, start, 9350279808558194
1787231213.970907, Self-RAG Monolith (multi-hop), End stage, run, end, 9350279808979427
