1787042235.523002, Self-RAG Monolith, pipeline, prepare, start, 343161990844125
1787042269.004691, Self-RAG Monolith, Monolith LLM, first_token, end, 343195472764333
1787042269.138335, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 24, 343195606410000
1787042269.138514, Self-RAG Monolith, Monolith LLM, run, end, 343195606566750
1787042269.138620, Self-RAG Monolith, Monolith LLM, run, start, 343195606673416
1787042269.138664, Self-RAG Monolith, Monolith router, run, start, 343195606721833
1787042269.138773, Self-RAG Monolith, Monolith LLM, first_token, start, 343195606825208
1787042269.138950, Self-RAG Monolith, Monolith router, run, end, 343195607003291
1787042269.139104, Self-RAG Monolith, End stage, run, start, 343195607160458
1787042269.140003, Self-RAG Monolith, End stage, run, end, 343195608057583
1787042269.140047, Self-RAG Monolith, pipeline - val, run, end, 34926024455654475757906505075091297916, 1787042267.581868, 1, 1, 343195608099583
1787042269.293599, Self-RAG Monolith, pipeline - val, run, start, 55429778648826769869550375939375455109, 1787042269.293512, 1, 3, 343195761664333
1787042269.293761, Self-RAG Monolith, Question dataloader, run, start, 343195761816166
1787042269.293987, Self-RAG Monolith, Question dataloader, run, end, 343195762042708
1787042269.294078, Self-RAG Monolith, Document retriever, run, start, 343195762132666
1787042269.359530, Self-RAG Monolith, Document retriever, run, end, 343195827604375
1787042269.359734, Self-RAG Monolith, Monolith formatter, run, start, 343195827792583
1787042269.360001, Self-RAG Monolith, Monolith formatter, run, end, 343195828056208
1787042270.021254, Self-RAG Monolith, Monolith LLM, first_token, end, 343196489354458
1787042270.160050, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 24, 343196628126125
1787042270.160190, Self-RAG Monolith, Monolith LLM, run, end, 343196628249458
1787042270.160266, Self-RAG Monolith, Monolith router, run, start, 343196628329333
1787042270.160313, Self-RAG Monolith, Monolith LLM, run, start, 343196628371041
1787042270.160542, Self-RAG Monolith, Monolith router, run, end, 343196628605166
1787042270.160662, Self-RAG Monolith, Monolith LLM, first_token, start, 343196628721416
1787042270.160693, Self-RAG Monolith, End stage, run, start, 343196628750666
1787042270.161556, Self-RAG Monolith, End stage, run, end, 343196629616208
1787042270.161598, Self-RAG Monolith, pipeline - val, run, end, 61508368756699575207786713351211668446, 1787042268.562172, 1, 2, 343196629656708
1787042270.725293, Self-RAG Monolith, Monolith LLM, first_token, end, 343197193378666
1787042270.899792, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 31, 343197367871291
1787042270.899961, Self-RAG Monolith, Monolith LLM, run, end, 343197368026833
1787042270.900115, Self-RAG Monolith, Monolith router, run, start, 343197368185416
1787042270.900274, Self-RAG Monolith, Monolith router, run, end, 343197368339666
1787042270.900413, Self-RAG Monolith, Query rewrite formatter, run, start, 343197368481041
1787042270.901182, Self-RAG Monolith, Query rewrite formatter, run, end, 343197369247916
1787042270.901313, Self-RAG Monolith, Query rewrite LLM, run, start, 343197369381375
1787042270.901393, Self-RAG Monolith, Query rewrite LLM, first_token, start, 343197369456708
1787042271.333386, Self-RAG Monolith, Query rewrite LLM, first_token, end, 343197801469416
1787042271.381351, Self-RAG Monolith, Query rewrite LLM, n_generated_tokens, 8, 343197849434458
1787042271.381526, Self-RAG Monolith, Query rewrite LLM, run, end, 343197849594458
1787042271.381712, Self-RAG Monolith, Document retriever, run, start, 343197849785375
1787042271.418178, Self-RAG Monolith, Document retriever, run, end, 343197886261750
1787042271.418358, Self-RAG Monolith, Monolith formatter, run, start, 343197886430000
1787042271.418603, Self-RAG Monolith, Monolith formatter, run, end, 343197886670791
1787042271.418715, Self-RAG Monolith, Monolith LLM, run, start, 343197886781625
1787042271.418783, Self-RAG Monolith, Monolith LLM, first_token, start, 343197886850083
1787042271.983270, Self-RAG Monolith, Monolith LLM, first_token, end, 343198451370500
1787042272.156531, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 31, 343198624617083
1787042272.156687, Self-RAG Monolith, Monolith LLM, run, end, 343198624759958
1787042272.156829, Self-RAG Monolith, Monolith router, run, start, 343198624899833
1787042272.156969, Self-RAG Monolith, Monolith router, run, end, 343198625040708
1787042272.157059, Self-RAG Monolith, Query rewrite formatter, run, start, 343198625130333
1787042272.157430, Self-RAG Monolith, Query rewrite formatter, run, end, 343198625504125
1787042272.157526, Self-RAG Monolith, Query rewrite LLM, run, start, 343198625600375
1787042272.157633, Self-RAG Monolith, Query rewrite LLM, first_token, start, 343198625703375
1787042272.584098, Self-RAG Monolith, Query rewrite LLM, first_token, end, 343199052194958
1787042272.631564, Self-RAG Monolith, Query rewrite LLM, n_generated_tokens, 8, 343199099650000
1787042272.631702, Self-RAG Monolith, Query rewrite LLM, run, end, 343199099775750
1787042272.631844, Self-RAG Monolith, Document retriever, run, start, 343199099921125
1787042272.663493, Self-RAG Monolith, Document retriever, run, end, 343199131578000
1787042272.663633, Self-RAG Monolith, Monolith formatter, run, start, 343199131709250
1787042272.663891, Self-RAG Monolith, Monolith formatter, run, end, 343199131968875
1787042272.664030, Self-RAG Monolith, Monolith LLM, run, start, 343199132106291
1787042272.664104, Self-RAG Monolith, Monolith LLM, first_token, start, 343199132178958
1787042273.208001, Self-RAG Monolith, Monolith LLM, first_token, end, 343199676096208
1787042273.376226, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 31, 343199844319291
1787042273.376384, Self-RAG Monolith, Monolith LLM, run, end, 343199844462375
1787042273.376534, Self-RAG Monolith, Monolith router, run, start, 343199844614541
1787042273.376684, Self-RAG Monolith, Monolith router, run, end, 343199844762958
1787042273.376833, Self-RAG Monolith, End stage, run, start, 343199844913250
1787042273.377837, Self-RAG Monolith, End stage, run, end, 343199845916708
1787042273.377882, Self-RAG Monolith, pipeline - val, run, end, 55429778648826769869550375939375455109, 1787042269.293512, 1, 3, 343199845960083
1787042304.254574, Self-RAG Monolith, pipeline - val, run, start, 210207709748547168253195331992720309480, 1787042304.254312, 1, 4, 343230722848416
1787042304.255150, Self-RAG Monolith, Question dataloader, run, start, 343230723400625
1787042304.256428, Self-RAG Monolith, Question dataloader, run, end, 343230724674333
1787042304.256711, Self-RAG Monolith, Document retriever, run, start, 343230724956458
1787042304.300137, Self-RAG Monolith, Document retriever, run, end, 343230768388125
1787042304.300260, Self-RAG Monolith, Monolith formatter, run, start, 343230768501958
1787042304.300667, Self-RAG Monolith, Monolith formatter, run, end, 343230768904208
1787042304.300823, Self-RAG Monolith, Monolith LLM, run, start, 343230769060416
1787042304.300898, Self-RAG Monolith, Monolith LLM, first_token, start, 343230769133166
1787042305.068956, Self-RAG Monolith, Monolith LLM, first_token, end, 343231537222875
1787042305.210861, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 26, 343231679113416
1787042305.211071, Self-RAG Monolith, Monolith LLM, run, end, 343231679313791
1787042305.211205, Self-RAG Monolith, Monolith router, run, start, 343231679446208
1787042305.211355, Self-RAG Monolith, Monolith router, run, end, 343231679594791
1787042305.211465, Self-RAG Monolith, End stage, run, start, 343231679703458
1787042305.213046, Self-RAG Monolith, End stage, run, end, 343231681285500
1787042305.213110, Self-RAG Monolith, pipeline - val, run, end, 210207709748547168253195331992720309480, 1787042304.254312, 1, 4, 343231681348583
1787042320.249660, Self-RAG Monolith, pipeline - val, run, start, 337691206549474487594908305984844340695, 1787042320.249262, 1, 5, 343246718015291
1787042320.250508, Self-RAG Monolith, Question dataloader, run, start, 343246718837416
1787042320.251280, Self-RAG Monolith, Question dataloader, run, end, 343246719602750
1787042320.251465, Self-RAG Monolith, Document retriever, run, start, 343246719787625
1787042320.310244, Self-RAG Monolith, Document retriever, run, end, 343246778565833
1787042320.310372, Self-RAG Monolith, Monolith formatter, run, start, 343246778682375
1787042320.310749, Self-RAG Monolith, Monolith formatter, run, end, 343246779061083
1787042320.310885, Self-RAG Monolith, Monolith LLM, run, start, 343246779194958
1787042320.310971, Self-RAG Monolith, Monolith LLM, first_token, start, 343246779282708
1787042320.979051, Self-RAG Monolith, Monolith LLM, first_token, end, 343247447419166
1787042321.129795, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 27, 343247598121833
1787042321.129979, Self-RAG Monolith, Monolith LLM, run, end, 343247598292833
1787042321.130033, Self-RAG Monolith, Monolith router, run, start, 343247598346083
1787042321.130277, Self-RAG Monolith, Monolith router, run, end, 343247598593666
1787042321.130425, Self-RAG Monolith, End stage, run, start, 343247598738916
1787042321.131931, Self-RAG Monolith, End stage, run, end, 343247600244458
1787042321.131995, Self-RAG Monolith, pipeline - val, run, end, 337691206549474487594908305984844340695, 1787042320.249262, 1, 5, 343247600308250
