1787206136.740191, Self-RAG Monolith 4B, pipeline, prepare, start, 54085912686500
1787206183.345255, Self-RAG Monolith 4B, Document retriever, run, end, 54132517277166
1787206183.345404, Self-RAG Monolith 4B, Monolith formatter, run, start, 54132517418000
1787206183.345779, Self-RAG Monolith 4B, Monolith formatter, run, end, 54132517789708
1787206183.345868, Self-RAG Monolith 4B, Monolith LLM, run, start, 54132517877833
1787206183.345987, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54132517996333
1787206185.893292, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54135065305625
1787206186.356364, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 22, 54135528370000
1787206186.356567, Self-RAG Monolith 4B, Monolith LLM, run, end, 54135528555125
1787206186.356656, Self-RAG Monolith 4B, Monolith router, run, start, 54135528643583
1787206186.356888, Self-RAG Monolith 4B, Monolith router, run, end, 54135528878375
1787206186.357031, Self-RAG Monolith 4B, Query rewrite formatter, run, start, 54135529020375
1787206186.357458, Self-RAG Monolith 4B, Query rewrite formatter, run, end, 54135529445791
1787206186.357554, Self-RAG Monolith 4B, Query rewrite LLM, run, start, 54135529541208
1787206186.357665, Self-RAG Monolith 4B, Query rewrite LLM, first_token, start, 54135529654875
1787206186.515503, Self-RAG Monolith 4B, pipeline - val, run, start, 44764435215922747304132764670424800496, 1787206186.515424, 1, 4, 54135687511625
1787206186.515825, Self-RAG Monolith 4B, Question dataloader, run, start, 54135687822583
1787206186.516122, Self-RAG Monolith 4B, Question dataloader, run, end, 54135688111583
1787206186.516222, Self-RAG Monolith 4B, Document retriever, run, start, 54135688209291
1787206186.591668, Self-RAG Monolith 4B, Document retriever, run, end, 54135763670333
1787206186.591842, Self-RAG Monolith 4B, Monolith formatter, run, start, 54135763835500
1787206186.592147, Self-RAG Monolith 4B, Monolith formatter, run, end, 54135764135875
1787206186.592246, Self-RAG Monolith 4B, Monolith LLM, run, start, 54135764233333
1787206188.120603, Self-RAG Monolith 4B, Query rewrite LLM, first_token, end, 54137292601458
1787206188.688498, Self-RAG Monolith 4B, Query rewrite LLM, n_generated_tokens, 27, 54137860491750
1787206188.688678, Self-RAG Monolith 4B, Query rewrite LLM, run, end, 54137860648208
1787206188.688723, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54137860696291
1787206188.688920, Self-RAG Monolith 4B, Document retriever, run, start, 54137860891375
1787206188.976264, Self-RAG Monolith 4B, Document retriever, run, end, 54138148256541
1787206188.976510, Self-RAG Monolith 4B, Monolith formatter, run, start, 54138148480708
1787206188.976825, Self-RAG Monolith 4B, Monolith formatter, run, end, 54138148793541
1787206190.564700, Self-RAG Monolith 4B, pipeline - val, run, start, 8313521389768356647744125917535951731, 1787206190.564245, 1, 5, 54139736816833
1787206190.565346, Self-RAG Monolith 4B, Question dataloader, run, start, 54139737312000
1787206190.566459, Self-RAG Monolith 4B, Question dataloader, run, end, 54139738426125
1787206190.566662, Self-RAG Monolith 4B, Document retriever, run, start, 54139738634208
1787206190.699422, Self-RAG Monolith 4B, Document retriever, run, end, 54139871393708
1787206190.699682, Self-RAG Monolith 4B, Monolith formatter, run, start, 54139871642000
1787206190.700230, Self-RAG Monolith 4B, Monolith formatter, run, end, 54139872187291
1787206192.162945, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54141334920375
1787206192.720172, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 54141892133333
1787206192.720390, Self-RAG Monolith 4B, Monolith LLM, run, end, 54141892334375
1787206192.720539, Self-RAG Monolith 4B, Monolith LLM, run, start, 54141892482666
1787206192.720616, Self-RAG Monolith 4B, Monolith router, run, start, 54141892561208
1787206192.720761, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54141892701666
1787206192.721093, Self-RAG Monolith 4B, Monolith router, run, end, 54141893036125
1787206192.721344, Self-RAG Monolith 4B, End stage, run, start, 54141893286125
1787206192.722539, Self-RAG Monolith 4B, End stage, run, end, 54141894481666
1787206192.722591, Self-RAG Monolith 4B, pipeline - val, run, end, 44764435215922747304132764670424800496, 1787206186.515424, 1, 4, 54141894530875
1787206196.532568, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54145704499666
1787206197.040839, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 24, 54146212774916
1787206197.041100, Self-RAG Monolith 4B, Monolith LLM, run, end, 54146213008458
1787206197.041251, Self-RAG Monolith 4B, Monolith LLM, run, start, 54146213160875
1787206197.041299, Self-RAG Monolith 4B, Monolith router, run, start, 54146213209583
1787206197.041432, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54146213341375
1787206197.041628, Self-RAG Monolith 4B, Monolith router, run, end, 54146213536958
1787206197.041782, Self-RAG Monolith 4B, End stage, run, start, 54146213689666
1787206197.042819, Self-RAG Monolith 4B, End stage, run, end, 54146214726916
1787206197.042886, Self-RAG Monolith 4B, pipeline - val, run, end, 277515774821734301273518931304392327625, 1787206183.051476, 1, 3, 54146214792791
1787206200.007640, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54149179548916
1787206200.572635, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 27, 54149744536583
1787206200.572821, Self-RAG Monolith 4B, Monolith LLM, run, end, 54149744702791
1787206200.572908, Self-RAG Monolith 4B, Monolith router, run, start, 54149744790125
1787206200.573091, Self-RAG Monolith 4B, Monolith router, run, end, 54149744971500
1787206200.573218, Self-RAG Monolith 4B, End stage, run, start, 54149745102208
1787206200.574260, Self-RAG Monolith 4B, End stage, run, end, 54149746142375
1787206200.574328, Self-RAG Monolith 4B, pipeline - val, run, end, 8313521389768356647744125917535951731, 1787206190.564245, 1, 5, 54149746210416
1787206204.478920, Self-RAG Monolith 4B, pipeline - val, run, start, 237198199637493537757004025548235931723, 1787206204.478631, 1, 6, 54153650845333
1787206204.479549, Self-RAG Monolith 4B, Question dataloader, run, start, 54153651417250
1787206204.480411, Self-RAG Monolith 4B, Question dataloader, run, end, 54153652283291
1787206204.481031, Self-RAG Monolith 4B, Document retriever, run, start, 54153652926541
1787206204.532655, Self-RAG Monolith 4B, Document retriever, run, end, 54153704519500
1787206204.532817, Self-RAG Monolith 4B, Monolith formatter, run, start, 54153704686041
1787206204.533300, Self-RAG Monolith 4B, Monolith formatter, run, end, 54153705154958
1787206204.533455, Self-RAG Monolith 4B, Monolith LLM, run, start, 54153705310208
1787206204.533568, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54153705420250
1787206207.074731, Self-RAG Monolith 4B, pipeline - val, run, start, 79965761760281691418019206770848021202, 1787206207.074619, 1, 7, 54156246579041
1787206207.074932, Self-RAG Monolith 4B, Question dataloader, run, start, 54156246768375
1787206207.075244, Self-RAG Monolith 4B, Question dataloader, run, end, 54156247078708
1787206207.075357, Self-RAG Monolith 4B, Document retriever, run, start, 54156247193458
1787206207.148815, Self-RAG Monolith 4B, Document retriever, run, end, 54156320663416
1787206207.149004, Self-RAG Monolith 4B, Monolith formatter, run, start, 54156320839750
1787206207.149403, Self-RAG Monolith 4B, Monolith formatter, run, end, 54156321238708
1787206207.593227, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54156765079166
1787206208.160439, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 27, 54157332287041
1787206208.160625, Self-RAG Monolith 4B, Monolith LLM, run, end, 54157332450333
1787206208.160735, Self-RAG Monolith 4B, Monolith router, run, start, 54157332564291
1787206208.160776, Self-RAG Monolith 4B, Monolith LLM, run, start, 54157332600166
1787206208.160976, Self-RAG Monolith 4B, Monolith router, run, end, 54157332801666
1787206208.161112, Self-RAG Monolith 4B, End stage, run, start, 54157332943000
1787206208.161163, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54157332991250
1787206208.162296, Self-RAG Monolith 4B, End stage, run, end, 54157334124375
1787206208.162353, Self-RAG Monolith 4B, pipeline - val, run, end, 237198199637493537757004025548235931723, 1787206204.478631, 1, 6, 54157334185583
1787206208.328235, Self-RAG Monolith 4B, pipeline - val, run, start, 284845851200694766479719585158604202788, 1787206208.314500, 1, 8, 54157500072625
1787206208.328465, Self-RAG Monolith 4B, Question dataloader, run, start, 54157500288541
1787206208.328739, Self-RAG Monolith 4B, Question dataloader, run, end, 54157500572416
1787206208.328867, Self-RAG Monolith 4B, Document retriever, run, start, 54157500691250
1787206208.398166, Self-RAG Monolith 4B, Document retriever, run, end, 54157570003125
1787206208.398353, Self-RAG Monolith 4B, Monolith formatter, run, start, 54157570177916
1787206208.398609, Self-RAG Monolith 4B, Monolith formatter, run, end, 54157570432750
1787206209.127326, Self-RAG Monolith 4B, pipeline - val, run, start, 271547156450283397711602907713348375909, 1787206209.127156, 1, 9, 54158299162666
1787206209.127554, Self-RAG Monolith 4B, Question dataloader, run, start, 54158299378583
1787206209.127838, Self-RAG Monolith 4B, Question dataloader, run, end, 54158299658166
1787206209.128039, Self-RAG Monolith 4B, Document retriever, run, start, 54158299858666
1787206209.228527, Self-RAG Monolith 4B, Document retriever, run, end, 54158400358625
1787206209.228704, Self-RAG Monolith 4B, Monolith formatter, run, start, 54158400526916
1787206209.229102, Self-RAG Monolith 4B, Monolith formatter, run, end, 54158400922541
1787206209.743695, Self-RAG Monolith 4B, pipeline - val, run, start, 298894344131804214388393318016746870842, 1787206209.743590, 1, 10, 54158915522708
1787206209.743873, Self-RAG Monolith 4B, Question dataloader, run, start, 54158915688375
1787206209.744092, Self-RAG Monolith 4B, Question dataloader, run, end, 54158915906083
1787206209.744195, Self-RAG Monolith 4B, Document retriever, run, start, 54158916009125
1787206209.828325, Self-RAG Monolith 4B, Document retriever, run, end, 54159000157916
1787206209.828502, Self-RAG Monolith 4B, Monolith formatter, run, start, 54159000317000
1787206209.828771, Self-RAG Monolith 4B, Monolith formatter, run, end, 54159000585291
1787206210.913908, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54160085730500
1787206211.465439, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 54160637261000
1787206211.465739, Self-RAG Monolith 4B, Monolith LLM, run, end, 54160637560000
1787206211.465905, Self-RAG Monolith 4B, Monolith LLM, run, start, 54160637708583
1787206211.465957, Self-RAG Monolith 4B, Monolith router, run, start, 54160637760250
1787206211.466067, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54160637869791
1787206211.466249, Self-RAG Monolith 4B, Monolith router, run, end, 54160638057916
1787206211.466459, Self-RAG Monolith 4B, End stage, run, start, 54160638260208
1787206211.467509, Self-RAG Monolith 4B, End stage, run, end, 54160639310625
1787206211.467614, Self-RAG Monolith 4B, pipeline - val, run, end, 79965761760281691418019206770848021202, 1787206207.074619, 1, 7, 54160639417125
1787206214.605893, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54163777690708
1787206215.363253, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 36, 54164535039250
1787206215.363404, Self-RAG Monolith 4B, Monolith LLM, run, end, 54164535176500
1787206215.363538, Self-RAG Monolith 4B, Monolith LLM, run, start, 54164535308500
1787206215.363577, Self-RAG Monolith 4B, Monolith router, run, start, 54164535351666
1787206215.363675, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54164535445416
1787206215.363852, Self-RAG Monolith 4B, Monolith router, run, end, 54164535625708
1787206215.364019, Self-RAG Monolith 4B, End stage, run, start, 54164535790041
1787206215.364719, Self-RAG Monolith 4B, End stage, run, end, 54164536489291
1787206215.364764, Self-RAG Monolith 4B, pipeline - val, run, end, 284845851200694766479719585158604202788, 1787206208.314500, 1, 8, 54164536534291
1787206219.318933, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54168490696333
1787206219.823538, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 24, 54168995300708
1787206219.823747, Self-RAG Monolith 4B, Monolith LLM, run, end, 54168995486750
1787206219.823879, Self-RAG Monolith 4B, Monolith router, run, start, 54168995618500
1787206219.823916, Self-RAG Monolith 4B, Monolith LLM, run, start, 54168995651666
1787206219.824208, Self-RAG Monolith 4B, Monolith router, run, end, 54168995949791
1787206219.824265, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54168996002041
1787206219.824309, Self-RAG Monolith 4B, End stage, run, start, 54168996046375
1787206219.912479, Self-RAG Monolith 4B, End stage, run, end, 54169084235291
1787206219.912566, Self-RAG Monolith 4B, pipeline - val, run, end, 271547156450283397711602907713348375909, 1787206209.127156, 1, 9, 54169084310916
1787206222.415580, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54171587320583
1787206222.920208, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 24, 54172091946291
1787206222.920400, Self-RAG Monolith 4B, Monolith LLM, run, end, 54172092115708
1787206222.920500, Self-RAG Monolith 4B, Monolith router, run, start, 54172092215750
1787206222.920730, Self-RAG Monolith 4B, Monolith router, run, end, 54172092446958
1787206222.920872, Self-RAG Monolith 4B, End stage, run, start, 54172092588083
1787206222.921764, Self-RAG Monolith 4B, End stage, run, end, 54172093480375
1787206222.921839, Self-RAG Monolith 4B, pipeline - val, run, end, 298894344131804214388393318016746870842, 1787206209.743590, 1, 10, 54172093555375
1787206235.676507, Self-RAG Monolith 4B, pipeline - val, run, start, 167190979755204914657179722280075245402, 1787206235.676228, 1, 11, 54184848157666
1787206235.676952, Self-RAG Monolith 4B, Question dataloader, run, start, 54184848591541
1787206235.677345, Self-RAG Monolith 4B, Question dataloader, run, end, 54184848975208
1787206235.677507, Self-RAG Monolith 4B, Document retriever, run, start, 54184849133000
1787206235.753870, Self-RAG Monolith 4B, Document retriever, run, end, 54184925501791
1787206235.754025, Self-RAG Monolith 4B, Monolith formatter, run, start, 54184925647791
1787206235.754420, Self-RAG Monolith 4B, Monolith formatter, run, end, 54184926039416
1787206235.754544, Self-RAG Monolith 4B, Monolith LLM, run, start, 54184926166250
1787206235.754719, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54184926338166
1787206238.517470, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54187689275083
1787206239.035716, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 24, 54188207328000
1787206239.035954, Self-RAG Monolith 4B, Monolith LLM, run, end, 54188207549625
1787206239.036181, Self-RAG Monolith 4B, Monolith router, run, start, 54188207794125
1787206239.036508, Self-RAG Monolith 4B, Monolith router, run, end, 54188208103291
1787206239.036655, Self-RAG Monolith 4B, End stage, run, start, 54188208249750
1787206239.041646, Self-RAG Monolith 4B, End stage, run, end, 54188213239291
1787206239.041682, Self-RAG Monolith 4B, pipeline - val, run, end, 167190979755204914657179722280075245402, 1787206235.676228, 1, 11, 54188213275416
1787206252.469345, Self-RAG Monolith 4B, pipeline - val, run, start, 30824825153912469880829881958045658715, 1787206252.468614, 1, 12, 54201640930541
1787206252.470702, Self-RAG Monolith 4B, Question dataloader, run, start, 54201642231750
1787206252.473070, Self-RAG Monolith 4B, Question dataloader, run, end, 54201644575708
1787206252.473325, Self-RAG Monolith 4B, Document retriever, run, start, 54201644862125
1787206252.530936, Self-RAG Monolith 4B, Document retriever, run, end, 54201702444416
1787206252.531135, Self-RAG Monolith 4B, Monolith formatter, run, start, 54201702633708
1787206252.531572, Self-RAG Monolith 4B, Monolith formatter, run, end, 54201703067583
1787206252.531678, Self-RAG Monolith 4B, Monolith LLM, run, start, 54201703174041
1787206252.531789, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54201703284125
1787206256.256870, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54205428382791
1787206256.778001, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 24, 54205949486125
1787206256.778241, Self-RAG Monolith 4B, Monolith LLM, run, end, 54205949704708
1787206256.778390, Self-RAG Monolith 4B, Monolith router, run, start, 54205949853333
1787206256.778768, Self-RAG Monolith 4B, Monolith router, run, end, 54205950229833
1787206256.778980, Self-RAG Monolith 4B, End stage, run, start, 54205950448041
1787206256.781519, Self-RAG Monolith 4B, End stage, run, end, 54205952983000
1787206256.781601, Self-RAG Monolith 4B, pipeline - val, run, end, 30824825153912469880829881958045658715, 1787206252.468614, 1, 12, 54205953068083
1787206281.802528, Self-RAG Monolith 4B, pipeline - val, run, start, 193581875375265865963964979798474718430, 1787206281.802379, 1, 13, 54230973822166
1787206281.802845, Self-RAG Monolith 4B, Question dataloader, run, start, 54230974128500
1787206281.803681, Self-RAG Monolith 4B, Question dataloader, run, end, 54230974960333
1787206281.803817, Self-RAG Monolith 4B, Document retriever, run, start, 54230975100166
1787206281.850501, Self-RAG Monolith 4B, Document retriever, run, end, 54231021790666
1787206281.850697, Self-RAG Monolith 4B, Monolith formatter, run, start, 54231021973916
1787206281.851207, Self-RAG Monolith 4B, Monolith formatter, run, end, 54231022482708
1787206281.851329, Self-RAG Monolith 4B, Monolith LLM, run, start, 54231022604708
1787206281.851406, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54231022680333
1787206282.515671, Self-RAG Monolith 4B, pipeline - val, run, start, 310053899681658545593392424216718842815, 1787206282.515532, 1, 14, 54231686958000
1787206282.516260, Self-RAG Monolith 4B, Question dataloader, run, start, 54231687534125
1787206282.516549, Self-RAG Monolith 4B, Question dataloader, run, end, 54231687819583
1787206282.516641, Self-RAG Monolith 4B, Document retriever, run, start, 54231687911375
1787206282.593312, Self-RAG Monolith 4B, Document retriever, run, end, 54231764593125
1787206282.593466, Self-RAG Monolith 4B, Monolith formatter, run, start, 54231764737791
1787206282.593708, Self-RAG Monolith 4B, Monolith formatter, run, end, 54231764977583
1787206285.058289, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54234229583208
1787206285.600966, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 54234772248083
1787206285.601271, Self-RAG Monolith 4B, Monolith LLM, run, end, 54234772520250
1787206285.601378, Self-RAG Monolith 4B, Monolith router, run, start, 54234772627125
1787206285.601423, Self-RAG Monolith 4B, Monolith LLM, run, start, 54234772669541
1787206285.601717, Self-RAG Monolith 4B, Monolith router, run, end, 54234772963833
1787206285.601903, Self-RAG Monolith 4B, End stage, run, start, 54234773156125
1787206285.601950, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54234773197375
1787206285.604262, Self-RAG Monolith 4B, End stage, run, end, 54234775512125
1787206285.604391, Self-RAG Monolith 4B, pipeline - val, run, end, 193581875375265865963964979798474718430, 1787206281.802379, 1, 13, 54234775647000
1787206288.889533, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54238060783250
1787206288.944304, Self-RAG Monolith 4B, pipeline - val, run, start, 237014089049568921354480688223387947626, 1787206288.944165, 1, 15, 54238115539333
1787206288.944528, Self-RAG Monolith 4B, Question dataloader, run, start, 54238115755333
1787206288.944976, Self-RAG Monolith 4B, Question dataloader, run, end, 54238116200750
1787206288.945106, Self-RAG Monolith 4B, Document retriever, run, start, 54238116331833
1787206289.292363, Self-RAG Monolith 4B, Document retriever, run, end, 54238463601541
1787206289.292558, Self-RAG Monolith 4B, Monolith formatter, run, start, 54238463779833
1787206289.293361, Self-RAG Monolith 4B, Monolith formatter, run, end, 54238464580458
1787206289.569367, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 32, 54238740612250
1787206289.569570, Self-RAG Monolith 4B, Monolith LLM, run, end, 54238740789750
1787206289.569722, Self-RAG Monolith 4B, Monolith LLM, run, start, 54238740943500
1787206289.569777, Self-RAG Monolith 4B, Monolith router, run, start, 54238740995333
1787206289.569905, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54238741124208
1787206289.570104, Self-RAG Monolith 4B, Monolith router, run, end, 54238741322666
1787206289.570307, Self-RAG Monolith 4B, End stage, run, start, 54238741527583
1787206289.571391, Self-RAG Monolith 4B, End stage, run, end, 54238742612958
1787206289.571456, Self-RAG Monolith 4B, pipeline - val, run, end, 310053899681658545593392424216718842815, 1787206282.515532, 1, 14, 54238742679708
1787206291.712593, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54240883815333
1787206291.924060, Self-RAG Monolith 4B, pipeline - val, run, start, 318550014608823161966041810781644440907, 1787206291.923931, 1, 16, 54241095275375
1787206291.924268, Self-RAG Monolith 4B, Question dataloader, run, start, 54241095472166
1787206291.924512, Self-RAG Monolith 4B, Question dataloader, run, end, 54241095713333
1787206291.924730, Self-RAG Monolith 4B, Document retriever, run, start, 54241095940875
1787206291.968104, Self-RAG Monolith 4B, Document retriever, run, end, 54241139328250
1787206291.968271, Self-RAG Monolith 4B, Monolith formatter, run, start, 54241139473166
1787206291.968564, Self-RAG Monolith 4B, Monolith formatter, run, end, 54241139764250
1787206292.279024, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 27, 54241450238125
1787206292.279194, Self-RAG Monolith 4B, Monolith LLM, run, end, 54241450394625
1787206292.279350, Self-RAG Monolith 4B, Monolith LLM, run, start, 54241450549083
1787206292.279399, Self-RAG Monolith 4B, Monolith router, run, start, 54241450600000
1787206292.279511, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54241450709958
1787206292.279649, Self-RAG Monolith 4B, Monolith router, run, end, 54241450846666
1787206292.279810, Self-RAG Monolith 4B, End stage, run, start, 54241451008208
1787206292.280685, Self-RAG Monolith 4B, End stage, run, end, 54241451884208
1787206292.280735, Self-RAG Monolith 4B, pipeline - val, run, end, 237014089049568921354480688223387947626, 1787206288.944165, 1, 15, 54241451935500
1787206295.958681, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 54245129874916
1787206296.460267, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 24, 54245631466250
1787206296.460536, Self-RAG Monolith 4B, Monolith LLM, run, end, 54245631704416
1787206296.460726, Self-RAG Monolith 4B, Monolith router, run, start, 54245631898166
1787206296.460998, Self-RAG Monolith 4B, Monolith router, run, end, 54245632168708
1787206296.461201, Self-RAG Monolith 4B, End stage, run, start, 54245632372083
1787206296.462519, Self-RAG Monolith 4B, End stage, run, end, 54245633688708
1787206296.462643, Self-RAG Monolith 4B, pipeline - val, run, end, 318550014608823161966041810781644440907, 1787206291.923931, 1, 16, 54245633811666
1787206299.103113, Self-RAG Monolith 4B, pipeline - val, run, start, 94739937101758940299003541482456608394, 1787206299.102694, 1, 17, 54248274352208
1787206299.103999, Self-RAG Monolith 4B, Question dataloader, run, start, 54248275178166
1787206299.105041, Self-RAG Monolith 4B, Question dataloader, run, end, 54248276199916
1787206299.105266, Self-RAG Monolith 4B, Document retriever, run, start, 54248276427541
1787206299.195240, Self-RAG Monolith 4B, Document retriever, run, end, 54248366403416
1787206299.195356, Self-RAG Monolith 4B, Monolith formatter, run, start, 54248366502291
1787206299.195712, Self-RAG Monolith 4B, Monolith formatter, run, end, 54248366857583
1787206299.195851, Self-RAG Monolith 4B, Monolith LLM, run, start, 54248367000791
1787206299.195935, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 54248367080250
1787206299.330898, Self-RAG Monolith 4B, pipeline - val, run, start, 130821569770631066257925855537190142317, 1787206299.330790, 1, 18, 54248502054875
1787206299.331078, Self-RAG Monolith 4B, Question dataloader, run, start, 54248502224125
1787206299.331278, Self-RAG Monolith 4B, Question dataloader, run, end, 54248502421791
1787206299.331331, Self-RAG Monolith 4B, Document retriever, run, start, 54248502473958
