1787480995.151125, Self-RAG Decomposed, pipeline, prepare, start, 165340984973000
1787481050.172741, Self-RAG Decomposed, Hallucination LLM, run, start, 165396006260125
1787481050.183841, Self-RAG Decomposed, Hallucination LLM, n_prompt_tokens, 883, 165396017364500
1787481050.183877, Self-RAG Decomposed, Hallucination LLM, first_token, start, 165396017394958
1787481052.682783, Self-RAG Decomposed, Hallucination LLM, first_token, end, 165398516428250
1787481052.729894, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 165398563418208
1787481052.730112, Self-RAG Decomposed, Hallucination LLM, run, end, 165398563624166
1787481052.730313, Self-RAG Decomposed, Hallucination router, run, start, 165398563831291
1787481052.731044, Self-RAG Decomposed, Hallucination router, run, end, 165398564557583
1787481052.731118, Self-RAG Decomposed, End stage, run, start, 165398564628833
1787481052.734093, Self-RAG Decomposed, End stage, run, end, 165398567605375
1787481052.734142, Self-RAG Decomposed, pipeline - val, run, end, 107028917716340703449641923048810535567, 1787481029.482521, 1, 1, 165398567652375
1787481052.734763, Self-RAG Decomposed, pipeline - val, run, start, 327313073716269741317420962396762895408, 1787481052.734496, 1, 2, 165398568276333
1787481052.735825, Self-RAG Decomposed, Question dataloader, run, start, 165398569345291
1787481052.746649, Self-RAG Decomposed, Question dataloader, run, end, 165398580160666
1787481052.746733, Self-RAG Decomposed, Document retriever, run, start, 165398580244291
1787481054.364529, Self-RAG Decomposed, Document retriever, run, end, 165400198051416
1787481054.364733, Self-RAG Decomposed, Retrieval grader formatter, run, start, 165400198279750
1787481054.366039, Self-RAG Decomposed, Retrieval grader formatter, run, end, 165400199554916
1787481054.366159, Self-RAG Decomposed, Grader LLM, run, start, 165400199669625
1787481054.386553, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 1431, 165400220067666
1787481054.386601, Self-RAG Decomposed, Grader LLM, first_token, start, 165400220107291
1787481067.030950, Self-RAG Decomposed, Grader LLM, first_token, end, 165412864610958
1787481067.095741, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 165412929223708
1787481067.097201, Self-RAG Decomposed, Grader LLM, run, end, 165412930670500
1787481067.097305, Self-RAG Decomposed, Grade router, run, start, 165412930774166
1787481067.098470, Self-RAG Decomposed, Grade router, run, end, 165412931938083
1787481067.099872, Self-RAG Decomposed, Answer generator formatter, run, start, 165412933341083
1787481067.110066, Self-RAG Decomposed, Answer generator formatter, run, end, 165412943536208
1787481067.110857, Self-RAG Decomposed, Generator LLM, run, start, 165412944329250
1787481067.204687, Self-RAG Decomposed, Generator LLM, n_prompt_tokens, 1442, 165413038160958
1787481067.204730, Self-RAG Decomposed, Generator LLM, first_token, start, 165413038196958
1787481071.321418, Self-RAG Decomposed, Generator LLM, first_token, end, 165417155051875
1787481071.369254, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 2, 165417202730000
1787481071.370052, Self-RAG Decomposed, Generator LLM, run, end, 165417203513708
1787481071.370729, Self-RAG Decomposed, Hallucination grader formatter, run, start, 165417204188125
1787481071.374651, Self-RAG Decomposed, Hallucination grader formatter, run, end, 165417208110166
1787481071.374765, Self-RAG Decomposed, Hallucination LLM, run, start, 165417208223833
1787481071.457702, Self-RAG Decomposed, Hallucination LLM, n_prompt_tokens, 1404, 165417291162375
1787481071.457746, Self-RAG Decomposed, Hallucination LLM, first_token, start, 165417291200541
1787481075.329942, Self-RAG Decomposed, Hallucination LLM, first_token, end, 165421163522375
1787481075.380068, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 165421213530000
1787481075.380364, Self-RAG Decomposed, Hallucination LLM, run, end, 165421213810791
1787481075.380627, Self-RAG Decomposed, Hallucination router, run, start, 165421214078958
1787481075.381047, Self-RAG Decomposed, Hallucination router, run, end, 165421214493125
1787481075.381354, Self-RAG Decomposed, End stage, run, start, 165421214800000
1787481075.384208, Self-RAG Decomposed, End stage, run, end, 165421217653458
1787481075.384260, Self-RAG Decomposed, pipeline - val, run, end, 327313073716269741317420962396762895408, 1787481052.734496, 1, 2, 165421217705000
1787481075.384432, Self-RAG Decomposed, pipeline - val, run, start, 338487711373436102049433207104523089496, 1787481075.384369, 1, 3, 165421217887541
1787481075.385006, Self-RAG Decomposed, Question dataloader, run, start, 165421218462791
1787481075.396196, Self-RAG Decomposed, Question dataloader, run, end, 165421229641875
1787481075.396372, Self-RAG Decomposed, Document retriever, run, start, 165421229818041
1787481078.052355, Self-RAG Decomposed, Document retriever, run, end, 165423885811375
1787481078.052483, Self-RAG Decomposed, Retrieval grader formatter, run, start, 165423885930291
1787481078.053552, Self-RAG Decomposed, Retrieval grader formatter, run, end, 165423886989875
1787481078.053649, Self-RAG Decomposed, Grader LLM, run, start, 165423887087833
1787481078.079915, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 695, 165423913361750
1787481078.079979, Self-RAG Decomposed, Grader LLM, first_token, start, 165423913414208
1787481084.154233, Self-RAG Decomposed, Grader LLM, first_token, end, 165429987813041
1787481084.203567, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 165430037001416
1787481084.204534, Self-RAG Decomposed, Grader LLM, run, end, 165430037957041
1787481084.204777, Self-RAG Decomposed, Grade router, run, start, 165430038197458
1787481084.207292, Self-RAG Decomposed, Grade router, run, end, 165430040712000
1787481084.208327, Self-RAG Decomposed, Query rewrite formatter, run, start, 165430041747250
1787481084.211334, Self-RAG Decomposed, Query rewrite formatter, run, end, 165430044753666
1787481084.212566, Self-RAG Decomposed, Query rewrite LLM, run, start, 165430045985458
1787481084.232158, Self-RAG Decomposed, Query rewrite LLM, n_prompt_tokens, 587, 165430065590000
1787481084.232208, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 165430065625166
1787481086.021346, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 165431854917666
1787481086.590897, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 27, 165432424328708
1787481086.591615, Self-RAG Decomposed, Query rewrite LLM, run, end, 165432425032250
1787481086.591872, Self-RAG Decomposed, Document retriever, run, start, 165432425290125
1787481087.619830, Self-RAG Decomposed, Document retriever, run, end, 165433453252250
1787481087.619988, Self-RAG Decomposed, Retrieval grader formatter, run, start, 165433453401333
1787481087.621160, Self-RAG Decomposed, Retrieval grader formatter, run, end, 165433454570625
1787481087.621256, Self-RAG Decomposed, Grader LLM, run, start, 165433454664625
1787481087.633250, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 1210, 165433466664875
1787481087.633299, Self-RAG Decomposed, Grader LLM, first_token, start, 165433466705166
1787481107.840519, Self-RAG Decomposed, Grader LLM, first_token, end, 165453674029208
1787481107.901248, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 165453734616000
1787481107.902061, Self-RAG Decomposed, Grader LLM, run, end, 165453735411750
1787481107.902219, Self-RAG Decomposed, Grade router, run, start, 165453735567500
1787481107.903776, Self-RAG Decomposed, Grade router, run, end, 165453737124166
1787481107.904583, Self-RAG Decomposed, Query rewrite formatter, run, start, 165453737930916
1787481107.908115, Self-RAG Decomposed, Query rewrite formatter, run, end, 165453741463750
1787481107.908835, Self-RAG Decomposed, Query rewrite LLM, run, start, 165453742190166
1787481107.931672, Self-RAG Decomposed, Query rewrite LLM, n_prompt_tokens, 921, 165453765021750
1787481107.931703, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 165453765049291
1787481110.533819, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 165456367182166
1787481110.744032, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 10, 165456577390541
1787481110.744268, Self-RAG Decomposed, Query rewrite LLM, run, end, 165456577612083
1787481110.744400, Self-RAG Decomposed, Document retriever, run, start, 165456577742000
1787481112.210760, Self-RAG Decomposed, Document retriever, run, end, 165458044107916
1787481112.210854, Self-RAG Decomposed, Retrieval grader formatter, run, start, 165458044196375
1787481112.211328, Self-RAG Decomposed, Retrieval grader formatter, run, end, 165458044666041
1787481112.211404, Self-RAG Decomposed, Grader LLM, run, start, 165458044742625
1787481112.235890, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 1525, 165458069232291
1787481112.235933, Self-RAG Decomposed, Grader LLM, first_token, start, 165458069267250
1787481118.004397, Self-RAG Decomposed, Grader LLM, first_token, end, 165463837886291
1787481118.056161, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 165463889492666
1787481118.056490, Self-RAG Decomposed, Grader LLM, run, end, 165463889812458
1787481118.056614, Self-RAG Decomposed, Grade router, run, start, 165463889933416
1787481118.058257, Self-RAG Decomposed, Grade router, run, end, 165463891576125
1787481118.059129, Self-RAG Decomposed, End stage, run, start, 165463892447958
1787481118.061055, Self-RAG Decomposed, End stage, run, end, 165463894374291
1787481118.061152, Self-RAG Decomposed, pipeline - val, run, end, 338487711373436102049433207104523089496, 1787481075.384369, 1, 3, 165463894474000
1787481118.062022, Self-RAG Decomposed, pipeline - val, run, start, 61241014527423793792380024822554421603, 1787481118.061959, 1, 4, 165463895352083
1787481118.063299, Self-RAG Decomposed, Question dataloader, run, start, 165463896625333
1787481118.081166, Self-RAG Decomposed, Question dataloader, run, end, 165463914485000
1787481118.081577, Self-RAG Decomposed, Document retriever, run, start, 165463914895666
1787481118.564568, Self-RAG Decomposed, Document retriever, run, end, 165464397897583
1787481118.564673, Self-RAG Decomposed, Retrieval grader formatter, run, start, 165464397995833
1787481118.566021, Self-RAG Decomposed, Retrieval grader formatter, run, end, 165464399339583
1787481118.566103, Self-RAG Decomposed, Grader LLM, run, start, 165464399420750
1787481118.599811, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 1094, 165464433133958
1787481118.599859, Self-RAG Decomposed, Grader LLM, first_token, start, 165464433175041
1787481121.695201, Self-RAG Decomposed, Grader LLM, first_token, end, 165467528900666
1787481121.794142, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 165467627460916
1787481121.795075, Self-RAG Decomposed, Grader LLM, run, end, 165467628385000
1787481121.796266, Self-RAG Decomposed, Grade router, run, start, 165467629574916
1787481121.799185, Self-RAG Decomposed, Grade router, run, end, 165467632493416
1787481121.800757, Self-RAG Decomposed, Answer generator formatter, run, start, 165467634064708
1787481121.814236, Self-RAG Decomposed, Answer generator formatter, run, end, 165467647543708
1787481121.814942, Self-RAG Decomposed, Generator LLM, run, start, 165467648252833
1787481121.912589, Self-RAG Decomposed, Generator LLM, n_prompt_tokens, 1105, 165467745899125
1787481121.912628, Self-RAG Decomposed, Generator LLM, first_token, start, 165467745933583
1787481125.165977, Self-RAG Decomposed, Generator LLM, first_token, end, 165470999430708
1787481125.260399, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 4, 165471093722500
1787481125.260772, Self-RAG Decomposed, Generator LLM, run, end, 165471094073375
1787481125.261396, Self-RAG Decomposed, Hallucination grader formatter, run, start, 165471094698416
1787481125.264137, Self-RAG Decomposed, Hallucination grader formatter, run, end, 165471097439250
1787481125.264739, Self-RAG Decomposed, Hallucination LLM, run, start, 165471098038666
1787481125.338108, Self-RAG Decomposed, Hallucination LLM, n_prompt_tokens, 1074, 165471171410958
1787481125.338158, Self-RAG Decomposed, Hallucination LLM, first_token, start, 165471171452458
1787481128.382894, Self-RAG Decomposed, Hallucination LLM, first_token, end, 165474216326666
1787481128.431992, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 165474265291500
1787481128.432230, Self-RAG Decomposed, Hallucination LLM, run, end, 165474265518333
1787481128.432662, Self-RAG Decomposed, Hallucination router, run, start, 165474265954500
1787481128.433341, Self-RAG Decomposed, Hallucination router, run, end, 165474266629125
1787481128.433562, Self-RAG Decomposed, End stage, run, start, 165474266852791
1787481128.435862, Self-RAG Decomposed, End stage, run, end, 165474269150250
1787481128.435940, Self-RAG Decomposed, pipeline - val, run, end, 61241014527423793792380024822554421603, 1787481118.061959, 1, 4, 165474269228250
1787481128.436146, Self-RAG Decomposed, pipeline - val, run, start, 195241858534970287747690560894422283134, 1787481128.436091, 1, 5, 165474269436041
1787481128.436498, Self-RAG Decomposed, Question dataloader, run, start, 165474269791583
1787481128.451339, Self-RAG Decomposed, Question dataloader, run, end, 165474284628583
1787481128.451437, Self-RAG Decomposed, Document retriever, run, start, 165474284724625
1787481130.699943, Self-RAG Decomposed, Document retriever, run, end, 165476533237000
1787481130.700055, Self-RAG Decomposed, Retrieval grader formatter, run, start, 165476533344416
1787481130.701069, Self-RAG Decomposed, Retrieval grader formatter, run, end, 165476534349166
1787481130.701159, Self-RAG Decomposed, Grader LLM, run, start, 165476534441916
1787481130.719888, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 886, 165476553179625
1787481130.719952, Self-RAG Decomposed, Grader LLM, first_token, start, 165476553231208
1787481138.851184, Self-RAG Decomposed, Grader LLM, first_token, end, 165484684578625
1787481138.899457, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 165484732726916
1787481138.900015, Self-RAG Decomposed, Grader LLM, run, end, 165484733272583
1787481138.900506, Self-RAG Decomposed, Grade router, run, start, 165484733763166
1787481138.901096, Self-RAG Decomposed, Grade router, run, end, 165484734356250
1787481138.901293, Self-RAG Decomposed, Answer generator formatter, run, start, 165484734554000
1787481138.902704, Self-RAG Decomposed, Answer generator formatter, run, end, 165484735962041
1787481138.902831, Self-RAG Decomposed, Generator LLM, run, start, 165484736091625
1787481138.967520, Self-RAG Decomposed, Generator LLM, n_prompt_tokens, 897, 165484800780208
1787481138.967561, Self-RAG Decomposed, Generator LLM, first_token, start, 165484800816041
1787481141.589508, Self-RAG Decomposed, Generator LLM, first_token, end, 165487422914416
1787481141.705196, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 5, 165487538470750
1787481141.705566, Self-RAG Decomposed, Generator LLM, run, end, 165487538817208
1787481141.706620, Self-RAG Decomposed, Hallucination grader formatter, run, start, 165487539876625
1787481141.709361, Self-RAG Decomposed, Hallucination grader formatter, run, end, 165487542614291
1787481141.709558, Self-RAG Decomposed, Hallucination LLM, run, start, 165487542809583
1787481141.796754, Self-RAG Decomposed, Hallucination LLM, n_prompt_tokens, 868, 165487630008500
1787481141.796805, Self-RAG Decomposed, Hallucination LLM, first_token, start, 165487630051708
1787481144.322892, Self-RAG Decomposed, Hallucination LLM, first_token, end, 165490156267166
1787481144.371909, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 165490205166000
1787481144.372190, Self-RAG Decomposed, Hallucination LLM, run, end, 165490205431416
1787481144.372338, Self-RAG Decomposed, Hallucination router, run, start, 165490205581375
1787481144.372934, Self-RAG Decomposed, Hallucination router, run, end, 165490206177333
1787481144.373138, Self-RAG Decomposed, End stage, run, start, 165490206381083
1787481144.381684, Self-RAG Decomposed, End stage, run, end, 165490214928333
1787481144.381791, Self-RAG Decomposed, pipeline - val, run, end, 195241858534970287747690560894422283134, 1787481128.436091, 1, 5, 165490215033375
1787481144.382088, Self-RAG Decomposed, pipeline - val, run, start, 286204832232985247984723101362929540210, 1787481144.381991, 1, 6, 165490215331583
1787481144.382504, Self-RAG Decomposed, Question dataloader, run, start, 165490215751958
1787481144.393741, Self-RAG Decomposed, Question dataloader, run, end, 165490226983541
1787481144.393861, Self-RAG Decomposed, Document retriever, run, start, 165490227103000
1787481146.976251, Self-RAG Decomposed, Document retriever, run, end, 165492809499208
1787481146.976379, Self-RAG Decomposed, Retrieval grader formatter, run, start, 165492809623291
1787481146.977825, Self-RAG Decomposed, Retrieval grader formatter, run, end, 165492811060916
1787481146.977971, Self-RAG Decomposed, Grader LLM, run, start, 165492811203833
1787481147.144396, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 872, 165492977649041
1787481147.144485, Self-RAG Decomposed, Grader LLM, first_token, start, 165492977717291
1787481173.144874, Self-RAG Decomposed, Grader LLM, first_token, end, 165518978760833
1787481173.194451, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 165519027617083
1787481173.195107, Self-RAG Decomposed, Grader LLM, run, end, 165519028262958
1787481173.195237, Self-RAG Decomposed, Grade router, run, start, 165519028391708
1787481173.197069, Self-RAG Decomposed, Grade router, run, end, 165519030227750
1787481173.197594, Self-RAG Decomposed, Answer generator formatter, run, start, 165519030749250
1787481173.200480, Self-RAG Decomposed, Answer generator formatter, run, end, 165519033637458
1787481173.200965, Self-RAG Decomposed, Generator LLM, run, start, 165519034480375
1787481173.316588, Self-RAG Decomposed, Generator LLM, n_prompt_tokens, 883, 165519149756791
1787481173.316655, Self-RAG Decomposed, Generator LLM, first_token, start, 165519149808958
1787481176.056322, Self-RAG Decomposed, Generator LLM, first_token, end, 165521889710083
1787481176.169778, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 5, 165522002942708
1787481176.171147, Self-RAG Decomposed, Generator LLM, run, end, 165522004299583
1787481176.171842, Self-RAG Decomposed, Hallucination grader formatter, run, start, 165522004990291
1787481176.176687, Self-RAG Decomposed, Hallucination grader formatter, run, end, 165522009837625
1787481176.177241, Self-RAG Decomposed, Hallucination LLM, run, start, 165522010389333
1787481176.302938, Self-RAG Decomposed, Hallucination LLM, n_prompt_tokens, 848, 165522136095083
1787481176.303003, Self-RAG Decomposed, Hallucination LLM, first_token, start, 165522136147333
1787481178.782467, Self-RAG Decomposed, Hallucination LLM, first_token, end, 165524615839000
1787481178.831068, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 165524664222500
1787481178.831340, Self-RAG Decomposed, Hallucination LLM, run, end, 165524664479541
1787481178.831546, Self-RAG Decomposed, Hallucination router, run, start, 165524664687833
1787481178.832879, Self-RAG Decomposed, Hallucination router, run, end, 165524666019416
1787481178.833091, Self-RAG Decomposed, End stage, run, start, 165524666229833
1787481178.834610, Self-RAG Decomposed, End stage, run, end, 165524667749833
1787481178.834677, Self-RAG Decomposed, pipeline - val, run, end, 286204832232985247984723101362929540210, 1787481144.381991, 1, 6, 165524667815791
1787481178.834946, Self-RAG Decomposed, pipeline - val, run, start, 89571374593101329505745679714067135754, 1787481178.834865, 1, 7, 165524668089125
1787481178.835342, Self-RAG Decomposed, Question dataloader, run, start, 165524668486500
1787481178.849049, Self-RAG Decomposed, Question dataloader, run, end, 165524682188375
1787481178.849159, Self-RAG Decomposed, Document retriever, run, start, 165524682297708
1787481184.925538, Self-RAG Decomposed, Document retriever, run, end, 165530758671541
1787481184.925627, Self-RAG Decomposed, Retrieval grader formatter, run, start, 165530758753125
1787481184.931599, Self-RAG Decomposed, Retrieval grader formatter, run, end, 165530764720916
1787481184.932242, Self-RAG Decomposed, Grader LLM, run, start, 165530765365208
1787481185.048528, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 794, 165530881663208
1787481185.048597, Self-RAG Decomposed, Grader LLM, first_token, start, 165530881715541
1787481210.502192, Self-RAG Decomposed, Grader LLM, first_token, end, 165556335607250
1787481210.551789, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 165556384848041
1787481210.552905, Self-RAG Decomposed, Grader LLM, run, end, 165556385951833
1787481210.553524, Self-RAG Decomposed, Grade router, run, start, 165556386574708
1787481210.555143, Self-RAG Decomposed, Grade router, run, end, 165556388197833
1787481210.555734, Self-RAG Decomposed, Answer generator formatter, run, start, 165556388792833
1787481210.558761, Self-RAG Decomposed, Answer generator formatter, run, end, 165556391807625
1787481210.559232, Self-RAG Decomposed, Generator LLM, run, start, 165556392598791
1787481210.704384, Self-RAG Decomposed, Generator LLM, n_prompt_tokens, 805, 165556537438916
1787481210.704445, Self-RAG Decomposed, Generator LLM, first_token, start, 165556537487166
1787481213.343602, Self-RAG Decomposed, Generator LLM, first_token, end, 165559176828875
1787481213.440291, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 4, 165559273345916
1787481213.441262, Self-RAG Decomposed, Generator LLM, run, end, 165559274304625
1787481213.441404, Self-RAG Decomposed, Hallucination grader formatter, run, start, 165559274441708
1787481213.444695, Self-RAG Decomposed, Hallucination grader formatter, run, end, 165559277739208
1787481213.445188, Self-RAG Decomposed, Hallucination LLM, run, start, 165559278225625
1787481213.536558, Self-RAG Decomposed, Hallucination LLM, n_prompt_tokens, 776, 165559369601625
1787481213.536611, Self-RAG Decomposed, Hallucination LLM, first_token, start, 165559369644916
1787481215.867233, Self-RAG Decomposed, Hallucination LLM, first_token, end, 165561700471708
1787481215.920654, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 165561753711916
1787481215.921003, Self-RAG Decomposed, Hallucination LLM, run, end, 165561754033666
1787481215.921578, Self-RAG Decomposed, Hallucination router, run, start, 165561754608583
1787481215.922202, Self-RAG Decomposed, Hallucination router, run, end, 165561755232000
1787481215.922955, Self-RAG Decomposed, End stage, run, start, 165561755983916
1787481215.927094, Self-RAG Decomposed, End stage, run, end, 165561760126791
1787481215.927190, Self-RAG Decomposed, pipeline - val, run, end, 89571374593101329505745679714067135754, 1787481178.834865, 1, 7, 165561760220375
1787481215.927522, Self-RAG Decomposed, pipeline - val, run, start, 297592773786576902346068624069551777361, 1787481215.927455, 1, 8, 165561760556833
1787481215.928412, Self-RAG Decomposed, Question dataloader, run, start, 165561761457750
1787481215.947492, Self-RAG Decomposed, Question dataloader, run, end, 165561780522958
1787481215.947643, Self-RAG Decomposed, Document retriever, run, start, 165561780671791
1787481220.080491, Self-RAG Decomposed, Document retriever, run, end, 165565913521333
1787481220.080589, Self-RAG Decomposed, Retrieval grader formatter, run, start, 165565913612666
1787481220.086183, Self-RAG Decomposed, Retrieval grader formatter, run, end, 165565919202666
1787481220.086599, Self-RAG Decomposed, Grader LLM, run, start, 165565919615750
1787481220.225450, Self-RAG Decomposed, Grader LLM, n_prompt_tokens, 971, 165566058479791
1787481220.225523, Self-RAG Decomposed, Grader LLM, first_token, start, 165566058537541
1787481246.172314, Self-RAG Decomposed, Grader LLM, first_token, end, 165592005457750
1787481246.235590, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 165592068548583
1787481246.236307, Self-RAG Decomposed, Grader LLM, run, end, 165592069247833
1787481246.236433, Self-RAG Decomposed, Grade router, run, start, 165592069372458
1787481246.237485, Self-RAG Decomposed, Grade router, run, end, 165592070423375
1787481246.238791, Self-RAG Decomposed, Answer generator formatter, run, start, 165592071730291
1787481246.241527, Self-RAG Decomposed, Answer generator formatter, run, end, 165592074466500
1787481246.242238, Self-RAG Decomposed, Generator LLM, run, start, 165592075180083
1787481246.389512, Self-RAG Decomposed, Generator LLM, n_prompt_tokens, 982, 165592222458166
1787481246.389560, Self-RAG Decomposed, Generator LLM, first_token, start, 165592222496541
1787481249.391436, Self-RAG Decomposed, Generator LLM, first_token, end, 165595224522000
1787481249.509974, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 5, 165595342928333
1787481249.510749, Self-RAG Decomposed, Generator LLM, run, end, 165595343683875
1787481249.511083, Self-RAG Decomposed, Hallucination grader formatter, run, start, 165595344018916
1787481249.514436, Self-RAG Decomposed, Hallucination grader formatter, run, end, 165595347369125
1787481249.514867, Self-RAG Decomposed, Hallucination LLM, run, start, 165595347797666
1787481249.622683, Self-RAG Decomposed, Hallucination LLM, n_prompt_tokens, 947, 165595455616833
1787481249.622732, Self-RAG Decomposed, Hallucination LLM, first_token, start, 165595455659125
1787481252.349518, Self-RAG Decomposed, Hallucination LLM, first_token, end, 165598182616500
1787481252.399019, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 165598231953125
1787481252.399256, Self-RAG Decomposed, Hallucination LLM, run, end, 165598232177375
1787481252.399469, Self-RAG Decomposed, Hallucination router, run, start, 165598232395291
1787481252.399813, Self-RAG Decomposed, Hallucination router, run, end, 165598232734250
1787481252.400432, Self-RAG Decomposed, End stage, run, start, 165598233353833
1787481252.401853, Self-RAG Decomposed, End stage, run, end, 165598234775250
1787481252.401921, Self-RAG Decomposed, pipeline - val, run, end, 297592773786576902346068624069551777361, 1787481215.927455, 1, 8, 165598234840875
