1787489856.905364, Self-RAG Monolith 4B (multi-hop), pipeline, prepare, start, 174202707299208
1787489901.985333, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174247793526250
1787489901.985523, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174247793718583
1787489901.985695, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 174247793889333
1787489901.986622, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 174247794815000
1787489901.986762, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 174247794955750
1787489901.989395, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_prompt_tokens, 928, 174247797588666
1787489901.989428, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 174247797617958
1787489904.552650, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 174250360912875
1787489904.659263, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 5, 174250467525750
1787489904.659497, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 174250467749500
1787489904.659823, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174250468076541
1787489904.712323, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174250520587333
1787489904.712532, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174250520781583
1787489904.712953, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174250521199208
1787489904.713118, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174250521365583
1787489904.715882, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1237, 174250524127000
1787489904.715913, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174250524155541
1787489908.074598, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174253882921250
1787489908.534897, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 22, 174254343221250
1787489908.535114, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174254343418458
1787489908.535275, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174254343579750
1787489908.535482, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174254343786000
1787489908.535634, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174254343938875
1787489908.536998, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174254345305791
1787489908.537089, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 307373669399255875502623990271901006300, 1787489891.860612, 1, 1, 174254345395083
1787489908.537328, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 324762820571323378317964865721154385112, 1787489908.537271, 1, 2, 174254345636666
1787489908.537620, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174254345924375
1787489908.539047, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174254347352625
1787489908.539175, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174254347478750
1787489908.612943, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174254421271000
1787489908.613162, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174254421470041
1787489908.613513, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174254421817041
1787489908.613632, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174254421938625
1787489908.616659, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 874, 174254424963916
1787489908.616685, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174254424987125
1787489911.090047, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174256898399875
1787489911.546181, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 22, 174257354538833
1787489911.546353, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174257354691833
1787489911.546488, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174257354826541
1787489911.546661, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174257354999041
1787489911.546804, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 174257355144208
1787489911.547189, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 174257355527541
1787489911.547254, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 174257355591291
1787489911.549230, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_prompt_tokens, 666, 174257357571833
1787489911.549277, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 174257357614875
1787489913.453367, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 174259261748833
1787489913.609987, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 174259418369958
1787489913.610193, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 174259418555458
1787489913.610418, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174259418793583
1787489913.932051, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174259740424250
1787489913.932204, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174259740566458
1787489913.932472, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174259740833333
1787489913.932564, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174259740924041
1787489913.936125, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1495, 174259744486916
1787489913.936158, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174259744515916
1787489917.958883, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174263767403916
1787489918.421923, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 22, 174264230334875
1787489918.422164, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174264230557125
1787489918.422360, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174264230757916
1787489918.422744, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174264231138166
1787489918.422928, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 174264231322541
1787489918.424570, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 174264232964666
1787489918.424716, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 174264233114208
1787489918.428128, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_prompt_tokens, 1053, 174264236521375
1787489918.428161, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 174264236551083
1787489921.311613, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 174267120043250
1787489921.460819, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 174267269243750
1787489921.461096, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, end, 174267269508583
1787489921.461291, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174267269702416
1787489921.850895, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174267659314916
1787489921.851054, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174267659469583
1787489921.851375, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174267659785000
1787489921.851491, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174267659901916
1787489921.854268, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1495, 174267662675375
1787489921.854295, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174267662699833
1787489925.864330, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174271672771375
1787489926.326501, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 22, 174272134945333
1787489926.326709, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174272135132083
1787489926.326907, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174272135334666
1787489926.327149, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174272135573083
1787489926.327344, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174272135767125
1787489926.328592, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174272137016000
1787489926.328678, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 324762820571323378317964865721154385112, 1787489908.537271, 1, 2, 174272137100875
1787489926.329048, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 42227404096148431907465032795755127598, 1787489926.328954, 1, 3, 174272137484125
1787489926.329251, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174272137674458
1787489926.330618, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174272139040791
1787489926.330740, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174272139166375
1787489926.408703, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174272217140375
1787489926.408811, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174272217233333
1787489926.409145, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174272217567416
1787489926.409198, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174272217619708
1787489926.412348, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1064, 174272220770333
1787489926.412376, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174272220795041
1787489929.378672, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174275187127250
1787489930.105580, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 35, 174275914031041
1787489930.105791, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174275914220875
1787489930.105988, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174275914422666
1787489930.106241, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174275914672166
1787489930.106432, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174275914867000
1787489930.108005, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174275916435791
1787489930.108120, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 42227404096148431907465032795755127598, 1787489926.328954, 1, 3, 174275916557541
1787489930.108400, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 23012156909105472257622897583465203771, 1787489930.108321, 1, 4, 174275916829375
1787489930.108537, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174275916967916
1787489930.108968, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174275917397875
1787489930.109067, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174275917495208
1787489930.451119, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174276259558541
1787489930.451205, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174276259636541
1787489930.451501, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174276259930166
1787489930.451573, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174276260000541
1787489930.455953, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 696, 174276264383208
1787489930.455986, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174276264411500
1787489932.434567, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174278243018291
1787489932.932739, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 24, 174278741185041
1787489932.932930, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174278741364000
1787489932.933078, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174278741511750
1787489932.933242, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174278741673791
1787489932.933391, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174278741821458
1787489932.934066, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174278742497750
1787489932.934115, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 23012156909105472257622897583465203771, 1787489930.108321, 1, 4, 174278742545541
1787489932.934337, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 176360726430933247150052511669404352640, 1787489932.934289, 1, 5, 174278742767333
1787489932.934436, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174278742866458
1787489932.934721, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174278743151333
1787489932.934812, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174278743241208
1787489932.985871, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174278794313416
1787489932.985961, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174278794391125
1787489932.986243, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174278794674541
1787489932.986293, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174278794722250
1787489932.988984, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 906, 174278797414375
1787489932.989011, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174278797439250
1787489935.530091, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174281338539625
1787489936.069390, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 26, 174281877841875
1787489936.069568, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174281877998125
1787489936.069644, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174281878074000
1787489936.069837, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174281878268541
1787489936.069932, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174281878365041
1787489936.070842, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174281879271250
1787489936.070885, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 176360726430933247150052511669404352640, 1787489932.934289, 1, 5, 174281879314541
1787489936.071093, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 177892474800203426172935619546226286350, 1787489936.071052, 1, 6, 174281879523916
1787489936.071187, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174281879616875
1787489936.072120, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174281880550041
1787489936.072209, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174281880638583
1787489936.128264, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174281936719291
1787489936.128381, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174281936811625
1787489936.128705, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174281937137375
1787489936.128784, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174281937213666
1787489936.131166, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 950, 174281939598083
1787489936.131195, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174281939623750
1787489938.755601, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174284564060000
1787489939.315492, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 27, 174285123946208
1787489939.315772, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174285124204875
1787489939.316002, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174285124444708
1787489939.316470, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174285124903583
1787489939.316668, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174285125099208
1787489939.317720, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174285126150125
1787489939.317774, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 177892474800203426172935619546226286350, 1787489936.071052, 1, 6, 174285126204333
1787489939.318072, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 189407995070534168059719944920144306572, 1787489939.317977, 1, 7, 174285126506833
1787489939.318246, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174285126676291
1787489939.318736, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174285127167083
1787489939.318803, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174285127232458
1787489939.369835, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174285178291166
1787489939.370057, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174285178490375
1787489939.370576, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174285179005875
1787489939.370711, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174285179142208
1787489939.375318, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1241, 174285183747875
1787489939.375352, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174285183779125
1787489942.741212, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174288549659375
1787489943.331122, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 28, 174289139563166
1787489943.331366, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174289139793750
1787489943.331452, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174289139878000
1787489943.331718, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174289140147666
1787489943.331900, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174289140327250
1787489943.333296, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174289141722041
1787489943.333349, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 189407995070534168059719944920144306572, 1787489939.317977, 1, 7, 174289141777083
1787489943.333654, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 45482326738028364836413630488730672484, 1787489943.333547, 1, 8, 174289142088958
1787489943.333826, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174289142252541
1787489943.335419, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174289143844916
1787489943.335508, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174289143934583
1787489943.372834, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174289181275166
1787489943.373001, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174289181430375
1787489943.373414, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174289181840083
1787489943.373558, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174289181983875
1787489943.377011, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 973, 174289185436625
1787489943.377040, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174289185462791
1787489946.080681, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174291889124291
1787489946.663800, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 28, 174292472247833
1787489946.664004, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174292472427958
1787489946.664122, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174292472546458
1787489946.664393, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174292472820250
1787489946.664623, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174292473052583
1787489946.665693, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174292474120666
1787489946.665828, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 45482326738028364836413630488730672484, 1787489943.333547, 1, 8, 174292474252833
1787489946.666118, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 240209762925916602150375592604869545176, 1787489946.666049, 1, 9, 174292474542958
1787489946.666265, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174292474689125
1787489946.666691, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174292475114875
1787489946.666817, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174292475240458
1787489946.737858, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174292546307583
1787489946.738035, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174292546456791
1787489946.738386, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174292546808041
1787489946.738468, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174292546893083
1787489946.741698, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1005, 174292550121000
1787489946.741728, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174292550146750
1787489949.532542, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174295340980250
1787489950.263213, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 35, 174296071653000
1787489950.263413, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174296071830208
1787489950.263591, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174296072008208
1787489950.263754, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174296072169541
1787489950.263904, Self-RAG Monolith 4B (multi-hop), End stage, run, start, 174296072320375
1787489950.265331, Self-RAG Monolith 4B (multi-hop), End stage, run, end, 174296073751625
1787489950.265450, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, end, 240209762925916602150375592604869545176, 1787489946.666049, 1, 9, 174296073866875
1787489950.265708, Self-RAG Monolith 4B (multi-hop), pipeline - val, run, start, 96459793506050365189970789800191564360, 1787489950.265642, 1, 10, 174296074126375
1787489950.265842, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, start, 174296074259666
1787489950.266611, Self-RAG Monolith 4B (multi-hop), Question dataloader, run, end, 174296075028750
1787489950.266725, Self-RAG Monolith 4B (multi-hop), Document retriever, run, start, 174296075141708
1787489950.320800, Self-RAG Monolith 4B (multi-hop), Document retriever, run, end, 174296129256208
1787489950.321075, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, start, 174296129492583
1787489950.321443, Self-RAG Monolith 4B (multi-hop), Monolith formatter, run, end, 174296129858416
1787489950.321554, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, start, 174296129972625
1787489950.325688, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_prompt_tokens, 1101, 174296134105291
1787489950.325727, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, start, 174296134140208
1787489953.369227, Self-RAG Monolith 4B (multi-hop), Monolith LLM, first_token, end, 174299177664791
1787489953.826492, Self-RAG Monolith 4B (multi-hop), Monolith LLM, n_generated_tokens, 22, 174299634919625
1787489953.826688, Self-RAG Monolith 4B (multi-hop), Monolith LLM, run, end, 174299635097958
1787489953.826879, Self-RAG Monolith 4B (multi-hop), Monolith router, run, start, 174299635294625
1787489953.827181, Self-RAG Monolith 4B (multi-hop), Monolith router, run, end, 174299635590916
1787489953.827348, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, start, 174299635760583
1787489953.828273, Self-RAG Monolith 4B (multi-hop), Query rewrite formatter, run, end, 174299636682666
1787489953.828372, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, run, start, 174299636792000
1787489953.830503, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_prompt_tokens, 605, 174299638912000
1787489953.830542, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, start, 174299638948125
1787489955.582086, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, first_token, end, 174301390511458
1787489955.643877, Self-RAG Monolith 4B (multi-hop), Query rewrite LLM, n_generated_tokens, 3, 174301452294708
