1787482208.702815, Self-RAG Decomposed-Shared, pipeline, prepare, start, 166554545009291
1787482243.742627, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 2, 166589584675791
1787482243.742742, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 166589584780291
1787482243.742862, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 166589584900250
1787482243.743236, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 166589585275041
1787482243.743331, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 166589585368541
1787482243.745242, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_prompt_tokens, 883, 166589587280666
1787482243.745269, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 166589587304458
1787482246.210952, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 166592053006458
1787482246.252815, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 2, 166592094864666
1787482246.252954, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 166592094992500
1787482246.253093, Self-RAG Decomposed-Shared, Hallucination router, run, start, 166592095134458
1787482246.253336, Self-RAG Decomposed-Shared, Hallucination router, run, end, 166592095375166
1787482246.253502, Self-RAG Decomposed-Shared, End stage, run, start, 166592095541333
1787482246.254563, Self-RAG Decomposed-Shared, End stage, run, end, 166592096600916
1787482246.254612, Self-RAG Decomposed-Shared, pipeline - val, run, end, 107008650396650649274776503463177821402, 1787482237.468238, 1, 1, 166592096648875
1787482246.254847, Self-RAG Decomposed-Shared, pipeline - val, run, start, 281777764911903392059070437835828136796, 1787482246.254781, 1, 2, 166592096891416
1787482246.254993, Self-RAG Decomposed-Shared, Question dataloader, run, start, 166592097029125
1787482246.255558, Self-RAG Decomposed-Shared, Question dataloader, run, end, 166592097596041
1787482246.255618, Self-RAG Decomposed-Shared, Document retriever, run, start, 166592097657208
1787482246.576113, Self-RAG Decomposed-Shared, Document retriever, run, end, 166592418161000
1787482246.576201, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 166592418237375
1787482246.576593, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 166592418631833
1787482246.576657, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 166592418692958
1787482246.579956, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 1431, 166592421993083
1787482246.579979, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 166592422014125
1787482250.428919, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 166596270974416
1787482250.473212, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 166596315266583
1787482250.473380, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 166596315418250
1787482250.473541, Self-RAG Decomposed-Shared, Grade router, run, start, 166596315582625
1787482250.473750, Self-RAG Decomposed-Shared, Grade router, run, end, 166596315788000
1787482250.473918, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 166596315956375
1787482250.474214, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 166596316252583
1787482250.474337, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 166596316374083
1787482250.477602, Self-RAG Decomposed-Shared, Shared LLM (generate), n_prompt_tokens, 1442, 166596319639666
1787482250.477633, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 166596319667708
1787482254.406691, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 166600248746416
1787482254.447193, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 2, 166600289238958
1787482254.447349, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 166600289385625
1787482254.447472, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 166600289511708
1787482254.448306, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 166600290341833
1787482254.448347, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 166600290381625
1787482254.450952, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_prompt_tokens, 1404, 166600292986416
1787482254.450974, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 166600293006875
1787482258.219622, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 166604061673583
1787482258.261826, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 2, 166604103874458
1787482258.261973, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 166604104009458
1787482258.262106, Self-RAG Decomposed-Shared, Hallucination router, run, start, 166604104144375
1787482258.262290, Self-RAG Decomposed-Shared, Hallucination router, run, end, 166604104325958
1787482258.262440, Self-RAG Decomposed-Shared, End stage, run, start, 166604104476333
1787482258.263369, Self-RAG Decomposed-Shared, End stage, run, end, 166604105405833
1787482258.263445, Self-RAG Decomposed-Shared, pipeline - val, run, end, 281777764911903392059070437835828136796, 1787482246.254781, 1, 2, 166604105481291
1787482258.263703, Self-RAG Decomposed-Shared, pipeline - val, run, start, 106926458642968018430609594038188011504, 1787482258.263645, 1, 3, 166604105739375
1787482258.263845, Self-RAG Decomposed-Shared, Question dataloader, run, start, 166604105882166
1787482258.264321, Self-RAG Decomposed-Shared, Question dataloader, run, end, 166604106356583
1787482258.264415, Self-RAG Decomposed-Shared, Document retriever, run, start, 166604106452041
1787482258.541964, Self-RAG Decomposed-Shared, Document retriever, run, end, 166604384012083
1787482258.542094, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 166604384134583
1787482258.542501, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 166604384536916
1787482258.542588, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 166604384626208
1787482258.544403, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 695, 166604386437708
1787482258.544426, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 166604386458750
1787482260.526131, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 166606368196958
1787482260.568278, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 166606410327666
1787482260.568449, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 166606410488958
1787482260.568552, Self-RAG Decomposed-Shared, Grade router, run, start, 166606410589333
1787482260.569226, Self-RAG Decomposed-Shared, Grade router, run, end, 166606411262416
1787482260.569393, Self-RAG Decomposed-Shared, Query rewrite formatter, run, start, 166606411432041
1787482260.570230, Self-RAG Decomposed-Shared, Query rewrite formatter, run, end, 166606412267708
1787482260.570382, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, start, 166606412421875
1787482260.572128, Self-RAG Decomposed-Shared, Shared LLM (rewrite), n_prompt_tokens, 587, 166606414165541
1787482260.572165, Self-RAG Decomposed-Shared, Shared LLM (rewrite), first_token, start, 166606414198875
1787482262.321663, Self-RAG Decomposed-Shared, Shared LLM (rewrite), first_token, end, 166608163717916
1787482262.876667, Self-RAG Decomposed-Shared, Shared LLM (rewrite), n_generated_tokens, 27, 166608718722916
1787482262.876836, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, end, 166608718872958
1787482262.877003, Self-RAG Decomposed-Shared, Document retriever, run, start, 166608719039208
1787482262.953504, Self-RAG Decomposed-Shared, Document retriever, run, end, 166608795568958
1787482262.953675, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 166608795711875
1787482262.954287, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 166608796324250
1787482262.954364, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 166608796399000
1787482262.958684, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 1210, 166608800718916
1787482262.958715, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 166608800746791
1787482266.239290, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 166612081437500
1787482266.280861, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 166612122904291
1787482266.281046, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 166612123078875
1787482266.281237, Self-RAG Decomposed-Shared, Grade router, run, start, 166612123273166
1787482266.281534, Self-RAG Decomposed-Shared, Grade router, run, end, 166612123568416
1787482266.281662, Self-RAG Decomposed-Shared, Query rewrite formatter, run, start, 166612123695791
1787482266.282423, Self-RAG Decomposed-Shared, Query rewrite formatter, run, end, 166612124457000
1787482266.282467, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, start, 166612124499708
1787482266.284744, Self-RAG Decomposed-Shared, Shared LLM (rewrite), n_prompt_tokens, 921, 166612126776916
1787482266.284767, Self-RAG Decomposed-Shared, Shared LLM (rewrite), first_token, start, 166612126798125
1787482268.833599, Self-RAG Decomposed-Shared, Shared LLM (rewrite), first_token, end, 166614675651083
1787482269.042373, Self-RAG Decomposed-Shared, Shared LLM (rewrite), n_generated_tokens, 10, 166614884427416
1787482269.042565, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, end, 166614884600791
1787482269.042772, Self-RAG Decomposed-Shared, Document retriever, run, start, 166614884820125
1787482269.103377, Self-RAG Decomposed-Shared, Document retriever, run, end, 166614945435541
1787482269.103543, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 166614945580750
1787482269.105124, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 166614947160583
1787482269.105238, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 166614947272458
1787482269.109503, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 1525, 166614951536375
1787482269.109538, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 166614951568875
1787482273.209729, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 166619051784125
1787482273.253287, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 166619095337750
1787482273.253482, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 166619095515583
1787482273.253637, Self-RAG Decomposed-Shared, Grade router, run, start, 166619095669750
1787482273.253865, Self-RAG Decomposed-Shared, Grade router, run, end, 166619095897750
1787482273.254024, Self-RAG Decomposed-Shared, End stage, run, start, 166619096059125
1787482273.255206, Self-RAG Decomposed-Shared, End stage, run, end, 166619097241333
1787482273.255305, Self-RAG Decomposed-Shared, pipeline - val, run, end, 106926458642968018430609594038188011504, 1787482258.263645, 1, 3, 166619097342791
1787482273.255497, Self-RAG Decomposed-Shared, pipeline - val, run, start, 235663663096206321032396185427128261681, 1787482273.255450, 1, 4, 166619097535958
1787482273.255752, Self-RAG Decomposed-Shared, Question dataloader, run, start, 166619097785875
1787482273.256621, Self-RAG Decomposed-Shared, Question dataloader, run, end, 166619098655000
1787482273.256706, Self-RAG Decomposed-Shared, Document retriever, run, start, 166619098740125
1787482273.292595, Self-RAG Decomposed-Shared, Document retriever, run, end, 166619134636375
1787482273.292730, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 166619134764750
1787482273.293248, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 166619135282791
1787482273.293321, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 166619135354541
1787482273.296334, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 1094, 166619138366208
1787482273.296371, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 166619138401291
1787482276.316966, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 166622159019916
1787482276.358068, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 166622200109666
1787482276.358194, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 166622200226916
1787482276.358319, Self-RAG Decomposed-Shared, Grade router, run, start, 166622200351541
1787482276.358472, Self-RAG Decomposed-Shared, Grade router, run, end, 166622200503291
1787482276.358636, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 166622200675500
1787482276.358909, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 166622200941333
1787482276.359092, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 166622201124916
1787482276.361394, Self-RAG Decomposed-Shared, Shared LLM (generate), n_prompt_tokens, 1105, 166622203425125
1787482276.361416, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 166622203445208
1787482279.388465, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 166625230517875
1787482279.471719, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 4, 166625313764208
1787482279.471867, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 166625313900541
1787482279.472018, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 166625314050875
1787482279.473298, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 166625315333291
1787482279.473398, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 166625315429708
1787482279.476191, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_prompt_tokens, 1074, 166625318225833
1787482279.476233, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 166625318264208
1787482282.438177, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 166628280225541
1787482282.478357, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 2, 166628320397375
1787482282.478480, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 166628320511583
1787482282.478641, Self-RAG Decomposed-Shared, Hallucination router, run, start, 166628320673250
1787482282.478808, Self-RAG Decomposed-Shared, Hallucination router, run, end, 166628320842041
1787482282.478931, Self-RAG Decomposed-Shared, End stage, run, start, 166628320963916
1787482282.479727, Self-RAG Decomposed-Shared, End stage, run, end, 166628321758458
1787482282.479786, Self-RAG Decomposed-Shared, pipeline - val, run, end, 235663663096206321032396185427128261681, 1787482273.255450, 1, 4, 166628321818583
1787482282.480005, Self-RAG Decomposed-Shared, pipeline - val, run, start, 315150135195827722042558807914754623285, 1787482282.479951, 1, 5, 166628322036833
1787482282.480106, Self-RAG Decomposed-Shared, Question dataloader, run, start, 166628322137833
1787482282.480382, Self-RAG Decomposed-Shared, Question dataloader, run, end, 166628322413375
1787482282.480493, Self-RAG Decomposed-Shared, Document retriever, run, start, 166628322534666
1787482282.774862, Self-RAG Decomposed-Shared, Document retriever, run, end, 166628616904500
1787482282.774947, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 166628616977583
1787482282.775327, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 166628617360333
1787482282.775392, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 166628617427333
1787482282.777257, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 886, 166628619287541
1787482282.777281, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 166628619309125
1787482285.238758, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 166631080810625
1787482285.279762, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 166631121802416
1787482285.279924, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 166631121955000
1787482285.280067, Self-RAG Decomposed-Shared, Grade router, run, start, 166631122100625
1787482285.280327, Self-RAG Decomposed-Shared, Grade router, run, end, 166631122359416
1787482285.280423, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 166631122456666
1787482285.280691, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 166631122723000
1787482285.280742, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 166631122771375
1787482285.282557, Self-RAG Decomposed-Shared, Shared LLM (generate), n_prompt_tokens, 897, 166631124586583
1787482285.282578, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 166631124606125
1787482287.736057, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 166633578106000
1787482287.840762, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 5, 166633682809333
1787482287.841013, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 166633683050458
1787482287.841172, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 166633683207666
1787482287.841687, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 166633683721833
1787482287.841884, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 166633683917125
1787482287.845053, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_prompt_tokens, 868, 166633687091250
1787482287.845112, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 166633687143875
1787482290.330985, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 166636173043458
1787482290.372093, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 2, 166636214132375
1787482290.372246, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 166636214276083
1787482290.372351, Self-RAG Decomposed-Shared, Hallucination router, run, start, 166636214381541
1787482290.372610, Self-RAG Decomposed-Shared, Hallucination router, run, end, 166636214641375
1787482290.372674, Self-RAG Decomposed-Shared, End stage, run, start, 166636214702791
1787482290.373510, Self-RAG Decomposed-Shared, End stage, run, end, 166636215539541
1787482290.373552, Self-RAG Decomposed-Shared, pipeline - val, run, end, 315150135195827722042558807914754623285, 1787482282.479951, 1, 5, 166636215580750
1787482290.373755, Self-RAG Decomposed-Shared, pipeline - val, run, start, 60170485097303476038051619922867290179, 1787482290.373712, 1, 6, 166636215788250
1787482290.373873, Self-RAG Decomposed-Shared, Question dataloader, run, start, 166636215903500
1787482290.374133, Self-RAG Decomposed-Shared, Question dataloader, run, end, 166636216163708
1787482290.374229, Self-RAG Decomposed-Shared, Document retriever, run, start, 166636216259125
1787482290.623947, Self-RAG Decomposed-Shared, Document retriever, run, end, 166636465988625
1787482290.624114, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 166636466145875
1787482290.624412, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 166636466443208
1787482290.624546, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 166636466577666
1787482290.627396, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 872, 166636469426291
1787482290.627423, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 166636469450541
1787482293.091201, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 166638933251583
1787482293.132173, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 166638974213625
1787482293.132309, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 166638974338333
1787482293.132435, Self-RAG Decomposed-Shared, Grade router, run, start, 166638974468166
1787482293.132709, Self-RAG Decomposed-Shared, Grade router, run, end, 166638974739000
1787482293.132790, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 166638974819208
1787482293.133059, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 166638975090000
1787482293.133152, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 166638975180375
1787482293.135337, Self-RAG Decomposed-Shared, Shared LLM (generate), n_prompt_tokens, 883, 166638977365916
1787482293.135360, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 166638977386291
1787482295.602684, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 166641444751625
1787482295.708556, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 5, 166641550606791
1787482295.708787, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 166641550819833
1787482295.709013, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 166641551049333
1787482295.709895, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 166641551928500
1787482295.710043, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 166641552076875
1787482295.713729, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_prompt_tokens, 848, 166641555762208
1787482295.713772, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 166641555800125
1787482298.110813, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 166643952860666
1787482298.151657, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 2, 166643993695916
1787482298.151794, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 166643993823250
1787482298.151934, Self-RAG Decomposed-Shared, Hallucination router, run, start, 166643993963916
1787482298.152178, Self-RAG Decomposed-Shared, Hallucination router, run, end, 166643994207500
1787482298.152276, Self-RAG Decomposed-Shared, End stage, run, start, 166643994304750
1787482298.153348, Self-RAG Decomposed-Shared, End stage, run, end, 166643995377041
1787482298.153413, Self-RAG Decomposed-Shared, pipeline - val, run, end, 60170485097303476038051619922867290179, 1787482290.373712, 1, 6, 166643995443500
1787482298.153667, Self-RAG Decomposed-Shared, pipeline - val, run, start, 127859132157261743895374234046145559713, 1787482298.153607, 1, 7, 166643995700625
1787482298.153840, Self-RAG Decomposed-Shared, Question dataloader, run, start, 166643995868541
1787482298.154479, Self-RAG Decomposed-Shared, Question dataloader, run, end, 166643996506791
1787482298.154615, Self-RAG Decomposed-Shared, Document retriever, run, start, 166643996648916
1787482298.474613, Self-RAG Decomposed-Shared, Document retriever, run, end, 166644316653583
1787482298.474764, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 166644316794500
1787482298.475113, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 166644317141500
1787482298.475190, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 166644317218333
1787482298.477847, Self-RAG Decomposed-Shared, Shared LLM (grade), n_prompt_tokens, 794, 166644319876375
1787482298.477874, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 166644319899875
1787482300.694515, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 166646536565125
1787482300.735963, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 166646578002416
1787482300.736109, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 166646578137166
1787482300.736238, Self-RAG Decomposed-Shared, Grade router, run, start, 166646578266125
1787482300.736523, Self-RAG Decomposed-Shared, Grade router, run, end, 166646578556500
1787482300.736677, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 166646578716791
1787482300.736991, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 166646579020333
1787482300.737089, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 166646579117541
1787482300.739313, Self-RAG Decomposed-Shared, Shared LLM (generate), n_prompt_tokens, 805, 166646581342291
1787482300.739341, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 166646581367458
1787482303.039146, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 166648881192833
1787482303.121685, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 4, 166648963724583
1787482303.121829, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 166648963858333
1787482303.121988, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 166648964016291
1787482303.122395, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 166648964425208
1787482303.122553, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 166648964582458
1787482303.124822, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_prompt_tokens, 776, 166648966851458
1787482303.124880, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 166648966911875
1787482305.339321, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 166651181368083
1787482305.380107, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 2, 166651222143166
1787482305.380291, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 166651222318458
1787482305.380376, Self-RAG Decomposed-Shared, Hallucination router, run, start, 166651222403000
1787482305.380623, Self-RAG Decomposed-Shared, Hallucination router, run, end, 166651222651875
1787482305.380713, Self-RAG Decomposed-Shared, End stage, run, start, 166651222739375
1787482305.381619, Self-RAG Decomposed-Shared, End stage, run, end, 166651223645416
