1787489393.520200, Self-RAG Decomposed-Shared (multi-hop), pipeline, prepare, start, 173739319852708
1787489433.483933, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 173779283225041
1787489433.484115, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 173779283407458
1787489433.561570, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 173779360870375
1787489433.561721, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 173779361012958
1787489433.562160, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 173779361451916
1787489433.562245, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 173779361533833
1787489433.564436, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 1038, 173779363725958
1787489433.564462, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 173779363749000
1787489436.434423, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 173782233762416
1787489436.476138, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 173782275427791
1787489436.476310, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 173782275582916
1787489436.476463, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 173782275739958
1787489436.476686, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 173782275958083
1787489436.476815, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 173782276087750
1787489436.477239, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 173782276511458
1787489436.477367, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 173782276642125
1787489436.479586, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_prompt_tokens, 1049, 173782278859750
1787489436.479617, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 173782278886666
1787489439.357994, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 173785157277416
1787489439.398820, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 2, 173785198085958
1787489439.398955, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 173785198210041
1787489439.399126, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 173785198381541
1787489439.399574, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 173785198830666
1787489439.399644, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 173785198899375
1787489439.401605, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_prompt_tokens, 1013, 173785200859458
1787489439.401629, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 173785200881041
1787489442.189627, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, end, 173787988887208
1787489442.231336, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_generated_tokens, 2, 173788030583583
1787489442.231475, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, end, 173788030712791
1787489442.231550, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, start, 173788030787791
1787489442.231781, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, end, 173788031021458
1787489442.231907, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 173788031147541
1787489442.232908, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 173788032146541
1787489442.232955, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 171673686487555163078740619994881189213, 1787489428.589384, 1, 1, 173788032191333
1787489442.233179, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 299978935893197222432885409051412228816, 1787489442.233113, 1, 2, 173788032418875
1787489442.233290, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 173788032528375
1787489442.234012, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 173788033250541
1787489442.234109, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 173788033345500
1787489442.345720, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 173788144970750
1787489442.345827, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 173788145067583
1787489442.346236, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 173788145473958
1787489442.346318, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 173788145560041
1787489442.348076, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 690, 173788147312583
1787489442.348099, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 173788147334041
1787489444.330237, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 173790129483750
1787489444.371827, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 173790171065666
1787489444.371950, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 173790171175000
1787489444.372078, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 173790171306208
1787489444.372229, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 173790171456958
1787489444.372366, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 173790171592375
1787489444.372718, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 173790171942875
1787489444.372757, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 173790171980875
1787489444.374091, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_prompt_tokens, 666, 173790173315041
1787489444.374112, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 173790173334458
1787489446.272843, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 173792072079083
1787489446.421860, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 7, 173792221093291
1787489446.422038, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 173792221255166
1787489446.422236, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 173792221459291
1787489446.472024, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 173792271259000
1787489446.472223, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 173792271441250
1787489446.472738, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 173792271955625
1787489446.472863, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 173792272077708
1787489446.476311, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 1300, 173792275523708
1787489446.476342, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 173792275552291
1787489450.004015, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 173795803231625
1787489450.045676, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 173795844881750
1787489450.045864, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 173795845055750
1787489450.045968, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 173795845162125
1787489450.046194, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 173795845384458
1787489450.046313, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 173795845503666
1787489450.047495, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 173795846689166
1787489450.047545, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 173795846735166
1787489450.049805, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_prompt_tokens, 1053, 173795848997458
1787489450.049837, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 173795849026291
1787489452.925920, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 173798725118625
1787489453.080638, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 7, 173798879833958
1787489453.080830, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 173798880008291
1787489453.081081, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 173798880268791
1787489453.126479, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 173798925669083
1787489453.126688, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 173798925865833
1787489453.127222, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 173798926397458
1787489453.127304, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 173798926477666
1787489453.130549, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 1300, 173798929725250
1787489453.130586, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 173798929757833
1787489456.670967, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 173802470134041
1787489456.714277, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 173802513440291
1787489456.714443, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 173802513595708
1787489456.714609, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 173802513761416
1787489456.714770, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 173802513924541
1787489456.714886, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 173802514039416
1787489456.715978, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 173802515131333
1787489456.716047, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 299978935893197222432885409051412228816, 1787489442.233113, 1, 2, 173802515197708
1787489456.716276, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 310222784739749769281726321652212893086, 1787489456.716206, 1, 3, 173802515427708
1787489456.716391, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 173802515542375
1787489456.717001, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 173802516154000
1787489456.717075, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 173802516227458
1787489456.772818, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 173802571984750
1787489456.772928, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 173802572080875
1787489456.773384, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 173802572537958
1787489456.773464, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 173802572615208
1787489456.777727, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 875, 173802576879375
1787489456.777772, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 173802576920708
1787489459.243059, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 173805042218208
1787489459.284855, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 173805084004833
1787489459.284992, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 173805084128083
1787489459.285131, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 173805084270083
1787489459.285350, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 173805084488833
1787489459.285442, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 173805084586833
1787489459.285732, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 173805084868333
1787489459.285791, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 173805084926208
1787489459.287778, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_prompt_tokens, 886, 173805086913916
1787489459.287801, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 173805086935375
1787489461.751305, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 173807550445833
1787489461.834729, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 4, 173807633861500
1787489461.834882, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 173807634006625
1787489461.835033, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 173807634154125
1787489461.835411, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 173807634533291
1787489461.835558, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 173807634681291
1787489461.837710, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_prompt_tokens, 835, 173807636831750
1787489461.837739, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 173807636858333
1787489464.214301, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, end, 173810013428583
1787489464.255800, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_generated_tokens, 2, 173810054916916
1787489464.255990, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, end, 173810055097291
1787489464.256120, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, start, 173810055234125
1787489464.256388, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, end, 173810055497333
1787489464.256478, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 173810055585916
1787489464.257590, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 173810056696666
1787489464.257668, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 310222784739749769281726321652212893086, 1787489456.716206, 1, 3, 173810056774708
1787489464.257827, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 294821646973573870081358689895228627546, 1787489464.257787, 1, 4, 173810056933750
1787489464.257915, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 173810057020125
1787489464.258194, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 173810057299500
1787489464.258261, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 173810057366708
1787489464.339146, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 173810138264750
1787489464.339320, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 173810138430125
1787489464.339623, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 173810138731541
1787489464.339764, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 173810138871250
1787489464.341143, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 504, 173810140249291
1787489464.341185, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 173810140289250
1787489465.822990, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 173811622110083
1787489465.864817, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 173811663925250
1787489465.864958, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 173811664055416
1787489465.865127, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 173811664227541
1787489465.865375, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 173811664474958
1787489465.865468, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 173811664564750
1787489465.865766, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 173811664863333
1787489465.865815, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 173811664912166
1787489465.866999, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_prompt_tokens, 515, 173811666095708
1787489465.867023, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 173811666118208
1787489467.438181, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 173813237291458
1787489467.479290, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 2, 173813278387458
1787489467.479400, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 173813278487083
1787489467.479525, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 173813278611458
1787489467.479807, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 173813278895083
1787489467.479898, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 173813278985791
1787489467.480930, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_prompt_tokens, 474, 173813280016666
1787489467.480950, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 173813280034708
1787489468.882827, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, end, 173814681926375
1787489468.923777, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_generated_tokens, 2, 173814722865541
1787489468.923947, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, end, 173814723030125
1787489468.924026, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, start, 173814723106083
1787489468.924200, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, end, 173814723280125
1787489468.924329, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 173814723407541
1787489468.925107, Self-RAG Decomposed-Shared (multi-hop), End stage, run, end, 173814724184750
1787489468.925167, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, end, 294821646973573870081358689895228627546, 1787489464.257787, 1, 4, 173814724249458
1787489468.925390, Self-RAG Decomposed-Shared (multi-hop), pipeline - val, run, start, 67544339793704463776084887179512433125, 1787489468.925343, 1, 5, 173814724469958
1787489468.925514, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, start, 173814724592625
1787489468.925776, Self-RAG Decomposed-Shared (multi-hop), Question dataloader, run, end, 173814724854916
1787489468.925860, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 173814724939208
1787489468.976391, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 173814775481708
1787489468.976546, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 173814775627000
1787489468.976892, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 173814775971958
1787489468.977003, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 173814776083083
1787489468.978984, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 714, 173814778062791
1787489468.979012, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 173814778088208
1787489471.034851, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 173816833937833
1787489471.077309, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 173816876388958
1787489471.077492, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 173816876562375
1787489471.077560, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 173816876627166
1787489471.077949, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 173816877018541
1787489471.078032, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, start, 173816877102541
1787489471.078488, Self-RAG Decomposed-Shared (multi-hop), Query rewrite formatter, run, end, 173816877558250
1787489471.078620, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, start, 173816877686291
1787489471.080514, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_prompt_tokens, 650, 173816879581333
1787489471.080543, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, start, 173816879607375
1787489472.986724, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), first_token, end, 173818785800958
1787489473.340741, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), n_generated_tokens, 17, 173819139817583
1787489473.340937, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (rewrite), run, end, 173819139992583
1787489473.341148, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, start, 173819140207166
1787489473.402316, Self-RAG Decomposed-Shared (multi-hop), Document retriever, run, end, 173819201390291
1787489473.402496, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, start, 173819201551541
1787489473.403027, Self-RAG Decomposed-Shared (multi-hop), Retrieval grader formatter, run, end, 173819202082541
1787489473.403106, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, start, 173819202157916
1787489473.405825, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_prompt_tokens, 972, 173819204878708
1787489473.405859, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, start, 173819204909791
1787489476.112354, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), first_token, end, 173821911416916
1787489476.153708, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), n_generated_tokens, 2, 173821952753916
1787489476.153893, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (grade), run, end, 173821952932416
1787489476.153965, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, start, 173821953004625
1787489476.154166, Self-RAG Decomposed-Shared (multi-hop), Grade router, run, end, 173821953204708
1787489476.154313, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, start, 173821953351916
1787489476.154598, Self-RAG Decomposed-Shared (multi-hop), Answer generator formatter, run, end, 173821953635708
1787489476.154716, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, start, 173821953751416
1787489476.156657, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_prompt_tokens, 983, 173821955692958
1787489476.156683, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, start, 173821955717125
1787489478.867268, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), first_token, end, 173824666308000
1787489478.950622, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), n_generated_tokens, 4, 173824749652500
1787489478.950765, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (generate), run, end, 173824749784791
1787489478.950923, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, start, 173824749945583
1787489478.951326, Self-RAG Decomposed-Shared (multi-hop), Hallucination grader formatter, run, end, 173824750346541
1787489478.951484, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, start, 173824750507291
1787489478.953646, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_prompt_tokens, 942, 173824752667208
1787489478.953677, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, start, 173824752694875
1787489481.578294, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), first_token, end, 173827377318041
1787489481.619500, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), n_generated_tokens, 2, 173827418512791
1787489481.619649, Self-RAG Decomposed-Shared (multi-hop), Shared LLM (hallucination), run, end, 173827418655166
1787489481.619794, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, start, 173827418798291
1787489481.620361, Self-RAG Decomposed-Shared (multi-hop), Hallucination router, run, end, 173827419365250
1787489481.620414, Self-RAG Decomposed-Shared (multi-hop), End stage, run, start, 173827419415458
