1787478291.208869, Self-RAG Decomposed (multi-hop), pipeline, prepare, start, 162637045193250
1787478348.661493, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 162694497523000
1787478348.661562, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 162694497588875
1787478348.678967, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_prompt_tokens, 634, 162694514996166
1787478348.678996, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 162694515020666
1787478350.537897, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 162696374091000
1787478350.651450, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 5, 162696487490125
1787478350.651645, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 162696487667250
1787478350.651838, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 162696487869000
1787478351.870920, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 162697706952791
1787478351.871053, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 162697707080083
1787478351.872180, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 162697708200000
1787478351.872254, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 162697708271833
1787478351.887672, Self-RAG Decomposed (multi-hop), Grader LLM, n_prompt_tokens, 1038, 162697723701166
1787478351.887738, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 162697723754958
1787478364.162335, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 162709998465875
1787478364.208794, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 162710044792875
1787478364.209198, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 162710045184041
1787478364.209645, Self-RAG Decomposed (multi-hop), Grade router, run, start, 162710045630958
1787478364.210516, Self-RAG Decomposed (multi-hop), Grade router, run, end, 162710046501125
1787478364.214881, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 162710050869958
1787478364.219462, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, end, 162710055447791
1787478364.220108, Self-RAG Decomposed (multi-hop), Generator LLM, run, start, 162710056323500
1787478364.330121, Self-RAG Decomposed (multi-hop), Generator LLM, n_prompt_tokens, 1049, 162710166112583
1787478364.330172, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, start, 162710166155666
1787478367.330710, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, end, 162713166824083
1787478367.375214, Self-RAG Decomposed (multi-hop), Generator LLM, n_generated_tokens, 2, 162713211200875
1787478367.375882, Self-RAG Decomposed (multi-hop), Generator LLM, run, end, 162713211859500
1787478367.376330, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, start, 162713212310375
1787478367.380215, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, end, 162713216193958
1787478367.380329, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, start, 162713216308125
1787478367.462226, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_prompt_tokens, 1013, 162713298207458
1787478367.462269, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, start, 162713298244166
1787478370.343696, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, end, 162716179790791
1787478370.391156, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_generated_tokens, 2, 162716227136333
1787478370.392121, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, end, 162716228090541
1787478370.392618, Self-RAG Decomposed (multi-hop), Hallucination router, run, start, 162716228592000
1787478370.392896, Self-RAG Decomposed (multi-hop), Hallucination router, run, end, 162716228864583
1787478370.393040, Self-RAG Decomposed (multi-hop), End stage, run, start, 162716229014500
1787478370.399158, Self-RAG Decomposed (multi-hop), End stage, run, end, 162716235128333
1787478370.399255, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 261282588301376627698869177653957585218, 1787478332.510951, 1, 1, 162716235231166
1787478370.401084, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 299309899005775600293737536311159325746, 1787478370.400717, 1, 2, 162716237061541
1787478370.403340, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 162716239311750
1787478370.444831, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 162716280804250
1787478370.444923, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 162716280895916
1787478371.411143, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 162717247118958
1787478371.411289, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 162717247261875
1787478371.412126, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 162717248092375
1787478371.412211, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 162717248179875
1787478371.439095, Self-RAG Decomposed (multi-hop), Grader LLM, n_prompt_tokens, 690, 162717275064250
1787478371.439131, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 162717275094291
1787478383.609107, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 162729445178791
1787478383.656297, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 162729492241208
1787478383.656846, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 162729492781375
1787478383.657043, Self-RAG Decomposed (multi-hop), Grade router, run, start, 162729492978625
1787478383.657910, Self-RAG Decomposed (multi-hop), Grade router, run, end, 162729493844416
1787478383.658943, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, start, 162729494881416
1787478383.661424, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 162729497356750
1787478383.661523, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 162729497708416
1787478383.670312, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_prompt_tokens, 666, 162729506245833
1787478383.670337, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 162729506267416
1787478385.603166, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 162731439240625
1787478385.759754, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 162731595716833
1787478385.760100, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 162731596030125
1787478385.760427, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 162731596372625
1787478386.250208, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 162732086145541
1787478386.250312, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 162732086245958
1787478386.251143, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 162732087069583
1787478386.251232, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 162732087160208
1787478386.272430, Self-RAG Decomposed (multi-hop), Grader LLM, n_prompt_tokens, 1300, 162732108360791
1787478386.272468, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 162732108391583
1787478389.872390, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 162735708441000
1787478389.921728, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 162735757655666
1787478389.921976, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 162735757894458
1787478389.922176, Self-RAG Decomposed (multi-hop), Grade router, run, start, 162735758096708
1787478389.922521, Self-RAG Decomposed (multi-hop), Grade router, run, end, 162735758437375
1787478389.922733, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, start, 162735758656375
1787478389.924035, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 162735759953583
1787478389.924152, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 162735760073000
1787478389.929371, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_prompt_tokens, 1053, 162735765288375
1787478389.929400, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 162735765314416
1787478392.838241, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 162738674340166
1787478392.993751, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 162738829678541
1787478392.994034, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 162738829944500
1787478392.994228, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 162738830151375
1787478393.452292, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 162739288210416
1787478393.452415, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 162739288325625
1787478393.453610, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 162739289516541
1787478393.453708, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 162739289617750
1787478393.458068, Self-RAG Decomposed (multi-hop), Grader LLM, n_prompt_tokens, 1300, 162739293976375
1787478393.458096, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 162739294001375
1787478397.051744, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 162742887816333
1787478397.100146, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 162742936057958
1787478397.100362, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 162742936259166
1787478397.100486, Self-RAG Decomposed (multi-hop), Grade router, run, start, 162742936389625
1787478397.100885, Self-RAG Decomposed (multi-hop), Grade router, run, end, 162742936783333
1787478397.101670, Self-RAG Decomposed (multi-hop), End stage, run, start, 162742938165541
1787478397.131693, Self-RAG Decomposed (multi-hop), End stage, run, end, 162742967591958
1787478397.131794, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 299309899005775600293737536311159325746, 1787478370.400717, 1, 2, 162742967697583
1787478397.132889, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 19571300407124182983947760724560259850, 1787478397.132811, 1, 3, 162742969238416
1787478397.134171, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 162742970072708
1787478397.161673, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 162742997571666
1787478397.161757, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 162742997656958
1787478397.842719, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 162743678629416
1787478397.842888, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 162743678787958
1787478397.843853, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 162743679747125
1787478397.843947, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 162743679843666
1787478397.874675, Self-RAG Decomposed (multi-hop), Grader LLM, n_prompt_tokens, 875, 162743710573291
1787478397.874710, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 162743710603333
1787478400.414949, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 162746251001333
1787478400.462934, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 162746298833750
1787478400.463154, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 162746299042916
1787478400.463376, Self-RAG Decomposed (multi-hop), Grade router, run, start, 162746299272750
1787478400.465891, Self-RAG Decomposed (multi-hop), Grade router, run, end, 162746301780291
1787478400.466368, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 162746302256625
1787478400.468294, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, end, 162746304182833
1787478400.468394, Self-RAG Decomposed (multi-hop), Generator LLM, run, start, 162746304292041
1787478400.540886, Self-RAG Decomposed (multi-hop), Generator LLM, n_prompt_tokens, 886, 162746376775958
1787478400.540923, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, start, 162746376808083
1787478403.115522, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, end, 162748951605958
1787478403.210343, Self-RAG Decomposed (multi-hop), Generator LLM, n_generated_tokens, 4, 162749046240708
1787478403.211283, Self-RAG Decomposed (multi-hop), Generator LLM, run, end, 162749047167458
1787478403.212110, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, start, 162749047992666
1787478403.215053, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, end, 162749050936583
1787478403.215532, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, start, 162749051420250
1787478403.273511, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_prompt_tokens, 835, 162749109397958
1787478403.273585, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, start, 162749109463958
1787478405.755699, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, end, 162751591753541
1787478405.801058, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_generated_tokens, 2, 162751636941375
1787478405.801709, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, end, 162751637583666
1787478405.802128, Self-RAG Decomposed (multi-hop), Hallucination router, run, start, 162751638001250
1787478405.803880, Self-RAG Decomposed (multi-hop), Hallucination router, run, end, 162751639757541
1787478405.803985, Self-RAG Decomposed (multi-hop), End stage, run, start, 162751639858208
1787478405.806563, Self-RAG Decomposed (multi-hop), End stage, run, end, 162751642437000
1787478405.806654, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 19571300407124182983947760724560259850, 1787478397.132811, 1, 3, 162751642527750
1787478405.807094, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 64980680899732137863256965691971464966, 1787478405.807049, 1, 4, 162751642970208
1787478405.808057, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 162751643933666
1787478405.828886, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 162751664760375
1787478405.829239, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 162751665117208
1787478407.124718, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 162752960605000
1787478407.125169, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 162752961048791
1787478407.126180, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 162752962052833
1787478407.126247, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 162752962116708
1787478407.190071, Self-RAG Decomposed (multi-hop), Grader LLM, n_prompt_tokens, 504, 162753025954000
1787478407.190139, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 162753026007708
1787478413.205185, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 162759041180958
1787478413.253634, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 162759089504083
1787478413.254246, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 162759090100250
1787478413.254406, Self-RAG Decomposed (multi-hop), Grade router, run, start, 162759090265125
1787478413.255010, Self-RAG Decomposed (multi-hop), Grade router, run, end, 162759090863708
1787478413.255154, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 162759091006958
1787478413.256853, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, end, 162759092706833
1787478413.256987, Self-RAG Decomposed (multi-hop), Generator LLM, run, start, 162759092854583
1787478413.323027, Self-RAG Decomposed (multi-hop), Generator LLM, n_prompt_tokens, 515, 162759158884583
1787478413.323068, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, start, 162759158919583
1787478414.976093, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, end, 162760812083166
1787478415.024454, Self-RAG Decomposed (multi-hop), Generator LLM, n_generated_tokens, 2, 162760860318875
1787478415.024712, Self-RAG Decomposed (multi-hop), Generator LLM, run, end, 162760860562125
1787478415.025319, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, start, 162760861177250
1787478415.026494, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, end, 162760862343833
1787478415.026597, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, start, 162760862448416
1787478415.085999, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_prompt_tokens, 474, 162760921854375
1787478415.086058, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, start, 162760921905083
1787478416.569832, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, end, 162762405826500
1787478416.615978, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_generated_tokens, 2, 162762451837541
1787478416.616239, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, end, 162762452087708
1787478416.616382, Self-RAG Decomposed (multi-hop), Hallucination router, run, start, 162762452231583
1787478416.616666, Self-RAG Decomposed (multi-hop), Hallucination router, run, end, 162762452513000
1787478416.616894, Self-RAG Decomposed (multi-hop), End stage, run, start, 162762452742625
1787478416.618181, Self-RAG Decomposed (multi-hop), End stage, run, end, 162762454027958
1787478416.618261, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 64980680899732137863256965691971464966, 1787478405.807049, 1, 4, 162762454106541
1787478416.618599, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 18081598911975769133825556116506636808, 1787478416.618504, 1, 5, 162762454450458
1787478416.618972, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 162762454818500
1787478416.632048, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 162762467893833
1787478416.632335, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 162762468196125
1787478417.607141, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 162763442998958
1787478417.607264, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 162763443123500
1787478417.608835, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 162763444680208
1787478417.608955, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 162763444796333
1787478417.637683, Self-RAG Decomposed (multi-hop), Grader LLM, n_prompt_tokens, 714, 162763473541541
1787478417.637766, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 162763473607208
1787478433.377583, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 162779213582625
1787478433.425556, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 162779261369875
1787478433.425841, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 162779261642333
1787478433.426008, Self-RAG Decomposed (multi-hop), Grade router, run, start, 162779261810958
1787478433.427822, Self-RAG Decomposed (multi-hop), Grade router, run, end, 162779263624291
1787478433.428115, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, start, 162779263919208
1787478433.429835, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 162779265634500
1787478433.430998, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 162779266800166
1787478433.451946, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_prompt_tokens, 650, 162779287749125
1787478433.451989, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 162779287785833
1787478435.401718, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 162781237657083
1787478435.774253, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 17, 162781610071583
1787478435.774534, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 162781610327083
1787478435.774856, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 162781610671500
1787478436.943560, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 162782779362541
1787478436.943671, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 162782779465666
1787478436.945007, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 162782780796958
1787478436.945135, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 162782780927208
1787478436.962435, Self-RAG Decomposed (multi-hop), Grader LLM, n_prompt_tokens, 972, 162782798227125
1787478436.962468, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 162782798255416
1787478445.145269, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 162790981192916
1787478445.193042, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 162791028821458
1787478445.193734, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 162791029505166
1787478445.193929, Self-RAG Decomposed (multi-hop), Grade router, run, start, 162791029698166
1787478445.194757, Self-RAG Decomposed (multi-hop), Grade router, run, end, 162791030523666
1787478445.194927, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 162791030695958
1787478445.197002, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, end, 162791032770291
1787478445.197080, Self-RAG Decomposed (multi-hop), Generator LLM, run, start, 162791032856875
1787478445.281975, Self-RAG Decomposed (multi-hop), Generator LLM, n_prompt_tokens, 983, 162791117748666
1787478445.282026, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, start, 162791117791291
1787478448.072791, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, end, 162793908601625
1787478448.156868, Self-RAG Decomposed (multi-hop), Generator LLM, n_generated_tokens, 4, 162793992638416
1787478448.157482, Self-RAG Decomposed (multi-hop), Generator LLM, run, end, 162793993242125
1787478448.157983, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, start, 162793993746500
1787478448.159366, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, end, 162793995127083
1787478448.159467, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, start, 162793995227916
1787478448.231536, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_prompt_tokens, 942, 162794067300583
1787478448.231584, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, start, 162794067342125
1787478450.915807, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, end, 162796751894750
1787478450.964458, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_generated_tokens, 2, 162796800227291
1787478450.964748, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, end, 162796800500916
1787478450.965011, Self-RAG Decomposed (multi-hop), Hallucination router, run, start, 162796800770250
1787478450.966398, Self-RAG Decomposed (multi-hop), Hallucination router, run, end, 162796802152875
1787478450.966576, Self-RAG Decomposed (multi-hop), End stage, run, start, 162796802716000
1787478450.969352, Self-RAG Decomposed (multi-hop), End stage, run, end, 162796805104750
1787478450.969424, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 18081598911975769133825556116506636808, 1787478416.618504, 1, 5, 162796805179291
1787478450.969694, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 28785256341901817004175509607396728836, 1787478450.969591, 1, 6, 162796805452666
1787478450.970300, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 162796806055625
1787478450.991721, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 162796827473750
1787478450.991830, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 162796827585916
1787478451.749725, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 162797585486083
1787478451.749833, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 162797585587625
1787478451.750933, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 162797586685083
1787478451.751066, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 162797586816500
1787478451.782678, Self-RAG Decomposed (multi-hop), Grader LLM, n_prompt_tokens, 768, 162797618430916
1787478451.782716, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 162797618464208
1787478454.128461, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 162799964401750
1787478454.181150, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 162800016907208
1787478454.181405, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 162800017149416
1787478454.181541, Self-RAG Decomposed (multi-hop), Grade router, run, start, 162800017284500
1787478454.182527, Self-RAG Decomposed (multi-hop), Grade router, run, end, 162800018274583
1787478454.182634, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 162800018376416
1787478454.185919, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, end, 162800021663958
1787478454.185995, Self-RAG Decomposed (multi-hop), Generator LLM, run, start, 162800021747333
1787478454.204537, Self-RAG Decomposed (multi-hop), Generator LLM, n_prompt_tokens, 779, 162800040281750
1787478454.204565, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, start, 162800040305875
1787478456.491642, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, end, 162802327543666
1787478456.607494, Self-RAG Decomposed (multi-hop), Generator LLM, n_generated_tokens, 5, 162802443265250
1787478456.609000, Self-RAG Decomposed (multi-hop), Generator LLM, run, end, 162802444741041
1787478456.610056, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, start, 162802445938625
1787478456.613529, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, end, 162802449270083
1787478456.614233, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, start, 162802449975791
1787478456.712649, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_prompt_tokens, 735, 162802548392125
1787478456.712701, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, start, 162802548435500
