1787208394.788576, Self-RAG Decomposed (multi-hop), pipeline, prepare, start, 56343966308958
1787208437.836826, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 56387014359375
1787208437.837097, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 56387014629958
1787208440.491283, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 56389668823958
1787208440.491376, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 56389668904916
1787208440.508886, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 56389686418375
1787208440.508980, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 56389686510958
1787208440.509050, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 56389686577708
1787208451.318149, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 56400496102041
1787208451.391946, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 56400569467083
1787208451.392141, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 56400569649708
1787208451.392631, Self-RAG Decomposed (multi-hop), Grade router, run, start, 56400570141208
1787208451.394288, Self-RAG Decomposed (multi-hop), Grade router, run, end, 56400571796791
1787208451.394623, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, start, 56400572131666
1787208451.396909, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 56400574417541
1787208451.396985, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 56400574496250
1787208451.397044, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 56400574550708
1787208453.300467, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 56402478012750
1787208453.407951, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 5, 56402585477750
1787208453.408154, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 56402585661750
1787208453.408962, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 56402586476458
1787208454.677384, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 56403854898125
1787208454.677483, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 56403854991083
1787208454.678190, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 56403855693041
1787208454.678265, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 56403855770000
1787208454.678323, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 56403855824666
1787208460.755119, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 56409932802875
1787208460.799397, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 56409976897583
1787208460.799656, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 56409977146625
1787208460.799787, Self-RAG Decomposed (multi-hop), Grade router, run, start, 56409977280750
1787208460.800091, Self-RAG Decomposed (multi-hop), Grade router, run, end, 56409977581416
1787208460.801088, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 56409978578833
1787208460.804391, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, end, 56409981882416
1787208460.804997, Self-RAG Decomposed (multi-hop), Generator LLM, run, start, 56409982489333
1787208460.805412, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, start, 56409982900958
1787208463.861415, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, end, 56413038919416
1787208463.902845, Self-RAG Decomposed (multi-hop), Generator LLM, n_generated_tokens, 2, 56413080341708
1787208463.903000, Self-RAG Decomposed (multi-hop), Generator LLM, run, end, 56413080484750
1787208463.903149, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, start, 56413080636041
1787208463.904203, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, end, 56413081690791
1787208463.904281, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, start, 56413081765583
1787208463.905265, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, start, 56413082750125
1787208466.778692, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, end, 56415956305083
1787208466.825542, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_generated_tokens, 2, 56416003031958
1787208466.825756, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, end, 56416003235666
1787208466.825875, Self-RAG Decomposed (multi-hop), Hallucination router, run, start, 56416003354125
1787208466.826257, Self-RAG Decomposed (multi-hop), Hallucination router, run, end, 56416003739333
1787208466.826828, Self-RAG Decomposed (multi-hop), End stage, run, start, 56416004307708
1787208466.830385, Self-RAG Decomposed (multi-hop), End stage, run, end, 56416007865458
1787208466.830452, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 174428605867661972704536870564164449685, 1787208437.832911, 1, 1, 56416007932833
1787208583.655585, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 9111084738662380149099910992775972626, 1787208583.650703, 1, 2, 56532833108875
1787208583.659505, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 56532837351000
1787208583.713386, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 56532890650500
1787208583.714677, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 56532891937458
1787208587.733380, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 56536910685041
1787208587.733820, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 56536911081708
1787208587.735953, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 56536913206750
1787208587.736544, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 56536913797708
1787208587.736669, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 56536913924250
1787208614.038853, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 56563216253708
1787208614.097935, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 56563275154791
1787208614.098977, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 56563276194458
1787208614.099408, Self-RAG Decomposed (multi-hop), Grade router, run, start, 56563276616708
1787208614.101461, Self-RAG Decomposed (multi-hop), Grade router, run, end, 56563278667500
1787208614.102340, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, start, 56563279554000
1787208614.107663, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 56563284871833
1787208614.107780, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 56563284985958
1787208614.107867, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 56563285069666
1787208616.091052, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 56565268479250
1787208616.247048, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 56565424266750
1787208616.247299, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 56565424499458
1787208616.247546, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 56565424755375
1787208618.108737, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 56567285944291
1787208618.108917, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 56567286119458
1787208618.109492, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 56567286690583
1787208618.109584, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 56567286781291
1787208618.109639, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 56567286834375
1787208622.206031, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 35659049822019783256197640454060813944, 1787208622.204729, 1, 3, 56571383639083
1787208622.206866, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 56571384242500
1787208622.228285, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 56571405482208
1787208622.228456, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 56571405645333
1787208622.858826, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 56572036137000
1787208622.859153, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 56572036351083
1787208622.860875, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 56572038063708
1787208625.531803, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 56574709144708
1787208625.581527, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 56574758722750
1787208625.581812, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 56574758995083
1787208625.582013, Self-RAG Decomposed (multi-hop), Grade router, run, start, 56574759202666
1787208625.582083, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 56574759266000
1787208625.582564, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 56574759750083
1787208625.583146, Self-RAG Decomposed (multi-hop), Grade router, run, end, 56574760329875
1787208625.583274, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, start, 56574760459958
1787208625.584551, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 56574761736458
1787208625.584666, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 56574761858166
1787208628.113909, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 56577291113416
1787208628.157642, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 56577334836375
1787208628.157811, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 56577334990333
1787208628.157847, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 56577335030166
1787208628.158050, Self-RAG Decomposed (multi-hop), Grade router, run, start, 56577335229541
1787208628.158320, Self-RAG Decomposed (multi-hop), Grade router, run, end, 56577335500833
1787208628.158909, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 56577336091625
1787208628.160636, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, end, 56577337818000
1787208628.161434, Self-RAG Decomposed (multi-hop), Generator LLM, run, start, 56577338630375
1787208628.161709, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, start, 56577338888791
1787208628.714886, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 247132273041239147477043755001140293778, 1787208628.714496, 1, 4, 56577892202750
1787208628.715427, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 56577892612333
1787208628.732875, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 56577910059166
1787208628.733037, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 56577910213916
1787208639.485915, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 27297891415417762425371426165557115210, 1787208639.474301, 1, 5, 56588666730541
1787208639.500688, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 56588678247625
1787208639.535048, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 56588712219083
1787208690.366464, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 56639544678250
1787208690.370789, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 56639548122416
1787208690.372152, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 56639549212250
1787208690.397958, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 56639575028541
1787208690.407132, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 56639584194750
1787208690.544431, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 56639721762166
1787208690.858921, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 56640036004041
1787208690.859062, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 56640036124583
1787208690.859890, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 56640036954750
1787208690.904704, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, end, 56640081776875
1787208691.048599, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 56640225671416
1787208691.052028, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 56640229092083
1787208691.052075, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 56640229137666
1787208691.052115, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 56640229175041
1787208691.135065, Self-RAG Decomposed (multi-hop), Generator LLM, n_generated_tokens, 4, 56640312148916
1787208691.135737, Self-RAG Decomposed (multi-hop), Generator LLM, run, end, 56640312799333
1787208691.136923, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, start, 56640313983666
1787208691.138350, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, end, 56640315409833
1787208691.139081, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, start, 56640316140625
1787208691.139172, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, start, 56640316231666
1787208691.682737, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 56640859807791
1787208691.682881, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 56640859951500
1787208691.683844, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 56640860907791
1787208696.105344, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 56645282635458
1787208696.107173, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, end, 56645284247875
1787208696.209162, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_generated_tokens, 2, 56645386240000
1787208696.209260, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 56645386314833
1787208696.210189, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, end, 56645387241958
1787208696.210692, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 56645387742041
1787208696.210738, Self-RAG Decomposed (multi-hop), Hallucination router, run, start, 56645387787250
1787208696.210866, Self-RAG Decomposed (multi-hop), Grade router, run, start, 56645387921833
1787208696.210986, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 56645388034333
1787208696.212107, Self-RAG Decomposed (multi-hop), Grade router, run, end, 56645389158250
1787208696.212219, Self-RAG Decomposed (multi-hop), Hallucination router, run, end, 56645389268708
1787208696.213683, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, start, 56645390738416
1787208696.214345, Self-RAG Decomposed (multi-hop), End stage, run, start, 56645391393708
1787208696.214402, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 56645391454833
1787208696.220030, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 56645397080500
1787208696.220174, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 56645397229166
1787208696.389425, Self-RAG Decomposed (multi-hop), End stage, run, end, 56645566486750
1787208696.397081, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 35659049822019783256197640454060813944, 1787208622.204729, 1, 3, 56645574142250
1787208698.316925, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 56647493996083
1787208698.358499, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 56647535559833
1787208698.358658, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 56647535704791
1787208698.358721, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 56647535771000
1787208698.358754, Self-RAG Decomposed (multi-hop), Grade router, run, start, 56647535802916
1787208698.358793, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 56647535837958
1787208698.359121, Self-RAG Decomposed (multi-hop), Grade router, run, end, 56647536168333
1787208698.359177, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, start, 56647536222541
1787208698.359531, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 56647536577208
1787208700.160846, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 56649337906625
1787208700.304937, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 56649481994125
1787208700.305079, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 56649482120916
1787208700.305103, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 56649482151875
1787208700.305210, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 56649482252708
1787208700.305247, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 56649482291833
1787208709.251535, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 56658429089833
1787208709.336390, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 56658513435458
1787208709.336721, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 56658513746083
1787208709.336774, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 56658513813000
1787208709.337039, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 56658514063000
1787208709.337381, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 56658514411583
1787208709.337461, Self-RAG Decomposed (multi-hop), Grade router, run, start, 56658514488916
1787208709.348090, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 56658525117416
1787208709.348148, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 56658525173708
1787208709.348312, Self-RAG Decomposed (multi-hop), Grade router, run, end, 56658525336500
1787208709.348429, Self-RAG Decomposed (multi-hop), End stage, run, start, 56658525453208
1787208709.351033, Self-RAG Decomposed (multi-hop), End stage, run, end, 56658528058625
1787208709.351093, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 9111084738662380149099910992775972626, 1787208583.650703, 1, 2, 56658528121583
1787208711.372249, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 56660549449958
1787208711.734353, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 17, 56660911395208
1787208711.734653, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 56660911676333
1787208711.734713, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 56660911739666
1787208711.734966, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 56660911992458
1787208712.618078, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 56661795173500
1787208712.618313, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 56661795343000
1787208712.619667, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 56661796688208
1787208715.795079, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 56664972200416
1787208715.839581, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 56665016607708
1787208715.839837, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 56665016852000
1787208715.839977, Self-RAG Decomposed (multi-hop), Grade router, run, start, 56665016995666
1787208715.840015, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 56665017025875
1787208715.840623, Self-RAG Decomposed (multi-hop), Grade router, run, end, 56665017636750
1787208715.840787, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 56665017806791
1787208715.840856, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, start, 56665017876000
1787208715.842322, Self-RAG Decomposed (multi-hop), Query rewrite formatter, run, end, 56665019335791
1787208715.842428, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, start, 56665019447708
1787208718.570907, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 56667747935791
1787208718.612699, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 56667789720541
1787208718.612842, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 56667789851083
1787208718.612876, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, start, 56667789888125
1787208718.613011, Self-RAG Decomposed (multi-hop), Grade router, run, start, 56667790019916
1787208718.613324, Self-RAG Decomposed (multi-hop), Grade router, run, end, 56667790333500
1787208718.613825, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 56667790834583
1787208718.615644, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, end, 56667792653583
1787208718.615781, Self-RAG Decomposed (multi-hop), Generator LLM, run, start, 56667792797708
1787208718.615909, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, start, 56667792916375
1787208723.873481, Self-RAG Decomposed (multi-hop), Query rewrite LLM, first_token, end, 56673050702500
1787208724.263636, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, end, 56673440675541
1787208724.355458, Self-RAG Decomposed (multi-hop), Query rewrite LLM, n_generated_tokens, 7, 56673532475416
1787208724.355783, Self-RAG Decomposed (multi-hop), Query rewrite LLM, run, end, 56673532784041
1787208724.356330, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 56673533357125
1787208724.396129, Self-RAG Decomposed (multi-hop), Generator LLM, n_generated_tokens, 4, 56673573142958
1787208724.397355, Self-RAG Decomposed (multi-hop), Generator LLM, run, end, 56673574355625
1787208724.398393, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, start, 56673575391083
1787208724.404396, Self-RAG Decomposed (multi-hop), Hallucination grader formatter, run, end, 56673581393625
1787208724.404773, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, start, 56673581770083
1787208724.405811, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, start, 56673582808875
1787208728.499629, Self-RAG Decomposed (multi-hop), Hallucination LLM, first_token, end, 56677676787000
1787208728.512898, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 56677689900291
1787208728.513049, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 56677690050833
1787208728.517414, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 56677694412750
1787208728.517518, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 56677694510083
1787208728.517603, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 56677694591916
1787208728.546825, Self-RAG Decomposed (multi-hop), Hallucination LLM, n_generated_tokens, 2, 56677723833375
1787208728.547046, Self-RAG Decomposed (multi-hop), Hallucination LLM, run, end, 56677724035625
1787208728.547186, Self-RAG Decomposed (multi-hop), Hallucination router, run, start, 56677724182166
1787208728.547501, Self-RAG Decomposed (multi-hop), Hallucination router, run, end, 56677724492583
1787208728.548110, Self-RAG Decomposed (multi-hop), End stage, run, start, 56677725099166
1787208728.721578, Self-RAG Decomposed (multi-hop), End stage, run, end, 56677898577791
1787208728.721653, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 27297891415417762425371426165557115210, 1787208639.474301, 1, 5, 56677898642291
1787208734.398058, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 56683575192416
1787208734.443849, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 56683620838625
1787208734.445061, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 56683622040416
1787208734.446025, Self-RAG Decomposed (multi-hop), Grade router, run, start, 56683623016333
1787208734.447464, Self-RAG Decomposed (multi-hop), Grade router, run, end, 56683624443208
1787208734.447578, Self-RAG Decomposed (multi-hop), End stage, run, start, 56683624562750
1787208734.448945, Self-RAG Decomposed (multi-hop), End stage, run, end, 56683625924000
1787208734.449020, Self-RAG Decomposed (multi-hop), pipeline - val, run, end, 247132273041239147477043755001140293778, 1787208628.714496, 1, 4, 56683625998166
1787208749.771127, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 316357917215125175946943417114661905589, 1787208749.768446, 1, 6, 56698948167958
1787208749.772879, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 56698950423125
1787208749.811006, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 56698987968916
1787208749.811221, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 56698988182416
1787208750.716948, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 56699893908958
1787208750.717062, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 56699894013750
1787208750.717998, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 56699894947041
1787208750.718082, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 56699895032875
1787208750.718183, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 56699895132791
1787208751.826558, Self-RAG Decomposed (multi-hop), pipeline - val, run, start, 316103633633324607967786668781793397388, 1787208751.825548, 1, 7, 56701003585250
1787208751.827281, Self-RAG Decomposed (multi-hop), Question dataloader, run, start, 56701004256125
1787208751.828840, Self-RAG Decomposed (multi-hop), Question dataloader, run, end, 56701005788791
1787208751.829027, Self-RAG Decomposed (multi-hop), Document retriever, run, start, 56701005986250
1787208751.876839, Self-RAG Decomposed (multi-hop), Document retriever, run, end, 56701053805041
1787208751.876983, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, start, 56701053937625
1787208751.877884, Self-RAG Decomposed (multi-hop), Retrieval grader formatter, run, end, 56701054831958
1787208754.380529, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 56703557612083
1787208754.424640, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 56703601590916
1787208754.424869, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 56703601810500
1787208754.425030, Self-RAG Decomposed (multi-hop), Grader LLM, run, start, 56703601973625
1787208754.425105, Self-RAG Decomposed (multi-hop), Grade router, run, start, 56703602048416
1787208754.425264, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, start, 56703602205833
1787208754.426106, Self-RAG Decomposed (multi-hop), Grade router, run, end, 56703603051125
1787208754.428439, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 56703605379208
1787208754.429797, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, end, 56703606737625
1787208754.429908, Self-RAG Decomposed (multi-hop), Generator LLM, run, start, 56703606850958
1787208754.430005, Self-RAG Decomposed (multi-hop), Generator LLM, first_token, start, 56703606946583
1787208759.302654, Self-RAG Decomposed (multi-hop), Grader LLM, first_token, end, 56708479770750
1787208759.433488, Self-RAG Decomposed (multi-hop), Grader LLM, n_generated_tokens, 2, 56708610432125
1787208759.433756, Self-RAG Decomposed (multi-hop), Grader LLM, run, end, 56708610687916
1787208759.433951, Self-RAG Decomposed (multi-hop), Grade router, run, start, 56708610888791
1787208759.435192, Self-RAG Decomposed (multi-hop), Grade router, run, end, 56708612125791
1787208759.435993, Self-RAG Decomposed (multi-hop), Answer generator formatter, run, start, 56708612927041
