1787204947.022970, Self-RAG Decomposed-Shared, pipeline, prepare, start, 52896213125916
1787204984.771744, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 52933961590458
1787204987.260373, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 52936450227500
1787204987.303664, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 2, 52936493509666
1787204987.303827, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 52936493660916
1787204987.303976, Self-RAG Decomposed-Shared, Hallucination router, run, start, 52936493812041
1787204987.304228, Self-RAG Decomposed-Shared, Hallucination router, run, end, 52936494063625
1787204987.304338, Self-RAG Decomposed-Shared, End stage, run, start, 52936494177875
1787204987.305490, Self-RAG Decomposed-Shared, End stage, run, end, 52936495324750
1787204987.305571, Self-RAG Decomposed-Shared, pipeline - val, run, end, 21625985754568816983793767746257978446, 1787204978.401747, 1, 1, 52936495409250
1787204989.725885, Self-RAG Decomposed-Shared, pipeline - val, run, start, 189132270922897154760229652906370347854, 1787204989.725689, 1, 2, 52938915744875
1787204989.726243, Self-RAG Decomposed-Shared, Question dataloader, run, start, 52938916069791
1787204989.727196, Self-RAG Decomposed-Shared, Question dataloader, run, end, 52938917020833
1787204989.727345, Self-RAG Decomposed-Shared, Document retriever, run, start, 52938917176958
1787204990.091180, Self-RAG Decomposed-Shared, Document retriever, run, end, 52939281013333
1787204990.091300, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 52939281128041
1787204990.091790, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 52939281609333
1787204990.091857, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 52939281674458
1787204990.091954, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 52939281774666
1787204994.056224, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 52943246051000
1787204994.102251, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 52943292067166
1787204994.102536, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 52943292341833
1787204994.102648, Self-RAG Decomposed-Shared, Grade router, run, start, 52943292460125
1787204994.102944, Self-RAG Decomposed-Shared, Grade router, run, end, 52943292745000
1787204994.103112, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 52943292915875
1787204994.103568, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 52943293369291
1787204994.103706, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 52943293509000
1787204994.103847, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 52943293652625
1787204998.081014, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 52947270841791
1787204998.125701, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 2, 52947315496875
1787204998.125864, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 52947315645291
1787204998.126010, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 52947315790541
1787204998.127330, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 52947317114291
1787204998.127429, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 52947317220458
1787204998.127582, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 52947317365708
1787204998.304377, Self-RAG Decomposed-Shared, pipeline - val, run, start, 316575829483196465224353686745058233942, 1787204998.298247, 1, 3, 52947494192541
1787204998.304667, Self-RAG Decomposed-Shared, Question dataloader, run, start, 52947494450250
1787204998.305329, Self-RAG Decomposed-Shared, Question dataloader, run, end, 52947495110291
1787204998.305513, Self-RAG Decomposed-Shared, Document retriever, run, start, 52947495300041
1787204998.696562, Self-RAG Decomposed-Shared, Document retriever, run, end, 52947886353750
1787204998.696704, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 52947886482041
1787204998.697054, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 52947886833041
1787204998.697185, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 52947886962208
1787205001.961728, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 52951151536916
1787205002.004407, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 2, 52951194184041
1787205002.004593, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 52951194354375
1787205002.004624, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 52951194403208
1787205002.004734, Self-RAG Decomposed-Shared, Hallucination router, run, start, 52951194494583
1787205002.005289, Self-RAG Decomposed-Shared, Hallucination router, run, end, 52951195052875
1787205002.005405, Self-RAG Decomposed-Shared, End stage, run, start, 52951195171291
1787205002.006627, Self-RAG Decomposed-Shared, End stage, run, end, 52951196389583
1787205002.006730, Self-RAG Decomposed-Shared, pipeline - val, run, end, 189132270922897154760229652906370347854, 1787204989.725689, 1, 2, 52951196497541
1787205004.011042, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 52953200823250
1787205004.055672, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 52953245441958
1787205004.055855, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 52953245607958
1787205004.056039, Self-RAG Decomposed-Shared, Grade router, run, start, 52953245794583
1787205004.056395, Self-RAG Decomposed-Shared, Grade router, run, end, 52953246148625
1787205004.056539, Self-RAG Decomposed-Shared, Query rewrite formatter, run, start, 52953246293500
1787205004.057403, Self-RAG Decomposed-Shared, Query rewrite formatter, run, end, 52953247158208
1787205004.057504, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, start, 52953247256875
1787205004.057574, Self-RAG Decomposed-Shared, Shared LLM (rewrite), first_token, start, 52953247324375
1787205005.814442, Self-RAG Decomposed-Shared, Shared LLM (rewrite), first_token, end, 52955004206708
1787205006.379128, Self-RAG Decomposed-Shared, Shared LLM (rewrite), n_generated_tokens, 27, 52955568885416
1787205006.379306, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, end, 52955569046583
1787205006.379518, Self-RAG Decomposed-Shared, Document retriever, run, start, 52955569265875
1787205006.705607, Self-RAG Decomposed-Shared, Document retriever, run, end, 52955895356791
1787205006.705779, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 52955895529958
1787205006.706331, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 52955896074375
1787205006.706426, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 52955896164208
1787205006.706468, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 52955896203500
1787205010.027511, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 52959217329875
1787205010.072931, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 52959262665958
1787205010.073143, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 52959262865583
1787205010.073248, Self-RAG Decomposed-Shared, Grade router, run, start, 52959262974000
1787205010.073564, Self-RAG Decomposed-Shared, Grade router, run, end, 52959263289500
1787205010.073746, Self-RAG Decomposed-Shared, Query rewrite formatter, run, start, 52959263480833
1787205010.075148, Self-RAG Decomposed-Shared, Query rewrite formatter, run, end, 52959264870000
1787205010.075194, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, start, 52959264914750
1787205010.075275, Self-RAG Decomposed-Shared, Shared LLM (rewrite), first_token, start, 52959264997625
1787205011.183493, Self-RAG Decomposed-Shared, pipeline - val, run, start, 86843189816364536329615866521444183238, 1787205011.183327, 1, 4, 52960373237166
1787205011.183736, Self-RAG Decomposed-Shared, Question dataloader, run, start, 52960373456625
1787205011.185160, Self-RAG Decomposed-Shared, Question dataloader, run, end, 52960374878541
1787205011.185231, Self-RAG Decomposed-Shared, Document retriever, run, start, 52960374946083
1787205011.328972, Self-RAG Decomposed-Shared, Document retriever, run, end, 52960518720791
1787205011.329122, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 52960518839708
1787205011.329723, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 52960519441833
1787205011.329786, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 52960519504625
1787205012.660759, Self-RAG Decomposed-Shared, Shared LLM (rewrite), first_token, end, 52961850491625
1787205012.874655, Self-RAG Decomposed-Shared, Shared LLM (rewrite), n_generated_tokens, 10, 52962064392166
1787205012.874883, Self-RAG Decomposed-Shared, Shared LLM (rewrite), run, end, 52962064593166
1787205012.874921, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 52962064633916
1787205012.875127, Self-RAG Decomposed-Shared, Document retriever, run, start, 52962064839000
1787205013.059591, Self-RAG Decomposed-Shared, Document retriever, run, end, 52962249313833
1787205013.060159, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 52962249895125
1787205013.061574, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 52962251370708
1787205015.946446, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 52965136167083
1787205015.990180, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 52965179889208
1787205015.990396, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 52965180090958
1787205015.990493, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 52965180189541
1787205015.990557, Self-RAG Decomposed-Shared, Grade router, run, start, 52965180252625
1787205015.990657, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 52965180351333
1787205015.990858, Self-RAG Decomposed-Shared, Grade router, run, end, 52965180551250
1787205015.990996, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 52965180693208
1787205015.991411, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 52965181105500
1787205015.991561, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 52965181255333
1787205020.127745, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 52969317441166
1787205020.169350, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 52969359037208
1787205020.169509, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 52969359182708
1787205020.169544, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 52969359222250
1787205020.169693, Self-RAG Decomposed-Shared, Grade router, run, start, 52969359369708
1787205020.170893, Self-RAG Decomposed-Shared, Grade router, run, end, 52969360568416
1787205020.171034, Self-RAG Decomposed-Shared, End stage, run, start, 52969360714750
1787205020.172206, Self-RAG Decomposed-Shared, End stage, run, end, 52969361881708
1787205020.172295, Self-RAG Decomposed-Shared, pipeline - val, run, end, 316575829483196465224353686745058233942, 1787204998.298247, 1, 3, 52969361972250
1787205023.245204, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 52972434884291
1787205023.329487, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 4, 52972519164625
1787205023.329701, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 52972519360625
1787205023.329845, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 52972519502583
1787205023.330487, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 52972520149250
1787205023.330626, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 52972520284041
1787205023.330719, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 52972520377291
1787205024.592026, Self-RAG Decomposed-Shared, pipeline - val, run, start, 149888615652691036598854382287655157461, 1787205024.591924, 1, 5, 52973781692625
1787205024.592241, Self-RAG Decomposed-Shared, Question dataloader, run, start, 52973781894875
1787205024.592535, Self-RAG Decomposed-Shared, Question dataloader, run, end, 52973782189375
1787205024.592656, Self-RAG Decomposed-Shared, Document retriever, run, start, 52973782309291
1787205024.949294, Self-RAG Decomposed-Shared, Document retriever, run, end, 52974138958916
1787205024.949398, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 52974139047833
1787205024.949782, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 52974139432791
1787205024.949896, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 52974139548375
1787205026.319797, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 52975509458833
1787205026.361772, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 2, 52975551429208
1787205026.361938, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 52975551582541
1787205026.361976, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 52975551622375
1787205026.362211, Self-RAG Decomposed-Shared, Hallucination router, run, start, 52975551854625
1787205026.363336, Self-RAG Decomposed-Shared, Hallucination router, run, end, 52975552981708
1787205026.363435, Self-RAG Decomposed-Shared, End stage, run, start, 52975553078583
1787205026.364363, Self-RAG Decomposed-Shared, End stage, run, end, 52975554018541
1787205026.364536, Self-RAG Decomposed-Shared, pipeline - val, run, end, 86843189816364536329615866521444183238, 1787205011.183327, 1, 4, 52975554185833
1787205028.869371, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 52978059025625
1787205028.911560, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 52978101203583
1787205028.911707, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 52978101337791
1787205028.911857, Self-RAG Decomposed-Shared, Grade router, run, start, 52978101491916
1787205028.912087, Self-RAG Decomposed-Shared, Grade router, run, end, 52978101722208
1787205028.912245, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 52978101876666
1787205028.912536, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 52978102167750
1787205028.912592, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 52978102221666
1787205028.912714, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 52978102345375
1787205031.397540, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 52980587192166
1787205031.504465, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 5, 52980694103500
1787205031.504666, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 52980694285791
1787205031.504839, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 52980694460875
1787205031.505275, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 52980694895083
1787205031.505448, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 52980695069708
1787205031.505523, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 52980695140125
1787205033.982217, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 52983171855583
1787205034.025804, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 2, 52983215426833
1787205034.025960, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 52983215566666
1787205034.026017, Self-RAG Decomposed-Shared, Hallucination router, run, start, 52983215621791
1787205034.026355, Self-RAG Decomposed-Shared, Hallucination router, run, end, 52983215959875
1787205034.026455, Self-RAG Decomposed-Shared, End stage, run, start, 52983216063333
1787205034.026522, Self-RAG Decomposed-Shared, pipeline - val, run, start, 255954857862500479102999660187607876029, 1787205034.026324, 1, 6, 52983216133291
1787205034.026744, Self-RAG Decomposed-Shared, Question dataloader, run, start, 52983216350666
1787205034.027254, Self-RAG Decomposed-Shared, Question dataloader, run, end, 52983216863333
1787205034.027374, Self-RAG Decomposed-Shared, Document retriever, run, start, 52983216979416
1787205034.029664, Self-RAG Decomposed-Shared, End stage, run, end, 52983219271875
1787205034.029775, Self-RAG Decomposed-Shared, pipeline - val, run, end, 149888615652691036598854382287655157461, 1787205024.591924, 1, 5, 52983219381916
1787205034.175190, Self-RAG Decomposed-Shared, Document retriever, run, end, 52983364806791
1787205034.175350, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 52983364957041
1787205034.175732, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 52983365338625
1787205034.175787, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 52983365390166
1787205034.175825, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 52983365427166
1787205036.656206, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 52985845823250
1787205036.698834, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 52985888445541
1787205036.699061, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 52985888658166
1787205036.699222, Self-RAG Decomposed-Shared, Grade router, run, start, 52985888834000
1787205036.699659, Self-RAG Decomposed-Shared, Grade router, run, end, 52985889253791
1787205036.699722, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 52985889313583
1787205036.699974, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 52985889565583
1787205036.700026, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 52985889626208
1787205036.700075, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 52985889665666
1787205039.190137, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 52988379741625
1787205039.295914, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 5, 52988485514291
1787205039.296119, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 52988485699791
1787205039.296228, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 52988485807916
1787205039.296754, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 52988486337333
1787205039.296875, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 52988486458125
1787205039.297000, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, start, 52988486580291
1787205040.509784, Self-RAG Decomposed-Shared, pipeline - val, run, start, 260766269896650233640087250034175755545, 1787205040.509633, 1, 7, 52989699382333
1787205040.510027, Self-RAG Decomposed-Shared, Question dataloader, run, start, 52989699605875
1787205040.510406, Self-RAG Decomposed-Shared, Question dataloader, run, end, 52989699981000
1787205040.510529, Self-RAG Decomposed-Shared, Document retriever, run, start, 52989700105500
1787205040.868476, Self-RAG Decomposed-Shared, Document retriever, run, end, 52990058063833
1787205040.868662, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 52990058248166
1787205040.869231, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 52990058804916
1787205040.869312, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 52990058884125
1787205041.705446, Self-RAG Decomposed-Shared, Shared LLM (hallucination), first_token, end, 52990895039250
1787205041.748875, Self-RAG Decomposed-Shared, Shared LLM (hallucination), n_generated_tokens, 2, 52990938460041
1787205041.749066, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, end, 52990938634666
1787205041.749101, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 52990938673041
1787205041.749184, Self-RAG Decomposed-Shared, Hallucination router, run, start, 52990938751500
1787205041.749561, Self-RAG Decomposed-Shared, Hallucination router, run, end, 52990939133416
1787205041.749665, Self-RAG Decomposed-Shared, End stage, run, start, 52990939233541
1787205041.750618, Self-RAG Decomposed-Shared, End stage, run, end, 52990940189833
1787205041.750722, Self-RAG Decomposed-Shared, pipeline - val, run, end, 255954857862500479102999660187607876029, 1787205034.026324, 1, 6, 52990940290291
1787205042.736438, Self-RAG Decomposed-Shared, pipeline - val, run, start, 217848211750377945460272260564325810141, 1787205042.736315, 1, 8, 52991926020916
1787205042.736694, Self-RAG Decomposed-Shared, Question dataloader, run, start, 52991926260416
1787205042.736964, Self-RAG Decomposed-Shared, Question dataloader, run, end, 52991926530166
1787205042.737199, Self-RAG Decomposed-Shared, Document retriever, run, start, 52991926776750
1787205042.777915, Self-RAG Decomposed-Shared, pipeline - val, run, start, 245701067337167974663266596409616765274, 1787205042.777781, 1, 9, 52991967496041
1787205042.778158, Self-RAG Decomposed-Shared, Question dataloader, run, start, 52991967722541
1787205042.778431, Self-RAG Decomposed-Shared, Question dataloader, run, end, 52991967997958
1787205042.828822, Self-RAG Decomposed-Shared, Document retriever, run, end, 52992018396375
1787205042.828985, Self-RAG Decomposed-Shared, Document retriever, run, start, 52992018552416
1787205042.829038, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 52992018604416
1787205042.831127, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 52992020696166
1787205042.904002, Self-RAG Decomposed-Shared, Document retriever, run, end, 52992093577208
1787205042.904111, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 52992093677833
1787205042.904584, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 52992094147083
1787205044.008363, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 52993197941125
1787205044.047767, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 52993237419333
1787205044.048033, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 52993237593750
1787205044.048126, Self-RAG Decomposed-Shared, Grade router, run, start, 52993237683583
1787205044.048173, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 52993237731666
1787205044.048363, Self-RAG Decomposed-Shared, Grade router, run, end, 52993237919208
1787205044.048487, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 52993238045208
1787205044.048529, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 52993238083583
1787205044.048898, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 52993238454416
1787205044.049034, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 52993238593500
1787205046.761299, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 52995950864333
1787205046.804411, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 52995993969000
1787205046.804581, Self-RAG Decomposed-Shared, Shared LLM (grade), run, end, 52995994126458
1787205046.804621, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, start, 52995994169500
1787205046.804711, Self-RAG Decomposed-Shared, Grade router, run, start, 52995994254250
1787205046.804744, Self-RAG Decomposed-Shared, Shared LLM (grade), run, start, 52995994285166
1787205046.805071, Self-RAG Decomposed-Shared, Grade router, run, end, 52995994614958
1787205046.805293, Self-RAG Decomposed-Shared, Answer generator formatter, run, start, 52995994840625
1787205046.805583, Self-RAG Decomposed-Shared, Answer generator formatter, run, end, 52995995128041
1787205049.117627, Self-RAG Decomposed-Shared, Shared LLM (generate), first_token, end, 52998307183250
1787205049.203476, Self-RAG Decomposed-Shared, Shared LLM (generate), n_generated_tokens, 4, 52998393031583
1787205049.203689, Self-RAG Decomposed-Shared, Shared LLM (generate), run, end, 52998393222666
1787205049.203727, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, start, 52998393264291
1787205049.203872, Self-RAG Decomposed-Shared, Shared LLM (generate), run, start, 52998393405125
1787205049.203923, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, start, 52998393453833
1787205049.204734, Self-RAG Decomposed-Shared, Hallucination grader formatter, run, end, 52998394269000
1787205049.204835, Self-RAG Decomposed-Shared, Shared LLM (hallucination), run, start, 52998394367166
1787205050.695345, Self-RAG Decomposed-Shared, pipeline - val, run, start, 337482750521623625647307964081790412803, 1787205050.695157, 1, 10, 52999884899208
1787205050.695774, Self-RAG Decomposed-Shared, Question dataloader, run, start, 52999885319708
1787205050.696220, Self-RAG Decomposed-Shared, Question dataloader, run, end, 52999885751500
1787205050.696481, Self-RAG Decomposed-Shared, Document retriever, run, start, 52999886010541
1787205051.085188, Self-RAG Decomposed-Shared, Document retriever, run, end, 53000274748916
1787205051.085426, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, start, 53000274952375
1787205051.085935, Self-RAG Decomposed-Shared, Retrieval grader formatter, run, end, 53000275459250
1787205052.688833, Self-RAG Decomposed-Shared, Shared LLM (grade), first_token, end, 53001878372500
1787205052.733033, Self-RAG Decomposed-Shared, Shared LLM (grade), n_generated_tokens, 2, 53001922562958
