1787487530.171744, Self-RAG Monolith 4B, pipeline, prepare, start, 171875998251375
1787487567.238176, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171913064553250
1787487567.742686, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 24, 171913569047833
1787487567.742909, Self-RAG Monolith 4B, Monolith LLM, run, end, 171913569251041
1787487567.743070, Self-RAG Monolith 4B, Monolith router, run, start, 171913569415333
1787487567.743282, Self-RAG Monolith 4B, Monolith router, run, end, 171913569623416
1787487567.743484, Self-RAG Monolith 4B, End stage, run, start, 171913569828416
1787487567.744602, Self-RAG Monolith 4B, End stage, run, end, 171913570944875
1787487567.744662, Self-RAG Monolith 4B, pipeline - val, run, end, 179884640555842867943610704882440216946, 1787487562.806499, 1, 2, 171913571003416
1787487567.744919, Self-RAG Monolith 4B, pipeline - val, run, start, 225441516273430153148647610830951396603, 1787487567.744859, 1, 3, 171913571260416
1787487567.745065, Self-RAG Monolith 4B, Question dataloader, run, start, 171913571406375
1787487567.745670, Self-RAG Monolith 4B, Question dataloader, run, end, 171913572012708
1787487567.745765, Self-RAG Monolith 4B, Document retriever, run, start, 171913572106833
1787487567.993924, Self-RAG Monolith 4B, Document retriever, run, end, 171913820275166
1787487567.994009, Self-RAG Monolith 4B, Monolith formatter, run, start, 171913820349416
1787487567.994342, Self-RAG Monolith 4B, Monolith formatter, run, end, 171913820683041
1787487567.994418, Self-RAG Monolith 4B, Monolith LLM, run, start, 171913820756875
1787487567.996375, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 882, 171913822714708
1787487567.996400, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171913822737458
1787487570.452012, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171916278371833
1787487570.909227, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 22, 171916735587000
1787487570.909413, Self-RAG Monolith 4B, Monolith LLM, run, end, 171916735753125
1787487570.909602, Self-RAG Monolith 4B, Monolith router, run, start, 171916735946958
1787487570.909812, Self-RAG Monolith 4B, Monolith router, run, end, 171916736152958
1787487570.910012, Self-RAG Monolith 4B, Query rewrite formatter, run, start, 171916736352958
1787487570.910524, Self-RAG Monolith 4B, Query rewrite formatter, run, end, 171916736864333
1787487570.910687, Self-RAG Monolith 4B, Query rewrite LLM, run, start, 171916737027125
1787487570.913520, Self-RAG Monolith 4B, Query rewrite LLM, n_prompt_tokens, 587, 171916739861708
1787487570.913561, Self-RAG Monolith 4B, Query rewrite LLM, first_token, start, 171916739898583
1787487572.678405, Self-RAG Monolith 4B, Query rewrite LLM, first_token, end, 171918504758708
1787487573.233752, Self-RAG Monolith 4B, Query rewrite LLM, n_generated_tokens, 27, 171919060110375
1787487573.233972, Self-RAG Monolith 4B, Query rewrite LLM, run, end, 171919060315208
1787487573.234173, Self-RAG Monolith 4B, Document retriever, run, start, 171919060515208
1787487573.563290, Self-RAG Monolith 4B, Document retriever, run, end, 171919389638875
1787487573.563391, Self-RAG Monolith 4B, Monolith formatter, run, start, 171919389729083
1787487573.563730, Self-RAG Monolith 4B, Monolith formatter, run, end, 171919390069041
1787487573.563858, Self-RAG Monolith 4B, Monolith LLM, run, start, 171919390194416
1787487573.567004, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1404, 171919393340166
1787487573.567040, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171919393373791
1787487577.322538, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171923148937833
1787487577.827302, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 24, 171923653650375
1787487577.827494, Self-RAG Monolith 4B, Monolith LLM, run, end, 171923653828333
1787487577.827649, Self-RAG Monolith 4B, Monolith router, run, start, 171923653984791
1787487577.828885, Self-RAG Monolith 4B, Monolith router, run, end, 171923655218250
1787487577.828964, Self-RAG Monolith 4B, End stage, run, start, 171923655295458
1787487577.829554, Self-RAG Monolith 4B, End stage, run, end, 171923655888208
1787487577.829626, Self-RAG Monolith 4B, pipeline - val, run, end, 225441516273430153148647610830951396603, 1787487567.744859, 1, 3, 171923655957916
1787487577.829799, Self-RAG Monolith 4B, pipeline - val, run, start, 116242373435846441812488164069581517681, 1787487577.829762, 1, 4, 171923656133833
1787487577.829942, Self-RAG Monolith 4B, Question dataloader, run, start, 171923656273875
1787487577.830260, Self-RAG Monolith 4B, Question dataloader, run, end, 171923656592250
1787487577.830310, Self-RAG Monolith 4B, Document retriever, run, start, 171923656641875
1787487577.869777, Self-RAG Monolith 4B, Document retriever, run, end, 171923696128000
1787487577.869968, Self-RAG Monolith 4B, Monolith formatter, run, start, 171923696304708
1787487577.870345, Self-RAG Monolith 4B, Monolith formatter, run, end, 171923696679666
1787487577.870460, Self-RAG Monolith 4B, Monolith LLM, run, start, 171923696794583
1787487577.875147, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1264, 171923701482750
1787487577.875178, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171923701508500
1787487581.318058, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171927144473333
1787487581.860247, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 171927686597541
1787487581.860524, Self-RAG Monolith 4B, Monolith LLM, run, end, 171927686857208
1787487581.860732, Self-RAG Monolith 4B, Monolith router, run, start, 171927687069166
1787487581.861058, Self-RAG Monolith 4B, Monolith router, run, end, 171927687390583
1787487581.861252, Self-RAG Monolith 4B, End stage, run, start, 171927687585583
1787487581.862414, Self-RAG Monolith 4B, End stage, run, end, 171927688746083
1787487581.862496, Self-RAG Monolith 4B, pipeline - val, run, end, 116242373435846441812488164069581517681, 1787487577.829762, 1, 4, 171927688827791
1787487581.862799, Self-RAG Monolith 4B, pipeline - val, run, start, 281526250524804975022378140645181012610, 1787487581.862724, 1, 5, 171927689134000
1787487581.863016, Self-RAG Monolith 4B, Question dataloader, run, start, 171927689347333
1787487581.864067, Self-RAG Monolith 4B, Question dataloader, run, end, 171927690399166
1787487581.864201, Self-RAG Monolith 4B, Document retriever, run, start, 171927690542625
1787487582.193196, Self-RAG Monolith 4B, Document retriever, run, end, 171928019536791
1787487582.193285, Self-RAG Monolith 4B, Monolith formatter, run, start, 171928019620500
1787487582.193781, Self-RAG Monolith 4B, Monolith formatter, run, end, 171928020112625
1787487582.193870, Self-RAG Monolith 4B, Monolith LLM, run, start, 171928020200333
1787487582.196615, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1072, 171928022944333
1787487582.196637, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171928022965000
1787487585.151468, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171930977810833
1787487585.722191, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 27, 171931548550166
1787487585.722391, Self-RAG Monolith 4B, Monolith LLM, run, end, 171931548720625
1787487585.722553, Self-RAG Monolith 4B, Monolith router, run, start, 171931548882833
1787487585.722745, Self-RAG Monolith 4B, Monolith router, run, end, 171931549073416
1787487585.722923, Self-RAG Monolith 4B, End stage, run, start, 171931549252375
1787487585.723934, Self-RAG Monolith 4B, End stage, run, end, 171931550263291
1787487585.724020, Self-RAG Monolith 4B, pipeline - val, run, end, 281526250524804975022378140645181012610, 1787487581.862724, 1, 5, 171931550347958
1787487585.724320, Self-RAG Monolith 4B, pipeline - val, run, start, 167541406867572061362814924473740314811, 1787487585.724254, 1, 6, 171931550653166
1787487585.724464, Self-RAG Monolith 4B, Question dataloader, run, start, 171931550793375
1787487585.724722, Self-RAG Monolith 4B, Question dataloader, run, end, 171931551051375
1787487585.724831, Self-RAG Monolith 4B, Document retriever, run, start, 171931551159875
1787487585.773502, Self-RAG Monolith 4B, Document retriever, run, end, 171931599863250
1787487585.773737, Self-RAG Monolith 4B, Monolith formatter, run, start, 171931600066291
1787487585.774070, Self-RAG Monolith 4B, Monolith formatter, run, end, 171931600398416
1787487585.774193, Self-RAG Monolith 4B, Monolith LLM, run, start, 171931600524125
1787487585.778477, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1058, 171931604806750
1787487585.778533, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171931604859208
1787487588.733933, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171934560276458
1787487589.293732, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 27, 171935120086916
1787487589.293946, Self-RAG Monolith 4B, Monolith LLM, run, end, 171935120272416
1787487589.294057, Self-RAG Monolith 4B, Monolith router, run, start, 171935120382291
1787487589.294389, Self-RAG Monolith 4B, Monolith router, run, end, 171935120716625
1787487589.294551, Self-RAG Monolith 4B, End stage, run, start, 171935120880166
1787487589.295249, Self-RAG Monolith 4B, End stage, run, end, 171935121577333
1787487589.295352, Self-RAG Monolith 4B, pipeline - val, run, end, 167541406867572061362814924473740314811, 1787487585.724254, 1, 6, 171935121677708
1787487589.295814, Self-RAG Monolith 4B, pipeline - val, run, start, 136815357814941872108546896904438679439, 1787487589.295722, 1, 7, 171935122146000
1787487589.295986, Self-RAG Monolith 4B, Question dataloader, run, start, 171935122320791
1787487589.296390, Self-RAG Monolith 4B, Question dataloader, run, end, 171935122715416
1787487589.296521, Self-RAG Monolith 4B, Document retriever, run, start, 171935122849875
1787487589.336764, Self-RAG Monolith 4B, Document retriever, run, end, 171935163112625
1787487589.336907, Self-RAG Monolith 4B, Monolith formatter, run, start, 171935163235375
1787487589.337299, Self-RAG Monolith 4B, Monolith formatter, run, end, 171935163626916
1787487589.337441, Self-RAG Monolith 4B, Monolith LLM, run, start, 171935163769916
1787487589.340688, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 979, 171935167014708
1787487589.340720, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171935167043625
1787487592.045980, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171937872325625
1787487592.586450, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 171938412807083
1787487592.586651, Self-RAG Monolith 4B, Monolith LLM, run, end, 171938412976833
1787487592.586909, Self-RAG Monolith 4B, Monolith router, run, start, 171938413235916
1787487592.587198, Self-RAG Monolith 4B, Monolith router, run, end, 171938413527166
1787487592.587426, Self-RAG Monolith 4B, End stage, run, start, 171938413762041
1787487592.602301, Self-RAG Monolith 4B, End stage, run, end, 171938428638500
1787487592.602395, Self-RAG Monolith 4B, pipeline - val, run, end, 136815357814941872108546896904438679439, 1787487589.295722, 1, 7, 171938428720000
1787487592.602698, Self-RAG Monolith 4B, pipeline - val, run, start, 326557036808130854903769000676489452087, 1787487592.602641, 1, 8, 171938429022333
1787487592.602813, Self-RAG Monolith 4B, Question dataloader, run, start, 171938429135666
1787487592.603080, Self-RAG Monolith 4B, Question dataloader, run, end, 171938429404750
1787487592.603176, Self-RAG Monolith 4B, Document retriever, run, start, 171938429499333
1787487592.643861, Self-RAG Monolith 4B, Document retriever, run, end, 171938470201750
1787487592.644005, Self-RAG Monolith 4B, Monolith formatter, run, start, 171938470333166
1787487592.644371, Self-RAG Monolith 4B, Monolith formatter, run, end, 171938470695041
1787487592.644500, Self-RAG Monolith 4B, Monolith LLM, run, start, 171938470825791
1787487592.647912, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1149, 171938474235625
1787487592.647942, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171938474263500
1787487595.763711, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171941590117458
1787487596.511688, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 36, 171942338031083
1787487596.511950, Self-RAG Monolith 4B, Monolith LLM, run, end, 171942338273541
1787487596.512177, Self-RAG Monolith 4B, Monolith router, run, start, 171942338503500
1787487596.512510, Self-RAG Monolith 4B, Monolith router, run, end, 171942338833416
1787487596.512714, Self-RAG Monolith 4B, End stage, run, start, 171942339038333
1787487596.513755, Self-RAG Monolith 4B, End stage, run, end, 171942340078708
1787487596.513886, Self-RAG Monolith 4B, pipeline - val, run, end, 326557036808130854903769000676489452087, 1787487592.602641, 1, 8, 171942340209833
1787487596.514144, Self-RAG Monolith 4B, pipeline - val, run, start, 142498844310322751463747525665431777265, 1787487596.514060, 1, 9, 171942340466458
1787487596.514346, Self-RAG Monolith 4B, Question dataloader, run, start, 171942340668791
1787487596.515323, Self-RAG Monolith 4B, Question dataloader, run, end, 171942341654291
1787487596.515468, Self-RAG Monolith 4B, Document retriever, run, start, 171942341799333
1787487596.593111, Self-RAG Monolith 4B, Document retriever, run, end, 171942419456958
1787487596.593278, Self-RAG Monolith 4B, Monolith formatter, run, start, 171942419602125
1787487596.593791, Self-RAG Monolith 4B, Monolith formatter, run, end, 171942420113208
1787487596.593901, Self-RAG Monolith 4B, Monolith LLM, run, start, 171942420227083
1787487596.598241, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1463, 171942424562500
1787487596.598273, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171942424590958
1787487600.543378, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171946369748250
1787487601.045904, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 24, 171946872244625
1787487601.046089, Self-RAG Monolith 4B, Monolith LLM, run, end, 171946872409000
1787487601.046267, Self-RAG Monolith 4B, Monolith router, run, start, 171946872589500
1787487601.046499, Self-RAG Monolith 4B, Monolith router, run, end, 171946872818791
1787487601.046719, Self-RAG Monolith 4B, End stage, run, start, 171946873038416
1787487601.047789, Self-RAG Monolith 4B, End stage, run, end, 171946874108208
1787487601.047872, Self-RAG Monolith 4B, pipeline - val, run, end, 142498844310322751463747525665431777265, 1787487596.514060, 1, 9, 171946874191750
1787487601.048174, Self-RAG Monolith 4B, pipeline - val, run, start, 140944906315967738205122932631374866294, 1787487601.048106, 1, 10, 171946874500583
1787487601.048317, Self-RAG Monolith 4B, Question dataloader, run, start, 171946874635250
1787487601.048639, Self-RAG Monolith 4B, Question dataloader, run, end, 171946874958833
1787487601.048779, Self-RAG Monolith 4B, Document retriever, run, start, 171946875097375
1787487601.388498, Self-RAG Monolith 4B, Document retriever, run, end, 171947214826708
1787487601.388594, Self-RAG Monolith 4B, Monolith formatter, run, start, 171947214912333
1787487601.388931, Self-RAG Monolith 4B, Monolith formatter, run, end, 171947215249541
1787487601.389055, Self-RAG Monolith 4B, Monolith LLM, run, start, 171947215374750
1787487601.391220, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 902, 171947217536708
1787487601.391244, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171947217558833
1787487603.924335, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171949750671958
1787487604.423083, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 24, 171950249417750
1787487604.423261, Self-RAG Monolith 4B, Monolith LLM, run, end, 171950249578416
1787487604.423443, Self-RAG Monolith 4B, Monolith router, run, start, 171950249759916
1787487604.423655, Self-RAG Monolith 4B, Monolith router, run, end, 171950249974916
1787487604.423842, Self-RAG Monolith 4B, End stage, run, start, 171950250159958
1787487604.424964, Self-RAG Monolith 4B, End stage, run, end, 171950251284250
1787487604.425091, Self-RAG Monolith 4B, pipeline - val, run, end, 140944906315967738205122932631374866294, 1787487601.048106, 1, 10, 171950251408125
1787487604.425383, Self-RAG Monolith 4B, pipeline - val, run, start, 222591643730302958671850723897973040522, 1787487604.425296, 1, 11, 171950251699833
1787487604.425524, Self-RAG Monolith 4B, Question dataloader, run, start, 171950251842708
1787487604.425784, Self-RAG Monolith 4B, Question dataloader, run, end, 171950252100333
1787487604.425888, Self-RAG Monolith 4B, Document retriever, run, start, 171950252204083
1787487604.496686, Self-RAG Monolith 4B, Document retriever, run, end, 171950323030541
1787487604.496933, Self-RAG Monolith 4B, Monolith formatter, run, start, 171950323253291
1787487604.497274, Self-RAG Monolith 4B, Monolith formatter, run, end, 171950323589291
1787487604.497409, Self-RAG Monolith 4B, Monolith LLM, run, start, 171950323726708
1787487604.499931, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 923, 171950326246916
1787487604.499961, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171950326274500
1787487607.059415, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171952885812458
1787487607.558987, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 24, 171953385322666
1787487607.559227, Self-RAG Monolith 4B, Monolith LLM, run, end, 171953385542166
1787487607.559438, Self-RAG Monolith 4B, Monolith router, run, start, 171953385757666
1787487607.559734, Self-RAG Monolith 4B, Monolith router, run, end, 171953386050375
1787487607.559972, Self-RAG Monolith 4B, End stage, run, start, 171953386287541
1787487607.560669, Self-RAG Monolith 4B, End stage, run, end, 171953386983791
1787487607.560811, Self-RAG Monolith 4B, pipeline - val, run, end, 222591643730302958671850723897973040522, 1787487604.425296, 1, 11, 171953387125500
1787487607.561018, Self-RAG Monolith 4B, pipeline - val, run, start, 177819871684421196781555499095489578867, 1787487607.560923, 1, 12, 171953387337166
1787487607.561317, Self-RAG Monolith 4B, Question dataloader, run, start, 171953387631458
1787487607.562368, Self-RAG Monolith 4B, Question dataloader, run, end, 171953388684291
1787487607.562461, Self-RAG Monolith 4B, Document retriever, run, start, 171953388784291
1787487607.615819, Self-RAG Monolith 4B, Document retriever, run, end, 171953442149416
1787487607.616011, Self-RAG Monolith 4B, Monolith formatter, run, start, 171953442328541
1787487607.616375, Self-RAG Monolith 4B, Monolith formatter, run, end, 171953442689125
1787487607.616470, Self-RAG Monolith 4B, Monolith LLM, run, start, 171953442784000
1787487607.620806, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1314, 171953447120833
1787487607.620838, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171953447148291
1787487611.223855, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171957050199000
1787487611.725886, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 24, 171957552220333
1787487611.726089, Self-RAG Monolith 4B, Monolith LLM, run, end, 171957552402375
1787487611.726269, Self-RAG Monolith 4B, Monolith router, run, start, 171957552581250
1787487611.726469, Self-RAG Monolith 4B, Monolith router, run, end, 171957552779583
1787487611.726647, Self-RAG Monolith 4B, End stage, run, start, 171957552959041
1787487611.727492, Self-RAG Monolith 4B, End stage, run, end, 171957553803041
1787487611.727573, Self-RAG Monolith 4B, pipeline - val, run, end, 177819871684421196781555499095489578867, 1787487607.560923, 1, 12, 171957553885875
1787487611.727900, Self-RAG Monolith 4B, pipeline - val, run, start, 181748534395141649957593467578359777083, 1787487611.727785, 1, 13, 171957554213583
1787487611.728054, Self-RAG Monolith 4B, Question dataloader, run, start, 171957554369791
1787487611.728565, Self-RAG Monolith 4B, Question dataloader, run, end, 171957554880250
1787487611.728682, Self-RAG Monolith 4B, Document retriever, run, start, 171957554993416
1787487612.025943, Self-RAG Monolith 4B, Document retriever, run, end, 171957852264125
1787487612.026095, Self-RAG Monolith 4B, Monolith formatter, run, start, 171957852409250
1787487612.026338, Self-RAG Monolith 4B, Monolith formatter, run, end, 171957852648875
1787487612.026468, Self-RAG Monolith 4B, Monolith LLM, run, start, 171957852780291
1787487612.029436, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1153, 171957855746083
1787487612.029462, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171957855769791
1787487615.128308, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171960954634125
1787487615.673035, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 26, 171961499365000
1787487615.673224, Self-RAG Monolith 4B, Monolith LLM, run, end, 171961499534375
1787487615.673382, Self-RAG Monolith 4B, Monolith router, run, start, 171961499695083
1787487615.673582, Self-RAG Monolith 4B, Monolith router, run, end, 171961499894250
1787487615.673780, Self-RAG Monolith 4B, End stage, run, start, 171961500091625
1787487615.674685, Self-RAG Monolith 4B, End stage, run, end, 171961500995541
1787487615.674801, Self-RAG Monolith 4B, pipeline - val, run, end, 181748534395141649957593467578359777083, 1787487611.727785, 1, 13, 171961501109291
1787487615.675047, Self-RAG Monolith 4B, pipeline - val, run, start, 158596245083634961142908269268479348646, 1787487615.674979, 1, 14, 171961501355958
1787487615.675176, Self-RAG Monolith 4B, Question dataloader, run, start, 171961501486833
1787487615.675436, Self-RAG Monolith 4B, Question dataloader, run, end, 171961501745041
1787487615.675543, Self-RAG Monolith 4B, Document retriever, run, start, 171961501851208
1787487615.707531, Self-RAG Monolith 4B, Document retriever, run, end, 171961533847958
1787487615.707673, Self-RAG Monolith 4B, Monolith formatter, run, start, 171961533982916
1787487615.707957, Self-RAG Monolith 4B, Monolith formatter, run, end, 171961534265458
1787487615.708099, Self-RAG Monolith 4B, Monolith LLM, run, start, 171961534407333
1787487615.711230, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1214, 171961537537791
1787487615.711256, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171961537561125
1787487618.994650, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171964820972833
1787487619.661956, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 32, 171965488285375
1787487619.662255, Self-RAG Monolith 4B, Monolith LLM, run, end, 171965488563541
1787487619.662394, Self-RAG Monolith 4B, Monolith router, run, start, 171965488706541
1787487619.662598, Self-RAG Monolith 4B, Monolith router, run, end, 171965488905875
1787487619.662763, Self-RAG Monolith 4B, End stage, run, start, 171965489070166
1787487619.663943, Self-RAG Monolith 4B, End stage, run, end, 171965490250000
1787487619.664029, Self-RAG Monolith 4B, pipeline - val, run, end, 158596245083634961142908269268479348646, 1787487615.674979, 1, 14, 171965490337125
1787487619.664333, Self-RAG Monolith 4B, pipeline - val, run, start, 218223520796999309387813355647988564670, 1787487619.664259, 1, 15, 171965490639208
1787487619.664468, Self-RAG Monolith 4B, Question dataloader, run, start, 171965490776166
1787487619.664767, Self-RAG Monolith 4B, Question dataloader, run, end, 171965491073375
1787487619.664868, Self-RAG Monolith 4B, Document retriever, run, start, 171965491173166
1787487619.741873, Self-RAG Monolith 4B, Document retriever, run, end, 171965568208208
1787487619.742063, Self-RAG Monolith 4B, Monolith formatter, run, start, 171965568368791
1787487619.742491, Self-RAG Monolith 4B, Monolith formatter, run, end, 171965568797708
1787487619.742566, Self-RAG Monolith 4B, Monolith LLM, run, start, 171965568873500
1787487619.745120, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 739, 171965571425166
1787487619.745154, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171965571456166
1787487621.875539, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171967701863041
1787487622.436066, Self-RAG Monolith 4B, Monolith LLM, n_generated_tokens, 27, 171968262394875
1787487622.436274, Self-RAG Monolith 4B, Monolith LLM, run, end, 171968262577500
1787487622.436332, Self-RAG Monolith 4B, Monolith router, run, start, 171968262633916
1787487622.436721, Self-RAG Monolith 4B, Monolith router, run, end, 171968263026166
1787487622.436818, Self-RAG Monolith 4B, End stage, run, start, 171968263119000
1787487622.437355, Self-RAG Monolith 4B, End stage, run, end, 171968263657000
1787487622.437430, Self-RAG Monolith 4B, pipeline - val, run, end, 218223520796999309387813355647988564670, 1787487619.664259, 1, 15, 171968263733541
1787487622.437611, Self-RAG Monolith 4B, pipeline - val, run, start, 28758857949805078015962481446236260863, 1787487622.437575, 1, 16, 171968263913666
1787487622.437712, Self-RAG Monolith 4B, Question dataloader, run, start, 171968264014208
1787487622.437966, Self-RAG Monolith 4B, Question dataloader, run, end, 171968264267958
1787487622.438035, Self-RAG Monolith 4B, Document retriever, run, start, 171968264336833
1787487622.476659, Self-RAG Monolith 4B, Document retriever, run, end, 171968302987875
1787487622.476818, Self-RAG Monolith 4B, Monolith formatter, run, start, 171968303126375
1787487622.477223, Self-RAG Monolith 4B, Monolith formatter, run, end, 171968303527333
1787487622.477323, Self-RAG Monolith 4B, Monolith LLM, run, start, 171968303625875
1787487622.480473, Self-RAG Monolith 4B, Monolith LLM, n_prompt_tokens, 1351, 171968306778000
1787487622.480505, Self-RAG Monolith 4B, Monolith LLM, first_token, start, 171968306805375
1787487626.182395, Self-RAG Monolith 4B, Monolith LLM, first_token, end, 171972008777875
