1787482913.714323, Self-RAG Monolith, pipeline, prepare, start, 167259556370583
1787482984.186225, Self-RAG Monolith, Query rewrite LLM, n_prompt_tokens, 863, 167330028138458
1787482984.186270, Self-RAG Monolith, Query rewrite LLM, first_token, start, 167330028177500
1787482988.513278, Self-RAG Monolith, Query rewrite LLM, first_token, end, 167334355206625
1787482989.084855, Self-RAG Monolith, Query rewrite LLM, n_generated_tokens, 16, 167334926794458
1787482989.085163, Self-RAG Monolith, Query rewrite LLM, run, end, 167334927077125
1787482989.085441, Self-RAG Monolith, Document retriever, run, start, 167334927396083
1787482989.568491, Self-RAG Monolith, Document retriever, run, end, 167335410411875
1787482989.568599, Self-RAG Monolith, Monolith formatter, run, start, 167335410506916
1787482989.568919, Self-RAG Monolith, Monolith formatter, run, end, 167335410827458
1787482989.568989, Self-RAG Monolith, Monolith LLM, run, start, 167335410895791
1787482989.575268, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 2049, 167335417177958
1787482989.575296, Self-RAG Monolith, Monolith LLM, first_token, start, 167335417202166
1787482999.481781, Self-RAG Monolith, Monolith LLM, first_token, end, 167345323937625
1787483000.606618, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 31, 167346448561416
1787483000.607164, Self-RAG Monolith, Monolith LLM, run, end, 167346449078916
1787483000.607377, Self-RAG Monolith, Monolith router, run, start, 167346449290916
1787483000.611049, Self-RAG Monolith, Monolith router, run, end, 167346452959625
1787483000.611927, Self-RAG Monolith, End stage, run, start, 167346453844833
1787483000.614930, Self-RAG Monolith, End stage, run, end, 167346456838958
1787483000.615045, Self-RAG Monolith, pipeline - val, run, end, 223555278338443460445080213235116157336, 1787482966.713331, 1, 3, 167346456954666
1787483000.615427, Self-RAG Monolith, pipeline - val, run, start, 198636830111694640008201456170086114008, 1787483000.615337, 1, 4, 167346457342708
1787483000.615958, Self-RAG Monolith, Question dataloader, run, start, 167346457875750
1787483000.629661, Self-RAG Monolith, Question dataloader, run, end, 167346471570375
1787483000.629860, Self-RAG Monolith, Document retriever, run, start, 167346471782875
1787483001.072659, Self-RAG Monolith, Document retriever, run, end, 167346914577458
1787483001.072804, Self-RAG Monolith, Monolith formatter, run, start, 167346914713625
1787483001.073433, Self-RAG Monolith, Monolith formatter, run, end, 167346915340791
1787483001.073515, Self-RAG Monolith, Monolith LLM, run, start, 167346915424458
1787483001.081425, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1264, 167346923334666
1787483001.081463, Self-RAG Monolith, Monolith LLM, first_token, start, 167346923367916
1787483007.354148, Self-RAG Monolith, Monolith LLM, first_token, end, 167353196073333
1787483008.608287, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 167354450233125
1787483008.608591, Self-RAG Monolith, Monolith LLM, run, end, 167354450500500
1787483008.608734, Self-RAG Monolith, Monolith router, run, start, 167354450643166
1787483008.609052, Self-RAG Monolith, Monolith router, run, end, 167354450964291
1787483008.609241, Self-RAG Monolith, End stage, run, start, 167354451149208
1787483008.610823, Self-RAG Monolith, End stage, run, end, 167354452735666
1787483008.610947, Self-RAG Monolith, pipeline - val, run, end, 198636830111694640008201456170086114008, 1787483000.615337, 1, 4, 167354452856666
1787483008.611265, Self-RAG Monolith, pipeline - val, run, start, 92326252655949920576340408291378530202, 1787483008.611193, 1, 5, 167354453174041
1787483008.611451, Self-RAG Monolith, Question dataloader, run, start, 167354453358708
1787483008.611864, Self-RAG Monolith, Question dataloader, run, end, 167354453771833
1787483008.611999, Self-RAG Monolith, Document retriever, run, start, 167354453907583
1787483008.830650, Self-RAG Monolith, Document retriever, run, end, 167354672572625
1787483008.830750, Self-RAG Monolith, Monolith formatter, run, start, 167354672655041
1787483008.831066, Self-RAG Monolith, Monolith formatter, run, end, 167354672972333
1787483008.831152, Self-RAG Monolith, Monolith LLM, run, start, 167354673057083
1787483008.833723, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1072, 167354675628875
1787483008.833750, Self-RAG Monolith, Monolith LLM, first_token, start, 167354675652583
1787483014.179758, Self-RAG Monolith, Monolith LLM, first_token, end, 167360021810958
1787483015.469486, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 36, 167361311422916
1787483015.469926, Self-RAG Monolith, Monolith LLM, run, end, 167361311834958
1787483015.470143, Self-RAG Monolith, Monolith router, run, start, 167361312051708
1787483015.470853, Self-RAG Monolith, Monolith router, run, end, 167361312763875
1787483015.471219, Self-RAG Monolith, End stage, run, start, 167361313137791
1787483015.472566, Self-RAG Monolith, End stage, run, end, 167361314474250
1787483015.472703, Self-RAG Monolith, pipeline - val, run, end, 92326252655949920576340408291378530202, 1787483008.611193, 1, 5, 167361314610583
1787483015.473144, Self-RAG Monolith, pipeline - val, run, start, 18006402804368714446598958674523961495, 1787483015.472989, 1, 6, 167361315058375
1787483015.473388, Self-RAG Monolith, Question dataloader, run, start, 167361315298291
1787483015.474304, Self-RAG Monolith, Question dataloader, run, end, 167361316210250
1787483015.474435, Self-RAG Monolith, Document retriever, run, start, 167361316345625
1787483015.814575, Self-RAG Monolith, Document retriever, run, end, 167361656491208
1787483015.814726, Self-RAG Monolith, Monolith formatter, run, start, 167361656632541
1787483015.815082, Self-RAG Monolith, Monolith formatter, run, end, 167361656989333
1787483015.815181, Self-RAG Monolith, Monolith LLM, run, start, 167361657085791
1787483015.818447, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1058, 167361660350500
1787483015.818470, Self-RAG Monolith, Monolith LLM, first_token, start, 167361660371125
1787483021.162519, Self-RAG Monolith, Monolith LLM, first_token, end, 167367004442666
1787483022.440460, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 36, 167368282412375
1787483022.440826, Self-RAG Monolith, Monolith LLM, run, end, 167368282734375
1787483022.441074, Self-RAG Monolith, Monolith router, run, start, 167368282986583
1787483022.441319, Self-RAG Monolith, Monolith router, run, end, 167368283225541
1787483022.441523, Self-RAG Monolith, End stage, run, start, 167368283430875
1787483022.442615, Self-RAG Monolith, End stage, run, end, 167368284521958
1787483022.442720, Self-RAG Monolith, pipeline - val, run, end, 18006402804368714446598958674523961495, 1787483015.472989, 1, 6, 167368284625166
1787483022.443060, Self-RAG Monolith, pipeline - val, run, start, 141481981172209598007864389906663519667, 1787483022.442985, 1, 7, 167368284965541
1787483022.443232, Self-RAG Monolith, Question dataloader, run, start, 167368285138958
1787483022.443667, Self-RAG Monolith, Question dataloader, run, end, 167368285573416
1787483022.443807, Self-RAG Monolith, Document retriever, run, start, 167368285712666
1787483022.720176, Self-RAG Monolith, Document retriever, run, end, 167368562090166
1787483022.720261, Self-RAG Monolith, Monolith formatter, run, start, 167368562166500
1787483022.720540, Self-RAG Monolith, Monolith formatter, run, end, 167368562444291
1787483022.720591, Self-RAG Monolith, Monolith LLM, run, start, 167368562492958
1787483022.723699, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 979, 167368565602666
1787483022.723729, Self-RAG Monolith, Monolith LLM, first_token, start, 167368565629875
1787483027.615335, Self-RAG Monolith, Monolith LLM, first_token, end, 167373457278458
1787483028.860588, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 167374702502958
1787483028.860770, Self-RAG Monolith, Monolith LLM, run, end, 167374702674958
1787483028.860904, Self-RAG Monolith, Monolith router, run, start, 167374702807375
1787483028.861617, Self-RAG Monolith, Monolith router, run, end, 167374703521458
1787483028.861780, Self-RAG Monolith, End stage, run, start, 167374703683125
1787483028.862442, Self-RAG Monolith, End stage, run, end, 167374704345333
1787483028.862494, Self-RAG Monolith, pipeline - val, run, end, 141481981172209598007864389906663519667, 1787483022.442985, 1, 7, 167374704394708
1787483028.862661, Self-RAG Monolith, pipeline - val, run, start, 148208555942701253953123496138698447819, 1787483028.862583, 1, 8, 167374704562750
1787483028.862815, Self-RAG Monolith, Question dataloader, run, start, 167374704715625
1787483028.863016, Self-RAG Monolith, Question dataloader, run, end, 167374704919458
1787483028.863136, Self-RAG Monolith, Document retriever, run, start, 167374705039833
1787483028.923114, Self-RAG Monolith, Document retriever, run, end, 167374765029291
1787483028.923206, Self-RAG Monolith, Monolith formatter, run, start, 167374765108291
1787483028.923683, Self-RAG Monolith, Monolith formatter, run, end, 167374765587500
1787483028.923768, Self-RAG Monolith, Monolith LLM, run, start, 167374765669125
1787483028.928421, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1149, 167374770323416
1787483028.928448, Self-RAG Monolith, Monolith LLM, first_token, start, 167374770347791
1787483034.587493, Self-RAG Monolith, Monolith LLM, first_token, end, 167380429413250
1787483035.872771, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 36, 167381714710666
1787483035.873039, Self-RAG Monolith, Monolith LLM, run, end, 167381714942208
1787483035.873270, Self-RAG Monolith, Monolith router, run, start, 167381715177250
1787483035.873537, Self-RAG Monolith, Monolith router, run, end, 167381715440458
1787483035.873749, Self-RAG Monolith, End stage, run, start, 167381715652875
1787483035.874936, Self-RAG Monolith, End stage, run, end, 167381716840083
1787483035.875061, Self-RAG Monolith, pipeline - val, run, end, 148208555942701253953123496138698447819, 1787483028.862583, 1, 8, 167381716963250
1787483035.875319, Self-RAG Monolith, pipeline - val, run, start, 78978457654643392642687531725307017268, 1787483035.875254, 1, 9, 167381717222750
1787483035.875545, Self-RAG Monolith, Question dataloader, run, start, 167381717449000
1787483035.876658, Self-RAG Monolith, Question dataloader, run, end, 167381718559541
1787483035.876760, Self-RAG Monolith, Document retriever, run, start, 167381718665875
1787483036.195712, Self-RAG Monolith, Document retriever, run, end, 167382037623916
1787483036.195795, Self-RAG Monolith, Monolith formatter, run, start, 167382037695666
1787483036.196083, Self-RAG Monolith, Monolith formatter, run, end, 167382037984958
1787483036.196163, Self-RAG Monolith, Monolith LLM, run, start, 167382038062000
1787483036.199389, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1463, 167382041289833
1787483036.199415, Self-RAG Monolith, Monolith LLM, first_token, start, 167382041313625
1787483043.360910, Self-RAG Monolith, Monolith LLM, first_token, end, 167389202953625
1787483044.551926, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 33, 167390393865375
1787483044.552436, Self-RAG Monolith, Monolith LLM, run, end, 167390394340416
1787483044.552677, Self-RAG Monolith, Monolith router, run, start, 167390394584166
1787483044.553376, Self-RAG Monolith, Monolith router, run, end, 167390395277875
1787483044.553733, Self-RAG Monolith, End stage, run, start, 167390395645291
1787483044.555596, Self-RAG Monolith, End stage, run, end, 167390397499000
1787483044.555722, Self-RAG Monolith, pipeline - val, run, end, 78978457654643392642687531725307017268, 1787483035.875254, 1, 9, 167390397623625
1787483044.556109, Self-RAG Monolith, pipeline - val, run, start, 168065477484029079153573324930084807036, 1787483044.555980, 1, 10, 167390398023625
1787483044.556402, Self-RAG Monolith, Question dataloader, run, start, 167390398309458
1787483044.558123, Self-RAG Monolith, Question dataloader, run, end, 167390400023791
1787483044.558303, Self-RAG Monolith, Document retriever, run, start, 167390400213416
1787483044.898913, Self-RAG Monolith, Document retriever, run, end, 167390740823958
1787483044.899067, Self-RAG Monolith, Monolith formatter, run, start, 167390740968708
1787483044.899653, Self-RAG Monolith, Monolith formatter, run, end, 167390741553916
1787483044.899735, Self-RAG Monolith, Monolith LLM, run, start, 167390741635291
1787483044.903484, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 902, 167390745383125
1787483044.903510, Self-RAG Monolith, Monolith LLM, first_token, start, 167390745406500
1787483049.514781, Self-RAG Monolith, Monolith LLM, first_token, end, 167395356800958
1787483050.786233, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 167396628154708
1787483050.786495, Self-RAG Monolith, Monolith LLM, run, end, 167396628394791
1787483050.786695, Self-RAG Monolith, Monolith router, run, start, 167396628598500
1787483050.786970, Self-RAG Monolith, Monolith router, run, end, 167396628869916
1787483050.787169, Self-RAG Monolith, End stage, run, start, 167396629070833
1787483050.788059, Self-RAG Monolith, End stage, run, end, 167396629958083
1787483050.788117, Self-RAG Monolith, pipeline - val, run, end, 168065477484029079153573324930084807036, 1787483044.555980, 1, 10, 167396630015125
1787483050.788379, Self-RAG Monolith, pipeline - val, run, start, 139882544318629882623738730586909857114, 1787483050.788300, 1, 11, 167396630283500
1787483050.788572, Self-RAG Monolith, Question dataloader, run, start, 167396630472375
1787483050.789032, Self-RAG Monolith, Question dataloader, run, end, 167396630930291
1787483050.789095, Self-RAG Monolith, Document retriever, run, start, 167396630994750
1787483051.088753, Self-RAG Monolith, Document retriever, run, end, 167396930666250
1787483051.088850, Self-RAG Monolith, Monolith formatter, run, start, 167396930747250
1787483051.089231, Self-RAG Monolith, Monolith formatter, run, end, 167396931129875
1787483051.089284, Self-RAG Monolith, Monolith LLM, run, start, 167396931181083
1787483051.091701, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 923, 167396933599333
1787483051.091724, Self-RAG Monolith, Monolith LLM, first_token, start, 167396933619625
1787483055.685869, Self-RAG Monolith, Monolith LLM, first_token, end, 167401527893750
1787483056.976232, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 36, 167402818176166
1787483056.976741, Self-RAG Monolith, Monolith LLM, run, end, 167402818644291
1787483056.976977, Self-RAG Monolith, Monolith router, run, start, 167402818877666
1787483056.977645, Self-RAG Monolith, Monolith router, run, end, 167402819547833
1787483056.977981, Self-RAG Monolith, End stage, run, start, 167402819895916
1787483056.979870, Self-RAG Monolith, End stage, run, end, 167402821769041
1787483056.979993, Self-RAG Monolith, pipeline - val, run, end, 139882544318629882623738730586909857114, 1787483050.788300, 1, 11, 167402821893125
1787483056.980369, Self-RAG Monolith, pipeline - val, run, start, 65097660856498022128145880856880298783, 1787483056.980255, 1, 12, 167402822273666
1787483056.980643, Self-RAG Monolith, Question dataloader, run, start, 167402822547625
1787483056.982148, Self-RAG Monolith, Question dataloader, run, end, 167402824047041
1787483056.982349, Self-RAG Monolith, Document retriever, run, start, 167402824256500
1787483057.288941, Self-RAG Monolith, Document retriever, run, end, 167403130850291
1787483057.289098, Self-RAG Monolith, Monolith formatter, run, start, 167403130996875
1787483057.289687, Self-RAG Monolith, Monolith formatter, run, end, 167403131584541
1787483057.289772, Self-RAG Monolith, Monolith LLM, run, start, 167403131671875
1787483057.295950, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1314, 167403137848875
1787483057.295982, Self-RAG Monolith, Monolith LLM, first_token, start, 167403137876458
1787483063.879353, Self-RAG Monolith, Monolith LLM, first_token, end, 167409721415000
1787483065.278229, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 38, 167411120144000
1787483065.278462, Self-RAG Monolith, Monolith LLM, run, end, 167411120358125
1787483065.278574, Self-RAG Monolith, Monolith router, run, start, 167411120469041
1787483065.278941, Self-RAG Monolith, Monolith router, run, end, 167411120838541
1787483065.279088, Self-RAG Monolith, End stage, run, start, 167411120987333
1787483065.280164, Self-RAG Monolith, End stage, run, end, 167411122060166
1787483065.280215, Self-RAG Monolith, pipeline - val, run, end, 65097660856498022128145880856880298783, 1787483056.980255, 1, 12, 167411122109166
1787483065.280493, Self-RAG Monolith, pipeline - val, run, start, 85360518464337003603929932819340742881, 1787483065.280426, 1, 13, 167411122394958
1787483065.280687, Self-RAG Monolith, Question dataloader, run, start, 167411122585208
1787483065.281709, Self-RAG Monolith, Question dataloader, run, end, 167411123604041
1787483065.281856, Self-RAG Monolith, Document retriever, run, start, 167411123775375
1787483065.663271, Self-RAG Monolith, Document retriever, run, end, 167411505178500
1787483065.663379, Self-RAG Monolith, Monolith formatter, run, start, 167411505274625
1787483065.664081, Self-RAG Monolith, Monolith formatter, run, end, 167411505976333
1787483065.664168, Self-RAG Monolith, Monolith LLM, run, start, 167411506065291
1787483065.670291, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1153, 167411512191333
1787483065.670330, Self-RAG Monolith, Monolith LLM, first_token, start, 167411512222583
1787483071.374947, Self-RAG Monolith, Monolith LLM, first_token, end, 167417217026416
1787483072.644540, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 35, 167418486475625
1787483072.645041, Self-RAG Monolith, Monolith LLM, run, end, 167418486940541
1787483072.645413, Self-RAG Monolith, Monolith router, run, start, 167418487316166
1787483072.646535, Self-RAG Monolith, Monolith router, run, end, 167418488432333
1787483072.647641, Self-RAG Monolith, End stage, run, start, 167418489557583
1787483072.650742, Self-RAG Monolith, End stage, run, end, 167418492639250
1787483072.650803, Self-RAG Monolith, pipeline - val, run, end, 85360518464337003603929932819340742881, 1787483065.280426, 1, 13, 167418492698250
1787483072.651218, Self-RAG Monolith, pipeline - val, run, start, 236992253291761159128569519372502006366, 1787483072.651112, 1, 14, 167418493121458
1787483072.651697, Self-RAG Monolith, Question dataloader, run, start, 167418493598666
1787483072.664974, Self-RAG Monolith, Question dataloader, run, end, 167418506875791
1787483072.665247, Self-RAG Monolith, Document retriever, run, start, 167418507254458
1787483073.126670, Self-RAG Monolith, Document retriever, run, end, 167418968575041
1787483073.126826, Self-RAG Monolith, Monolith formatter, run, start, 167418968719708
1787483073.127442, Self-RAG Monolith, Monolith formatter, run, end, 167418969335041
1787483073.127522, Self-RAG Monolith, Monolith LLM, run, start, 167418969417750
1787483073.133288, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1214, 167418975182875
1787483073.133317, Self-RAG Monolith, Monolith LLM, first_token, start, 167418975208458
1787483079.104954, Self-RAG Monolith, Monolith LLM, first_token, end, 167424947002333
1787483080.580027, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 41, 167426421957333
1787483080.580529, Self-RAG Monolith, Monolith LLM, run, end, 167426422425208
1787483080.580755, Self-RAG Monolith, Monolith router, run, start, 167426422651500
1787483080.581471, Self-RAG Monolith, Monolith router, run, end, 167426423365083
1787483080.581831, Self-RAG Monolith, End stage, run, start, 167426423733708
1787483080.583525, Self-RAG Monolith, End stage, run, end, 167426425423791
1787483080.583659, Self-RAG Monolith, pipeline - val, run, end, 236992253291761159128569519372502006366, 1787483072.651112, 1, 14, 167426425553125
1787483080.584072, Self-RAG Monolith, pipeline - val, run, start, 105849696481935300174390513690749489115, 1787483080.583924, 1, 15, 167426425974500
1787483080.584407, Self-RAG Monolith, Question dataloader, run, start, 167426426307708
1787483080.586341, Self-RAG Monolith, Question dataloader, run, end, 167426428236333
1787483080.586535, Self-RAG Monolith, Document retriever, run, start, 167426428444791
1787483080.940396, Self-RAG Monolith, Document retriever, run, end, 167426782300750
1787483080.940492, Self-RAG Monolith, Monolith formatter, run, start, 167426782384416
1787483080.941070, Self-RAG Monolith, Monolith formatter, run, end, 167426782964208
1787483080.941156, Self-RAG Monolith, Monolith LLM, run, start, 167426783051875
1787483080.945314, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 739, 167426787208500
1787483080.945345, Self-RAG Monolith, Monolith LLM, first_token, start, 167426787235041
1787483084.784095, Self-RAG Monolith, Monolith LLM, first_token, end, 167430626043833
1787483086.065524, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 36, 167431907454666
1787483086.066040, Self-RAG Monolith, Monolith LLM, run, end, 167431907938708
1787483086.066653, Self-RAG Monolith, Monolith router, run, start, 167431908557291
1787483086.067040, Self-RAG Monolith, Monolith router, run, end, 167431908936083
1787483086.067306, Self-RAG Monolith, End stage, run, start, 167431909211125
1787483086.068819, Self-RAG Monolith, End stage, run, end, 167431910716875
1787483086.068952, Self-RAG Monolith, pipeline - val, run, end, 105849696481935300174390513690749489115, 1787483080.583924, 1, 15, 167431910849083
1787483086.069532, Self-RAG Monolith, pipeline - val, run, start, 291062407747380436732590188241603768144, 1787483086.069416, 1, 16, 167431911431208
1787483086.069785, Self-RAG Monolith, Question dataloader, run, start, 167431911688166
1787483086.070745, Self-RAG Monolith, Question dataloader, run, end, 167431912640000
1787483086.070902, Self-RAG Monolith, Document retriever, run, start, 167431912800791
1787483086.377799, Self-RAG Monolith, Document retriever, run, end, 167432219703208
1787483086.377953, Self-RAG Monolith, Monolith formatter, run, start, 167432219847291
1787483086.378210, Self-RAG Monolith, Monolith formatter, run, end, 167432220103000
1787483086.378338, Self-RAG Monolith, Monolith LLM, run, start, 167432220231416
1787483086.381457, Self-RAG Monolith, Monolith LLM, n_prompt_tokens, 1351, 167432223349166
1787483086.381484, Self-RAG Monolith, Monolith LLM, first_token, start, 167432223373583
1787483093.096099, Self-RAG Monolith, Monolith LLM, first_token, end, 167438938165541
1787483094.296117, Self-RAG Monolith, Monolith LLM, n_generated_tokens, 33, 167440138048583
1787483094.296715, Self-RAG Monolith, Monolith LLM, run, end, 167440138610541
1787483094.297149, Self-RAG Monolith, Monolith router, run, start, 167440139050666
